rid,CPC002_HA1E_6H:BRD-K95609758-001-01-1:10,CPC002_HA1E_24H:BRD-K95609758-001-01-1:10,CPC002_HCC515_6H:BRD-K95609758-001-01-1:10,CPC002_HCC515_24H:BRD-K95609758-001-01-1:10,CPC002_PC3_6H:BRD-K95609758-001-01-1:10,CPC002_PC3_24H:BRD-K95609758-001-01-1:10,CPC002_VCAP_6H:BRD-K95609758-001-01-1:10,CPC002_VCAP_24H:BRD-K95609758-001-01-1:10,CPC006_A375_6H:BRD-K95609758-001-02-9:10,CPC006_A375_24H:BRD-K95609758-001-02-9:10,CPC006_A549_6H:BRD-K95609758-001-02-9:10,CPC006_A549_24H:BRD-K95609758-001-02-9:10,CPC006_A673_6H:BRD-K95609758-001-02-9:10,CPC006_AGS_6H:BRD-K95609758-001-02-9:10,CPC006_CL34_6H:BRD-K95609758-001-02-9:10,CPC006_CORL23_6H:BRD-K95609758-001-02-9:10,CPC006_COV644_6H:BRD-K95609758-001-02-9:10,CPC006_DV90_6H:BRD-K95609758-001-02-9:10,CPC006_EFO27_6H:BRD-K95609758-001-02-9:10,CPC006_HA1E_6H:BRD-K95609758-001-02-9:10,CPC006_HA1E_24H:BRD-K95609758-001-02-9:10,CPC006_HCC15_6H:BRD-K95609758-001-02-9:10,CPC006_HCC515_6H:BRD-K95609758-001-02-9:10,CPC006_HCC515_24H:BRD-K95609758-001-02-9:10,CPC006_HCT116_6H:BRD-K95609758-001-02-9:10,CPC006_HEC108_6H:BRD-K95609758-001-02-9:10,CPC006_HEPG2_6H:BRD-K95609758-001-02-9:10,CPC006_HT115_6H:BRD-K95609758-001-02-9:10,CPC006_HT29_6H:BRD-K95609758-001-02-9:10,CPC006_HT29_24H:BRD-K95609758-001-02-9:10,CPC006_JHUEM2_6H:BRD-K95609758-001-02-9:10,CPC006_LOVO_6H:BRD-K95609758-001-02-9:10,CPC006_MCF7_6H:BRD-K95609758-001-02-9:10,CPC006_MCF7_24H:BRD-K95609758-001-02-9:10,CPC006_MDST8_6H:BRD-K95609758-001-02-9:10,CPC006_NCIH1694_6H:BRD-K95609758-001-02-9:10,CPC006_NCIH1836_6H:BRD-K95609758-001-02-9:10,CPC006_NCIH2073_6H:BRD-K95609758-001-02-9:10,CPC006_NCIH508_6H:BRD-K95609758-001-02-9:10,CPC006_NCIH596_6H:BRD-K95609758-001-02-9:10,CPC006_NOMO1_6H:BRD-K95609758-001-02-9:10,CPC006_OV7_6H:BRD-K95609758-001-02-9:10,CPC006_PC3_6H:BRD-K95609758-001-02-9:10,CPC006_PC3_24H:BRD-K95609758-001-02-9:10,CPC006_PL21_6H:BRD-K95609758-001-02-9:10,CPC006_RMGI_6H:BRD-K95609758-001-02-9:10,CPC006_RMUGS_6H:BRD-K95609758-001-02-9:10,CPC006_SKLU1_6H:BRD-K95609758-001-02-9:10,CPC006_SKM1_6H:BRD-K95609758-001-02-9:10,CPC006_SKMEL1_6H:BRD-K95609758-001-02-9:10,CPC006_SKMEL28_6H:BRD-K95609758-001-02-9:10,CPC006_SNGM_6H:BRD-K95609758-001-02-9:10,CPC006_SNU1040_6H:BRD-K95609758-001-02-9:10,CPC006_SNUC4_6H:BRD-K95609758-001-02-9:10,CPC006_SNUC5_6H:BRD-K95609758-001-02-9:10,CPC006_SW480_6H:BRD-K95609758-001-02-9:10,CPC006_SW620_6H:BRD-K95609758-001-02-9:10,CPC006_SW948_6H:BRD-K95609758-001-02-9:10,CPC006_T3M10_6H:BRD-K95609758-001-02-9:10,CPC006_THP1_6H:BRD-K95609758-001-02-9:10,CPC006_TYKNU_6H:BRD-K95609758-001-02-9:10,CPC006_U937_6H:BRD-K95609758-001-02-9:10,CPC006_VCAP_6H:BRD-K95609758-001-02-9:10,CPC006_VCAP_24H:BRD-K95609758-001-02-9:10,CPC006_WSUDLCL2_6H:BRD-K95609758-001-02-9:10,CPC016_A375_6H:BRD-K95609758-001-01-1:10,CPC016_A549_6H:BRD-K95609758-001-01-1:10,CPC016_A549_24H:BRD-K95609758-001-01-1:10,CPC016_ASC_24H:BRD-K95609758-001-01-1:10,CPC016_HEPG2_6H:BRD-K95609758-001-01-1:10,CPC016_HT29_6H:BRD-K95609758-001-01-1:10,CPC016_MCF7_6H:BRD-K95609758-001-01-1:10,CPC016_MCF7_24H:BRD-K95609758-001-01-1:10,CPC016_NEU_24H:BRD-K95609758-001-01-1:10,CPC016_NPC_24H:BRD-K95609758-001-01-1:10,CPC016_SKB_24H:BRD-K95609758-001-01-1:10,CPC006_H1299_6H:BRD-K95609758-001-02-9:10,CPC006_RKO_6H:BRD-K95609758-001-02-9:10
5720,0.0521967113018,0.949349284172,-1.22298789024,-0.0379205718637,-1.80714595318,0.290858238935,0.0410991758108,0.642178654671,-0.000842988491058,0.229858860373,-0.609286487103,0.498457670212,0.0969000160694,-0.605250000954,-0.096400000155,0.0313499867916,-0.268500000238,-1.22979998589,-0.241700023413,0.0333305299282,0.555790007114,-0.18325252831,-0.890159666538,0.678464651108,-0.535950005054,-0.390615582466,0.394627004862,0.305500000715,-1.01625549793,0.771000623703,-0.0630000084639,-0.101950019598,-0.498157322407,0.496807277203,0.388949990273,-0.252099990845,-0.492749989033,-0.467849999666,0.400449991226,-0.730650007725,-0.0774500072002,-0.224649995565,-0.384915709496,0.0846643447876,-1.24000000954,0.0310500264168,-0.75419819355,-0.676400005817,-0.966499984264,-0.0753500163555,-0.893249988556,-0.278249979019,-1.50390005112,-0.0641999989748,-0.510150015354,-0.0577000007033,-0.608782410622,-0.428581684828,0.573799967766,-0.432152062654,-0.28464999795,-0.462700009346,0.753154635429,0.429192721844,-1.79594993591,0.224404498935,0.245999991894,-0.516351103783,-0.330980598927,1.19644737244,-0.0910800248384,-1.48157787323,0.455209761858,0.251089662313,1.11242866516,-0.594390332699,-0.264600008726,-2.42225003242
466,0.735029459,0.430070847273,0.772242426872,-1.06088709831,-0.754055857658,0.0426847785711,0.599310815334,0.209902361035,0.0160752721131,0.763340592384,-0.0199400186539,0.686491072178,0.0911999940872,-0.702350020409,0.328200012445,-1.1482000351,-0.0166999995708,-0.084399998188,-0.117600023746,-0.643756449223,-0.0952258706093,-0.54477339983,0.20022726059,1.22322547436,-0.587949991226,0.587999641895,0.0148155558854,-0.172800004482,-0.783415913582,0.547744512558,0.66504997015,0.128749996424,-0.489383816719,0.247924670577,-0.774350047112,-0.672699987888,0.0394500046968,0.69865000248,0.801699995995,0.11155000329,-0.431600004435,0.0097000002861,-0.761583387852,0.702725291252,-0.194100007415,0.388150006533,-2.49775266647,1.22839999199,-0.492650002241,-0.00569999217987,-0.135749995708,-0.133400008082,0.573849976063,0.47705000639,-0.0623999983072,0.454750001431,0.126272395253,-0.344293564558,-0.718299984932,-0.362505108118,-0.646549999714,0.55110001564,0.883883118629,0.300112813711,0.581149995327,0.158822834492,-0.127949997783,0.0184272024781,0.668301343918,0.0494548976421,-0.312460005283,4.56725597382,-1.1249935627,-0.325541973114,0.352228403091,-0.274704575539,-0.0404000021517,-2.69654989243
6009,0.286250770092,-1.03774619102,-0.623598456383,0.41352006793,-1.2778673172,-0.0686589553952,-0.663794398308,-0.294558793306,-0.516461014748,0.171165853739,-0.804966449738,-0.605285108089,-1.56535005569,-1.36759996414,-0.992399990559,-0.313699990511,0.361450016499,-1.37150001526,-0.210349991918,-0.493075788021,0.0974555239081,-0.879017114639,0.796665728092,-0.380664855242,-0.727200031281,-0.554906249046,-0.0853952914476,-0.879199981689,-1.0328425169,-0.0432963855565,-0.0248000025749,-0.0967999696732,-0.539515078068,0.0661102756858,-1.25180006027,0.224549993873,0.317299991846,0.8138499856,-0.338249981403,-0.794250011444,-0.691749989986,-0.884400010109,-1.70207238197,-0.0574045628309,-0.316950023174,-0.0106499791145,0.393976658583,-0.102600008249,-0.456449985504,0.374000012875,-0.42714998126,1.18215000629,-0.1875,-0.621950030327,-0.0759499967098,-0.218899995089,-1.14869630337,-0.696871161461,-0.113799989223,-0.734414458275,0.478449970484,0.499650001526,0.537873148918,0.640604972839,-1.00290000439,-0.395729541779,-0.331399977207,0.847774267197,0.0786975100636,1.13343811035,-0.37307998538,-1.59245157242,0.677482664585,-1.30083346367,0.0398079231381,-0.122238278389,0.364499986172,1.28090000153
2309,-0.369931399822,-0.912073791027,0.429962098598,-1.22664642334,1.57082986832,0.623301684856,-0.572336614132,0.190797150135,-0.280744880438,0.0254266858101,-0.323180437088,-0.453988134861,0.152750015259,-4.20469999313,-0.591400027275,-0.197850003839,-0.117650002241,-0.735300004482,-5.21645021439,0.373442739248,0.0872566401958,-0.632657945156,-0.475784391165,-0.355913937092,-1.03244996071,0.126656487584,-0.378007978201,-0.464599996805,0.395857959986,-0.907354652882,-0.0344499945641,-0.346149981022,-0.523093879223,-0.533248901367,-1.03515005112,-0.101099997759,-0.524349987507,-0.922599971294,-0.0424500033259,-0.572399973869,0.150650009513,-1.37779998779,-1.00064110756,-0.298904806376,-0.302500009537,-0.15719999373,-0.580850958824,-0.718400001526,-0.292050004005,0.764949977398,-0.253349989653,-1.45320010185,-0.638849973679,-0.549549996853,0.350800007582,0.0195999965072,-0.768298208714,-1.47367358208,1.54419994354,-0.314232736826,-1.48440003395,0.165699988604,-0.891820430756,-0.233146727085,-0.408500015736,0.448370039463,-0.180850014091,0.409285306931,0.350864320993,-0.243258491158,0.838919997215,-4.56741285324,-0.113673724234,0.0519020408392,-0.78579890728,-0.97427290678,-0.619149982929,-0.434299975634
387,-0.152295410633,0.344370931387,-1.54264640808,0.590267717838,-1.19568288326,0.769950807095,-0.419615417719,0.492436558008,-0.0995601788163,0.632880151272,-0.139697402716,0.492491275072,-0.0834999978542,-0.890300035477,-1.0625,-0.205599993467,-0.79724997282,-0.263949990273,-0.486050009727,-0.469603598118,0.510837614536,-0.930390715599,0.753363251686,-0.254732310772,0.482549995184,-0.0462724119425,0.142617926002,-0.495399981737,-0.445459872484,-0.256085753441,-0.351949989796,-0.773000001907,-0.365157723427,0.304088354111,-0.844300031662,0.0832500010729,-0.814549982548,0.0981499999762,-1.3178999424,0.0236500054598,-0.0985999852419,-0.575099945068,-0.652291297913,0.638182222843,0.0986999869347,-0.150649994612,-1.36108613014,-0.363799989223,0.670050024986,-1.13839995861,0.133349999785,0.0984000042081,-0.186299994588,0.105099998415,-0.861549973488,0.407900035381,-1.40957796574,-2.13657832146,-0.623199999332,-0.933916807175,-0.470499992371,-0.113549999893,0.584976494312,1.00142931938,-1.34049999714,2.06158542633,-0.068200007081,0.968479752541,0.132483899593,1.07300961018,0.437799990177,-1.86859226227,1.47232580185,0.803211927414,0.389093577862,-0.437782287598,-0.783349990845,-0.0923999845982
3553,0.983502626419,-0.253122210503,0.813732385635,1.36493515968,0.612584352493,-0.943455338478,-0.22138337791,-1.07777094841,-0.157449528575,-0.727454066277,0.479412585497,-0.960985898972,0.420350015163,0.733700037003,-0.0163000002503,0.157949998975,0.473600029945,0.777049958706,0.0154500007629,0.434360921383,-1.04593849182,0.455773472786,0.636790394783,-0.203602463007,0.763200044632,1.05652487278,-0.363004058599,-0.599349975586,0.631820976734,0.484896153212,0.703850030899,-0.267899990082,1.15244472027,-0.112415753305,-0.367850005627,-0.363200008869,0.047249995172,0.836950004101,-0.6820499897,-0.517049968243,0.117250010371,0.157049998641,-0.543475449085,0.00945229828358,0.488349974155,1.00859999657,1.34576761723,0.83755004406,-0.219350010157,0.971750020981,0.0899999886751,-0.4212000072,0.467550009489,0.476399987936,-0.0917000025511,-0.897499978542,1.56076109409,-0.640562295914,-0.163549989462,-0.148903772235,-0.407999992371,0.353599995375,-0.552171230316,-0.256443500519,2.86365008354,-0.880953729153,-0.326750010252,0.311748534441,-0.711760103703,-1.21706390381,0.0881599783897,2.23576712608,-0.146532773972,0.807096898556,-0.378566116095,0.205565810204,0.755800008774,2.13459992409
427,-1.16874861717,-0.876311063766,-0.248568177223,0.148692667484,2.82210183144,-0.135940477252,-0.107716545463,-0.255636453629,0.0578683391213,-0.08735473454,-1.37476670742,0.21899689734,0.413000017405,-0.13275000453,-1.02970004082,-0.547749996185,-2.80519986153,-0.19129998982,0.585049986839,-0.241697058082,1.0507247448,-0.897393524647,0.472559630871,-0.573496580124,-0.197550013661,0.286557585001,-0.452905535698,0.502550005913,-0.480534493923,-0.19480484724,0.00524999946356,-0.518000006676,-0.784605503082,-1.39387404919,-0.321649968624,0.496250003576,0.64200001955,0.411350011826,-0.455700010061,0.252799987793,-0.179049998522,0.965049982071,0.436844408512,0.193024337292,-0.684099972248,-0.278899997473,-0.441273152828,5.37954998016,-0.0150500014424,-0.334650009871,0.205099999905,-0.398950010538,-0.25159996748,-0.479849994183,0.336400002241,-0.128549993038,0.243352949619,-0.232651367784,-0.658900022507,-0.809898257256,0.378749996424,-0.527649998665,0.261136054993,-0.0873801782727,0.659850001335,-0.94534689188,0.0992000102997,0.537285506725,0.589609384537,-0.690818309784,0.25093999505,5.69143295288,-0.0552876293659,-0.277744323015,-0.220549955964,0.021795257926,0.264050006866,-1.24874997139
5898,0.436798810959,-0.194350719452,0.666407883167,-0.228600740433,-0.435418367386,-0.681785583496,0.726306855679,0.0499595850706,-0.0510342568159,-0.11731954664,-0.793090701103,-0.0177689492702,-0.0995500087738,-1.30800008774,0.136299997568,-0.411549985409,0.543550014496,-0.59124994278,0.2662999928,-1.29323005676,0.394940793514,-1.14291262627,0.644276916981,0.0535290539265,-1.41619992256,0.245788708329,0.0576484054327,-1.11290001869,-0.337845146656,-0.0860737189651,1.09395003319,-0.212200000882,0.360920220613,-0.331832587719,-0.826049983501,-0.102950006723,-0.110949993134,0.656149983406,0.580300033092,0.888350009918,-0.845399975777,-0.998449981213,0.562831819057,-0.173848867416,0.24944999814,-0.506399989128,-0.634702563286,0.36384999752,-2.40229988098,0.159800007939,-0.544450044632,-0.558100044727,0.154799997807,0.190300002694,0.650049984455,0.306850016117,-0.420024037361,-0.74828773737,0.454250007868,-0.730938911438,-0.070799998939,0.503000020981,-0.216121852398,-0.470810323954,-0.484600007534,-0.00630494952202,0.564499974251,0.154233694077,0.11380456388,0.194139033556,0.375779986382,3.29193902016,-0.943448781967,0.245202973485,0.106357172132,-1.01584613323,0.104000002146,0.531899988651
23365,-0.142618298531,-0.199109867215,0.419548749924,-0.421324521303,1.81175601482,0.292569100857,-0.0662597566843,0.755814731121,0.247592866421,0.234531342983,0.531011521816,0.0362210422754,-0.109500020742,-0.44880002737,0.0133999995887,-0.325500011444,1.55015003681,0.572700023651,1.05274999142,-0.0253344476223,0.535699486732,-1.31086301804,1.66340637207,-0.355766117573,0.809499979019,0.779855489731,-0.325503736734,-0.528199970722,-0.277553617954,0.172217652202,0.402400016785,-0.452999979258,0.86404979229,-0.595502376556,2.37520003319,-0.330699980259,0.749249994755,1.0040999651,0.0711499974132,1.16744995117,-0.82380002737,-1.59185004234,1.37659645081,-0.102073967457,-0.0823999941349,-0.543699979782,-0.265039265156,1.86245000362,0.0775499939919,-1.3152500391,-0.736899971962,-0.930100023746,1.5326499939,0.0491000115871,-0.286449998617,0.405600011349,-0.341395199299,-1.51522111893,-1.07245004177,0.0505718365312,0.00894999876618,-0.53275001049,-0.135547101498,0.223417848349,0.551649987698,-0.266351222992,0.54264998436,3.49414086342,-0.0343014225364,0.932907938957,0.0898400247097,3.27980852127,1.62131476402,0.0647950917482,1.29371380806,0.330618143082,0.257599949837,2.99874997139
6657,0.744485318661,0.0806142687798,0.860321998596,0.36142089963,0.644755840302,-0.660451591015,-0.261279463768,-0.775146901608,0.394054353237,0.578116893768,1.19410514832,0.0268424004316,-0.0055999904871,1.1101000309,-0.490900009871,0.304499983788,1.05924999714,0.571099996567,-0.404299974442,0.732835173607,-0.65692615509,0.766412854195,0.619621634483,0.196444690228,0.526750028133,-0.454125016928,-0.42662268877,-0.178100004792,0.356036007404,0.752506911755,0.436800003052,-0.324900001287,0.695987224579,-0.0633999407291,0.95165002346,-0.249550014734,-0.0873500108719,-0.0980000048876,-1.05130004883,-0.414499998093,-0.3396499753,0.468749970198,0.503956198692,-0.403766334057,-0.409749984741,0.216899961233,1.72341275215,0.745200037956,-0.304000020027,1.44699990749,1.0353499651,0.201550006866,0.572399973869,-0.14880001545,0.437800019979,-0.685449957848,0.484642863274,0.528090298176,-0.0541999936104,-0.444283664227,-0.0258499979973,-0.562300026417,-0.45135062933,-1.05927634239,1.52584993839,0.441849797964,-0.597750008106,0.395031392574,-0.932949364185,-1.05560278893,0.412239998579,0.0138801317662,-0.367778658867,-0.540237426758,0.238697350025,-0.422073721886,1.01244997978,2.17565011978
