rid,CPC020_A375_6H:BRD-K03406345-001-11-2:10,CPC020_A549_6H:BRD-K03406345-001-11-2:10,CPC020_HA1E_6H:BRD-K03406345-001-11-2:10,CPC020_HCC515_6H:BRD-K03406345-001-11-2:10,CPC020_HT29_6H:BRD-K03406345-001-11-2:10,CPC020_MCF7_6H:BRD-K03406345-001-11-2:10,CPC020_MCF7_24H:BRD-K03406345-001-11-2:10,CPC020_PC3_6H:BRD-K03406345-001-11-2:10,CPC020_PC3_24H:BRD-K03406345-001-11-2:10,CPC020_VCAP_6H:BRD-K03406345-001-11-2:10,CPC020_VCAP_24H:BRD-K03406345-001-11-2:10,CPD003_MCF7_6H:BRD-A11263757-001-04-5:10,CPD003_MCF7_24H:BRD-A11263757-001-04-5:10,CPD003_PC3_6H:BRD-A11263757-001-04-5:10,CPD003_PC3_24H:BRD-A11263757-001-04-5:10,ERG011_VCAP_6H:BRD-K03406345-001-12-0:10,ERG011_VCAP_6H:BRD-K03406345-001-12-0:2,ERG011_VCAP_6H:BRD-K03406345-001-12-0:0.4,ERG011_VCAP_24H:BRD-K03406345-001-12-0:10,ERG011_VCAP_24H:BRD-K03406345-001-12-0:2,ERG011_VCAP_24H:BRD-K03406345-001-12-0:0.4,ERG016_VCAP_24H:BRD-K03406345:10,ERG016_VCAP_24H:BRD-K03406345:3.33,ERG016_VCAP_24H:BRD-K03406345:1.11,ERG016_VCAP_24H:BRD-K03406345:0.37
5720,-0.488622367382,-0.125100016594,1.37150025368,-1.08580005169,-0.575864255428,-0.65139144659,-2.56587719917,-0.761696696281,-2.91054844856,-1.5644197464,-3.18207287788,-0.750400006771,-3.6563000679,-0.901068925858,-4.57940006256,0.72729998827,0.113399997354,-0.272799998522,1.2021458149,1.76743865013,0.71918964386,-0.12492275238,1.12711524963,0.416266322136,0.317058444023
466,1.92900729179,2.74025011063,-0.0682408958673,0.636299967766,1.11080491543,1.04821431637,-0.422953307629,0.41585534811,0.216011628509,1.14814805984,0.515838265419,-0.428099989891,1.6888999939,0.585010826588,2.70539999008,0.000800013542175,-0.675800025463,-0.0632999539375,-0.407504320145,-0.898175835609,0.579064130783,-1.87163448334,-1.31427586079,-0.877984106541,-0.586724162102
6009,-1.18139004707,0.46850001812,0.860750615597,0.40854999423,-0.162012219429,-0.834831774235,1.10760343075,-0.358986407518,-0.096472710371,-1.21184778214,-0.312913566828,-0.0104999989271,1.99874997139,0.142301782966,-0.470950007439,-0.624050021172,-0.840399980545,-0.608299970627,0.0871815383434,-0.505014002323,-0.620574712753,-0.124309152365,-0.605596184731,-0.508398234844,1.32359707355
2309,3.76191425323,3.96159982681,-0.140222340822,0.812049984932,3.68217897415,1.77774167061,2.03701019287,2.37899112701,4.33189201355,5.03471755981,1.79524695873,2.90919995308,2.17635011673,4.13328266144,2.71169996262,4.85365009308,0.9375,-0.00935000181198,1.98312497139,0.510799407959,-0.552689373493,2.59052419662,-0.995727717876,-0.806015849113,-1.6058627367
387,-0.930497527122,-1.62870001793,-0.699008524418,0.0465999990702,-0.503212094307,-1.2016531229,-0.52041554451,-0.591150403023,-2.81075954437,-1.01597416401,-0.54178160429,-0.614300012589,-1.82354998589,-1.2216117382,-3.55235004425,0.306050002575,0.0108000040054,-1.04235005379,0.631009936333,0.382866680622,0.26443874836,-0.0741443932056,-1.57830965519,-1.7948499918,0.647527217865
3553,1.07868170738,-0.0238500237465,0.738399386406,0.0590000152588,0.345006883144,-0.207426398993,0.271696686745,4.34015464783,-1.33125329018,0.213285520673,0.0533681809902,-0.534550011158,0.85664999485,4.92641353607,-4.13490009308,-0.212799966335,1.48430001736,0.278750002384,0.0617223978043,-1.32469105721,-0.699420809746,1.18657588959,0.905431747437,0.192842960358,1.25634098053
427,-0.12213408947,-2.27995014191,0.236831516027,0.292450010777,0.183079108596,-0.658490657806,-0.225223273039,-1.13308799267,-0.431884646416,-0.83388209343,-0.416380763054,-0.672549962997,-0.746749997139,0.573404967785,1.57809996605,-0.040600001812,-0.69914996624,0.035699993372,0.211481809616,0.781683504581,0.501212000847,-1.32161736488,-2.2552728653,-1.49136781693,-0.986088335514
5898,0.949240267277,-0.0700500011444,0.192915871739,0.0740500092506,0.150743976235,0.0642545670271,0.47173088789,-0.91975736618,1.39436817169,0.537008881569,1.36571645737,-1.61860001087,2.09330010414,-0.658816456795,2.72000002861,-0.103899985552,-0.20759999752,-0.26265001297,-0.153165698051,0.616269230843,0.519725739956,1.34691500664,-1.39585018158,0.36601960659,-0.0723338574171
23365,0.240630313754,0.163299992681,-1.44459033012,0.22025001049,1.41153478622,0.239258319139,-0.0217734873295,-0.199756339192,1.73604094982,0.225212305784,0.301469177008,-1.10699999332,0.550949990749,-0.0311137735844,-0.24754999578,-0.449750006199,-0.384649991989,0.706550002098,0.0758930593729,-0.523664474487,0.455911785364,1.23506498337,-0.609287679195,-0.349297463894,1.09136223793
6657,-1.2073302269,-0.725500047207,-0.231721431017,-0.957149982452,-0.287927210331,-0.320561528206,0.229125723243,0.0957386121154,1.3420419693,0.395653754473,-0.371294856071,-0.594600021839,1.11779999733,-0.297794431448,1.89709997177,0.72855001688,0.410149991512,-0.690699994564,0.188374072313,0.938900709152,-0.483939915895,1.4364027977,-0.101440444589,0.728305578232,0.265465021133
