rid,CPC006_A375_6H:BRD-A13195221-001-01-1:10,CPC006_A375_24H:BRD-A13195221-001-01-1:10,CPC006_A549_6H:BRD-A13195221-001-01-1:10,CPC006_A549_24H:BRD-A13195221-001-01-1:10,CPC006_A673_6H:BRD-A13195221-001-01-1:10,CPC006_AGS_6H:BRD-A13195221-001-01-1:10,CPC006_CL34_6H:BRD-A13195221-001-01-1:10,CPC006_CORL23_6H:BRD-A13195221-001-01-1:10,CPC006_COV644_6H:BRD-A13195221-001-01-1:10,CPC006_DV90_6H:BRD-A13195221-001-01-1:10,CPC006_EFO27_6H:BRD-A13195221-001-01-1:10,CPC006_HA1E_6H:BRD-A13195221-001-01-1:10,CPC006_HA1E_24H:BRD-A13195221-001-01-1:10,CPC006_HCC15_6H:BRD-A13195221-001-01-1:10,CPC006_HCC515_6H:BRD-A13195221-001-01-1:10,CPC006_HCC515_24H:BRD-A13195221-001-01-1:10,CPC006_HCT116_6H:BRD-A13195221-001-01-1:10,CPC006_HEC108_6H:BRD-A13195221-001-01-1:10,CPC006_HEPG2_6H:BRD-A13195221-001-01-1:10,CPC006_HT115_6H:BRD-A13195221-001-01-1:10,CPC006_HT29_6H:BRD-A13195221-001-01-1:10,CPC006_HT29_24H:BRD-A13195221-001-01-1:10,CPC006_JHUEM2_6H:BRD-A13195221-001-01-1:10,CPC006_LOVO_6H:BRD-A13195221-001-01-1:10,CPC006_MCF7_6H:BRD-A13195221-001-01-1:10,CPC006_MCF7_24H:BRD-A13195221-001-01-1:10,CPC006_MDST8_6H:BRD-A13195221-001-01-1:10,CPC006_NCIH1694_6H:BRD-A13195221-001-01-1:10,CPC006_NCIH1836_6H:BRD-A13195221-001-01-1:10,CPC006_NCIH2073_6H:BRD-A13195221-001-01-1:10,CPC006_NCIH508_6H:BRD-A13195221-001-01-1:10,CPC006_NCIH596_6H:BRD-A13195221-001-01-1:10,CPC006_NOMO1_6H:BRD-A13195221-001-01-1:10,CPC006_OV7_6H:BRD-A13195221-001-01-1:10,CPC006_PC3_6H:BRD-A13195221-001-01-1:10,CPC006_PC3_24H:BRD-A13195221-001-01-1:10,CPC006_PL21_6H:BRD-A13195221-001-01-1:10,CPC006_RMGI_6H:BRD-A13195221-001-01-1:10,CPC006_RMUGS_6H:BRD-A13195221-001-01-1:10,CPC006_SKLU1_6H:BRD-A13195221-001-01-1:10,CPC006_SKM1_6H:BRD-A13195221-001-01-1:10,CPC006_SKMEL1_6H:BRD-A13195221-001-01-1:10,CPC006_SKMEL28_6H:BRD-A13195221-001-01-1:10,CPC006_SNGM_6H:BRD-A13195221-001-01-1:10,CPC006_SNU1040_6H:BRD-A13195221-001-01-1:10,CPC006_SNUC4_6H:BRD-A13195221-001-01-1:10,CPC006_SNUC5_6H:BRD-A13195221-001-01-1:10,CPC006_SW480_6H:BRD-A13195221-001-01-1:10,CPC006_SW620_6H:BRD-A13195221-001-01-1:10,CPC006_SW948_6H:BRD-A13195221-001-01-1:10,CPC006_T3M10_6H:BRD-A13195221-001-01-1:10,CPC006_THP1_6H:BRD-A13195221-001-01-1:10,CPC006_TYKNU_6H:BRD-A13195221-001-01-1:10,CPC006_U937_6H:BRD-A13195221-001-01-1:10,CPC006_VCAP_6H:BRD-A13195221-001-01-1:10,CPC006_VCAP_24H:BRD-A13195221-001-01-1:10,CPC006_WSUDLCL2_6H:BRD-A13195221-001-01-1:10,CPC013_A375_6H:BRD-A13195221-001-01-1:10,CPC013_A549_6H:BRD-A13195221-001-01-1:10,CPC013_A549_24H:BRD-A13195221-001-01-1:10,CPC013_ASC_24H:BRD-A13195221-001-01-1:10,CPC013_HA1E_6H:BRD-A13195221-001-01-1:10,CPC013_HCC515_6H:BRD-A13195221-001-01-1:10,CPC013_HEPG2_6H:BRD-A13195221-001-01-1:10,CPC013_HT29_6H:BRD-A13195221-001-01-1:10,CPC013_MCF7_6H:BRD-A13195221-001-01-1:10,CPC013_MCF7_24H:BRD-A13195221-001-01-1:10,CPC013_NEU_24H:BRD-A13195221-001-01-1:10,CPC013_NPC_24H:BRD-A13195221-001-01-1:10,CPC013_PC3_6H:BRD-A13195221-001-01-1:10,CPC013_PC3_24H:BRD-A13195221-001-01-1:10,CPC013_SKB_24H:BRD-A13195221-001-01-1:10,CPC013_VCAP_6H:BRD-A13195221-001-01-1:10,CPC013_VCAP_24H:BRD-A13195221-001-01-1:10,CPC006_H1299_6H:BRD-A13195221-001-01-1:10,CPC006_RKO_6H:BRD-A13195221-001-01-1:10
5720,0.335285425186,0.312492847443,0.446374595165,-0.0619732141495,0.933949947357,1.03910005093,0.445549994707,0.329400002956,0.136900007725,0.690800011158,-0.388000011444,-0.00620297715068,0.227378025651,0.280163228512,1.28564608097,0.338258743286,1.05885004997,0.872033894062,-0.497292399406,0.567299962044,-0.212209254503,0.574926316738,0.146250009537,0.335550010204,0.558241844177,0.123022213578,-0.409550011158,-0.51115000248,0.79255002737,0.196200013161,-0.995150029659,-0.893999993801,0.947449982166,-0.344850003719,-0.0110870096833,0.316116094589,0.555999994278,0.44754999876,0.928654432297,0.348399996758,-0.321999996901,0.831300020218,-0.565550029278,-0.466600000858,-0.390849977732,0.311149984598,0.602400004864,-0.210150003433,-0.0331307351589,-0.289997339249,-0.197499990463,0.0910369157791,-0.362950026989,0.241099983454,0.169224143028,-0.515012681484,0.13734999299,0.325779110193,0.608150005341,0.622733354568,-0.551268935204,0.622212409973,-0.259014874697,0.073549285531,1.25693118572,0.0055635869503,0.859890818596,-0.201449990273,0.44987013936,-0.271206229925,-0.556401968002,0.386192083359,0.292379498482,0.756175816059,0.698400020599,0.943700015545
466,0.655938029289,0.345778226852,-0.230695337057,-0.113762229681,1.02769994736,0.105849981308,1.00345003605,-0.0683000087738,0.820349991322,1.25325000286,0.0754500031471,0.249403998256,0.0699747949839,-0.0222898200154,-0.254695534706,0.835147976875,-1.98849999905,1.70167458057,-0.207996070385,-0.410499989986,0.198737636209,0.601626634598,-0.924799978733,-0.584749996662,-0.0530872046947,-0.220777273178,-0.118450000882,0.392549991608,0.169700026512,0.149300009012,-0.0447000041604,0.65885001421,0.573699951172,-0.28100001812,0.203156664968,0.264459937811,0.789300024509,0.864449977875,1.08206295967,0.612499952316,-2.27310013771,-0.678099989891,-0.41865003109,0.288549989462,0.777549982071,0.868700027466,0.20640000701,0.285400003195,0.716943562031,-0.116281524301,0.312399983406,1.08455896378,0.122850000858,0.888199985027,0.262387692928,-0.945284962654,0.186399996281,-0.574079990387,0.785850048065,-0.147566646338,0.778442800045,0.279304027557,-0.464734554291,-0.44209831953,0.989334464073,-0.184758216143,0.814729452133,-1.1549500227,-0.316479891539,-0.0036593535915,-0.713635146618,-0.943355083466,0.0154690518975,0.204158931971,0.164849996567,0.712149977684
6009,0.496416002512,-0.226511538029,0.33478051424,0.477733880281,0.92435002327,0.704050004482,0.44889998436,0.192499995232,-0.543250024319,0.0756999999285,0.0767999887466,0.3361120224,-0.71024119854,-0.169170886278,-0.624518334866,-0.569222450256,1.21815001965,-0.458944648504,-0.128415614367,-0.581900000572,0.186015576124,0.140782177448,-1.14849996567,-0.267349988222,-0.78913795948,0.00470749288797,-1.35989999771,-1.50030004978,0.312949985266,-0.567749977112,-0.897199988365,-2.1845998764,0.491999983788,-0.941900014877,-0.501290023327,-0.176347181201,-1.43279993534,-0.515249967575,0.947903990746,-0.694950044155,-0.432449996471,0.593949973583,-0.655050039291,-0.880599975586,-0.870249986649,-1.00020003319,-0.280399978161,0.607149958611,-0.564094424248,-1.20346713066,-0.470999985933,-0.566460669041,-0.676949977875,-0.986650049686,-0.121780350804,-0.327569663525,0.0631500035524,0.273391544819,-0.166549995542,-0.228299990296,0.230926066637,0.577756285667,-0.385079324245,-0.57314312458,0.317920714617,0.264638602734,0.25295650959,0.577899992466,-0.923146128654,-0.616446554661,-0.571295082569,-1.43998765945,-0.520527660847,-0.199747085571,0.677999973297,0.429449975491
2309,-0.591821789742,-0.680517792702,-0.203949451447,-0.626472771168,0.385999977589,-0.829699993134,-0.0898000150919,0.659250020981,0.118800006807,-0.76029998064,-1.87890005112,-0.433381289244,0.391869068146,-0.835773408413,-0.818892359734,-0.850500226021,0.308450013399,-0.851027369499,-1.11680841446,0.104699999094,-0.868460118771,-0.566870450974,-1.41825008392,-0.3166000247,0.014927059412,-0.377716511488,0.362150013447,0.620750010014,0.0443000048399,-0.735050022602,1.45780003071,-0.937449991703,-0.0767500028014,0.441900014877,-0.0461519360542,-0.675111889839,-0.239199995995,0.0770500004292,0.239332973957,-0.313499987125,0.423249989748,-0.21645000577,-0.96899998188,0.158449977636,-0.231899991632,-0.819750010967,-0.288399994373,0.0179499983788,-0.71450394392,-0.628859043121,-0.893549978733,-0.18726529181,-0.60389995575,0.0804999917746,-1.24182999134,-0.204696387053,0.865449965,0.374606817961,-0.498299986124,0.307233333588,-0.557216763496,0.299501955509,0.127774596214,0.252113819122,-0.371107518673,0.344362676144,-0.28190112114,0.743849992752,0.894547820091,0.257485300303,-0.35164937377,-0.437623679638,-0.529455184937,-0.151389315724,-0.621850013733,1.22934997082
387,0.331968814135,0.141956105828,-0.104009307921,-1.35168230534,1.30914998055,0.0680499970913,-0.0795999914408,0.651700019836,-0.0864500105381,-0.950400054455,-0.859950006008,-0.328806906939,0.036030843854,-1.30536472797,-0.312382042408,0.0657918080688,-0.624549984932,0.323000788689,-0.560287714005,-0.466800034046,-0.0252489671111,-0.597589015961,-0.334949970245,-0.985350012779,-0.359538584948,0.437734395266,-0.342799991369,0.398650020361,-0.580049991608,-1.41285002232,0.917600035667,-0.779849946499,0.605250000954,-0.847200036049,-0.556352615356,-0.524766087532,0.422299981117,0.318549990654,-0.23316642642,-0.280950009823,-0.841100037098,0.238849982619,0.789000034332,-1.26005005836,-0.621000051498,-0.250650018454,0.622900009155,-0.239500015974,-0.264328271151,-0.710331380367,-0.54129999876,-0.119578301907,0.250849992037,-0.212449982762,0.525697886944,-0.554906249046,-0.336899995804,0.293059051037,0.199050009251,-0.595200061798,-0.253812193871,0.0863077938557,-0.170067474246,-0.921615183353,0.513587117195,0.733941197395,0.539488971233,0.37239998579,0.131672933698,-0.192393511534,-0.841751992702,-1.14079093933,0.0780397728086,-0.741652965546,0.33939999342,-0.107800006866
3553,-0.638584315777,-0.127025902271,-0.00255890935659,0.33040946722,-0.815750002861,-0.0179000049829,-0.705500006676,0.0216000005603,-0.728999972343,-0.955999970436,-0.284049987793,-0.0620716065168,-0.319309383631,-0.591423809528,0.148048058152,-0.23359400034,-0.417800009251,-0.807191610336,1.10942614079,-0.81534999609,0.0715692266822,0.322020530701,0.485449999571,-0.262199997902,-0.253735899925,-0.201194375753,0.547950029373,0.392699986696,0.458350002766,-1.19470000267,0.935800015926,-0.398500025272,-0.524599969387,-0.653450012207,-0.559046506882,0.749294102192,-0.164599999785,-0.467050015926,0.00647440552711,-0.147400021553,0.231299996376,-1.05369997025,-0.447149991989,-0.567799985409,-0.878600001335,-1.04235005379,-0.327499985695,0.293850004673,-0.108236394823,0.937067091465,-0.302399992943,-0.835127353668,0.121599972248,-0.232850015163,0.195320785046,-0.354275256395,-0.601050019264,0.437227129936,-0.431600004435,-0.063233345747,-0.843222141266,0.079361230135,0.121854528785,0.529335379601,-0.35445395112,-1.07310342789,-0.402690201998,-0.230950012803,-0.196634054184,-0.242957815528,0.909185469151,0.454436719418,0.622274398804,0.81598585844,0.125549972057,-0.868649959564
427,0.0138731449842,-0.688709259033,-0.0680867210031,-0.0653004050255,0.012600004673,-0.00595000386238,2.38654994965,0.545249998569,0.351049989462,-0.141949996352,1.80784988403,-0.303827553988,0.479760468006,-0.599165201187,-0.795589089394,-0.164266496897,-0.591050028801,1.57959961891,0.0552448779345,-0.776650011539,2.31684160233,0.677809715271,0.103300005198,0.33734998107,0.89799451828,-0.0477751940489,-1.21035003662,-0.274550020695,0.202199995518,0.154449999332,-0.0328000001609,0.855799973011,-0.0578000023961,-0.740099966526,-0.0259265452623,-0.334100961685,-0.50125002861,0.173749998212,-1.09062731266,0.239800006151,-0.631099998951,0.960850000381,0.365449994802,-0.0980499982834,-0.993200004101,-0.0511000156403,0.419100016356,0.423449993134,0.319847494364,-0.155209228396,-0.170900002122,-0.688902020454,-0.58060002327,0.867399990559,0.250698447227,-0.1314419806,-0.239700004458,1.28473472595,1.44599997997,-0.371366679668,-0.0603696107864,0.104715541005,0.0334582179785,-0.863138377666,-0.164689809084,-0.608016610146,-0.0923010259867,1.46700000763,-0.164654359221,-0.0774871483445,-0.554343163967,0.106723487377,0.0617654211819,-0.141841053963,0.664750099182,-0.347299993038
5898,0.0936479270458,-2.30462479591,-0.697315812111,-0.582109808922,-0.884999990463,-0.988000035286,0.464800000191,-0.404249966145,0.440299987793,-0.806649982929,-0.00184997916222,-0.29821524024,1.00170552731,-0.0706536620855,0.352763175964,-0.308835268021,-2.50775003433,-0.435221374035,-0.265907108784,0.0655999779701,-0.202402964234,-0.40588414669,-0.347200006247,-0.0796999931335,-1.14769124985,-0.157486617565,0.0457499995828,-0.0314500033855,-0.32959997654,-0.132600009441,-1.76465010643,0.242700010538,-0.0367500036955,-0.154650002718,-0.433770000935,-0.655726969242,0.078749999404,0.161400005221,-0.315349966288,0.53385001421,-1.15129995346,0.241199985147,0.0724999904633,0.606999993324,0.350699990988,0.79240000248,-1.16184997559,-1.13929998875,0.539612412453,-0.673653364182,-0.557250022888,-1.19480586052,-0.129850000143,0.143550008535,-0.280282258987,-0.778964519501,-0.951350033283,-0.296865999699,-0.502900004387,0.481700032949,-0.810254216194,-0.25257563591,0.56643217802,-0.258000403643,0.741532742977,0.521408736706,0.247918739915,0.320899993181,0.323490560055,-1.09636080265,-0.034479662776,-1.96353209019,-0.0700557082891,0.723669111729,-1.29719996452,-2.0420999527
23365,-0.330976068974,-0.0816716477275,0.184241086245,-0.186737820506,-1.04309999943,-0.626200020313,-0.0678999945521,0.928449988365,0.497049987316,-1.14190006256,-0.833150029182,0.197924301028,-0.390188366175,-0.346195995808,0.710340738297,1.16194200516,-1.2921500206,0.629350423813,-0.10034802556,-0.167849987745,0.609283685684,0.574589908123,0.259200006723,-0.768399953842,0.205268189311,3.0289850235,-0.2554500103,0.631449997425,-0.759599983692,-1.03495001793,-0.804899990559,-0.576049983501,-1.06079995632,-1.34315001965,1.33484911919,0.575782179832,1.06239998341,-0.502750039101,0.0820834338665,0.0328000001609,1.4592499733,0.250750035048,1.45210003853,-0.244350016117,-0.0232999995351,-0.066749997437,0.291500002146,-0.048950009048,-0.276607185602,-0.611772060394,0.400549978018,-0.418816149235,-0.561700046062,-0.280999988317,0.0311995334923,0.122409127653,0.082749992609,0.443175643682,-0.669900000095,0.616900026798,-0.528880476952,0.387670129538,-0.262964487076,0.239321768284,-0.0432254523039,0.068115606904,-0.352326869965,-0.186300009489,0.0143223777413,-0.946977376938,-0.255819171667,-0.274284005165,0.54710662365,0.253519594669,1.8532500267,-1.47064995766
6657,-0.425608515739,-0.731613516808,0.555756986141,0.364124923944,1.02400004864,1.03279995918,-1.00495004654,-0.360400021076,-0.300250023603,-0.334749996662,0.17230001092,-1.03119051456,0.106442078948,0.0744014754891,0.577867209911,0.475747168064,-0.824699997902,-0.995109260082,1.41766285896,-0.497900009155,0.329115003347,-0.611470878124,0.718450009823,0.592700004578,-0.598701655865,-0.320538133383,0.125200003386,0.583850026131,0.187700003386,0.268350034952,0.646350026131,-0.0217000246048,-0.486999988556,-0.205449998379,-1.16138505936,0.448208451271,0.226300016046,-0.172199994326,-0.242435052991,-0.49249997735,1.1453499794,-0.00914999842644,-0.136900007725,1.51399993896,-0.630649983883,-0.345350027084,-0.797150015831,0.0327499955893,-0.14189389348,0.597251653671,-0.0213999897242,-0.465304195881,-0.179150000215,-0.322950005531,0.369700849056,0.601324081421,-0.116599991918,0.25940656662,-0.487749993801,-0.0305666774511,-0.435449540615,-0.126506358385,0.289192914963,0.368356257677,-1.27032876015,-0.553090631962,-0.865000545979,0.532150030136,-0.0817112997174,1.08109629154,0.684689998627,-0.077820032835,-0.0150026343763,-0.283597409725,0.894549965858,-0.440500020981
