rid,CPC013_A375_6H:BRD-A07614565-001-01-3:10,CPC013_A549_6H:BRD-A07614565-001-01-3:10,CPC013_A549_24H:BRD-A07614565-001-01-3:10,CPC013_ASC_24H:BRD-A07614565-001-01-3:10,CPC013_HA1E_6H:BRD-A07614565-001-01-3:10,CPC013_HCC515_6H:BRD-A07614565-001-01-3:10,CPC013_HEPG2_6H:BRD-A07614565-001-01-3:10,CPC013_HT29_6H:BRD-A07614565-001-01-3:10,CPC013_MCF7_6H:BRD-A07614565-001-01-3:10,CPC013_MCF7_24H:BRD-A07614565-001-01-3:10,CPC013_NEU_24H:BRD-A07614565-001-01-3:10,CPC013_NPC_24H:BRD-A07614565-001-01-3:10,CPC013_PC3_6H:BRD-A07614565-001-01-3:10,CPC013_PC3_24H:BRD-A07614565-001-01-3:10,CPC013_SKB_24H:BRD-A07614565-001-01-3:10,CPC013_VCAP_6H:BRD-A07614565-001-01-3:10,CPC013_VCAP_24H:BRD-A07614565-001-01-3:10
5720,-0.507555246353,-0.197950005531,0.673262774944,-0.00946471095085,0.243465960026,-1.65778756142,0.869681060314,0.343288004398,-1.33320355415,-0.303661376238,-0.339500010014,-0.634527683258,-0.268009483814,0.550073266029,0.274681210518,1.16921031475,-0.00295692309737
466,0.156885072589,0.454349994659,0.157629936934,0.147161275148,-0.641044735909,-0.214972391725,-0.0702471733093,0.199691176414,-0.232831478119,0.17995762825,-0.876600027084,-0.314427316189,-1.58088409901,0.432337969542,-0.693245351315,0.326345860958,-0.205631271005
6009,-1.01968753338,-0.760800004005,-0.157227471471,0.271571040154,1.04612708092,-0.982452571392,0.0906652808189,0.5067897439,-0.470468997955,-0.53940397501,4.16389989853,1.9056699276,-0.234890550375,0.451078921556,0.947220861912,0.648651003838,0.476391762495
2309,1.60786902905,-0.533550024033,0.173722460866,0.799534738064,1.43918323517,1.42910432816,-0.569904267788,0.315472364426,-0.247468620539,-0.431753128767,-0.687200009823,1.29078614712,-0.364209413528,-0.346358209848,-0.0319986045361,1.22983014584,-0.699399709702
387,-0.562674164772,-0.596899986267,-0.0347649678588,-0.116021730006,-0.245458558202,-0.466044008732,0.100623458624,0.354482144117,-0.769299566746,-0.754656434059,-1.51900005341,0.772336542606,-0.721658110619,0.0570609383285,0.0356986671686,0.0438806936145,0.229642316699
3553,-0.0949196219444,0.548200011253,-0.388663649559,-0.017943546176,-0.0645500123501,0.694679498672,0.279945999384,0.604877591133,-0.560964465141,0.0525916069746,0.0758000016212,-0.282908260822,-1.27151203156,-0.114493206143,0.445491284132,-0.257323801517,0.292138814926
427,-0.935440480709,0.0716500282288,0.0515126213431,0.680595159531,0.273735225201,0.391075849533,0.432955294847,-0.146367400885,-0.00224125385284,0.167417183518,-0.679700016975,0.657941401005,0.267139583826,-0.51785838604,-0.318283736706,-0.753281772137,0.413738101721
5898,0.359996676445,0.559249997139,-0.513154983521,0.646015286446,0.370038568974,1.10991811752,-0.434941619635,0.0970749258995,-0.51754373312,0.133002519608,-1.5096000433,0.266917943954,-0.663974821568,-0.0417142063379,0.479268938303,-1.08870029449,-0.117051564157
23365,0.0207934081554,1.49625003338,-0.459793359041,0.148143559694,-1.01419496536,-0.690109848976,-0.308820009232,0.00181372463703,-0.182056799531,-0.333566635847,1.69340002537,0.390336066484,2.08828043938,0.117384448647,0.502509772778,-0.511711657047,-0.106255061924
6657,-1.79455518723,0.531149983406,-1.46479296684,-0.921826004982,0.0765040591359,0.548510253429,-0.393045008183,0.0309229642153,-0.811261892319,-0.143082663417,0.759400010109,0.648343443871,0.222607523203,-0.279010653496,-0.446656107903,-1.0274181366,0.00512146949768
