rid,CPC003_HA1E_6H:BRD-K89055274-048-14-4:10,CPC003_HA1E_24H:BRD-K89055274-048-14-4:10,CPC003_HCC515_6H:BRD-K89055274-048-14-4:10,CPC003_HCC515_24H:BRD-K89055274-048-14-4:10,CPC003_PC3_6H:BRD-K89055274-048-14-4:10,CPC003_PC3_24H:BRD-K89055274-048-14-4:10,CPC003_VCAP_6H:BRD-K89055274-048-14-4:10,CPC003_VCAP_24H:BRD-K89055274-048-14-4:10,CPC015_A375_6H:BRD-K89055274-048-14-4:10,CPC015_A549_6H:BRD-K89055274-048-14-4:10,CPC015_A549_24H:BRD-K89055274-048-14-4:10,CPC015_ASC_24H:BRD-K89055274-048-14-4:10,CPC015_HEPG2_6H:BRD-K89055274-048-14-4:10,CPC015_HT29_6H:BRD-K89055274-048-14-4:10,CPC015_MCF7_6H:BRD-K89055274-048-14-4:10,CPC015_MCF7_24H:BRD-K89055274-048-14-4:10,CPC015_NPC_24H:BRD-K89055274-048-14-4:10,CPC015_PHH_24H:BRD-K89055274-048-14-4:10,CPC015_SKB_24H:BRD-K89055274-048-14-4:10,CPD001_MCF7_6H:BRD-K89055274-048-17-7:10,CPD001_MCF7_24H:BRD-K89055274-048-17-7:10,CPD001_PC3_24H:BRD-K89055274-048-17-7:10
5720,0.846650004387,-0.589994013309,-0.0058999992907,-2.68476676941,1.36381721497,0.0426662564278,-0.271355181932,0.037349998951,-0.131705969572,-0.700600028038,1.04527151585,0.137229919434,-0.737699985504,-0.0611689761281,-0.0840131789446,0.688308537006,0.840269863605,1.53299999237,0.296550005674,-0.545989990234,-0.989614725113,-0.779033362865
466,1.1547999382,0.334257364273,0.622866749763,-0.33750000596,0.11011043191,-0.756440162659,-0.12652477622,0.264550000429,0.460886955261,0.456450015306,0.497677028179,-0.75334328413,-0.488399982452,-0.889189660549,0.780711531639,0.748191475868,0.274491250515,-0.118550017476,-3.04780006409,-1.04417848587,0.342312574387,0.197866648436
6009,1.3736499548,-0.427939265966,0.161300033331,0.0386000275612,0.832307636738,-0.604569554329,-0.090030811727,-0.879649996758,-0.56875616312,-0.0219999998808,0.339104115963,-0.00382209569216,-0.145600005984,-0.137896120548,0.3297098279,-0.0080973058939,0.0846439301968,-0.115649998188,-0.947349965572,-0.365975618362,-0.602855980396,1.06300008297
2309,-0.18219999969,-0.258263289928,0.278200030327,2.60666680336,-1.46452045441,1.05922400951,-0.0444089025259,1.3233499527,-0.364031732082,0.162750005722,1.16315531731,-0.710857093334,-2.00935006142,0.125605896115,0.601166009903,-1.903039217,0.173924177885,0.912400007248,-0.972249984741,0.536747574806,-0.256080567837,-0.650266647339
387,0.0831000059843,0.0947891771793,-0.355266690254,2.252866745,-1.1232739687,-0.285367250443,-0.173718601465,-0.146650016308,-0.374668955803,-0.175099998713,0.184294551611,0.313664168119,-0.090249992907,0.0689900368452,1.55752706528,-0.688680112362,-0.17753559351,-0.172550022602,-1.13950002193,0.182303354144,-1.0316785574,0.367533355951
3553,0.454250007868,-0.377887576818,0.453266680241,0.421266674995,0.0382858663797,0.315761506557,-0.134878411889,-0.575500011444,0.435734182596,-0.249549984932,-0.488296449184,-0.608059644699,1.32365000248,-0.0346273332834,1.43853580952,0.642508387566,-0.474735438824,0.715550005436,1.00169992447,-0.409336268902,-0.452574074268,-0.0991999953985
427,1.45934998989,0.253267526627,0.98810005188,-0.581166684628,0.597683846951,-0.531384706497,0.740154981613,-0.336950004101,0.134251207113,-0.568750023842,0.11019962281,-0.588878512383,-0.331600010395,-0.781422019005,2.26942801476,0.365735828876,0.332838535309,-0.0656000003219,-0.91345000267,-0.307204127312,-0.103042818606,0.514666676521
5898,0.264999985695,0.6463316679,0.331633329391,-1.35260009766,0.601028501987,-0.934112727642,-0.451719403267,0.573799967766,-0.229769766331,-1.1481500864,-1.7042028904,-0.972192108631,-1.02590000629,-0.13902130723,-2.31430625916,-0.175507411361,0.307787537575,-0.526499986649,-0.609700024128,-0.198684588075,0.041972309351,0.312000006437
23365,0.441550016403,-0.248011648655,0.753333389759,2.11693334579,-0.316232860088,-0.0843623876572,-0.671571731567,-0.444250017405,0.119834631681,-0.562550008297,-1.20239388943,-0.946786940098,1.39995002747,-0.025313122198,2.16727256775,-0.459811002016,0.123673319817,1.19674992561,0.0297999978065,-0.653804123402,0.179419085383,0.0839666426182
6657,-0.236800014973,-1.26044273376,0.0457666814327,-1.95120000839,0.404669582844,1.09934413433,0.354813158512,-0.0864000022411,0.0291364938021,-0.554650008678,-0.82922911644,0.453303217888,2.75335001945,-0.76054006815,1.37606942654,0.24196793139,0.845587015152,0.439950019121,1.19665002823,-0.289512634277,-0.248530656099,0.310299992561
