rid,CPC013_A375_6H:BRD-A95944315-001-01-0:10,CPC013_A549_6H:BRD-A95944315-001-01-0:10,CPC013_A549_24H:BRD-A95944315-001-01-0:10,CPC013_ASC_24H:BRD-A95944315-001-01-0:10,CPC013_HA1E_6H:BRD-A95944315-001-01-0:10,CPC013_HCC515_6H:BRD-A95944315-001-01-0:10,CPC013_HEPG2_6H:BRD-A95944315-001-01-0:10,CPC013_HT29_6H:BRD-A95944315-001-01-0:10,CPC013_MCF7_6H:BRD-A95944315-001-01-0:10,CPC013_MCF7_24H:BRD-A95944315-001-01-0:10,CPC013_NEU_24H:BRD-A95944315-001-01-0:10,CPC013_NPC_24H:BRD-A95944315-001-01-0:10,CPC013_PC3_6H:BRD-A95944315-001-01-0:10,CPC013_PC3_24H:BRD-A95944315-001-01-0:10,CPC013_SKB_24H:BRD-A95944315-001-01-0:10,CPC013_VCAP_6H:BRD-A95944315-001-01-0:10,CPC013_VCAP_24H:BRD-A95944315-001-01-0:10
5720,-0.171561211348,0.512850046158,-0.361066669226,0.462671279907,-0.61534768343,-1.14390003681,-0.112669110298,0.213917553425,-1.04404807091,0.974277853966,-0.329850018024,0.672001004219,0.622273683548,-1.05095946789,-0.6289473176,0.929076075554,1.73124098778
466,0.183911308646,1.18054997921,0.572466671467,0.859603345394,-0.16955935955,-0.141333386302,1.56123137474,0.701496124268,-0.486638814211,-2.09984946251,1.20719993114,-0.873843967915,-0.885570645332,-0.87100315094,-0.374844878912,1.3208514452,1.00708913803
6009,0.00974261760712,-0.0518999695778,-0.230599999428,0.0152184236795,0.0698443651199,0.200233340263,2.83301186562,-0.34984639287,-0.558690786362,1.11828482151,-1.3261500597,1.6279245615,0.648644864559,-0.189545407891,0.51415091753,0.293120354414,1.43100523949
2309,0.433646261692,-0.761699974537,-0.503499984741,0.618820726871,0.379352986813,-0.232066646218,-0.961063504219,0.687657117844,-0.0862612426281,-0.0925060212612,0.232400000095,0.0644279420376,0.532384097576,1.53548300266,0.150339022279,-0.195159614086,0.937004387379
387,0.484664469957,-0.05370002985,-0.0635666549206,0.233525976539,1.26943218708,0.401699990034,1.72946965694,0.140276789665,0.848148286343,1.433157444,0.505100011826,1.13936054707,1.95957767963,0.660517692566,1.03742408752,-0.334734976292,-0.0689122676849
3553,-0.643562436104,-0.961100041866,0.504166662693,0.482832163572,-0.453004956245,-0.77876663208,-0.0895253717899,-0.481332689524,-0.679257214069,-0.127111002803,0.188500002027,-1.70003700256,0.148682564497,0.0773037970066,-1.01502883434,-1.73161816597,-1.40911149979
427,0.70271229744,-0.748399972916,-0.39613327384,0.266315996647,-0.0806879475713,0.128200024366,2.51009678841,-0.402101993561,-0.472970992327,-0.8353266716,0.128549993038,0.733956873417,-0.595430970192,-0.414435178041,1.34791123867,0.939119875431,-1.30281960964
5898,-0.762389183044,-0.19240000844,-0.273233354092,-0.0983553677797,0.0643345490098,-0.486866682768,0.0200166702271,-0.181031152606,-1.0819092989,-1.12191462517,-0.222699999809,-1.45611035824,-2.66639685631,-6.49318313599,-0.543421566486,-1.16246747971,-1.57184743881
23365,0.159623637795,-0.0469500012696,1.00929999352,0.41009542346,-0.0924825295806,0.266533374786,1.72672581673,0.173194512725,0.904068350792,-0.347487926483,0.0113499760628,0.375348210335,0.659120619297,0.504635214806,-0.169370442629,-0.271669089794,-0.0382573306561
6657,0.0777349248528,-0.870299994946,1.37973344326,-0.0538106299937,0.161926344037,-0.0223999619484,0.693979382515,-0.379704147577,-0.0560658872128,0.128277748823,0.080949999392,0.889260709286,-0.782617866993,-0.268640220165,-0.450625181198,-0.859345555305,-1.16128909588
