rid,CPC008_A375_6H:BRD-A61599461-001-01-4:10,CPC008_A375_24H:BRD-A61599461-001-01-4:10,CPC008_A549_6H:BRD-A61599461-001-01-4:10,CPC008_HCC515_6H:BRD-A61599461-001-01-4:10,CPC008_HEPG2_6H:BRD-A61599461-001-01-4:10,CPC008_HT29_6H:BRD-A61599461-001-01-4:10,CPC008_MCF7_6H:BRD-A61599461-001-01-4:10,CPC008_MCF7_24H:BRD-A61599461-001-01-4:10,CPC008_PC3_6H:BRD-A61599461-001-01-4:10,CPC008_PC3_24H:BRD-A61599461-001-01-4:10,CPC008_VCAP_6H:BRD-A61599461-001-01-4:10,CPC008_VCAP_24H:BRD-A61599461-001-01-4:10
5720,-0.382458746433,0.59500002861,-1.01890015602,0.842203259468,0.0349459946156,0.281578034163,-0.0954857617617,-0.267949998379,-1.4309886694,0.104179136455,-0.887933075428,0.902947723866
466,-0.425943702459,-2.98394989967,0.240866661072,-0.509686410427,0.99795794487,1.12575149536,1.14700722694,0.0418500006199,-0.180331602693,-0.582262516022,-0.116647273302,0.783509254456
6009,0.854906082153,0.712450027466,0.359633356333,-0.616541922092,0.691671729088,0.229961514473,0.091883122921,-0.232299998403,0.0869970694184,-0.0816241055727,1.16382205486,0.484869897366
2309,-0.692097961903,1.08319997787,-0.0414333194494,0.149951308966,-1.97488701344,0.414046466351,-0.513618886471,0.301849991083,0.732246816158,-0.270188957453,0.669259667397,0.800828456879
387,0.544521689415,0.337650001049,0.859966695309,1.75155413151,-0.250344663858,0.319196820259,-0.385781258345,-0.753899991512,0.271954298019,-0.510871171951,0.772013664246,0.581256985664
3553,0.966886997223,1.54095005989,-0.800100028515,-0.427635729313,-0.555689871311,-1.18661820889,-0.249410584569,-0.206949993968,-1.14237856865,0.0145499370992,-0.92126595974,-2.02353048325
427,-0.17460924387,0.0161499977112,-0.790400028229,0.0918759852648,0.145599544048,-0.266552686691,1.06074368954,0.989599943161,-0.154069602489,-0.721092224121,-0.634696304798,0.108917795122
5898,0.159777104855,-5.84819984436,-0.917100012302,0.0481309592724,-0.876475632191,-0.700525522232,-0.87548327446,-0.605100035667,-1.78930592537,-1.7583398819,-0.665058672428,-0.841674089432
23365,0.12156983465,-2.070499897,-0.347766667604,-0.721097707748,-1.09947669506,-1.06207001209,-0.667279958725,-0.338649988174,1.46519696712,0.322214066982,0.0067338347435,-0.118310473859
6657,-0.496949493885,9.99867916107e-05,-0.431300014257,0.140129268169,1.03679072857,-0.884780526161,-0.476113677025,-0.15419998765,-0.0284056961536,-0.693922519684,-1.43184840679,-1.56579244137
