rid,DOS019_VCAP_6H:BRD-K00256608-001-01-7:5.05,DOS019_VCAP_24H:BRD-K00256608-001-01-7:5.05,DOSBIO002_A375_24H:BRD-K00256608:10.1027,DOSBIO002_A549_24H:BRD-K00256608:10.1027,DOSBIO002_HT29_24H:BRD-K00256608:10.1027,DOSBIO002_PC3_24H:BRD-K00256608:10.1027,DOSBIO002_MCF7_24H:BRD-K00256608:10.1027,DOSBIO002_NEU_24H:BRD-K00256608:10.1027,DOSBIO002_NPC_24H:BRD-K00256608:10.1027
5720,-0.873199999332,0.221854865551,0.226016640663,-0.0817810297012,1.29595482349,0.656449258327,-0.0873886495829,-0.481050014496,1.19506907463
466,-1.96685004234,-1.16759109497,-0.263491988182,0.734768390656,0.89970678091,-0.241447240114,-0.498022705317,0.463799983263,0.985224783421
6009,0.433750003576,1.82537341118,-0.799444258213,-0.917005002499,-0.374237507582,-0.520551145077,-0.788683056831,-0.297199994326,-0.170796275139
2309,-0.817499995232,-2.46042156219,0.0735232010484,0.225615054369,-0.321809887886,0.349392265081,-0.712832689285,-0.920949995518,-0.322888255119
387,0.915600001812,0.198372542858,-0.260096371174,0.11620452255,0.147686064243,-0.2094720155,-0.716559290886,-1.29575002193,-1.18003809452
3553,2.97415018082,0.293199777603,0.292676240206,0.165255934,0.749419987202,0.728449046612,1.27095198631,1.01080000401,0.175589218736
427,-1.12839996815,0.65745562315,3.87514543533,-0.0914072096348,1.53211331367,-0.454369544983,0.0928258374333,0.21439999342,0.726942300797
5898,-1.89695000648,-0.867498099804,0.262275785208,0.277834057808,0.83272176981,0.139765158296,-0.822452783585,-0.290349990129,0.621452927589
23365,-1.14485001564,-0.239708632231,-0.100399255753,0.368810176849,-0.49972692132,-0.395161211491,0.555389344692,0.154399991035,-0.860523223877
6657,2.04640007019,0.173187464476,0.127537563443,-0.43596380949,0.698615193367,0.316599816084,0.62268781662,-2.73269987106,-2.05077266693
5054,1.18070006371,-0.880913317204,-0.186441227794,0.797899961472,0.356517076492,-0.836778283119,1.46994125843,0.610400021076,0.179045557976
3108,1.89574992657,-0.108915418386,0.969109654427,-0.742690265179,0.0368296355009,0.425530642271,-0.099810898304,0.952849984169,0.531228303909
1950,2.54530000687,-0.100406929851,0.125006720424,0.584558010101,0.817177295685,1.22390151024,0.43911704421,1.3315500021,0.981224417686
351,-1.64645004272,0.451720237732,0.799132227898,0.0471394956112,0.476926296949,-0.0534127652645,0.456082731485,0.448499977589,0.743780136108
4846,-1.06999993324,0.164619669318,-1.20936608315,-0.309154272079,1.03993368149,1.71709346771,-0.51020693779,0.899850010872,-0.265280336142
1452,0.00320000946522,-1.30675029755,-0.783551692963,-0.0150680840015,-0.556246399879,0.591994524002,0.193307250738,-0.575550019741,-1.51700663567
4776,2.72695016861,0.446460485458,-1.03646230698,0.161454975605,-0.145317718387,0.507927060127,0.634335696697,-0.234549969435,-1.12842416763
6908,-0.52999997139,1.35043108463,-0.0980448648334,0.164749324322,1.09579157829,0.508848369122,-0.542499959469,-0.199850007892,-0.672717750072
672,-1.39960002899,-1.19588184357,-0.253845274448,0.0838752985001,0.495223045349,0.447952598333,0.117844492197,-0.0958499610424,-0.320326954126
5710,-2.38629984856,-0.795219421387,-1.01954722404,0.896022737026,-0.807313024998,-0.457727968693,-0.184645399451,-0.461499989033,-0.93958324194
2115,0.732299983501,0.0302805509418,0.0803615599871,0.13768979907,-1.19995856285,0.202345624566,-0.270071864128,-1.0271999836,-1.10142672062
7015,1.07539999485,0.390186280012,-0.659980177879,-0.0620204508305,0.78154695034,0.0939783751965,0.968934178352,0.315499991179,0.583161234856
8726,-1.24114990234,1.62070512772,-0.145294636488,0.175726294518,0.347366690636,0.113939926028,-0.347627967596,0.451549977064,0.918192148209
2185,4.58500003815,0.350960791111,-1.07608485222,-0.557430028915,0.140311807394,-0.560179412365,1.02180767059,0.455399990082,0.177044034004
3315,-0.903450012207,-0.233439028263,0.137895748019,-0.201459869742,0.21960401535,0.906311571598,0.255688935518,-0.816049993038,-0.0725183784962
5289,2.60519981384,0.700663566589,0.671189010143,-1.11936485767,-0.125867664814,-0.590415358543,0.500747680664,0.252399981022,0.756897866726
868,0.48970001936,-0.0782867670059,-0.3394998312,-0.177075713873,-0.783778607845,-0.731518626213,-0.541092097759,0.243249997497,-0.179146468639
1677,1.40829992294,0.126215368509,-0.31477534771,-0.22647562623,-0.093309238553,-0.31625238061,0.668374538422,0.245400011539,0.768557667732
7043,0.675650000572,0.568719685078,-0.246326327324,0.123214744031,-0.079404450953,-0.631475746632,-0.270809710026,1.35825002193,0.0631323307753
5613,0.995849967003,0.0172021687031,-0.410096257925,-0.282687842846,0.314392328262,0.266621172428,1.17520713806,-1.00224995613,2.85182380676
595,-2.38069987297,-0.774554789066,-0.59078669548,0.238431692123,-1.25459456444,0.076462328434,0.0428426265717,-0.49874997139,-0.970516502857
4793,2.83404994011,-0.759558856487,-0.461403727531,-0.274487942457,-0.408040761948,0.133695244789,-0.868606805801,0.562750041485,0.0443727225065
2736,1.84679996967,-0.384067952633,0.226424708962,-0.0486093461514,-0.386574685574,0.355852782726,-0.0135434344411,-0.78024995327,-1.15599238873
5290,3.10090017319,0.434453904629,0.880784511566,-0.245800063014,-0.144726231694,-0.592148184776,-0.20939040184,0.873349964619,0.714690327644
6194,-0.255950003862,-0.350448906422,0.0276374071836,-0.94085586071,0.239063024521,0.253786623478,-0.877824902534,-0.836349964142,-1.36071693897
1676,1.97644996643,0.265183418989,-0.0218735579401,0.56200915575,-0.255122512579,-0.5931635499,0.791529178619,1.11594998837,-0.303006589413
23512,-1.44924998283,-0.202033653855,1.04791092873,0.0522873476148,0.0654126405716,-1.02724421024,0.773052930832,-0.00110000371933,0.591413497925
148022,-0.508899986744,1.32588088512,-0.137205719948,0.262115895748,-0.148390188813,-0.120076835155,0.910882949829,0.813449978828,0.27764582634
1906,4.11960029602,0.311041921377,-0.1911316365,0.351059913635,0.615857839584,-0.346575915813,1.2552164793,0.0775499939919,0.23286023736
8878,-0.763599991798,-0.176196977496,-0.438985705376,0.27510997653,0.241927966475,0.414428919554,0.723346471786,-0.293400019407,0.00623401999474
3091,-1.88034999371,-0.427063107491,0.0458604544401,0.260422170162,0.0370076708496,0.128584951162,0.8282315135,-0.621749997139,-0.178174480796
5743,2.32585000992,-0.1278193295,0.436523526907,0.415753424168,5.11985826492,0.708800554276,-0.33656167984,-0.34035000205,-0.472915589809
5321,2.00540018082,0.484945297241,-0.0165792703629,-0.87675344944,0.298343122005,0.267933130264,1.16658711433,0.769250035286,0.632861733437
4144,0.489099979401,-0.671313643456,0.129098594189,-0.367222249508,0.0310440473258,0.158609926701,0.176543861628,-0.473800003529,0.11780718714
1981,1.12530004978,-0.124043643475,0.652539849281,-1.01396584511,0.187516212463,0.134157851338,-0.476325750351,-0.771799981594,-0.444340288639
695,-0.271699994802,-0.349292725325,-0.893261551857,0.444615930319,-0.818042159081,0.140711843967,0.612822949886,0.741050004959,-0.583205461502
10398,1.60599994659,-0.107243530452,0.56040418148,-0.696263670921,0.288342505693,0.244037002325,0.710178673267,0.0507999956608,-0.739009976387
5708,1.59924995899,0.279124349356,0.796981036663,0.0857210606337,0.3134970963,-0.127874955535,0.297530829906,0.990750014782,-0.466801136732
1213,-5.1779999733,0.584993004799,-0.77567589283,0.354088515043,0.418116241693,-0.461740851402,-0.332396626472,-0.68725001812,-1.84528255463
226,0.0200499892235,0.394607931376,-0.837559700012,0.807805895805,-0.173285230994,-0.13423460722,-0.50520080328,-0.818799972534,-1.38641810417
6777,0.671649992466,0.103887408972,0.0743240714073,-0.37929803133,-1.11169016361,0.264688521624,0.0797518193722,-0.312750011683,-0.952915430069
2113,1.23185002804,-0.430914312601,-0.637702941895,0.330897122622,0.655519902706,-0.0246108993888,1.39041614532,0.345849990845,0.0188667327166
3329,-1.52305006981,0.493686407804,-0.0518259704113,0.541460871696,0.108816571534,0.0134048163891,-0.740699291229,-0.661050021648,-1.38318932056
1050,-2.47204995155,-0.265622079372,4.32581758499,0.594463944435,-0.0830086916685,0.350816547871,-1.73672223091,-0.937950015068,-0.27157664299
9491,2.32474994659,1.11992430687,-0.910536408424,-0.120204396546,-0.516984224319,0.0634511113167,1.03595709801,-0.0837000012398,0.878336071968
22926,1.82829999924,1.70301687717,-0.277733415365,-0.133837148547,-1.43612420559,0.479262769222,0.19528439641,-1.54974997044,-1.43357121944
5899,2.85860013962,0.77853012085,-0.196759343147,-0.0551929473877,-0.687060177326,0.0834825262427,-0.838072955608,-0.472599983215,0.202588841319
5467,1.09994995594,-0.505953609943,-0.65635740757,0.266256511211,-0.0793283432722,-0.5043592453,-0.116840660572,-0.315800011158,0.0543729551136
6774,1.03149998188,2.08785700798,-0.282813876867,0.89211833477,0.28564414382,-2.33454036713,0.217052385211,-0.217200011015,-0.993082284927
1788,2.73519992828,0.272875905037,1.22994446754,0.533324122429,0.396570682526,-0.7371083498,1.07338452339,-0.399250000715,-0.631736159325
5921,-0.285799980164,-1.15635538101,-0.309350073338,0.197410404682,-1.01457512379,0.506956219673,-0.728775858879,1.35855007172,0.189200714231
5721,-1.66814994812,-0.354919344187,0.340943932533,-0.945383429527,0.173707783222,0.875713050365,0.156310722232,-0.73290002346,-0.642892003059
2263,2.06334996223,0.0528337545693,-0.378199756145,-0.267114341259,-0.101755566895,0.136167511344,0.250240504742,0.163749992847,0.609776079655
