rid,DOS018_VCAP_6H:BRD-K02516751-001-01-7:4.83,DOS018_VCAP_24H:BRD-K02516751-001-01-7:4.83
5720,0.809732615948,0.527406930923
466,-0.124067038298,0.191652938724
6009,-0.154189169407,0.827160716057
2309,-0.196340769529,0.158359855413
387,0.321125596762,0.0413097217679
3553,0.310870856047,-1.6542994976
427,0.309347063303,0.336688071489
5898,-0.609654188156,0.410078912973
23365,0.775539278984,0.56582403183
6657,-0.0958369076252,-1.32750070095
5054,-0.964967727661,0.568195044994
3108,-2.25041389465,0.231454521418
1950,1.01270997524,0.294713944197
351,-0.571360170841,-0.533405721188
4846,1.55770254135,0.140526786447
1452,-0.063612960279,-0.0282717905939
4776,0.0809616521001,-0.563195824623
6908,0.156380772591,0.687647998333
672,0.803893387318,1.32243251801
5710,-1.16766321659,0.49825066328
2115,-0.999722480774,-0.029597401619
7015,0.723684430122,-0.727355778217
8726,-0.0464152246714,0.534527540207
2185,-0.0359756201506,-0.770972311497
3315,-2.08248996735,3.03534126282
5289,0.338706791401,0.528232395649
868,1.33106708527,-0.443150520325
1677,-0.387057870626,-0.557753562927
7043,-0.721420347691,-0.59291779995
5613,1.25058341026,-0.879190564156
595,-0.885548174381,0.149244055152
4793,-1.29004204273,3.69575643539
2736,0.554130315781,-0.788447141647
5290,0.320966005325,-0.331683576107
6194,-1.19134521484,0.158486619592
1676,-0.0167878195643,-0.685401976109
23512,-0.163589194417,0.512587308884
148022,-0.0335874818265,0.496720969677
1906,0.676812946796,-0.554751157761
8878,-0.0485753789544,-0.285711973906
3091,-0.277246028185,-0.25838303566
5743,-0.417452573776,-0.442368298769
5321,0.467970192432,-1.20324540138
4144,2.27593111992,-0.444335341454
1981,-2.03443598747,0.660366415977
695,0.512763917446,-0.48296302557
10398,-0.146381407976,-0.394670933485
5708,0.59769153595,-0.363958179951
1213,-0.13379997015,-2.63706612587
226,-0.220296233892,-0.00284261535853
6777,-0.117623075843,-0.886018812656
2113,-0.038372464478,-1.01902651787
3329,-0.321414917707,0.575522542
1050,0.215260103345,0.51473659277
9491,0.394114732742,-0.311350464821
22926,-0.788029789925,-0.246273070574
5899,-0.132741644979,0.348861187696
5467,-1.38828206062,-0.855001330376
6774,0.280195385218,-0.0198587924242
1788,0.00519623234868,2.01796317101
5921,0.300944507122,1.87687015533
5721,-1.54612565041,0.0288777649403
2263,1.18015408516,-0.0678926408291
808,0.981456041336,-0.58075094223
30001,0.937535822392,0.82301980257
348,0.452407002449,-0.152177989483
30849,-1.41837751865,0.681615412235
1454,-0.339490413666,0.740135133266
6500,0.0338835418224,1.04718470573
5627,1.74321436882,-1.21189713478
5715,-0.20282304287,0.355671107769
4791,-0.387700766325,3.1806333065
56924,-0.5681899786,-0.116109535098
2690,-0.0967056229711,-0.590544104576
1019,-0.632131993771,0.158294796944
51422,-2.2192158699,0.241927146912
5788,-1.25485908985,0.663244903088
6709,-0.3541020751,0.508881509304
1277,-1.0928760767,2.4574174881
993,-0.0320687964559,1.36260044575
7157,-0.864858329296,-1.09663498402
1958,-0.258883625269,-0.59682649374
4582,1.03556013107,-0.129851520061
9212,0.0521346479654,0.775321125984
8440,0.345981895924,0.957294940948
6790,-0.92699021101,0.830916643143
8851,0.057110093534,0.367914259434
2534,-0.879777312279,-0.0722322463989
4893,0.593409538269,-0.819989442825
665,0.764684677124,-0.128873541951
4313,-0.00168745219707,-0.795907139778
1022,-0.53318554163,0.0886831432581
5880,-1.47011947632,0.17393052578
3162,0.487275213003,0.354987114668
1282,1.12459635735,-0.348997563124
3383,0.329980999231,0.748427391052
727,0.376437425613,0.189741745591
4792,0.378853619099,0.363933742046
4794,-0.0781800150871,-0.520437300205
902,-0.223719209433,0.274387121201
8091,0.95683246851,-0.599224686623
3486,-0.986586868763,-0.0247205197811
10818,-2.08942461014,-1.03020036221
3454,-0.480258047581,-1.12156629562
4282,0.0748003870249,-0.158252313733
1605,-0.225564137101,0.347779154778
10644,-0.922832131386,-0.618886053562
2065,-1.2630828619,2.98703670502
8321,-0.114411830902,-0.881295144558
8503,1.2340887785,0.0602757334709
7027,-1.10061359406,-0.401020884514
6850,0.275601863861,-0.644282519817
1978,-0.612335085869,0.882012307644
896,-0.434945821762,0.17341338098
5777,-0.512842655182,0.242026209831
1846,-0.803005576134,0.182605937123
5925,1.37534415722,-0.600593388081
142,-1.14751112461,0.301594853401
1021,-0.121990263462,-0.452054709196
5699,-0.243978098035,0.299975275993
8061,-1.2294614315,1.20005571842
1870,0.787958204746,-0.0961786657572
1398,-0.71062797308,0.377092212439
3312,-0.24274662137,0.26547986269
891,0.907071113586,0.332296013832
4775,-0.462910950184,-1.23905527592
5111,0.372415184975,0.843555688858
5696,0.956236481667,0.479535251856
5588,0.952097892761,-0.495306164026
6839,-0.759919643402,0.554157435894
329,-0.286274194717,0.404529690742
5058,-0.66259509325,0.17822638154
998,-1.30065441132,-0.61190867424
9134,0.599301576614,0.680364370346
6616,0.415733247995,0.0654636025429
5223,0.571969687939,0.295382797718
4690,0.107523806393,0.25372338295
958,0.317332357168,0.400168120861
1616,-0.457989752293,-0.835839688778
991,-0.129091352224,0.311064064503
6347,-0.822279274464,-0.375862002373
6714,0.0333631485701,0.537241280079
652,-0.451219260693,-0.875064074993
4331,-1.18576169014,0.304392546415
7099,-0.372020840645,1.95929312706
10320,-2.25053596497,-1.07594156265
2042,-0.393652617931,-0.79384636879
843,1.3386797905,-0.787025630474
840,1.16038942337,-0.308719396591
7048,-0.257290095091,-0.488279402256
4851,0.897186398506,-1.3593518734
6464,0.504599511623,-0.604412257671
23410,0.339455515146,-0.347692131996
54205,0.364297688007,-0.230377882719
2770,0.884114980698,0.664628624916
80204,-0.471995741129,0.0562786310911
4208,0.125118017197,-0.944254398346
1845,0.156332612038,0.283803075552
23368,-0.0645959973335,-0.161000713706
5583,-0.314445763826,-0.197221830487
8900,2.75882339478,0.0200324356556
581,-0.107342258096,-0.349669039249
6193,-0.161678373814,-0.721776247025
6622,0.370023876429,-0.960600376129
11261,-0.47916290164,0.545174181461
6696,-0.67235159874,0.350137174129
8312,1.57297599316,1.09803724289
835,0.0840858668089,0.532347500324
8324,-0.735978960991,0.235408306122
1848,-2.97352290154,-0.744744956493
154,-1.27252042294,0.0550482571125
4312,0.00184266269207,-0.428447782993
994,-1.09558522701,1.19208574295
2048,-0.684982180595,0.798275411129
1111,-0.00387585908175,-0.664823412895
5154,-0.75061249733,1.40195894241
2920,-1.22134196758,-0.91292822361
3122,-0.363629996777,0.204303920269
2769,2.36255979538,-0.928009390831
5900,0.275667101145,0.186516433954
6304,-1.43451905251,0.293991178274
5211,0.52254909277,0.487727552652
2886,0.748931050301,-0.90730381012
9261,1.84747195244,2.09814453125
8569,1.91432416439,-0.646133363247
3303,-0.0681909024715,0.527898430824
5331,-0.292785137892,-0.55313628912
5347,-0.315306633711,0.357492953539
4638,-1.26346480846,0.227432221174
2264,-0.480036228895,0.141734302044
1029,0.0803488343954,0.417245805264
1027,-0.00772728025913,0.00921729207039
2597,0.0,0.0
55847,-1.07737874985,0.547963678837
25803,-0.804731488228,-0.00987705588341
3480,-0.443984478712,0.793409705162
2946,1.73508143425,0.661482751369
9517,-0.822398543358,3.11982297897
25987,0.315993130207,-0.324126809835
23670,-1.16456604004,-0.135236904025
11182,-0.504226624966,-0.250566005707
2146,-0.467653572559,0.00985108315945
3385,-0.429743528366,0.64454293251
5261,-0.763669848442,-0.158251658082
10765,-0.279166638851,0.0283274538815
25839,-0.390700399876,0.759769499302
4172,0.214623093605,0.0337591469288
23161,0.735718488693,-0.985814929008
10298,-0.408086508512,0.597285270691
1802,-0.511041939259,0.477198123932
58533,-0.373196423054,0.531977474689
147179,0.274254322052,0.517329096794
29937,-0.942022681236,0.25586950779
6184,0.27603495121,0.719618022442
9854,0.435205936432,0.137986689806
2553,0.862632036209,0.0374081805348
5440,0.912077605724,0.459841370583
54623,-0.0976976454258,0.514271378517
9533,0.23245498538,0.610901892185
8607,-0.297989547253,0.841876387596
207,-0.0663262233138,0.886386334896
26054,0.762502908707,0.210858210921
10682,0.00189089775085,0.880885958672
8573,-0.755860030651,0.623070657253
23378,-0.428129017353,-0.0480323955417
8553,0.865203499794,-0.395780742168
622,-0.628609776497,1.03901314735
9467,0.789055287838,-1.26886475086
5525,-1.15027844906,0.166693076491
256364,-0.518195867538,0.507456839085
332,-0.0032913684845,0.163029059768
2058,0.971346855164,0.0774403065443
7849,0.319925934076,-0.00694644451141
23244,-0.396262615919,-3.29453420639
7494,-0.109215684235,-0.107105754316
4836,0.354318916798,0.679221987724
23647,-0.21132580936,0.0895878821611
10617,-0.508306384087,0.56851631403
2184,-0.430144160986,-1.12737607956
5355,-0.37718629837,-0.567683696747
6659,-0.956383228302,0.752275586128
7016,0.555093228817,-0.881021201611
90861,0.150301992893,0.783669710159
10670,0.335326611996,1.15274238586
79071,0.27993106842,0.418340682983
64746,-0.036303460598,-0.201865151525
5366,-1.20322203636,0.0549839437008
11344,-0.496700674295,-0.174072921276
10013,1.0535531044,0.314692139626
5829,0.926885783672,-0.841932296753
5257,-0.0106772743165,-0.118657365441
22794,0.138977438211,-0.00304032117128
9761,0.449679136276,0.555116534233
23326,0.0681315511465,0.58521437645
10972,3.05996894836,0.125279814005
10523,-0.613733589649,0.751737833023
79090,-0.743726670742,0.169101968408
27032,0.132773503661,-0.017877548933
9097,-3.10094881058,0.0373217873275
10513,0.962705314159,-1.28842973709
1891,-0.328421354294,-0.0999566987157
3066,0.031074129045,0.465870261192
9801,0.284165352583,-0.735217273235
1459,0.584974884987,-1.03597557545
9703,0.865224480629,0.336492747068
10606,0.445053398609,-0.0959630608559
1017,-0.16877374053,-0.636251688004
9813,0.472592353821,0.297852188349
7485,-0.12920896709,0.562532663345
2109,-0.133192777634,-0.256567955017
23271,-0.961098194122,0.627564668655
9915,-0.0112861096859,-0.994842231274
9552,-0.129113271832,-0.24490442872
93487,0.085979282856,4.07194375992
2956,-0.369898617268,-3.24140000343
11065,0.126841053367,-1.90641367435
9653,-0.669561445713,-0.919569134712
200081,0.599346995354,0.959118008614
3337,-0.408843755722,-0.0354086458683
11073,0.564713120461,0.463988214731
23,-0.218018040061,-0.535982489586
5641,-0.446688741446,-0.00102769397199
8720,-0.0298671275377,0.295652836561
10782,-0.00683817267418,-1.10938072205
25932,-0.133153259754,-0.0845110118389
3028,-1.59089434147,-0.158798873425
6804,0.0238666534424,-0.840496897697
890,-0.4264985919,0.50598436594
6390,0.172106787562,0.616286695004
4303,0.545457780361,-0.0926861464977
10953,0.698470830917,0.852890312672
22889,0.161238193512,-2.22952795029
3098,-1.01944994926,0.203867211938
11044,-0.60858798027,0.341920495033
8985,0.0398209579289,-0.020516782999
66008,-0.759000062943,1.54935455322
9217,0.58577889204,-0.0993170440197
701,0.0501196682453,-0.440480291843
6182,-0.139986455441,0.701620459557
4860,-0.611315011978,0.529302000999
7398,0.660201132298,0.109921008348
6117,0.356309235096,1.53569829464
23588,-1.15334534645,-0.0363940894604
