rid,DOS020_VCAP_6H:BRD-K04753511-001-01-5:5.38,DOS020_VCAP_24H:BRD-K04753511-001-01-5:5.38,DOS043_A375_24H:BRD-K04753511-001-01-5:5.38,DOS043_A549_24H:BRD-K04753511-001-01-5:5.38,DOS043_HT29_24H:BRD-K04753511-001-01-5:5.38
5720,0.410080820322,-3.88470172882,0.564132213593,0.791249990463,0.178555995226
466,-1.03769528866,0.511840462685,0.812683939934,-1.08770000935,-0.0391141213477
6009,-0.23564979434,-0.261997848749,0.107552245259,0.144649982452,-0.585103332996
2309,0.814895689487,0.179389357567,-0.570701241493,0.605449974537,-0.928092837334
387,-0.543034911156,-0.0153221487999,-0.804978430271,0.053149998188,-1.56493008137
3553,-0.657237827778,0.0112217068672,-0.313008487225,-0.508199989796,0.570143043995
427,-2.62101650238,0.34113162756,-0.175147682428,0.0952000319958,0.541347205639
5898,-1.09625184536,1.13430118561,0.333493798971,-0.209449991584,0.788430392742
23365,-1.773396492,1.34772086143,-0.597712039948,-0.904199957848,0.369583696127
6657,0.177573353052,0.25081795454,-1.25416648388,-0.405449986458,0.388501912355
5054,0.627996087074,0.177454739809,0.419881492853,-1.20685005188,-0.00803156942129
3108,-1.52885949612,0.760381877422,0.412464141846,0.0977499932051,0.230292350054
1950,0.379260510206,0.980304956436,-0.164294302464,-0.0526000000536,1.17546570301
351,1.11540997028,-0.395399093628,-0.278376281261,-0.881299972534,0.787424504757
4846,-0.522869348526,-0.191412210464,0.982976675034,-0.216150015593,-0.0751172378659
1452,0.11891849339,-2.8869073391,-0.308038234711,0.568899989128,-0.848430216312
4776,-0.928520441055,0.844507575035,-0.186164453626,-0.670249998569,0.362940490246
6908,-0.242236852646,0.718189775944,0.337778300047,-0.0569000095129,-0.373115956783
672,-1.11897873878,1.05208456516,0.481522202492,0.794600009918,0.499003440142
5710,-0.0276210308075,1.43634700775,-0.0854565501213,0.110100001097,-0.349938035011
2115,0.663812398911,-0.527617990971,-0.62223136425,-0.292499989271,0.613511741161
7015,-0.64673435688,0.506750404835,-0.140908226371,-0.553600013256,2.85433268547
8726,-1.78226971626,1.0932970047,0.550155639648,-0.509500026703,0.089017778635
2185,-0.612374782562,1.50307190418,-0.095160484314,-0.32104998827,-0.0131268221885
3315,-1.13384413719,-0.704634189606,-0.164618372917,1.01460003853,-0.781252622604
5289,-1.2575302124,0.534851253033,-0.216381818056,-0.507600009441,1.07292640209
868,-0.322284460068,0.814406037331,0.266689300537,1.19580006599,0.238134369254
1677,0.338112771511,0.695809006691,0.202109605074,-0.203749984503,1.06486642361
7043,0.0680444687605,0.606231033802,0.110244393349,-0.561749994755,0.0974023491144
5613,0.0219026878476,0.554053664207,-0.705282926559,-1.13124990463,0.473416179419
595,0.0693846940994,0.603460431099,-0.680525183678,0.686699986458,0.273341208696
4793,0.70337498188,0.990014851093,0.50727891922,0.148550003767,-0.208855181932
2736,1.06616449356,0.0844506174326,0.0946055650711,-0.0851000025868,0.33293363452
5290,-0.33293941617,0.628533482552,-0.394351661205,0.0534999966621,2.00345683098
6194,1.06152009964,0.348359256983,0.000470220926218,0.436349987984,0.532214164734
1676,-1.18864834309,0.894165635109,-0.509188175201,-1.05760002136,1.19512915611
23512,-0.504279136658,0.0933086574078,-0.686232507229,0.904300034046,-0.825096487999
148022,0.0839169174433,0.956175148487,-0.910940885544,0.0522000193596,0.154681622982
1906,-0.0672161579132,0.0666707381606,-0.201047331095,0.504500031471,0.613834261894
8878,-0.176363378763,1.82770836353,-0.260197460651,0.782449960709,-0.818343698978
3091,-0.387546569109,-0.115464136004,0.227317124605,-1.6576000452,0.0711818188429
5743,0.436551898718,-0.829835116863,0.15211057663,0.864799976349,0.0508634075522
5321,0.717395782471,0.397996455431,-0.151187777519,-1.82025003433,0.125396534801
4144,0.677439212799,0.889609575272,-0.405859798193,-4.41055011749,-1.1539337635
1981,-0.574822664261,1.49499940872,-0.858740627766,-1.13115000725,0.02788939327
695,0.522910118103,0.821390330791,-0.0551806092262,-4.8829498291,6.57367944717
10398,1.01886618137,1.15958285332,-0.325436890125,-0.457949995995,0.456648111343
5708,-0.174216017127,0.879809260368,0.523002684116,-0.391499996185,-0.534965217113
1213,-0.517074286938,0.347146987915,-0.695978522301,-1.37845003605,-0.285493284464
226,-0.518768191338,0.148251235485,-0.53523015976,0.145749986172,-0.719530463219
6777,-0.0117726027966,0.0935767665505,-0.487891435623,0.849950015545,2.36173295975
2113,0.503115177155,0.187026321888,-0.0497495979071,-0.172299996018,1.02824640274
3329,-0.194792956114,-1.96803510189,-0.0376594513655,1.02990007401,-0.399685204029
1050,1.09615886211,1.26529073715,-0.951580762863,2.19605016708,-0.113752387464
9491,-0.701251149178,1.59652197361,0.972646892071,-0.908450007439,0.499286979437
22926,0.0209986120462,1.22491300106,-0.0419377461076,-1.33410000801,-1.4937877655
5899,-0.297517895699,0.378244459629,0.620180785656,1.19015002251,-0.535163640976
5467,0.394734889269,-0.524580657482,-0.536291837692,-0.430949985981,0.394098997116
6774,-0.00632470846176,0.779411911964,0.161715492606,0.292999982834,0.256437331438
1788,-0.986174881458,0.608976364136,0.0711270421743,-1.31095004082,0.996553778648
5921,-0.712903261185,0.118481323123,1.10087537766,0.969650030136,0.731968045235
5721,1.72992300987,-0.654806315899,1.06467700005,-0.504649996758,-0.77025693655
2263,-0.108761236072,0.726425409317,0.561919093132,-0.680500030518,0.111418992281
808,-1.85682559013,0.491669178009,0.227808699012,0.105999991298,-0.746303975582
30001,-0.551266908646,1.34386003017,-0.72888725996,0.100900009274,-0.710705280304
348,-0.111741736531,1.61970508099,-0.620245218277,0.300650000572,0.901420235634
30849,-0.876187741756,-0.907149791718,-1.58707785606,-0.645900011063,-1.08673655987
1454,-0.8356346488,0.834892272949,-0.154975891113,-0.679849982262,-1.95021224022
6500,-0.397703111172,0.358196467161,0.624163985252,0.167750000954,-0.00192796438932
5627,-0.491845071316,0.476166367531,1.16209065914,-0.456149995327,-0.0715637505054
5715,-1.02330636978,0.0189284384251,-0.103154219687,0.83805000782,-0.265765339136
4791,0.706950962543,0.466531783342,-0.606943547726,-0.752149999142,0.784592151642
56924,0.977572441101,1.88902819157,-0.0932956039906,1.76270008087,0.586061775684
2690,0.202818930149,1.67596030235,-0.372971475124,0.205899953842,0.157559886575
1019,0.82103061676,0.893415093422,-0.0415191650391,-0.00485000014305,0.735406279564
51422,-0.487541228533,0.206752225757,-0.140508830547,-1.41839993,-0.524180233479
5788,-0.0908629894257,0.860420465469,-0.310532391071,0.17509996891,0.769098997116
6709,0.660318315029,1.50279927254,0.216239675879,0.133249998093,-0.27860429883
1277,-2.3585255146,-0.056688029319,-0.314595937729,-0.395349979401,-1.07758951187
993,0.288765192032,-3.70523333549,-0.278506457806,-0.0737999975681,-1.06496810913
7157,-0.591260015965,0.781630992889,-0.273095428944,-3.00725007057,0.113140203059
1958,0.539683699608,-0.657385468483,-0.686341822147,0.233999997377,-0.318233817816
4582,0.51092427969,-0.725336194038,-1.15365159512,-2.29159998894,-0.122550413013
9212,0.249294653535,0.520545721054,-0.590452492237,-0.213249996305,0.718499243259
8440,-1.92272400856,1.49718904495,0.339073240757,0.939800024033,-0.275306791067
6790,0.439241498709,0.121392309666,0.218288660049,-0.736750006676,1.29960715771
8851,-0.639817476273,2.02098250389,0.960360348225,-0.0615000128746,-2.40722179413
2534,0.479929745197,0.338438123465,0.233902648091,0.338550001383,0.120592534542
4893,-1.08485603333,0.871822595596,-1.03930938244,0.837149977684,0.843611240387
665,-1.1687476635,2.13595533371,-0.945734620094,1.10749995708,0.401405662298
4313,-0.334071099758,0.808733701706,-0.600911438465,-0.568000018597,-0.481737196445
1022,0.435386061668,-0.0487247407436,0.368862181902,1.80499994755,-0.308179318905
5880,0.0753723978996,0.308010578156,0.108333602548,0.555199980736,-0.257264584303
3162,-0.480194836855,-0.349288642406,0.294098138809,0.454749971628,-0.229607760906
1282,-0.36159491539,0.797472238541,0.174458757043,-0.765750050545,-0.00756588904187
3383,-0.421134889126,-0.350484549999,-0.148674607277,1.94609999657,-0.240841522813
727,-0.24972371757,1.25929248333,-0.062572106719,0.0615500211716,0.251853972673
4792,0.330874741077,0.911445736885,0.23440746963,0.851999998093,0.275716483593
4794,-0.387471556664,1.0399646759,-0.50968259573,-1.10825002193,-0.209746792912
902,0.15830796957,0.58648455143,0.445083916187,-0.125749990344,-0.0627119466662
8091,-0.94542235136,2.12123847008,-0.299507558346,-0.317399978638,0.465055197477
3486,1.54939758778,0.520499408245,-0.527046561241,1.05120003223,0.110262088478
10818,-0.0932619273663,2.0997300148,-0.215180948377,-0.511999964714,1.15941035748
3454,-0.0368609763682,0.367647409439,-0.596085548401,-0.452050030231,0.323989599943
4282,-0.340795457363,-0.555992543697,0.273106455803,-0.705700039864,0.647226333618
1605,1.16878342628,1.44239604473,-0.461332023144,-0.333999991417,-0.75886297226
10644,0.608455300331,3.67349147797,0.822342395782,2.60594987869,0.842350959778
2065,0.203935980797,0.928714215755,-0.440935403109,-0.992049992085,0.807221055031
8321,0.0302086044103,0.649679422379,-0.0409293472767,-0.16914999485,0.502916455269
8503,-0.583914458752,0.350371897221,-0.333773195744,-0.673400044441,0.728306412697
7027,-0.0917520225048,0.717799544334,-0.163950890303,-1.19179999828,-0.3884742558
6850,-0.00494757294655,0.654825925827,-0.547642827034,0.133399963379,-2.78541922569
1978,-0.959680438042,0.336793601513,-0.00383627414703,1.07184994221,0.410859823227
896,1.31186020374,1.60969901085,0.359117567539,1.02845001221,0.0299147367477
5777,0.102899603546,1.47285544872,-0.244953081012,0.052349999547,-0.162780493498
1846,1.61566340923,0.524600863457,-0.982800245285,-0.32310000062,0.57460463047
5925,-1.43722653389,-0.525041103363,-0.886684417725,-0.629050016403,-0.250483900309
142,0.847248911858,0.781547307968,-0.0614325851202,0.701300024986,0.825750350952
1021,0.222316861153,0.143806293607,-0.800290763378,0.254499971867,-0.118185825646
5699,0.167310327291,0.61773455143,0.0839380919933,-0.0260499976575,-0.170689865947
8061,-1.12355017662,0.274579644203,-0.590748071671,0.856500029564,-0.608138144016
1870,0.185041099787,-0.34638863802,0.0606985390186,0.918099999428,0.476851403713
1398,0.0794175192714,0.50112426281,-3.11137056351,0.626049995422,0.528342723846
3312,0.280619800091,0.274999320507,0.191350996494,0.237450003624,0.147129714489
891,-4.00906991959,0.29969021678,-0.788803040981,-0.215750008821,-0.164274811745
4775,2.81707072258,0.693295896053,-0.357100337744,0.160250008106,-0.216430932283
5111,0.0752950906754,0.5462012887,-0.360908299685,0.393950015306,0.0149299856275
5696,-5.12533473969,-3.39676475525,-0.100521996617,-0.278650015593,0.341632664204
5588,-0.602021098137,0.284718543291,0.819312036037,-0.402049988508,0.111110046506
6839,-0.646661877632,0.744282066822,0.627821207047,1.34675002098,-0.403077065945
329,1.43601942062,-2.2748811245,-0.340967386961,-0.0885500013828,-0.101786226034
5058,0.273408800364,1.21462142467,-0.209705591202,-0.594300031662,-1.47139239311
998,-0.325042784214,-3.7360560894,0.278424859047,-0.316700011492,-0.321413934231
9134,0.200922563672,0.911550164223,0.638814687729,0.733099937439,0.812319397926
6616,-0.690169811249,0.38122227788,-0.0899871438742,-0.530499994755,0.721552729607
5223,-0.184965670109,-0.728522837162,0.613593220711,0.758599996567,-1.51286637783
4690,0.124595358968,-4.22913169861,-1.28983592987,0.336099982262,0.290770351887
958,-0.238852471113,-0.0691677033901,-0.110437318683,-0.899899959564,0.315122812986
1616,-0.426633894444,-0.753630161285,-0.136477708817,-0.397150009871,-0.128967702389
991,-0.510563194752,1.35327029228,-0.000270907068625,-0.256549984217,0.256830871105
6347,0.476894378662,-0.466902554035,0.238899946213,-0.353649973869,0.943552851677
6714,-0.757052361965,-0.176713854074,0.372751682997,2.7227499485,0.110088467598
652,0.210324347019,2.04516839981,0.0402670800686,3.25044989586,-4.26067686081
4331,-1.05994915962,1.8037610054,0.460340023041,0.164700001478,1.72832036018
7099,-0.484545350075,0.333256006241,0.916700541973,0.423650026321,-1.08018636703
10320,0.211594417691,0.864992141724,-0.463372051716,-0.529399991035,-0.281318366528
2042,0.293215036392,1.66427862644,-0.530544161797,0.151249989867,-0.731715500355
843,0.407302200794,0.510627985001,1.06164216995,-1.42480003834,0.628551125526
840,-1.22962582111,-7.93827724457,-0.366705715656,1.02670001984,-0.0549044460058
7048,0.384206235409,1.96853530407,-0.397910892963,0.446350008249,0.669577479362
4851,0.128688633442,-0.0470876097679,-0.463434875011,-1.43589997292,-0.300842106342
6464,-0.394959777594,1.48617494106,0.950283110142,-0.240999996662,0.0845071598887
23410,0.0256481692195,0.496894419193,0.246534645557,0.815549969673,0.23162740469
54205,0.251095890999,0.280896097422,-0.0883794426918,-1.38745009899,1.30508720875
2770,-0.570359706879,1.34688472748,-0.525788664818,0.373900026083,-0.225968152285
80204,-0.952388763428,-0.328106343746,-0.504224181175,1.4849998951,-1.62950456142
4208,-0.278120964766,0.538228750229,-0.341338157654,-0.86880004406,-0.118869692087
1845,-0.292686462402,-3.25680041313,0.47068721056,0.272049993277,-0.148522183299
23368,1.63040435314,1.62151145935,0.24019664526,-0.130199998617,-0.644534945488
5583,-2.14219045639,1.35360205173,-0.254232883453,0.150299966335,-0.23457019031
8900,0.532970309258,-0.241641044617,1.49991953373,3.77349996567,1.30189275742
581,0.396763592958,-2.21321821213,-0.579616308212,-1.72714996338,0.161682352424
6193,-0.71703183651,-1.77867674828,0.443421006203,0.248849987984,1.44236576557
6622,-1.2024679184,-1.78249871731,-0.10533541441,-0.20775000751,0.633766174316
11261,-0.460269331932,-0.510843157768,0.0142837911844,-0.760800004005,0.472767412663
6696,4.48268079758,-0.277632057667,-0.450471043587,-0.559549987316,-0.470865905285
8312,0.378669589758,2.69784188271,-0.00144477188587,0.684199988842,1.88738763332
835,-0.00290235690773,0.701088786125,-1.01702213287,0.792499959469,-0.687030613422
8324,-0.520429372787,0.404820233583,-0.0669651106,0.292100012302,-0.415465474129
1848,0.836409389973,-2.79964447021,0.506039500237,-1.81985008717,0.14691324532
154,0.656892955303,0.217595174909,0.196027293801,0.508750021458,-0.163603633642
4312,-0.0924762040377,0.588673114777,0.433656275272,-0.117450006306,0.590141236782
994,0.0217986516654,-3.55361700058,-1.06490123272,0.025150001049,-1.67443203926
2048,-1.41116666794,1.6133313179,0.527325391769,-0.777500033379,1.65573632717
1111,-0.493160158396,3.83562922478,0.129595577717,0.708350002766,0.30694553256
5154,-1.68102574348,0.403249979019,0.594125688076,1.79149997234,-0.538200974464
2920,0.288886457682,-0.268352717161,0.444902718067,-0.947699964046,1.57084274292
3122,-1.28745365143,0.603314876556,-1.09677040577,-0.517650008202,0.384373366833
2769,-0.549455404282,0.0893475413322,-1.05066514015,-0.176499992609,-0.0166058167815
5900,0.902679264545,-0.00150586664677,-1.4117872715,-0.615450024605,-0.385069221258
6304,0.324597835541,4.613904953,0.877500772476,0.511250019073,0.941029965878
5211,-0.606414198875,-0.164809346199,0.441117048264,-0.811800003052,-0.100866556168
2886,-0.517033696175,-1.57509410381,2.08069348335,0.218449994922,-0.419014006853
9261,2.022793293,4.04603338242,0.342957049608,0.233399987221,-0.83696526289
8569,-0.727943837643,-0.23596072197,-0.46151560545,-0.0433000028133,-0.171637892723
3303,0.855783581734,1.07450318336,0.188088461757,-1.27324998379,-0.144581362605
5331,-0.424770534039,-8.0162229538,0.198379099369,-0.0390999913216,-0.456125110388
5347,-1.0181375742,-3.32145166397,-0.247345507145,-1.16460001469,-0.939584970474
4638,-0.347147643566,0.454253584146,-0.101620107889,-0.737450003624,-0.174392282963
2264,0.0597404167056,0.126501992345,1.50232028961,-0.0314000248909,0.411756515503
1029,-0.556936442852,-0.736897051334,-1.14247822762,-2.30529999733,-4.7619934082
