rid,DOS021_VCAP_24H:BRD-K05710256-001-01-3:5.07,DOS044_A375_24H:BRD-K05710256-001-01-3:5.07
5720,-0.686699986458,0.359650015831
466,-0.621800005436,-1.47490000725
6009,0.407799988985,-1.33844995499
2309,0.672800004482,0.202749967575
387,-0.141499981284,0.855799973011
3553,-1.16735005379,0.376649975777
427,-1.26499998569,0.484299987555
5898,-5.2108001709,-0.059249997139
23365,1.07005000114,1.68304991722
6657,-0.8382999897,0.741250038147
5054,-0.33520001173,0.201900005341
3108,-0.201849997044,1.03244996071
1950,-0.545399963856,-0.410649985075
351,-5.0,-0.62190002203
4846,-0.908350050449,0.405100017786
1452,-1.7107000351,3.42790007591
4776,-0.798500001431,0.0668500065804
6908,-0.0811999887228,0.633900046349
672,-0.875399947166,-0.626950025558
5710,-0.658200025558,-1.02775001526
2115,-0.336849987507,1.01370000839
7015,-2.31274986267,-0.519500017166
8726,0.376949995756,-0.0117000043392
2185,0.350900024176,0.159999996424
3315,0.389999985695,-0.0931499898434
5289,0.496550023556,0.887250006199
868,2.37619996071,0.2799000144
1677,-1.15699994564,-0.43544998765
7043,-0.618700027466,0.967599987984
5613,-1.35399997234,0.709349989891
595,0.590600013733,-0.933899998665
4793,-0.492349982262,-1.32165002823
2736,-1.37584996223,0.636099994183
5290,-0.276950001717,-0.249899983406
6194,-0.693050026894,-0.00034999998752
1676,-0.650200009346,0.441550016403
23512,0.329899996519,-0.133349999785
148022,0.241600006819,0.382899999619
1906,0.298199981451,0.969150006771
8878,0.492399990559,0.172900021076
3091,0.745750010014,-1.68279993534
5743,4.19565010071,-0.629000008106
5321,-0.628350019455,-0.773900032043
4144,-1.35575008392,0.000649996101856
1981,-0.845300018787,-0.566449999809
695,-0.365999996662,-1.22539997101
10398,-0.692550003529,-0.368999987841
5708,-1.29979991913,-0.820899963379
1213,1.46829998493,0.168300002813
226,0.224349990487,-1.35559999943
6777,-0.247400000691,0.124350011349
2113,-1.68720006943,1.08185005188
3329,-0.482849955559,0.30529999733
1050,0.131049990654,-0.683000028133
9491,-0.12555000186,-0.136399999261
22926,-0.857150018215,-0.527199983597
5899,0.028049999848,0.335500001907
5467,0.125900000334,0.534900009632
6774,0.884050011635,0.0473500043154
1788,0.283999979496,0.739799976349
5921,-0.115600004792,-1.68589997292
5721,-1.54870009422,-0.506249964237
2263,-0.133599996567,-0.873649954796
808,1.86890006065,-0.256949990988
30001,0.627250015736,0.00824999809265
348,0.646099984646,-0.404299974442
30849,0.664350032806,0.834100008011
