rid,CRCGN001_HA1E_6H:BRD-K41494493-001-07-0:10,CRCGN001_HA1E_24H:BRD-K41494493-001-07-0:10,CRCGN004_HA1E_24H:BRD-K41494493-001-07-0:10UM
5720,-0.609964609146,-2.43419337273,-0.520015358925
466,0.59478521347,-0.239500001073,-0.524199068546
6009,0.404031991959,0.00620305538177,-1.41069221497
2309,-0.0926406979561,-0.192090138793,-0.207144632936
387,-0.0790651589632,-0.57604187727,-0.221464574337
3553,0.286167383194,0.800779223442,1.17066156864
427,0.285941511393,1.13906919956,-0.322227478027
5898,0.592841923237,0.255814343691,-0.00246943533421
23365,0.642554819584,0.959941267967,0.054734364152
6657,-0.250971913338,0.178693965077,0.555868625641
5054,-0.84690451622,0.0872380137444,-0.218854635954
3108,-0.223369374871,-0.171486228704,-0.572569847107
1950,-0.253679513931,0.326231867075,0.232160449028
351,-0.37587583065,-0.0325770489872,0.795920133591
4846,0.111606150866,0.291696667671,0.155394375324
1452,-0.125037193298,-0.0992142558098,-0.566098690033
4776,0.720683991909,0.665097057819,1.20310735703
6908,1.03013777733,-0.125085785985,-1.11544275284
672,1.21974420547,1.31492578983,1.19720053673
5710,0.118628315628,-0.917375266552,-0.0106323510408
2115,0.565368175507,1.08081579208,0.478531092405
7015,0.411121547222,0.934750676155,0.856736898422
8726,0.302373439074,-0.364953607321,-0.40704613924
2185,0.392914175987,1.23329985142,0.840318202972
3315,-0.388699889183,-0.873750865459,-0.2112018466
5289,0.360967129469,1.34558439255,0.00277760624886
868,0.335296154022,0.70084887743,1.23048114777
1677,2.9505302906,0.289074718952,0.678579449654
7043,0.0287496969104,1.21370911598,0.85205245018
5613,0.654247224331,0.477976262569,1.01981461048
595,0.0382227748632,-0.204087302089,-0.418484479189
4793,-0.133683308959,0.294880211353,-0.487663716078
2736,0.302845448256,0.388857662678,0.0522267445922
5290,0.68727439642,0.416984051466,0.687252819538
6194,-0.000546456954908,0.000136776201543,-0.466621816158
1676,0.329795718193,1.10380029678,1.23877668381
23512,-0.105520136654,0.837622404099,-0.00342757999897
148022,0.290213465691,1.07706916332,0.899185836315
1906,0.0764648988843,0.695719718933,0.555888473988
8878,-0.656656980515,0.109726771712,0.647311985493
3091,-0.538844347,0.262335568666,0.804812550545
5743,0.619791924953,0.226938858628,-0.266661018133
5321,-0.263581335545,0.478367567062,0.523734867573
4144,0.329766899347,-0.29125520587,-0.0225187391043
1981,0.138939395547,-0.80447435379,0.334006130695
695,0.142207711935,-0.161993473768,-0.202950134873
10398,0.0189432799816,0.897631585598,-0.142019689083
5708,-0.264498710632,0.288489252329,-1.14942908287
1213,0.210513472557,-1.09717309475,-0.437247812748
226,-0.536473274231,-1.00527918339,-0.451822161674
6777,0.0324272885919,-0.120931074023,-0.307627260685
2113,0.419683426619,0.913216888905,-0.15797150135
3329,-0.37926876545,-1.0801076889,-0.790927410126
1050,-1.21974873543,-1.29696047306,0.430781275034
9491,0.14883621037,0.367201268673,0.728153347969
22926,-0.238748848438,1.02994740009,-0.336197257042
5899,0.0322804898024,-1.13574361801,-0.310654819012
5467,0.515359222889,1.12479698658,0.497272580862
6774,-0.4733504951,0.618487536907,0.544787228107
1788,0.438119322062,0.881809234619,0.593508660793
5921,-0.885808229446,-0.162213802338,-0.882205545902
5721,0.300675392151,-0.875516951084,-0.598249316216
2263,-0.17699252069,0.383021056652,0.98968064785
808,0.214628458023,0.328653812408,1.33311486244
30001,0.431267082691,-0.180676668882,0.51353007555
348,0.196905016899,0.728092432022,0.319027096033
30849,-0.607430934906,-0.61795270443,-0.355645537376
1454,-0.793234169483,0.116454459727,0.448007911444
6500,0.239190295339,-0.250357180834,-0.0413213819265
5627,-0.200795710087,-0.348157405853,0.566190183163
5715,0.0997226312757,-0.482547551394,-0.163322031498
4791,-0.0621602274477,0.491914570332,0.358954250813
56924,0.248951867223,1.05176496506,-0.771060526371
2690,0.756402015686,-0.349062860012,-0.761600077152
1019,0.314945012331,-0.341671675444,-0.145250409842
51422,-0.0946756005287,-0.446415007114,-0.186400204897
5788,0.375276237726,0.777744054794,0.496364414692
6709,-0.321094155312,-0.445791810751,-1.3887346983
1277,-0.368131756783,-0.831765949726,-0.318302989006
993,-0.15113401413,-0.730382323265,-0.295009851456
7157,0.714635968208,0.800627946854,0.227945610881
1958,-0.197905555367,0.984486997128,-0.174530103803
4582,0.278847873211,1.25674140453,0.206078112125
9212,-0.779754817486,0.233163744211,0.488160967827
8440,0.610728979111,0.784600257874,0.782743930817
6790,-0.496283233166,0.212506070733,-0.395048201084
8851,0.0190928429365,1.07178914547,-0.641627430916
2534,0.280117303133,0.0485432893038,0.538198053837
4893,0.0820381194353,-0.0290865153074,0.650261700153
665,-0.914481937885,-0.155609637499,0.425572514534
4313,0.349895209074,0.480992674828,0.371448993683
1022,0.547989487648,-0.383385449648,-1.2027053833
5880,0.412611097097,-0.0141959283501,-0.207066133618
3162,-0.459711551666,-0.572061479092,-0.441937506199
1282,0.20523570478,0.790439248085,-0.347656548023
3383,0.131807088852,0.478562057018,-0.563126444817
727,0.48281827569,0.790579199791,0.631525933743
