rid,DOS021_VCAP_24H:BRD-K12873970-001-01-5:5.02,DOS044_A375_24H:BRD-K12873970-001-01-5:5.02
5720,-0.370599985123,-0.101000003517
466,0.404049992561,0.17515000701
6009,0.480250000954,-0.439300000668
2309,-0.363150000572,0.466599941254
387,0.30324998498,-4.99075031281
3553,-0.0201500058174,0.11930000782
427,-0.307399988174,-0.650150001049
5898,0.438899993896,0.643399953842
23365,0.497950017452,-0.552850008011
6657,0.466949999332,0.106700003147
5054,-0.683200001717,0.588500022888
3108,0.448949992657,-0.0485500097275
1950,0.059700012207,0.337799996138
351,0.0216000080109,0.174599990249
4846,-0.326900005341,-0.350499987602
1452,-0.615900039673,-0.22990000248
4776,0.496800005436,0.319550007582
6908,-0.0317000001669,-0.309749990702
672,0.973799943924,0.11875000596
5710,-1.04184997082,0.0605500005186
2115,-0.344550013542,-0.262950003147
7015,-0.123799994588,0.630200028419
8726,0.0945499837399,-0.422749996185
2185,-0.736250042915,-0.173750013113
3315,0.359049975872,-0.987550020218
5289,-0.233649998903,-0.0715000033379
868,-0.298249989748,0.184750005603
1677,-0.541249990463,0.0399000048637
7043,-0.751300036907,0.276250004768
5613,1.1930000782,-0.79439997673
595,-0.362800002098,-0.48789998889
4793,-0.159249991179,-0.971450030804
2736,0.584300041199,-0.262600004673
5290,0.0569000020623,0.853299975395
6194,0.307249993086,-0.000699999975041
1676,0.400700002909,0.667100012302
23512,0.424400031567,-0.594900012016
148022,-0.341800004244,-0.59944999218
1906,0.177799999714,0.191200017929
8878,-0.136049985886,-0.60949999094
3091,0.786149978638,0.336250007153
5743,0.0477000027895,-1.69340002537
5321,0.389649987221,-0.116249978542
4144,-0.614650011063,0.0988000035286
1981,-0.208099991083,0.690950036049
695,0.809599995613,-0.480299979448
10398,0.13085000217,-0.0953000038862
5708,0.484699994326,0.557700037956
1213,0.776999950409,0.249599993229
226,0.188450008631,0.00489999353886
6777,1.358700037,-0.90674996376
2113,-0.706499993801,0.144500002265
3329,-0.932749986649,0.256900012493
1050,0.852349996567,-0.0996499955654
9491,2.0054500103,-0.0812999904156
22926,-2.19539999962,0.116700001061
5899,-0.708099961281,-0.454549998045
5467,0.0970499962568,0.10435000062
6774,0.348600000143,0.290100008249
1788,0.552299976349,0.0749499946833
5921,0.767899990082,0.434300005436
5721,0.374549984932,0.125450015068
2263,4.92395019531,-0.141649991274
808,-0.170000001788,-0.027449965477
30001,1.30994999409,0.208499997854
348,-0.253600001335,0.574300050735
30849,0.48014998436,-0.0318500027061
1454,0.609399974346,-0.164350003004
6500,0.418700009584,-0.204499989748
5627,-0.641200006008,0.43520000577
5715,0.905250012875,0.35719999671
4791,-0.194350004196,0.457649976015
56924,1.08934998512,0.0614500045776
2690,-0.115000002086,-0.424650013447
1019,-0.0396500080824,-0.578449964523
51422,-0.138350009918,-1.00894999504
5788,-0.148399993777,-0.212949991226
6709,-0.277649968863,-1.26915001869
1277,-0.694000005722,-2.47650003433
993,-0.231499999762,-0.261449992657
