rid,CPC003_HA1E_6H:BRD-A10715913-001-03-8:10,CPC003_HA1E_24H:BRD-A10715913-001-03-8:10,CPC003_HCC515_6H:BRD-A10715913-001-03-8:10,CPC003_HCC515_24H:BRD-A10715913-001-03-8:10,CPC003_PC3_6H:BRD-A10715913-001-03-8:10,CPC003_PC3_24H:BRD-A10715913-001-03-8:10,CPC003_VCAP_6H:BRD-A10715913-001-03-8:10,CPC003_VCAP_24H:BRD-A10715913-001-03-8:10,CPC015_A375_6H:BRD-A10715913-001-03-8:10,CPC015_A549_6H:BRD-A10715913-001-03-8:10,CPC015_A549_24H:BRD-A10715913-001-03-8:10,CPC015_ASC_24H:BRD-A10715913-001-03-8:10,CPC015_HEPG2_6H:BRD-A10715913-001-03-8:10,CPC015_HT29_6H:BRD-A10715913-001-03-8:10,CPC015_MCF7_6H:BRD-A10715913-001-03-8:10,CPC015_MCF7_24H:BRD-A10715913-001-03-8:10,CPC015_PHH_24H:BRD-A10715913-001-03-8:10,CPC015_SKB_24H:BRD-A10715913-001-03-8:10,CPD001_MCF7_6H:BRD-A55272860-001-11-2:10,CPD001_MCF7_24H:BRD-A55272860-001-11-2:10,CPD001_PC3_24H:BRD-A55272860-001-11-2:10
5720,-2.48239994049,-0.221450001001,0.274804413319,-0.468105435371,-1.29994249344,-0.427156507969,0.383574992418,-1.64824998379,0.632699012756,0.534899950027,0.97310000658,-1.76565003395,1.79914999008,-1.12914991379,1.54376471043,0.73324996233,0.287200003862,-0.91890001297,-0.327742516994,-1.1913574934,0.495033353567
466,-0.877799987793,0.662299990654,-0.29455524683,-1.03020834923,-1.18359827995,-1.12063896656,-2.5257601738,-2.09299993515,1.35766601562,-0.287699997425,-1.30620002747,0.526499986649,-0.0408000051975,-0.060849994421,0.802112877369,0.132250010967,-0.0250000357628,0.107799999416,-0.110884279013,0.21544739604,-0.121666669846
6009,-2.83400011063,-0.732499957085,-1.00362336636,0.813170313835,-1.00525283813,-0.0310408528894,0.187209159136,-0.738550007343,0.0248398184776,0.199450016022,0.716300010681,-1.7935000658,0.647549986839,-1.3681499958,2.61657357216,1.10205006599,-2.09594988823,-0.728599965572,-0.414897501469,0.681683242321,0.392400056124
2309,0.483750015497,-0.956699967384,-0.832185566425,-0.856864511967,-0.0409899950027,0.500182449818,0.165502175689,-0.166199922562,0.0511674284935,0.52974998951,0.381599992514,-3.2946999073,0.279649972916,0.594649970531,-1.2151594162,-1.19990003109,-0.837499976158,0.122300028801,-0.239994779229,0.249993175268,-1.00443339348
387,-2.44880008698,0.332949995995,-0.653757989407,0.59207201004,-0.383202403784,-0.460532784462,-0.00147223472595,-1.1549500227,0.243331760168,1.95905005932,2.49180006981,-0.696699976921,6.49160003662,1.11909997463,0.471290886402,1.59020006657,1.95189988613,3.01419997215,-0.887185573578,1.70770096779,-0.386266648769
3553,5.75570011139,-0.760800004005,1.37016201019,0.57223880291,-0.906151890755,-2.25373625755,0.375417768955,-0.00450000166893,-0.559059619904,0.163500010967,-0.809800028801,3.52060008049,-1.72930002213,-0.391849994659,-1.15299892426,-1.04205000401,3.94939994812,-0.138349995017,0.805071532726,-0.121460348368,0.24603331089
427,-1.09819996357,-0.956550002098,-0.529904007912,0.460571199656,0.0512543320656,-0.57977771759,-0.906826853752,-0.681699991226,1.27846288681,-0.979649960995,-0.389699995518,-1.05750000477,-0.0808499976993,1.06679999828,0.114607252181,-0.147650003433,0.513049960136,0.837599992752,0.0459051951766,-0.00407993793488,0.00639998912811
5898,-1.5422000885,-0.944050014019,-0.450379729271,-0.446621894836,0.125448778272,-1.33071625233,-1.74043273926,-2.43660020828,-0.871593952179,-1.88354992867,-0.034200001508,2.0803000927,-1.00495004654,-1.11299991608,-0.391253978014,-0.307499974966,0.941399991512,-0.425750017166,0.483901500702,0.963597238064,1.02826666832
23365,-2.02294993401,-0.054999999702,0.731588959694,0.00461396574974,1.86943423748,-0.480220407248,-0.500890374184,-2.10794997215,-1.25669968128,-0.118199974298,0.799300014973,1.94050002098,4.20044994354,-0.330750018358,-1.49433386326,0.742449998856,2.05920004845,0.526049971581,-0.158627137542,1.35135614872,0.231433361769
6657,2.80665016174,-0.299500018358,-1.640198946,-1.74652218819,1.19177365303,0.876862704754,0.778938829899,1.39170002937,1.17164433002,-0.106299996376,-0.974900007248,4.26450014114,-0.529799997807,1.32159996033,0.887707531452,-1.01810002327,1.70190000534,0.415049999952,0.10234721005,-0.430098772049,0.30246669054
