rid,DOS049_A375_24H:BRD-K17233740-001-01-6:5,DOS049_HT29_24H:BRD-K17233740-001-01-6:5,DOS049_MCF7_24H:BRD-K17233740-001-01-6:5
5720,-0.224828243256,0.619599997997,1.11975002289
466,0.465947151184,0.147849991918,-1.6317499876
6009,0.138640478253,0.636950016022,0.408250004053
2309,0.601857185364,1.51555001736,0.00229999423027
387,0.912132561207,0.502200007439,0.452999979258
3553,0.854740381241,-0.54540002346,-0.116099998355
427,0.7175604105,-0.940800070763,-0.946699976921
5898,-1.75433254242,-1.0271999836,-3.50970005989
23365,0.798019587994,-0.0922999978065,-0.0132499933243
6657,0.045303851366,-0.919100046158,-0.307999998331
5054,-0.47782599926,-0.323300004005,0.929499983788
3108,0.0142816370353,-0.559349954128,0.516099989414
1950,-0.845424771309,-0.752950012684,-1.0828499794
351,0.122743949294,0.346150010824,-0.768149971962
4846,-0.352370858192,0.716450035572,-1.31045007706
1452,0.313932567835,0.489250004292,-0.0110500007868
4776,0.0242723375559,-0.80505001545,-0.00869998335838
6908,0.181407153606,-0.055300001055,1.45315003395
672,-1.67530429363,-0.121900007129,0.797250032425
5710,0.0392566174269,0.720600008965,1.5625500679
2115,-0.180155396461,-0.749200046062,-0.52144998312
7015,-0.776254832745,-0.937349975109,-0.0553500056267
8726,-0.407365709543,0.771749973297,0.113949991763
2185,0.523941397667,-0.89509999752,-0.68314999342
3315,1.13762617111,0.0984999835491,0.0010000000475
5289,-0.159560382366,-1.04464995861,-0.955000042915
868,1.73981440067,-0.837100028992,-0.598300039768
1677,-0.344053894281,-0.434849977493,-1.19354999065
7043,0.710568904877,-0.729349970818,0.286500006914
5613,0.205365926027,-0.997599959373,-0.824000000954
595,-0.18402209878,2.13604998589,0.143299981952
4793,-0.0744702890515,0.264400005341,0.32515001297
2736,0.840272843838,-1.19375002384,0.186250001192
5290,0.590155601501,-1.39569997787,-1.20375001431
6194,8.52874945849e-05,0.0,0.701250016689
1676,0.514079928398,-0.811049938202,0.474050015211
23512,-0.369314432144,0.687349975109,0.920449972153
148022,0.316544741392,-0.844550013542,1.64750003815
1906,0.0559711903334,0.411500006914,-3.44140005112
8878,-0.166522860527,0.76810002327,1.03365004063
3091,-0.307001441717,0.12309999764,0.175799995661
5743,0.446249723434,0.103650003672,1.01139998436
5321,-0.642053723335,-0.976300001144,-0.045450001955
4144,-0.858491659164,0.603350043297,0.0956000089645
1981,-0.71903192997,0.471700012684,-0.766200006008
695,0.132984995842,0.744099974632,-0.638249993324
10398,0.554275870323,-0.529150009155,-0.608150005341
5708,0.66993868351,0.504549980164,-0.426150023937
1213,-0.580362260342,-4.70609998703,-0.347449958324
226,1.06680893898,0.945399999619,0.16969999671
6777,0.37312361598,0.74430000782,-0.35664999485
2113,0.30800485611,-0.0750999972224,0.166399985552
3329,0.236113727093,0.373300015926,0.701900005341
1050,-0.393064141273,0.90005004406,0.789500057697
9491,0.41887113452,-0.731000006199,-0.74329996109
22926,0.357523053885,0.185249999166,1.08130002022
5899,0.767304122448,0.581049978733,-0.139449998736
5467,0.862433791161,-1.37339997292,-0.274399995804
6774,-0.0730098262429,-1.41670000553,0.690800011158
1788,0.59153419733,-2.33204984665,-0.805150032043
5921,0.980236470699,0.257899999619,3.13990020752
5721,0.796356201172,0.434649974108,0.454799979925
2263,-0.281257927418,0.839450001717,-0.724600017071
808,-0.658637225628,-1.19539999962,-1.17070007324
30001,0.512334704399,1.30659997463,0.193800002337
348,0.213095754385,-0.265200018883,-0.348850011826
30849,-3.01438307762,0.27689999342,-0.109449982643
1454,-1.12144422531,0.795850038528,0.821600019932
6500,0.5858913064,-0.529100000858,1.08214998245
5627,-0.808130085468,1.54115009308,-0.112699985504
5715,-0.272925943136,-1.09485006332,1.26999998093
4791,-0.355528473854,-0.880300045013,-0.865849971771
56924,-0.87690114975,-1.73399996758,0.783949971199
2690,-0.277814567089,-2.57100009918,-0.68799996376
1019,-0.485687255859,0.603999972343,-0.657050013542
51422,0.77309769392,-0.6861500144,-1.1194999218
5788,0.422433316708,-0.221949994564,0.431749999523
6709,-0.558857917786,-1.88530004025,0.526700019836
1277,4.12671804428,-0.48109999299,-1.32570004463
993,-0.910199940205,0.126699998975,1.19690001011
7157,0.245132684708,-0.975750029087,0.146699965
1958,-0.190794855356,-1.14014995098,0.282299995422
4582,-0.459227353334,0.0347499996424,0.101050019264
9212,0.521205246449,-0.700800001621,0.325449973345
8440,0.814580142498,-0.24224999547,0.648750007153
6790,-0.220791101456,-0.142299994826,1.84505009651
8851,-0.774950504303,0.680400013924,-1.08704996109
2534,-0.281597673893,-0.707149982452,-0.0769000053406
4893,-1.50685548782,-0.705099999905,0.0626000016928
665,0.297917872667,-0.702399969101,0.0441000163555
4313,-1.42074000835,-0.742349982262,-0.0204500034451
1022,-0.0390971153975,0.223999992013,0.853350043297
5880,0.0372269302607,-1.5501999855,-1.22685003281
3162,-0.563514113426,0.57254999876,-1.00479996204
1282,-0.153237327933,-0.0846999883652,-1.03215003014
3383,-0.333643317223,-0.792600035667,-1.1290999651
727,0.247291266918,-0.214400008321,-0.124799996614
4792,0.30759909749,-0.691200017929,-0.968000054359
4794,-0.116012513638,-0.461499989033,0.111849993467
902,0.0362625494599,-1.03135001659,-2.09469985962
8091,-0.54491764307,-0.538350045681,1.07255005836
3486,0.416659861803,-0.358999967575,0.69754999876
10818,0.202044680715,-0.790399968624,0.510900020599
3454,0.272371947765,-1.71674990654,-0.569249987602
4282,0.0815226584673,0.337599992752,0.337599992752
1605,0.455888003111,-0.300449997187,0.888550043106
10644,0.0678466409445,0.251049995422,1.35934996605
2065,-0.59986114502,-0.26289999485,-0.134799987078
8321,0.490676403046,-1.74914991856,-2.38750004768
8503,-0.307807654142,-0.0340500026941,0.0072999894619
7027,-1.2666656971,0.793299973011,-0.564849972725
6850,-0.272467434406,-1.89794993401,-0.779049992561
1978,0.475902169943,0.387049973011,0.691100001335
896,0.369588196278,0.0518000014126,-0.399200022221
5777,0.0860185101628,0.0342499986291,-0.377099990845
1846,-0.983563303947,0.220200017095,0.326150000095
5925,0.505424976349,0.83085000515,-3.18554997444
142,-0.946622133255,-0.620249986649,0.347649991512
1021,-0.191520482302,-0.134649991989,0.104699999094
5699,0.30649715662,-0.113550007343,-2.00289988518
8061,1.41265368462,0.722299993038,-1.20510005951
1870,-0.879029870033,-0.0867500007153,-0.800700008869
1398,0.810879766941,0.209150001407,0.576300024986
3312,-0.442919015884,0.564599990845,0.442700028419
891,0.27251380682,-1.67054998875,-1.31154990196
4775,0.650101840496,-0.424499988556,-0.15854999423
5111,-0.407955825329,0.394299983978,-0.0935999974608
5696,0.00978487357497,0.478300035,-1.01055002213
5588,1.02706634998,0.611550033092,-0.21099999547
6839,0.159821614623,1.53550004959,0.961249947548
329,2.26434373856,-0.122950002551,-1.92330002785
5058,1.69569683075,2.48865008354,2.26789999008
998,-0.0334324836731,-0.790850043297,0.163249999285
9134,0.300359576941,-6.01924991608,0.0213000029325
6616,0.203092873096,-0.746649980545,-0.828599989414
5223,0.0833746269345,0.401950001717,0.159049987793
4690,-0.202564746141,-0.612399995327,1.37935006618
958,0.0588174089789,-1.0868499279,0.935499966145
1616,1.19538319111,1.10149991512,0.973599910736
991,-0.4431604743,-1.84424996376,0.344349980354
6347,-0.580587267876,-1.00255000591,1.68850004673
6714,0.646762549877,2.41929984093,0.592199981213
652,0.252573758364,0.374050021172,0.992650032043
4331,-0.0284827016294,0.151849985123,0.0870499908924
7099,-1.4473631382,-0.566349983215,0.20055000484
10320,-0.0905102789402,1.09960007668,3.25090003014
2042,1.06389057636,0.960800051689,0.170599997044
843,-0.0301523339003,-0.496100008488,-0.849500000477
840,0.519004464149,-0.24430000782,1.44950008392
7048,0.484165072441,1.91820001602,0.48449999094
4851,0.425395548344,-0.46875,-0.190950006247
6464,3.67982816696,1.43414998055,0.729300022125
23410,1.27764678001,0.531899988651,0.178499996662
54205,0.139322251081,-0.565550029278,0.0172500014305
2770,-0.0255587268621,1.56190001965,1.56774997711
80204,0.26908877492,2.60665011406,0.134399995208
4208,0.0805618911982,-0.34375,-1.2852499485
1845,-0.377917587757,-0.532050013542,0.489749997854
23368,-0.0625180155039,-0.490800023079,0.998250007629
5583,-0.720149517059,0.107899993658,-0.97159999609
8900,3.65079092979,-0.308700025082,0.447699964046
581,0.913397669792,-0.423399984837,0.448049992323
6193,-0.189671456814,-0.561450004578,-0.481999993324
6622,0.42935860157,0.58630001545,-0.189900010824
11261,-0.353039741516,0.600350022316,-0.544950008392
6696,0.45159766078,-0.401250004768,-0.446150034666
8312,-1.20527648926,1.40555000305,1.87839996815
835,0.122972637415,0.821550011635,-0.461450010538
8324,-0.504037678242,-0.553600013256,0.307649970055
1848,-0.00997671484947,-3.0912501812,1.47900009155
154,0.468756526709,-1.2376499176,0.0496000051498
4312,-1.08347022533,0.0561499968171,-1.66135001183
994,-0.862726807594,0.24690002203,-0.112850010395
2048,-1.67472171783,-0.214100003242,-0.754999995232
1111,0.82151556015,0.193599998951,-0.482599973679
5154,-0.75487434864,-0.0345999598503,0.449900001287
2920,1.02419269085,1.25604999065,1.75434994698
3122,-0.0524945780635,-0.936599969864,1.42910003662
2769,0.226587384939,0.030450001359,0.255800008774
5900,1.89725863934,-0.316349983215,0.260200023651
6304,1.1516046524,1.04245007038,-0.187000006437
5211,0.132303729653,0.534900009632,1.93974995613
2886,-0.178836479783,-0.572449982166,-0.585900008678
9261,-0.592082023621,0.267749994993,-0.717700004578
8569,-0.717118084431,-0.58905005455,-0.135150000453
3303,-1.14282059669,-0.670350015163,0.426649987698
5331,1.20456218719,-0.00904999673367,3.12119984627
5347,-0.267533570528,0.87760001421,1.01069998741
4638,-1.36004245281,-0.763400018215,0.851799964905
2264,-0.2695928514,1.0748000145,1.4904999733
1029,-0.577188432217,-0.366150021553,0.552299976349
1027,2.97894239426,0.712700009346,-0.796599984169
2597,-0.107986152172,0.0495999976993,0.00034999998752
55847,0.236422583461,-0.624549984932,-0.858349978924
25803,0.350237131119,-0.931650042534,1.09599995613
3480,0.0180627033114,-0.27610000968,0.766700029373
2946,0.42612016201,0.0289999991655,-0.258450001478
9517,-0.263409435749,0.3070499897,0.343149989843
25987,1.48828971386,-0.724050045013,0.714150011539
23670,-0.881830632687,0.857600033283,-0.719250023365
11182,0.503421902657,0.188800007105,-0.688699960709
2146,0.529410004616,-2.42494988441,-1.16145002842
3385,0.131157249212,0.636950016022,0.527350008488
5261,-0.642554581165,-0.0376000106335,-0.0964500308037
10765,0.906905591488,-0.620100021362,1.49714994431
25839,0.392160028219,-0.31375002861,1.035400033
4172,0.319164067507,-0.0798000022769,-1.80140006542
23161,-0.0200716257095,0.233999997377,0.0484999939799
10298,0.796090245247,1.04034996033,-1.13874995708
1802,-3.3784031868,-0.100600004196,1.08000004292
58533,-0.277720570564,0.571850001812,0.81970000267
147179,-0.118047878146,0.0549499988556,-0.422199994326
29937,-1.60101473331,-0.13789999485,-0.743849992752
6184,-0.60648816824,-0.872200012207,0.59065002203
9854,-1.62275528908,-0.720899999142,-0.174699991941
2553,-3.93890881538,0.609600007534,1.11179995537
5440,-1.45882916451,-1.01740002632,-0.209350004792
54623,0.527759432793,0.284400016069,0.51390004158
9533,0.00109617784619,-0.281450003386,-0.549199998379
8607,-1.05916774273,-1.10570001602,-1.83539998531
207,0.117692828178,-0.0164999961853,1.22355008125
26054,0.788338541985,0.716849982738,0.905700027943
10682,-0.49009168148,-0.719449996948,1.20510005951
8573,-0.229552164674,0.848600029945,0.628600001335
23378,0.0688349306583,-0.310050010681,0.280200004578
8553,1.02359330654,1.52090001106,-0.833850026131
622,0.547015190125,0.640949964523,0.187399983406
9467,-0.445394158363,-0.847849965096,-0.641000032425
5525,-0.438762098551,-0.0220499932766,0.259249985218
256364,-0.813410580158,0.51240003109,0.215250000358
332,0.776224672794,0.337249994278,0.60070002079
2058,0.021448943764,0.469749987125,0.557099997997
7849,-0.642795801163,0.610350012779,0.907950043678
