rid,DOS056_A375_24H:BRD-K82248240-001-01-9:5,DOS056_A549_24H:BRD-K82248240-001-01-9:5,DOS056_HT29_24H:BRD-K82248240-001-01-9:5,DOS056_MCF7_24H:BRD-K82248240-001-01-9:5,DOS056_PC3_24H:BRD-K82248240-001-01-9:5,MUC.CP001_MCF7_6H:BRD-K82248240-001-01-9:10.0313,MUC.CP001_MCF7_6H:BRD-K82248240-001-01-9:3.3438,MUC.CP001_MCF7_6H:BRD-K82248240-001-01-9:1.1146,MUC.CP001_MCF7_6H:BRD-K82248240-001-01-9:0.3715,MUC.CP001_MCF7_24H:BRD-K82248240-001-01-9:10.0313,MUC.CP001_MCF7_24H:BRD-K82248240-001-01-9:3.3438,MUC.CP001_MCF7_24H:BRD-K82248240-001-01-9:1.1146,MUC.CP001_MCF7_24H:BRD-K82248240-001-01-9:0.3715,MUC.CP001_NKDBA_24H:BRD-K82248240-001-01-9:1.1146,MUC.CP001_NKDBA_24H:BRD-K82248240-001-01-9:0.3715,MUC.CP001_NKDBA_24H:BRD-K82248240-001-01-9:3.3438,MUC.CP001_NKDBA_24H:BRD-K82248240-001-01-9:10.0313
5720,0.220799997449,-1.30865001678,0.265899986029,-0.243200004101,1.78196072578,1.97917306423,2.61020374298,0.834566712379,-0.873049974442,0.88989084959,0.555881917477,0.124991968274,-0.940982222557,-0.706000030041,-0.244800001383,4.41305017471,2.39510011673
466,-0.522899985313,0.565249979496,1.58229994774,-0.394600003958,-2.53547716141,0.0477355420589,-1.18034136295,0.417800009251,0.785849988461,-0.041541904211,-0.280460774899,0.231030464172,-0.70766299963,-2.73539996147,-2.14064979553,-1.5896500349,-7.50659990311
6009,-0.0606000013649,-1.17914998531,0.0,-0.25830000639,1.16367268562,1.60473906994,1.67500710487,0.381833314896,-0.423449993134,-0.615071058273,-0.0679128915071,0.435505658388,-0.267731189728,0.242050021887,-0.614650011063,-1.06134998798,0.425199985504
2309,0.520200014114,1.4361499548,0.0746999979019,0.948199987411,-1.03423261642,-0.952373683453,-0.879112958908,-0.101099997759,-0.70560002327,-0.203562110662,1.16904520988,1.21600925922,1.05309700966,-0.374249994755,0.291749984026,0.870149970055,1.96829998493
387,0.165999993682,0.675000011921,0.873899996281,-0.118100002408,-1.58943557739,4.93662214279,0.417388528585,0.563766658306,-0.326700001955,-0.218652695417,1.31450676918,0.935096085072,1.31722199917,-0.647299945354,-1.6467499733,-2.07069993019,-0.448300004005
3553,-0.934000015259,-0.592999994755,-0.375299990177,-0.475400000811,-0.542388796806,-0.546839237213,-0.702244520187,-0.38206666708,0.515249967575,-0.0963537544012,0.343248814344,-0.165826290846,0.594701886177,0.499049991369,1.21589994431,0.595499992371,0.0
427,0.659799993038,0.113799989223,1.04779994488,-0.102200001478,-0.682957231998,2.04009532928,-0.968298435211,0.375600039959,-0.256399989128,0.165275037289,0.231513276696,-0.260846972466,-0.0799662619829,-2.06675004959,-1.03194999695,-2.37140011787,-4.70079994202
5898,-0.674499988556,-1.87740004063,-0.15379999578,-1.84490001202,-0.666635990143,0.197994187474,-0.424412459135,0.0959000140429,-0.347950011492,-0.364728242159,0.203289717436,-0.286650717258,-1.05749464035,-0.433499991894,-0.569050014019,0.322450011969,-2.15319991112
23365,1.51370000839,0.269100010395,1.01750004292,0.342099994421,-1.17919456959,0.113781549037,-0.542915344238,-0.160899996758,-0.103100001812,1.35080599785,-0.0111989974976,-0.708006262779,-0.905173659325,-0.227949991822,-0.930500030518,-0.971300005913,-0.825999975204
6657,-0.650099992752,0.156499996781,-0.21099999547,-0.196899995208,1.17208647728,0.204858839512,0.596117675304,-0.355433344841,1.02380001545,0.44157409668,0.946951746941,0.114659197628,0.308698385954,0.703849971294,1.01985001564,1.92409992218,1.52950000763
