rid,DOS007_VCAP_24H:BRD-K09615275-001-02-5:5.03
5720,-2.52514982224
466,-2.86859989166
6009,1.11969995499
2309,0.143800005317
387,2.5748500824
3553,1.00429999828
427,-1.23454999924
5898,0.964650034904
23365,-0.0205500125885
6657,1.14945006371
5054,-2.53274989128
3108,5.57899999619
1950,-0.348850011826
351,0.0
4846,-0.194549918175
1452,-1.69314992428
4776,0.0851500034332
6908,-0.270850002766
672,-2.15754985809
5710,-1.65250003338
2115,1.98830008507
7015,0.524899959564
8726,0.481700032949
2185,-0.134250000119
3315,0.689549922943
5289,2.90784978867
868,-0.34604999423
1677,-0.730150043964
7043,-0.129299998283
5613,0.669550001621
595,-0.995500028133
4793,5.1251001358
2736,5.07369995117
5290,0.704149961472
6194,0.0
1676,-0.0599499940872
23512,-0.810799956322
148022,0.963500022888
1906,0.307700008154
8878,-1.68085002899
3091,-1.02359998226
5743,-0.0268000364304
5321,0.122799992561
4144,-1.72904992104
1981,1.65374994278
695,-2.86425018311
10398,1.77539992332
5708,-0.264050006866
1213,-0.298500001431
226,-0.657299995422
6777,3.38339996338
2113,0.688250005245
3329,-1.70749998093
1050,1.36309981346
9491,-0.99715000391
22926,-0.843449950218
5899,-1.59305000305
5467,5.38360023499
6774,-2.00740003586
1788,1.20270001888
5921,3.50705003738
5721,-2.49950003624
2263,-0.894550025463
808,1.01265001297
30001,1.62814998627
348,2.72900009155
30849,1.02355003357
1454,0.290900021791
6500,0.791450023651
5627,0.83444994688
5715,-0.329600006342
4791,-0.259649991989
56924,1.49005007744
2690,-0.317399978638
1019,0.254649996758
51422,1.72084999084
5788,-0.276850014925
6709,-1.75979995728
1277,4.53194999695
993,-0.264449983835
7157,-1.84415006638
1958,5.6546497345
4582,4.04984998703
9212,0.643900036812
8440,-2.62979984283
6790,-1.3193500042
8851,-1.77555000782
2534,-1.96864998341
4893,1.07984995842
665,5.31430006027
4313,0.0935499668121
1022,1.26314997673
5880,3.26639986038
3162,2.34470009804
1282,0.233850002289
3383,1.09934997559
727,1.40385007858
4792,0.531899988651
4794,1.67430007458
902,-1.54309999943
8091,3.76265001297
3486,-0.0675500035286
10818,-0.627300024033
3454,1.69614994526
4282,-1.7459000349
1605,-0.779349982738
10644,-0.362399995327
2065,0.854799985886
8321,-1.55169999599
8503,5.56484985352
7027,-0.688699960709
6850,0.0161000490189
1978,-0.829650044441
896,0.448049992323
5777,0.00474999845028
1846,0.533599972725
5925,-1.40474998951
142,-0.0875499844551
1021,2.53819990158
5699,-0.679949998856
8061,-0.935550034046
1870,1.59354996681
1398,-5.24919986725
3312,-2.39715003967
891,0.482350051403
4775,0.402849972248
5111,1.15364992619
5696,-4.95994997025
5588,0.55269998312
6839,-0.385200023651
329,-0.255300015211
5058,2.31284999847
998,0.581900000572
9134,1.92359995842
6616,1.43569993973
5223,0.257550001144
4690,1.77845001221
958,0.210649967194
1616,-0.934050023556
991,-1.64065003395
6347,0.243449985981
6714,1.67774987221
652,1.49500012398
4331,4.68125009537
7099,2.10815000534
10320,0.629049956799
2042,2.37475013733
843,1.39289999008
840,1.25520014763
7048,2.24475002289
4851,0.624200046062
6464,0.624099969864
23410,1.50014996529
54205,-5.63264989853
2770,0.157199978828
80204,2.28209996223
4208,1.75604999065
1845,-0.508050024509
23368,0.901900053024
5583,-0.240099966526
8900,-0.157900005579
581,-0.101999998093
6193,0.31400001049
6622,0.273200005293
11261,2.6876502037
6696,1.51779997349
8312,-3.33395004272
835,-0.411599993706
8324,0.645449995995
1848,0.816300034523
154,0.261250019073
4312,0.373950004578
994,0.333099991083
2048,0.624050021172
1111,1.5679500103
5154,0.216049969196
2920,-0.515450000763
3122,0.496700018644
2769,0.151849985123
5900,-0.362399995327
6304,-1.43315005302
5211,-0.722299993038
2886,0.148999989033
9261,1.5571000576
8569,1.72510004044
3303,-2.27329993248
5331,0.672500014305
5347,-0.624000012875
4638,-0.788400053978
2264,-1.0068500042
1029,2.95965003967
1027,-1.65875005722
2597,0.0
55847,-1.45805001259
25803,-0.772050023079
3480,-2.2079501152
2946,-0.0419000089169
9517,1.38919997215
25987,1.6643499136
23670,-2.13310003281
11182,-0.566149950027
2146,1.73160004616
3385,-1.5978499651
5261,-1.08054995537
10765,5.29430007935
25839,1.33375000954
4172,0.722100019455
23161,-0.29264998436
10298,0.768149971962
1802,2.06614995003
58533,-1.28909993172
147179,-0.204899996519
29937,-2.48620009422
6184,-2.46280002594
9854,6.07135009766
2553,0.509400010109
5440,-2.75699996948
54623,-2.51789999008
9533,-0.577250003815
8607,-1.86304998398
207,-0.539700031281
26054,0.615549981594
10682,-6.05655002594
8573,4.46924972534
23378,1.10420000553
8553,-1.32934999466
622,1.51209998131
9467,-4.15899991989
5525,-1.00655007362
256364,-0.122699998319
332,1.45364999771
2058,0.912250041962
7849,0.665250003338
23244,0.123549997807
7494,-0.671800017357
4836,0.568400025368
23647,1.74965000153
10617,-4.78369998932
2184,-0.442699998617
5355,-0.650599956512
6659,0.692600011826
7016,-0.148000001907
90861,-1.79315006733
10670,0.310150027275
79071,-1.6182500124
64746,0.327350020409
5366,2.17724990845
11344,-1.91740000248
10013,1.70439994335
5829,0.18805000186
5257,2.75250005722
22794,2.02075004578
9761,1.05134999752
23326,-2.20020008087
10972,0.756999969482
10523,0.702849984169
79090,0.358150005341
27032,1.0597499609
9097,-0.820299983025
10513,1.23185002804
1891,0.861649990082
3066,-1.57949995995
9801,-0.0643499940634
1459,0.419050008059
9703,-1.46819996834
10606,-0.784200072289
1017,-0.725449979305
9813,-0.427850008011
7485,-0.542650043964
2109,-1.33680009842
23271,0.587100028992
9915,-2.6384499073
9552,2.20165014267
93487,-1.12660002708
2956,6.4173002243
11065,-1.20915007591
9653,5.38110017776
200081,-2.98600006104
3337,-1.67689990997
11073,-0.871499955654
23,2.85954999924
5641,-0.219700008631
8720,3.30454993248
10782,4.9811000824
25932,-0.0699500069022
3028,0.3424000144
6804,5.03320026398
890,-0.771900057793
6390,-0.646950006485
4303,-0.880599975586
10953,-2.18514990807
22889,-1.61930012703
3098,-1.03875005245
11044,1.5802500248
8985,0.769450008869
66008,3.62699985504
9217,0.0383999980986
701,0.91354995966
6182,0.224849998951
4860,-2.01104998589
7398,-0.72025001049
6117,0.221049964428
23588,0.527000010014
949,0.960099995136
7168,-2.15210008621
9375,-2.70970010757
4927,1.14509999752
2523,0.609349966049
58497,4.27815008163
6856,0.721900045872
26036,1.1290999651
10206,1.76614999771
25793,-0.608200013638
55556,-0.357800006866
3978,1.43669998646
10681,0.976099967957
3638,-2.52119994164
8349,0.794299960136
6275,3.99169969559
3895,-0.93799996376
392,0.295349985361
9170,1.70004999638
80347,-1.63680005074
23300,-1.44995009899
836,0.885949969292
11188,2.05045008659
10898,1.6711499691
9276,2.11045002937
1647,0.235450014472
10285,-0.522199988365
23386,-0.170749992132
3156,-1.00540006161
10237,-0.0934500098228
7077,1.13459992409
11157,-3.58695006371
22908,1.5624499321
10915,1.32719993591
9897,0.381749987602
1759,1.36485004425
54541,0.60900002718
211,-4.35279989243
5048,0.927500009537
84722,-0.81200003624
29890,3.0486998558
9868,-0.851050019264
873,-0.223149999976
5580,1.34019994736
3725,1.50940001011
23585,-0.574400007725
51097,0.0899499952793
1831,3.14419984818
7020,-0.147400006652
55893,0.219150006771
6944,0.0130000002682
22883,0.0297999978065
5601,2.15430021286
10775,2.95854997635
4780,0.0460500121117
10904,0.668449997902
9917,1.46639990807
1399,0.456849992275
24149,-0.180099964142
2222,-2.27329993248
10131,0.323249995708
2958,-1.01504993439
9650,-0.678550004959
7319,-0.0270999968052
4817,-0.25510007143
9143,5.28784990311
10494,0.276549994946
55324,0.590899944305
23149,-2.29164981842
9943,0.724500000477
6599,-2.3844499588
51031,-1.50824999809
3566,0.402750015259
3815,0.86384999752
8624,1.4715000391
27346,-1.57884991169
10489,-0.60640001297
26128,-3.76060009003
79921,-0.200500011444
55746,1.89795005322
23636,-2.04019999504
10892,1.77404987812
10652,-2.41740012169
11004,-0.213200002909
23530,3.87185001373
8826,0.140650004148
3308,-0.57539999485
7153,1.15105009079
11041,0.0222499966621
6342,1.71085000038
5883,-1.42764997482
10589,0.617349982262
5110,-0.656350016594
4609,0.727850019932
5423,0.569749951363
1070,-1.30384993553
10051,-2.5735001564
6603,1.66159999371
9019,-1.97920000553
10969,-3.35850000381
9797,-3.51259994507
4043,0.939550042152
9519,2.30990004539
8480,-2.63895010948
983,-0.743250012398
10559,0.0644999742508
8508,1.98784995079
9275,-0.0900999903679
8914,1.95434999466
54505,0.327900052071
6919,1.72975003719
2274,5.96395015717
2288,-1.81439995766
7994,0.597550034523
4216,0.675500035286
7538,1.29314994812
3628,-2.38084983826
2037,4.58395004272
2771,-2.16834998131
7264,-1.78820002079
1786,0.0657999813557
5873,4.91984987259
780,5.57375001907
9926,-0.636849999428
8446,-0.451250016689
7159,-1.42869997025
1026,-2.23939990997
7082,0.171400010586
10058,0.45530000329
10797,-0.977300047874
11230,-0.13535001874
30836,0.381799995899
27336,0.259099990129
9918,0.357899993658
79073,-0.250149995089
9688,-4.94780015945
23659,-2.48154997826
8396,0.517350018024
23077,0.250550031662
10857,2.03909993172
16,0.183799982071
2817,0.407949984074
60528,-1.72194981575
5359,2.22379994392
1514,-1.95124995708
1509,0.970449984074
9181,0.588349997997
3611,0.48085001111
4783,1.94955003262
10123,-0.00284999608994
8895,-0.27840000391
9805,4.96999979019
4125,1.08280003071
1635,-0.45174998045
4154,-2.81570005417
26292,-2.92159986496
5770,-0.278549998999
25874,0.188899964094
11319,0.0307000279427
1153,-2.94195008278
11098,1.39174997807
8974,5.21904993057
533,-5.67479991913
823,0.861999988556
6812,2.61115002632
3693,-1.04435002804
4891,0.687700033188
10954,0.384200036526
5909,-0.118600010872
9221,-1.42135000229
847,-0.748300015926
11072,1.14335000515
10221,-1.08480000496
7158,0.774249970913
8678,5.7702498436
11014,0.622900009155
1994,1.84630012512
3482,1.27425003052
25976,3.47219991684
10491,-0.448549985886
51053,-0.609149992466
9267,-0.888800024986
5547,-0.370249986649
6597,1.48150002956
5836,5.0044503212
6118,1.0951499939
2961,3.34025001526
310,-0.674499988556
7296,0.781100034714
1429,2.10630011559
2548,-1.327450037
6499,-0.914449989796
642,-1.32494997978
23076,-0.738799989223
10099,0.0304000079632
9817,-1.35455000401
9126,0.0946500003338
3930,-0.537549972534
10450,-0.0249499976635
54386,0.475800007582
664,1.09750008583
596,0.827600002289
10180,-0.0216499939561
1445,0.205399990082
230,1.01614999771
9246,-0.486849993467
5092,2.28165006638
23463,0.833000004292
10007,-0.71690005064
4925,0.567100048065
6251,2.5802500248
