rid,DOS055_A375_24H:BRD-K06953509-001-01-3:5,DOS055_A549_24H:BRD-K06953509-001-01-3:5,DOS055_HT29_24H:BRD-K06953509-001-01-3:5,DOS055_MCF7_24H:BRD-K06953509-001-01-3:5,DOS055_PC3_24H:BRD-K06953509-001-01-3:5
5720,-0.177799999714,-0.618949949741,1.18826162815,1.03416669369,-2.69495010376
466,0.432550013065,-0.825700044632,-0.650304496288,0.335633337498,0.297899991274
6009,-0.816449999809,0.214350014925,0.566898107529,-1.03436660767,-0.130299985409
2309,-0.512549996376,-0.0310999900103,0.158523231745,-0.0355666950345,-0.235999986529
387,-0.051850002259,-0.108999997377,-0.731063902378,-0.89036667347,-1.40024995804
3553,0.422100007534,-0.265549987555,-0.0785943418741,-0.116966679692,0.603850007057
427,-0.726649999619,-0.284500002861,-1.75843012333,-0.529366731644,0.419650018215
5898,-1.66725003719,-2.57690000534,-0.29879078269,0.112800002098,-0.00109999999404
23365,0.301999986172,0.260250002146,-0.172650933266,-0.372066646814,-0.916949987411
6657,-0.292500019073,-0.1888499856,-0.620947480202,-0.0922333300114,1.75824999809
5054,-1.51684999466,-0.258699983358,0.191580593586,-0.832533359528,-0.421799987555
3108,-0.0108500123024,-0.986500024796,-1.03459358215,0.422666668892,0.880500018597
1950,-0.311450004578,-1.41414999962,-0.474441438913,0.475966691971,1.78860008717
351,-0.393700003624,-0.719749987125,0.43187636137,0.0916999876499,0.693549990654
4846,-0.344650000334,-0.635949969292,-0.913902997971,0.0625666975975,0.374650001526
1452,-0.711650013924,-0.751999974251,-0.594719052315,-1.10143327713,0.0505000054836
4776,-0.0989999771118,-0.459700018167,-0.838110923767,-0.21156668663,-0.059849999845
6908,-0.0699999928474,-0.508900046349,-0.522020816803,-0.0138333346695,-1.21434998512
672,-0.580550014973,-0.118950001895,-0.285907655954,-0.00506666302681,-0.435550004244
5710,-1.19459998608,0.769749999046,-2.00869226456,-0.347000002861,-0.853300035
2115,0.102950006723,-0.548900008202,-0.913852155209,0.543099999428,-0.615999996662
7015,0.129149973392,-0.483000010252,-0.682821750641,-0.090333327651,1.03740000725
8726,0.269900023937,0.21005000174,-0.846831202507,-0.567799985409,-0.853900015354
2185,-0.349950015545,-0.458400011063,-0.372604310513,-0.337933301926,1.38269996643
3315,0.706900000572,-0.0543000102043,-0.456164717674,0.111166663468,-1.01045000553
5289,-0.19034999609,0.055600002408,-0.402295231819,0.401966691017,-0.573300004005
868,0.0584499835968,-0.612200021744,-0.620869398117,-0.403699994087,-0.0913499891758
1677,-0.591400027275,-0.707949995995,-0.587836384773,0.488200008869,1.61059999466
7043,-0.0198999978602,-0.436100006104,-0.763005852699,-0.599400043488,-0.26700001955
5613,0.108450002968,-0.549250006676,-0.667785525322,2.6415002346,-0.175500005484
595,-0.0477999970317,2.29005002975,0.217705905437,-0.235033333302,-0.450249999762
4793,2.00040006638,0.0514499992132,-0.240316316485,0.342600017786,-0.10435000062
2736,0.552000045776,-0.138350009918,-0.596978902817,0.27566665411,0.480350017548
5290,-0.800799965858,-0.747999966145,-0.282247900963,0.0499666780233,1.11969995499
6194,-0.391900002956,-0.000650000059977,-0.000587339280173,0.000666666659527,-0.000300000014249
1676,0.296599984169,-1.06470000744,-0.84839206934,-0.436866670847,-0.0983999967575
23512,-0.843249976635,-0.63504999876,0.345541507006,0.120866686106,0.34350001812
148022,-0.849500000477,-0.0786500051618,-1.16109132767,-0.11930000037,-0.256650000811
1906,-0.0425000190735,-0.340550035238,-0.878184139729,0.0521999895573,-0.101100027561
8878,0.240649998188,-0.307300001383,-1.12751054764,0.649666666985,-1.65555000305
3091,1.21539998055,-1.92139995098,-2.22854423523,-0.356766670942,-0.386999994516
5743,-0.25229999423,-0.148350000381,0.0185294784606,0.0985333397985,0.94754999876
5321,-4.06844997406,0.490700036287,0.163336291909,-0.6263666749,0.84635001421
4144,0.165299981833,-1.13409996033,0.630601763725,-1.01590001583,0.675999999046
1981,0.684700012207,0.605099976063,0.417053431273,0.607466697693,0.59249997139
695,-0.0252999961376,-0.552049994469,-0.262173235416,0.0712999999523,-0.256150007248
10398,0.070999994874,-0.467549979687,-0.445605814457,0.624133348465,-0.998750030994
5708,-0.255549997091,-2.1220498085,-1.56714379787,-0.452733367682,-1.21130001545
1213,0.316500008106,0.417599976063,-0.131712123752,-0.090399980545,-0.354149997234
