rid,CPC010_A375_6H:BRD-K99532291-001-07-2:10,CPC012_A375_6H:BRD-K99532291-001-03-1:10,CPC010_A549_6H:BRD-K99532291-001-07-2:10,CPC012_A549_6H:BRD-K99532291-001-03-1:10,CPC010_A549_24H:BRD-K99532291-001-07-2:10,CPC012_A549_24H:BRD-K99532291-001-03-1:10,CPC012_ASC_24H:BRD-K99532291-001-03-1:10,CPC010_HA1E_6H:BRD-K99532291-001-07-2:10,CPC012_HA1E_6H:BRD-K99532291-001-03-1:10,CPC010_HCC515_6H:BRD-K99532291-001-07-2:10,CPC012_HCC515_6H:BRD-K99532291-001-03-1:10,CPC010_HEPG2_6H:BRD-K99532291-001-07-2:10,CPC010_HT29_6H:BRD-K99532291-001-07-2:10,CPC012_HT29_6H:BRD-K99532291-001-03-1:10,CPC010_MCF7_6H:BRD-K99532291-001-07-2:10,CPC012_MCF7_6H:BRD-K99532291-001-03-1:10,CPC010_MCF7_24H:BRD-K99532291-001-07-2:10,CPC012_MCF7_24H:BRD-K99532291-001-03-1:10,CPC012_NEU_24H:BRD-K99532291-001-03-1:10,CPC012_NPC_24H:BRD-K99532291-001-03-1:10,CPC010_PC3_6H:BRD-K99532291-001-07-2:10,CPC012_PC3_6H:BRD-K99532291-001-03-1:10,CPC010_PC3_24H:BRD-K99532291-001-07-2:10,CPC012_PC3_24H:BRD-K99532291-001-03-1:10,CPC012_PHH_24H:BRD-K99532291-001-03-1:10,CPC012_SKB_24H:BRD-K99532291-001-03-1:10,CPC010_VCAP_6H:BRD-K99532291-001-07-2:10,CPC012_VCAP_6H:BRD-K99532291-001-03-1:10,CPC010_VCAP_24H:BRD-K99532291-001-07-2:10,CPC012_VCAP_24H:BRD-K99532291-001-03-1:10
5720,0.234055131674,0.929781973362,0.373099982738,0.786844015121,0.145299986005,-0.0485999956727,-1.03759467602,-0.950652956963,0.970057666302,-1.55440294743,-0.0578079819679,0.624866485596,0.32312297821,-2.17306303978,-0.417466670275,-0.0849354341626,-0.81669485569,-0.809770703316,0.029109492898,0.0267351567745,0.0989224091172,0.05574041605,-1.10226738453,-1.55452907085,-0.23820759356,0.198723852634,-0.0155000090599,-1.16964030266,0.167649134994,-1.73477065563
466,0.00785374082625,0.334935426712,1.16114997864,1.50448775291,-1.29194998741,0.664749920368,0.110911048949,-0.105293571949,0.957063853741,-1.04296302795,-0.591553926468,-0.0416058003902,-0.816259086132,-0.690926671028,-0.741500079632,-0.327937841415,-0.0851368904114,-0.162424623966,0.691228449345,0.200038075447,0.115857794881,-0.671039998531,-0.251339882612,0.456187009811,0.504828691483,0.206793040037,-0.231500014663,-2.99630665779,0.996565878391,-2.49168038368
6009,0.0169664118439,0.652227520943,0.584349989891,0.579530119896,0.341399997473,1.13094997406,0.592776656151,-0.148642763495,0.365428328514,-0.505875945091,0.857216477394,-0.053591273725,0.666330635548,1.71188473701,-0.827933371067,1.09114825726,-0.147919207811,-0.569687962532,0.220156297088,1.45341849327,0.500549197197,0.342919737101,-0.340931713581,1.35292458534,-0.381733000278,-0.224870324135,-0.0124600082636,1.43976330757,-0.206715047359,0.663996040821
2309,-0.021365435794,1.33093881607,-1.41505002975,1.26187670231,0.219349995255,0.548049986362,-0.805361807346,-0.758380949497,0.401052832603,0.867089092731,1.84323835373,0.182568192482,-0.0149789806455,2.09989762306,0.431633353233,2.27514433861,0.484306335449,2.18814206123,0.248166307807,1.05439066887,-0.950739383698,-0.742332220078,-0.490287691355,0.333575069904,0.65824842453,-0.558595180511,-0.417439997196,1.04776275158,-0.430167376995,4.49954080582
387,-0.352753907442,0.220636487007,-0.534600019455,0.814833819866,-0.122050017118,0.739549994469,-0.358533501625,-0.0628492683172,0.107254803181,1.80411458015,1.82576751709,-0.148172676563,-0.418059647083,1.81342720985,-0.0383000075817,0.556045591831,1.29048359394,0.926253437996,-0.292986541986,0.584775269032,0.0408900938928,0.617070734501,-0.458428770304,-0.117240279913,-1.16768288612,0.403467535973,-0.544939994812,1.55081415176,-0.800470352173,0.310942143202
3553,-0.478321403265,-0.778643608093,0.475050002337,-0.773228883743,0.277500033379,-1.36019992828,-1.32620227337,0.358329534531,-0.91396266222,-0.528922140598,-0.44885596633,0.0941947549582,0.224077343941,-0.382048070431,0.541100025177,-0.504184603691,0.260279268026,0.968817353249,-0.95976215601,-1.792273283,-1.48195588589,-2.54916977882,-1.32761192322,-0.679103553295,-0.619840502739,-1.27450251579,0.798220038414,-0.450403183699,-0.0709137320518,0.175059884787
427,0.183289736509,-0.42183598876,-0.0942000001669,0.794169187546,-0.536000013351,-0.429250001907,-0.96621465683,0.154738664627,0.00188863277435,0.202844545245,0.206977158785,-0.0148502364755,0.0222155395895,-0.345866054296,0.211533352733,-0.234132438898,-0.945163667202,0.229753166437,0.523814082146,-1.18055582047,1.75720632076,-0.139865368605,-0.280247628689,0.152099400759,-0.163385823369,-0.177458539605,0.420980006456,0.225521758199,0.362491607666,-0.0201714336872
5898,0.552217423916,-0.14090514183,0.510800004005,0.331521570683,-0.824349999428,-0.124550014734,-1.7392783165,0.289434075356,0.194598957896,-0.352655947208,-0.211453378201,0.196905225515,-0.684921860695,0.16412872076,-0.178300023079,-0.827263236046,-0.464517831802,-0.114273101091,-0.286003768444,-0.672213673592,-0.39130449295,-0.117134176195,-1.7322511673,0.785042822361,-0.81122136116,-0.0109504461288,-0.292380005121,0.021255094558,-1.52480733395,0.25624871254
23365,0.529023647308,0.567094683647,-0.865149974823,-0.00135082006454,-0.41455000639,0.0516999959946,-0.954893290997,-2.32376885414,-1.05823385715,1.14352667332,-0.0898350179195,0.560506105423,0.549811720848,0.340522825718,-0.115000009537,0.393085420132,2.42246794701,0.151074826717,1.23334574699,0.0527167320251,-1.5299885273,-0.0629682838917,1.93725347519,0.80270588398,-1.11550498009,-0.0425356030464,-0.122060000896,-0.185715943575,0.79490429163,-0.633329391479
6657,-0.186740472913,-2.36310172081,0.0714499950409,-0.686053156853,0.91345000267,-1.25244998932,1.22748589516,0.0723765492439,-1.13503432274,-0.329671770334,-1.42670965195,-0.248331665993,0.876606106758,-1.23340892792,0.258466690779,-0.370010912418,-0.448640376329,1.50045108795,0.0144160278141,1.23158669472,-0.122495405376,-0.596199035645,0.309073120356,0.112553544343,-0.820150256157,-0.500149607658,0.151000022888,0.169143110514,-1.06718742847,-0.103144079447
