rid,CPC019_A375_6H:BRD-K94979678-001-05-7:10,CPC019_A549_6H:BRD-K94979678-001-05-7:10,CPC019_A549_24H:BRD-K94979678-001-05-7:10,CPC019_HA1E_6H:BRD-K94979678-001-05-7:10,CPC019_HCC515_6H:BRD-K94979678-001-05-7:10,CPC019_HEPG2_6H:BRD-K94979678-001-05-7:10,CPC019_HT29_6H:BRD-K94979678-001-05-7:10,CPC019_MCF7_6H:BRD-K94979678-001-05-7:10,CPC019_MCF7_24H:BRD-K94979678-001-05-7:10,CPC019_PC3_6H:BRD-K94979678-001-05-7:10,CPC019_PC3_24H:BRD-K94979678-001-05-7:10,CPC019_VCAP_6H:BRD-K94979678-001-05-7:10,CPC019_VCAP_24H:BRD-K94979678-001-05-7:10,DOS030_VCAP_6H:BRD-K94979678-001-02-4:5.05,DOS030_VCAP_6H:BRD-K94979678-001-04-0:5,DOS030_VCAP_24H:BRD-K94979678-001-02-4:5.05,DOS030_VCAP_24H:BRD-K94979678-001-04-0:5,DOS034_A375_24H:BRD-K94979678-001-02-4:5.05,DOS034_A375_24H:BRD-K94979678-001-04-0:5,DOS034_A549_24H:BRD-K94979678-001-02-4:5.05,DOS034_A549_24H:BRD-K94979678-001-04-0:5,DOS034_HT29_24H:BRD-K94979678-001-02-4:5.05,DOS034_HT29_24H:BRD-K94979678-001-04-0:5,DOS034_MCF7_24H:BRD-K94979678-001-02-4:5.05,DOS034_MCF7_24H:BRD-K94979678-001-04-0:5,DOS034_PC3_24H:BRD-K94979678-001-02-4:5.05,DOS034_PC3_24H:BRD-K94979678-001-04-0:5
5720,-0.316165059805,0.0604000017047,0.793191075325,-0.189192697406,-0.625053167343,-3.20020842552,0.302761375904,-0.877086341381,-0.524749815464,-0.409852445126,0.654714345932,0.250395894051,-0.211181819439,0.179148852825,-0.697209358215,-0.97610616684,-0.679591357708,-1.77236247063,-0.750877976418,-1.6928511858,-0.861519098282,-0.0758500099182,-0.355500012636,-1.30621016026,-0.73755633831,-0.188040494919,0.50684684515
466,-0.110895484686,-1.5298500061,-0.365053057671,-0.120724737644,-0.886469006538,-1.73246145248,-3.22011756897,-0.417945474386,-0.014761608094,0.0647309496999,1.07400655746,-0.443134188652,-0.691641330719,-0.137455761433,0.668986320496,0.0612700730562,-0.649170100689,-0.803061902523,0.0975638628006,-0.940138161182,0.294650912285,-0.333800017834,-0.0251000076532,-0.953992366791,-0.0942925363779,-1.3887513876,-0.71922326088
6009,-0.432178854942,-0.418950021267,0.96179407835,-0.582066178322,-0.489725470543,-0.877978205681,-0.0555467531085,-0.396855950356,-1.10617589951,-0.2665386796,0.142089650035,-0.263798892498,-0.0325365811586,0.622122943401,0.678822577,-0.245998799801,-0.110943645239,0.886709570885,0.613436877728,-0.139353647828,0.198117643595,-0.884250044823,-0.474700003862,-1.19709181786,-0.598290622234,0.0930535793304,0.700251996517
2309,-0.230494618416,-0.495199978352,-0.720334410667,-0.804573357105,0.510951042175,-1.70778846741,-0.0549603663385,0.291497260332,0.052582334727,-0.471972167492,0.658523321152,0.0489780753851,0.732761621475,0.0120037272573,-0.678722679615,0.772100925446,0.449952542782,1.70893120766,0.178684294224,1.16339600086,0.561185240746,-0.404799997807,-0.940350055695,0.287087380886,0.832783341408,-0.190435692668,-1.16164767742
387,0.422216892242,-0.746649980545,-0.0981462448835,-0.188065141439,-0.161159574986,-1.17192423344,0.386171042919,0.402203977108,-0.567036390305,-0.566547393799,0.75304633379,-0.0752670392394,-0.189558625221,1.53031158447,0.0593552365899,-0.353512346745,0.942114949226,3.15624475479,3.39558911324,2.101115942,1.37095832825,1.12929999828,0.48710000515,0.234171539545,0.846092641354,0.182553380728,0.630164027214
3553,-0.508728981018,0.99899995327,-0.491028428078,1.37815880775,1.41655111313,3.05730628967,-0.715960979462,0.854101896286,0.476527035236,-0.443585783243,0.314527958632,0.707330524921,0.23823581636,-0.184426158667,0.557158589363,1.317902565,0.928533256054,-0.446459919214,-0.723257303238,0.0433288812637,-0.320585280657,-0.191750019789,-0.100899994373,-0.411466926336,-0.47681838274,-0.16089785099,0.0169328451157
427,0.673341095448,0.739600002766,0.112053245306,-0.0417162030935,-1.18725097179,-0.950555920601,-0.0337246358395,-0.653857469559,0.3156914711,-0.511057496071,0.289249330759,-0.164332538843,-0.967482745647,-0.842564404011,0.986419796944,0.18686594069,-0.347393155098,0.628080368042,-0.151323318481,-0.908638358116,-0.355689406395,-0.202899992466,0.0906499922276,-0.608288347721,0.795448660851,-0.386687040329,-0.585035741329
5898,0.00194324133918,-0.0137999653816,-0.195171356201,0.286973774433,-1.02286720276,0.546075463295,0.403783500195,1.21220946312,-0.400479495525,0.280530154705,-0.555978059769,-0.0543766543269,-1.49661338329,-0.5862236619,0.0456384792924,-0.275458723307,-0.00219362974167,-3.44524145126,-0.336432248354,0.200445011258,-1.14472198486,-1.92310011387,-0.112399995327,-1.22287738323,-1.51969301701,0.0502712130547,0.56898277998
23365,0.794165372849,0.636849999428,-0.0234947055578,-0.137881368399,-1.2224932909,-0.626883506775,0.688965857029,0.0876154825091,-0.809526085854,0.08449729532,-0.821569919586,0.0331474393606,0.16728579998,0.022757358849,0.106913864613,0.675766944885,0.153176501393,2.56420516968,1.17135596275,1.04567527771,1.62496840954,3.77139997482,2.17694997787,0.901405453682,1.7242757082,0.590333819389,0.0574540160596
6657,-0.44979557395,0.801849961281,-0.0669344738126,0.341471880674,-0.00135698914528,2.44384002686,-0.898322284222,0.875005483627,-0.00739440321922,-0.0238981582224,0.0165126845241,0.268341064453,0.143700182438,-0.480850785971,0.715233325958,0.260053724051,0.190739899874,-1.09806346893,-0.453868627548,-0.687241315842,-0.670478343964,-0.194750010967,-0.254949957132,-0.861122369766,-0.366627395153,-0.0734200030565,0.29810076952
5054,0.55546683073,-0.943050026894,-0.207491025329,-0.418141394854,-1.45911741257,-1.49684143066,0.149801641703,0.643489003181,0.439401477575,0.6618257761,-0.500009894371,0.208825647831,0.165075361729,-0.277960479259,0.764890313148,-0.935723423958,-0.0250917673111,0.56731325388,0.604539215565,0.437523424625,0.0210373550653,-0.533150017262,-0.512799978256,0.46491163969,-0.120107412338,-0.33200109005,-0.17229360342
3108,0.169179037213,-0.80655002594,-0.0886127054691,-0.745588004589,-0.175472795963,-0.258007287979,1.23411536217,-0.0650464296341,-0.683885216713,0.398944169283,-0.248605728149,0.189578980207,-0.869758069515,0.364270329475,-1.12606263161,-0.289976000786,0.484782487154,1.03822207451,1.63654267788,0.536921739578,-0.387701869011,-0.601999998093,0.541800022125,-1.12758994102,0.230883017182,-0.190978989005,0.426084965467
1950,-0.265342921019,-0.229000002146,-1.01487863064,0.0595947057009,-0.0297268778086,0.790388047695,0.0665483474731,-0.671364307404,-0.0309735313058,0.134156793356,-1.22549843788,-0.0817032456398,-0.151684015989,-0.236665397882,-0.519775509834,0.00207556784153,2.06981635094,-0.285548448563,-0.84599006176,-0.951622962952,-0.208985626698,-0.508949995041,-0.573400020599,-0.492347627878,-0.405993193388,-0.505921959877,-0.162646785378
351,-0.244295448065,0.0,-0.0138702392578,0.0222703665495,0.0478506237268,-0.199787959456,0.572636842728,-0.805096626282,-0.356033086777,-0.126433849335,-0.0958696380258,0.212784588337,-0.182622879744,0.369178771973,1.31477928162,0.381465226412,0.0389877855778,0.169775158167,-1.18463778496,0.0799956023693,-1.21668553352,0.463800013065,-0.282400012016,-0.0423408225179,-1.22318589687,0.344740450382,-0.567346572876
4846,0.286159694195,-0.160199999809,-0.59668725729,0.10212393105,0.849088549614,-0.726819872856,0.303296595812,0.182295247912,0.31854313612,-0.0970662757754,0.961921691895,0.206375449896,-0.392350852489,-0.441045045853,0.0513814389706,0.304990112782,-0.265505731106,-0.260040670633,-0.783218562603,-1.83534932137,-1.70706510544,-0.846899986267,-0.204649984837,-0.4842684865,0.500719547272,-0.589267134666,0.516526818275
1452,0.363781630993,-4.8329000473,-0.213309645653,-1.17493069172,0.602978587151,-0.173073470592,0.211171641946,0.325844675303,-0.494094848633,-0.35096257925,-0.496582597494,-0.555019676685,-0.144649356604,0.165969192982,0.0779799297452,0.858847141266,0.0761614143848,-0.391737759113,0.125991284847,-0.655889868736,0.022211253643,0.205099999905,0.294299989939,0.362013965845,1.09585738182,-0.173523277044,0.209694564342
4776,-0.408657312393,0.350650012493,-0.653922080994,0.834268510342,0.730699717999,3.59309577942,-0.458862185478,0.509165883064,0.502077758312,0.134937733412,-0.509537637234,0.460704118013,-0.101338535547,-0.481891572475,0.831880331039,3.5474922657,0.0853394567966,-0.194561988115,-0.659766197205,-1.04263651371,-0.344911515713,0.313549995422,0.12839999795,-0.349473416805,-0.768016457558,-0.342817187309,-0.25465914607
6908,0.234943807125,0.130899995565,-0.229086279869,-0.771175324917,0.354884028435,-2.67730760574,0.457666367292,0.132081478834,-0.183805957437,-0.332951784134,0.447889894247,0.283903062344,0.225701898336,1.09784245491,0.554768800735,0.495414108038,0.815294325352,-1.14084625244,-0.177082061768,-0.847962737083,-0.358167529106,-0.10244999826,-0.2704000175,-0.315314352512,-0.0754385665059,0.665166676044,0.308401942253
672,-0.659258663654,0.340149998665,0.349683731794,0.164089083672,0.0744432806969,-0.893161058426,-0.557351350784,-0.164686992764,0.185142844915,0.372161269188,-0.334405004978,-0.0417795926332,0.511984527111,-0.949786186218,-1.4204056263,-0.503510296345,-1.10599517822,-3.42491197586,-1.57655918598,-0.329645216465,-0.369921803474,0.925999999046,0.737200021744,0.303666502237,0.0170140359551,-0.429547667503,0.368207663298
5710,-0.501455783844,-1.36045002937,-0.0692830979824,-0.848076820374,0.610547840595,-2.01147437096,0.926633656025,-0.946493446827,-0.550518274307,0.488690674305,0.623131632805,0.907058596611,-0.0242442041636,0.618317246437,0.938131153584,-0.105389297009,0.829088687897,0.359477341175,0.683815956116,1.16452026367,-1.28355121613,0.952099978924,-0.0836000144482,-0.886614978313,-0.11271931231,0.0159170925617,-0.352828115225
2115,1.34659862518,1.19274997711,0.459605365992,0.142166674137,0.0657355636358,0.637425303459,1.63838458061,0.123923711479,0.0565583221614,-0.262639701366,0.416042238474,0.172502636909,-0.0189447253942,-0.0757464468479,1.76676309109,0.121526658535,-0.117585167289,-0.53085565567,-0.0354812145233,0.392761230469,-0.111568391323,1.28834998608,1.09354996681,-0.713569700718,0.0482639372349,0.428047627211,1.21622359753
7015,-0.328505218029,-0.171299993992,-0.697675466537,-0.769259870052,0.157113388181,0.586504340172,-0.802470386028,-0.442930877209,-0.126905500889,0.672976434231,-1.33156740665,-0.077578753233,-0.288421690464,-0.637690126896,0.431838840246,0.783609747887,-0.325090199709,-0.922880589962,-1.18549633026,-1.67396748066,-0.824506819248,-0.522650003433,-0.464699983597,-1.34552598,-1.40088129044,-0.302703261375,-0.27809214592
8726,0.306988716125,0.0817500054836,0.655183076859,0.0353052280843,-0.524131119251,0.853702247143,0.290724992752,-0.162493854761,0.632693052292,0.275045663118,-0.47122323513,-0.0064482986927,0.397168964148,0.461293637753,0.35093292594,-0.219325959682,-1.19851994514,0.0195478945971,0.724562108517,0.434452474117,-0.117892973125,-0.92460000515,0.158600002527,0.316440820694,-1.08608603477,0.127749741077,2.04863715172
2185,0.117159701884,0.982850015163,-0.383141756058,0.60034352541,-0.631768763065,2.71809053421,-0.926818907261,0.478637456894,0.433665364981,-0.132335931063,-0.672597408295,0.169472590089,0.202866658568,-0.539165973663,0.195951759815,0.977499485016,0.746282875538,0.112590938807,-0.403260797262,-0.474252313375,-0.295307427645,0.0114499926567,-0.030749976635,-0.287650465965,-1.07410955429,-1.36965727806,-1.03810095787
3315,0.0937041193247,-0.644649982452,-0.461963117123,0.00512704253197,-0.469715207815,-4.13627052307,-0.140545591712,-1.03346598148,-0.289606064558,-0.204825848341,0.59330445528,-0.21068239212,-0.0740789026022,0.43623483181,-0.927009105682,0.319399923086,0.0226407051086,1.38752400875,0.796480298042,0.397176325321,-0.0627335458994,-0.122749999166,0.318849980831,0.983210086823,0.897956252098,-0.535925805569,-0.479930669069
5289,-0.244663849473,1.05655002594,-0.0415866076946,-0.646890282631,-0.562361955643,-0.320155292749,0.136887922883,-0.286012470722,-0.344303965569,-0.846334397793,-0.188158869743,-0.288443803787,-0.0838338956237,-0.644595265388,0.626209497452,0.422733366489,-0.271045476198,-1.42625832558,0.210931584239,0.0968954637647,-1.94406950474,-0.553649961948,-0.261599957943,-0.84248149395,-0.828290462494,0.409198999405,0.720945835114
868,3.44747972488,0.818349957466,-0.25569075346,0.0960402339697,0.882685601711,2.20302915573,2.93810892105,-0.421379029751,-0.658333063126,3.50722575188,-0.449372828007,-0.203944921494,0.0286616310477,0.753412187099,-2.1541724205,0.43997579813,1.36839461327,4.08667087555,0.888827979565,0.899496853352,0.323624491692,-0.47705000639,-0.30474999547,-0.71771466732,0.827764570713,-0.527415692806,-0.10501396656
1677,-0.341034889221,-0.175099998713,0.260424017906,0.799607515335,-0.369320780039,1.48672103882,3.70384168625,0.493698477745,0.272676318884,-0.10030797869,-0.740643978119,0.362885057926,-0.1156520769,-0.758440077305,0.0425275117159,0.26880210638,-0.0456754565239,2.4325594902,0.652736186981,-1.93544948101,-0.750197827816,-1.21850001812,-0.430849999189,-0.532612144947,-0.286704868078,-0.688389420509,0.638165831566
7043,0.055191706866,1.01305007935,-0.16988825798,1.50522375107,0.530281543732,4.62146186829,-0.000596300698817,0.119784347713,-0.170697689056,0.427950441837,-0.0667862445116,0.507073044777,-0.235241949558,0.0866208970547,1.09424436092,0.265208899975,0.7433193326,0.982267320156,0.415326356888,0.58274435997,0.428165137768,0.934799969196,1.12255001068,0.312878638506,1.15429246426,0.124482765794,0.510657787323
5613,0.18035466969,0.75,-0.380332946777,0.588895976543,0.186421588063,1.46935033798,-0.248973250389,0.908475577831,0.198205903172,-0.147520110011,-0.93698823452,-0.307773649693,0.0461347699165,0.124991476536,0.975000560284,0.590339422226,-0.541654169559,-0.731687963009,-0.25298717618,-1.05298304558,-0.0220304057002,1.0381500721,2.68894982338,-0.645354568958,0.10695746541,0.129378974438,-0.619414031506
595,0.560859501362,-0.366999983788,0.413750588894,-0.108053341508,-1.41071307659,-1.64841556549,1.06043243408,-1.1555274725,-0.241721957922,0.766631484032,0.865319788456,-0.204607620835,-1.05250620842,1.18418574333,0.368142306805,0.614256978035,0.781862080097,0.0685246437788,-0.646844387054,0.563756227493,-0.374813526869,1.77015006542,0.753949999809,0.0313403606415,1.55849051476,-0.065522223711,-0.27624797821
4793,0.907674431801,-0.0752000212669,0.524074554443,-0.781864404678,0.390160620213,-0.778339624405,1.28036880493,0.0963950455189,-0.517867922783,3.87236785889,-0.740985631943,-0.196284800768,0.750845432281,-0.53972864151,-0.14499618113,-1.03611516953,0.291909098625,1.54903197289,1.39110577106,1.13553631306,1.16432023048,0.140100002289,-0.424999982119,0.0728098154068,1.38995242119,0.0732446014881,0.415455371141
2736,0.551014900208,1.23889994621,0.308780968189,0.516166090965,0.701824426651,4.13365125656,-0.106631547213,1.05438578129,-0.209810525179,-0.509983122349,-0.0614714920521,0.190125614405,-0.0777526274323,-0.275989800692,0.4803186059,0.886219918728,0.27637475729,0.177268564701,0.958076715469,0.804477572441,-0.0543435774744,-0.0946500301361,0.494699984789,-1.0272718668,0.211050435901,0.164096549153,0.391320854425
5290,-0.482172936201,-0.128150001168,-0.741408705711,0.287706464529,0.46415501833,1.67748355865,-0.650584161282,0.0513892620802,1.11308538914,0.805463433266,-1.24539589882,-0.00590942054987,-0.484619498253,-1.67799735069,-0.323248535395,0.304262936115,-0.172215402126,0.103898704052,-0.739781320095,0.425895869732,-0.168545201421,-1.61769998074,-1.33719992638,-0.180377393961,-1.15079307556,0.150702059269,0.0038695782423
