rid,CPC010_A375_6H:BRD-K17025677-019-03-1:10,CPC010_A549_6H:BRD-K17025677-019-03-1:10,CPC010_A549_24H:BRD-K17025677-019-03-1:10,CPC010_HA1E_6H:BRD-K17025677-019-03-1:10,CPC010_HCC515_6H:BRD-K17025677-019-03-1:10,CPC010_HEPG2_6H:BRD-K17025677-019-03-1:10,CPC010_HT29_6H:BRD-K17025677-019-03-1:10,CPC010_MCF7_6H:BRD-K17025677-019-03-1:10,CPC010_MCF7_24H:BRD-K17025677-019-03-1:10,CPC010_PC3_6H:BRD-K17025677-019-03-1:10,CPC010_PC3_24H:BRD-K17025677-019-03-1:10,CPC010_VCAP_6H:BRD-K17025677-019-03-1:10,CPC010_VCAP_24H:BRD-K17025677-019-03-1:10,MUC.CP001_MCF7_6H:BRD-K17025677-001-01-3:10,MUC.CP001_MCF7_6H:BRD-K17025677-001-01-3:3.3333,MUC.CP001_MCF7_6H:BRD-K17025677-001-01-3:1.1111,MUC.CP001_MCF7_6H:BRD-K17025677-001-01-3:0.3704,MUC.CP001_MCF7_24H:BRD-K17025677-001-01-3:10,MUC.CP001_MCF7_24H:BRD-K17025677-001-01-3:3.3333,MUC.CP001_MCF7_24H:BRD-K17025677-001-01-3:1.1111,MUC.CP001_MCF7_24H:BRD-K17025677-001-01-3:0.3704,MUC.CP001_NKDBA_24H:BRD-K17025677-001-01-3:10,MUC.CP001_NKDBA_24H:BRD-K17025677-001-01-3:3.3333,MUC.CP001_NKDBA_24H:BRD-K17025677-001-01-3:1.1111,MUC.CP001_NKDBA_24H:BRD-K17025677-001-01-3:0.3704
5720,0.332047641277,0.673449993134,-0.170800000429,-1.05268883705,-0.21740116179,-0.368450015783,0.237645298243,0.302904933691,-0.196973457932,0.852762281895,-0.937149524689,0.69455075264,-0.401761889458,-0.0661267191172,0.0724092572927,1.35050749779,-0.421094566584,-0.323910236359,-0.425560623407,1.27227497101,0.130993321538,-0.92047560215,-0.591965138912,-0.209391087294,-0.560498535633
466,0.228898286819,-0.879349946976,-2.46300005913,-1.24502444267,-0.0701175481081,-0.742399990559,-0.625784575939,0.545473217964,0.308805435896,-0.619552969933,-1.09639835358,0.533655881882,-0.438448131084,0.217022821307,0.342035591602,-0.455886006355,0.202508404851,-0.734441876411,-0.34657984972,0.24391528964,-0.757682800293,0.447172105312,1.08059048653,0.107474505901,0.0100839864463
6009,0.290622770786,1.06904995441,-0.429699987173,-0.302061498165,-0.547148406506,-0.805000007153,0.022382080555,-0.296100258827,-0.0240323841572,0.752232611179,-0.121010258794,-0.441061496735,0.881050467491,-0.457931488752,-1.27397036552,-0.356522798538,-0.715402781963,-0.212827652693,0.446712017059,0.363905876875,0.0242411736399,-0.488714784384,0.673877954483,0.500066101551,0.284707784653
2309,0.329965472221,0.576950013638,-0.0294000003487,0.045020647347,-0.0672719329596,0.763050019741,0.557465732098,-0.985226631165,-0.435172379017,0.590308427811,0.485342085361,1.97793245316,-0.615884661674,-0.0799916014075,0.0984992831945,0.0651267915964,-0.20120716095,-0.454238414764,-0.123471140862,-0.646660923958,0.280107110739,-0.845567524433,-0.0263631045818,0.0556100457907,-0.180291339755
387,-0.010417163372,0.745350003242,-1.06180000305,-0.668593108654,-0.830520093441,0.44374999404,0.5817258358,1.27359879017,-0.43293133378,0.599954485893,-0.715065300465,0.474106729031,-0.499293386936,-0.355507135391,-0.109049916267,0.655253052711,-0.867728710175,-0.525381565094,0.363683313131,0.254042267799,0.600451231003,-0.364034593105,0.49710559845,0.220385536551,-0.57873916626
3553,-0.0372709035873,-0.568350017071,0.0351000018418,1.32151472569,0.520714223385,1.14795005322,0.528893828392,0.611744642258,-0.101717017591,-0.799770474434,-0.0589832961559,-0.467284351587,0.297616362572,-0.28894713521,-0.605057895184,-0.160648867488,-0.915591478348,0.497668087482,-0.212307006121,-0.866857111454,0.384502023458,0.942701518536,-1.04350364208,-1.29071342945,-0.517789304256
427,-0.202772960067,-1.43269991875,-1.27639997005,0.561282396317,0.441728323698,0.429300010204,0.911385178566,0.533833742142,1.48373639584,0.245994821191,0.956091344357,-0.46123111248,-0.618812918663,-0.563540637493,-0.648561656475,1.11539363861,0.31243044138,-0.366462141275,-0.240097090602,0.107739277184,2.16364574432,1.15932714939,0.0961687713861,0.175123348832,-0.850434303284
5898,-0.184017181396,-1.66554999352,0.41890001297,1.66063141823,0.352319419384,-0.779850006104,-0.165153488517,1.0012191534,0.0505938082933,-0.343062609434,-0.355034053326,-1.11981630325,-2.73232841492,0.454808413982,1.15915870667,0.242083564401,0.331542938948,0.678392767906,-0.888547718525,0.00649481639266,-1.06141114235,0.519354462624,-0.0159939676523,-0.479686975479,0.713481962681
23365,-0.393199414015,-0.646149992943,1.36989998817,0.510517597198,-0.258079648018,1.05264997482,0.277337968349,0.143225267529,0.597976088524,-0.600914001465,-0.0835829675198,0.781489908695,-0.166154891253,0.311880111694,2.89861249924,-0.816584050655,-0.498560160398,0.344586789608,0.0961659699678,-0.0726896598935,-0.180234894156,-0.260560393333,0.314586013556,0.126151829958,-0.259999930859
6657,0.221368432045,0.144449993968,0.145699992776,1.50846219063,-0.275696307421,1.12339997292,0.78424847126,-0.463308751583,-0.701518535614,0.926517426968,1.21035921574,-1.14442121983,0.0529590062797,-1.06686878204,-0.713029384613,-0.0562053024769,-0.0267772190273,0.726928472519,-0.574602723122,-0.677074790001,0.276571661234,0.0894607976079,-1.29292118549,-0.768797636032,-0.369099736214
