rid,DOS022_VCAP_6H:BRD-K13944250-004-02-6:5,DOS022_VCAP_24H:BRD-K13944250-004-02-6:5,DOS045_A549_24H:BRD-K13944250-004-02-6:5,DOS045_HT29_24H:BRD-K13944250-004-02-6:5
5720,-0.0982333421707,-0.487600058317,0.435492575169,-0.776600003242
466,-0.564833343029,-0.283100008965,0.451380640268,-0.570900022984
6009,0.921166718006,0.128366693854,1.14298927784,-0.142399996519
2309,1.36670005322,-0.870533406734,-0.0313447862864,0.14374999702
387,1.57486665249,1.08076667786,0.378548592329,-0.529100000858
3553,-0.479200035334,0.361333370209,-0.326152652502,0.707399964333
427,-0.930466771126,-0.674466669559,-0.0645530968904,0.229950010777
5898,-0.319866657257,-0.250833392143,-0.284657418728,0.0537500008941
23365,-0.757866680622,-0.528199970722,-0.357058644295,-1.10769999027
6657,-0.556499958038,0.386700004339,-1.99483847618,0.281700015068
5054,0.599500000477,0.259200036526,0.358445644379,-0.640150010586
3108,0.479033350945,0.558733344078,-0.0510610342026,-0.459450006485
1950,0.478699922562,0.503499984741,-0.25263261795,0.828950047493
351,0.676533341408,-0.0706000179052,-0.013406695798,0.0459499359131
4846,-1.92409992218,0.604866623878,-0.268672138453,0.025150001049
1452,0.445900022984,-0.338000029325,1.19050621986,0.0693499967456
4776,-0.228633314371,0.338133335114,-0.33277541399,0.380649983883
6908,0.354033380747,-0.0418000221252,0.865746021271,-1.30349993706
672,-0.0852666795254,0.053200006485,-0.0841762423515,-0.118900001049
5710,0.85539996624,-0.533100008965,-0.420484393835,-1.02555000782
2115,-0.0351333022118,0.624100089073,0.0897573679686,0.691400051117
7015,0.656133294106,0.359533339739,-0.440206259489,2.15949988365
8726,0.502933323383,-0.543166697025,0.559710979462,-1.25354993343
2185,-0.101633325219,0.881266772747,-0.612184643745,0.644900023937
3315,0.356366664171,0.283600002527,0.781814813614,-1.02069997787
5289,-0.422000020742,0.945566654205,-0.0675924867392,1.09735000134
868,0.759733378887,-0.196166664362,-0.414312034845,1.98179996014
1677,-0.277000010014,0.341099977493,-1.10592532158,1.33579993248
7043,-0.00173336267471,-0.0352666601539,-0.821378231049,1.18659996986
5613,-0.0303333997726,-0.246933326125,-1.02740776539,0.472249984741
595,0.726866722107,-0.0143666490912,0.397813260555,-0.509500026703
