rid,CPC003_HA1E_6H:BRD-K85119730-001-17-2:10,CPC003_HA1E_24H:BRD-K85119730-001-17-2:10,CPC003_HCC515_6H:BRD-K85119730-001-17-2:10,CPC003_HCC515_24H:BRD-K85119730-001-17-2:10,CPC003_PC3_6H:BRD-K85119730-001-17-2:10,CPC003_PC3_24H:BRD-K85119730-001-17-2:10,CPC003_VCAP_6H:BRD-K85119730-001-17-2:10,CPC003_VCAP_24H:BRD-K85119730-001-17-2:10,CPC015_A375_6H:BRD-K85119730-001-17-2:10,CPC015_A549_6H:BRD-K85119730-001-17-2:10,CPC015_A549_24H:BRD-K85119730-001-17-2:10,CPC015_ASC_24H:BRD-K85119730-001-17-2:10,CPC015_HEPG2_6H:BRD-K85119730-001-17-2:10,CPC015_HT29_6H:BRD-K85119730-001-17-2:10,CPC015_MCF7_6H:BRD-K85119730-001-17-2:10,CPC015_MCF7_24H:BRD-K85119730-001-17-2:10,CPC015_NPC_24H:BRD-K85119730-001-17-2:10,CPC015_PHH_24H:BRD-K85119730-001-17-2:10,CPC015_SKB_24H:BRD-K85119730-001-17-2:10,CPC020_A375_6H:BRD-K85119730-001-23-0:10,CPC020_A549_6H:BRD-K85119730-001-23-0:10,CPC020_HA1E_6H:BRD-K85119730-001-23-0:10,CPC020_HCC515_6H:BRD-K85119730-001-23-0:10,CPC020_HT29_6H:BRD-K85119730-001-23-0:10,CPD001_MCF7_6H:BRD-K85119730-001-21-4:10,CPC020_MCF7_6H:BRD-K85119730-001-23-0:10,CPD001_MCF7_24H:BRD-K85119730-001-21-4:10,CPC020_MCF7_24H:BRD-K85119730-001-23-0:10,CPC020_PC3_6H:BRD-K85119730-001-23-0:10,CPD001_PC3_24H:BRD-K85119730-001-21-4:10,CPC020_PC3_24H:BRD-K85119730-001-23-0:10,CPC020_VCAP_6H:BRD-K85119730-001-23-0:10,CPC020_VCAP_24H:BRD-K85119730-001-23-0:10
5720,-2.09260010719,0.170551553369,-2.11986017227,0.64051258564,0.849019348621,0.28871896863,0.475512683392,0.320600003004,-2.52979445457,0.486650019884,0.953062295914,-0.437086939812,-0.958849966526,-0.228417873383,-0.522430539131,0.106635034084,2.33144617081,3.63534998894,-0.00879999995232,-0.0631675720215,-1.08294999599,-0.110099986196,0.880649983883,0.392230331898,0.0694697424769,0.513981342316,0.344071090221,0.893837928772,-0.428467959166,-0.222166657448,0.489225685596,-0.526151001453,0.284764587879
466,0.931499958038,0.440781712532,1.05901801586,0.759525299072,0.159078985453,0.322772055864,0.643512010574,0.72444999218,-1.14454817772,0.669600009918,-0.422266840935,-0.955872774124,-0.583750009537,1.10515022278,0.550803780556,-1.33577370644,0.49416488409,-0.655550003052,-0.191599994898,-0.425624668598,0.48324996233,0.241933330894,-0.736599981785,0.183584958315,-2.98778414726,0.193360209465,0.680223762989,-0.258958220482,-0.698615014553,0.38193333149,0.748114407063,-0.571840643883,0.302639901638
6009,0.056650005281,-0.160842776299,0.804469704628,-0.0775879919529,0.263758122921,-0.584820091724,0.0247981473804,1.09844994545,2.08992099762,0.649550020695,1.23901987076,-0.304989397526,3.49475002289,0.724117994308,2.13678860664,1.50769221783,-0.923487007618,0.266799986362,-0.0302000045776,0.0251755639911,2.36384987831,-0.518733382225,-1.29495000839,0.363116323948,-0.0544616430998,0.356683135033,-0.132853075862,1.06005311012,-1.48081052303,0.0389333292842,0.235015124083,-0.227547749877,0.46102309227
2309,-1.29585003853,-0.25675624609,1.28601694107,0.0424443036318,-1.3980178833,0.29843840003,-0.107967466116,-0.438000023365,0.233022332191,-0.0305999815464,0.585768342018,-0.0840666890144,-1.54945003986,0.403916060925,0.0489646457136,0.146214142442,0.324118256569,-0.473150014877,-0.310949981213,0.496738821268,-0.56124997139,0.486066699028,4.07280015945,0.422469854355,0.422157943249,-0.701937675476,-0.980618298054,0.550483286381,-0.683079719543,-0.202899992466,-0.441723227501,-0.0897648483515,-0.37781560421
387,1.2771499157,0.447349488735,0.666310548782,0.712209582329,-0.1686835289,0.355852454901,-0.58575129509,1.04044997692,3.23726320267,0.117899999022,1.17857062817,0.194326221943,1.95120000839,0.967568576336,1.49080276489,1.66461992264,-0.884098827839,0.928099989891,0.100600004196,0.922553777695,-0.0757500007749,-0.59486669302,-2.57170009613,0.231984615326,-0.176437050104,0.365745544434,-0.737737774849,0.159631773829,-0.939546585083,0.579699993134,-0.116406142712,-0.500951349735,0.41301971674
3553,0.578800022602,0.0712356120348,1.88442099094,-0.541575908661,-0.0393944382668,0.429254412651,0.34880644083,-0.816799998283,-0.157384440303,0.380600005388,-1.01926970482,-0.345581769943,-0.364050000906,-1.46132898331,0.353601247072,0.000878999009728,-0.0760043263435,-1.22874999046,0.321200013161,-0.530466496944,-0.412949979305,0.844266653061,0.583999991417,0.0340698733926,1.37547326088,-0.353456199169,-0.323197245598,-0.679566085339,-0.193691700697,0.410733342171,-0.0283580571413,0.187591046095,-0.811806619167
427,0.73140001297,-0.138854026794,1.40668010712,-0.274324685335,-0.838855683804,-0.0354513414204,0.0477066487074,0.246350005269,-0.275531768799,0.772150039673,-0.0215118192136,0.871234595776,-0.879249989986,-0.78453373909,-0.399766296148,-0.800580024719,0.859765052795,2.61240005493,-0.169949993491,1.01553964615,-1.30034995079,-0.613000035286,0.748950004578,-0.0516904890537,-0.606650471687,-0.324161529541,0.381332695484,-0.400446981192,1.66258502007,-0.889999985695,1.1335246563,-0.688487350941,-0.465899020433
5898,0.677500009537,-0.493331253529,0.493232548237,-2.0906329155,0.180055558681,0.617550313473,0.328670740128,0.341849982738,0.0641531646252,0.0226000025868,-0.288479864597,-1.26647114754,-0.212349995971,0.33390468359,1.12010979652,-1.23705911636,-0.846729159355,-0.52404999733,0.36755001545,0.245919197798,-0.86109995842,-0.0343666672707,0.179849982262,-0.909588515759,-0.0399381890893,1.40177702904,0.554224908352,-0.745918929577,-1.88107895851,0.0885666683316,0.0911241695285,-0.613916099072,0.479072213173
23365,1.577450037,0.401626586914,1.40981793404,0.83781015873,-0.91998308897,-0.253217190504,-0.342588424683,0.0148500055075,0.718048930168,-0.302749991417,-0.411573797464,-0.316066741943,3.00349998474,0.301025778055,-0.0978521406651,1.69140958786,-1.44642710686,0.158849984407,1.15280008316,0.458023518324,0.311699986458,-0.191066741943,0.635900020599,-0.0568969734013,0.779031395912,0.634778082371,-0.740684568882,0.696880817413,1.96770215034,0.146733313799,-0.0686506330967,-0.538591742516,0.0547133237123
6657,0.859449982643,2.32492256165,0.721918046474,0.169947355986,0.675952553749,-0.0823672413826,-0.310026049614,-1.13345003128,-0.502732634544,-0.164899989963,-1.26447200775,0.368062525988,-0.381799995899,-1.62432312965,0.00795145332813,0.013199608773,-0.340876758099,-0.0961000025272,1.75425004959,-0.604244410992,-0.0575999990106,0.792900085449,0.422749996185,-0.491517812014,1.46783864498,0.0550709739327,0.13451680541,-0.0648029446602,0.923397779465,-0.287333339453,-0.371758282185,1.15705668926,-0.592066705227
