rid,CPC003_HA1E_6H:BRD-K51033547-003-01-8:10,CPC003_HA1E_24H:BRD-K51033547-003-01-8:10,CPC003_HCC515_6H:BRD-K51033547-003-01-8:10,CPC003_HCC515_24H:BRD-K51033547-003-01-8:10,CPC003_PC3_6H:BRD-K51033547-003-01-8:10,CPC003_PC3_24H:BRD-K51033547-003-01-8:10,CPC003_VCAP_6H:BRD-K51033547-003-01-8:10,CPC003_VCAP_24H:BRD-K51033547-003-01-8:10,CPC010_A375_6H:BRD-K04412738-003-05-2:10,CPC010_A549_6H:BRD-K04412738-003-05-2:10,CPC010_A549_24H:BRD-K04412738-003-05-2:10,CPC010_HA1E_6H:BRD-K04412738-003-05-2:10,CPC010_HCC515_6H:BRD-K04412738-003-05-2:10,CPC010_HEPG2_6H:BRD-K04412738-003-05-2:10,CPC010_HT29_6H:BRD-K04412738-003-05-2:10,CPC010_MCF7_6H:BRD-K04412738-003-05-2:10,CPC010_MCF7_24H:BRD-K04412738-003-05-2:10,CPC010_PC3_6H:BRD-K04412738-003-05-2:10,CPC010_PC3_24H:BRD-K04412738-003-05-2:10,CPC010_VCAP_6H:BRD-K04412738-003-05-2:10,CPC010_VCAP_24H:BRD-K04412738-003-05-2:10,CPC015_A375_6H:BRD-K51033547-003-01-8:10,CPC015_A549_6H:BRD-K51033547-003-01-8:10,CPC015_A549_24H:BRD-K51033547-003-01-8:10,CPC015_ASC_24H:BRD-K51033547-003-01-8:10,CPC015_HEPG2_6H:BRD-K51033547-003-01-8:10,CPC015_HT29_6H:BRD-K51033547-003-01-8:10,CPC015_MCF7_6H:BRD-K51033547-003-01-8:10,CPC015_MCF7_24H:BRD-K51033547-003-01-8:10,CPC015_NPC_24H:BRD-K51033547-003-01-8:10,CPC015_PHH_24H:BRD-K51033547-003-01-8:10,CPC015_SKB_24H:BRD-K51033547-003-01-8:10
5720,-0.820000052452,0.269340276718,-1.53563022614,0.959388911724,0.381406366825,-0.493537694216,0.258703380823,0.0446999967098,-0.688583254814,1.25664997101,1.35685002804,-0.455470502377,-0.497335076332,0.696550011635,1.68428075314,1.16625154018,-1.32678055763,0.0776397138834,0.42292958498,0.865199923515,0.505777239799,0.809344232082,-0.350299984217,0.982532024384,0.116418816149,-0.304049998522,-0.315784215927,0.0199847184122,0.600751638412,-0.549275040627,1.45899999142,0.173349991441
466,-1.13365006447,0.227860450745,-0.268171727657,-0.19271299243,0.36018294096,0.620089948177,-0.213481754065,0.018700003624,-0.795817613602,2.09100008011,-0.596850037575,0.231648698449,1.32798552513,1.85025000572,1.43196737766,0.172074943781,-1.88305830956,-1.85176849365,1.33909475803,0.68576669693,0.890444755554,0.351587504148,-0.836849987507,0.790324807167,0.140230774879,0.140850007534,0.719820618629,0.449251562357,0.669542491436,-0.245199993253,-0.183100000024,0.192050009966
6009,1.5801500082,0.232516601682,-0.455951243639,-0.497407972813,-0.236969947815,-0.752823591232,-0.145486235619,0.522300004959,-0.486599951982,-0.214350000024,1.172549963,0.164238750935,-1.92553830147,0.802500009537,-0.775449514389,1.7856887579,-0.0755738094449,0.808834433556,-0.0845341533422,-1.43686676025,-0.0456672012806,-0.140150129795,-0.480199992657,0.408676445484,-0.0849608629942,-1.11759996414,-0.591129481792,-0.0427732728422,0.482030123472,0.313225001097,-0.431549996138,0.013299997896
2309,-1.88030004501,-0.148914203048,-0.579056680202,-0.617052853107,-0.747231602669,0.206979125738,-0.311924695969,-0.560500025749,0.848266780376,0.513499975204,0.246349990368,-1.31568706036,-0.144507318735,-0.085450001061,-0.998124957085,-1.57049465179,-0.909254789352,-0.126277029514,0.227240353823,-0.600133299828,0.758727073669,1.4374961853,-0.0179499983788,0.139157935977,0.52262878418,-1.27515006065,0.0467214360833,-0.460796296597,-0.314785420895,0.0116499960423,-0.326000005007,-0.0471999943256
387,0.485050022602,-0.299921780825,0.0494376048446,-0.554998517036,-0.807142198086,-0.319562286139,0.453843683004,0.0942499935627,0.466914772987,-0.928799986839,2.51399993896,-0.291255652905,-1.43232119083,-0.51985001564,1.1302421093,0.152584940195,-0.90941798687,-0.144474357367,-0.343796014786,2.29449987411,1.23204684258,0.458332300186,0.0140999853611,0.473821371794,0.985951662064,-0.276250004768,-0.661207795143,-0.979696333408,-0.175202429295,-0.0304749961942,-0.355849981308,0.48299998045
3553,0.290449976921,-0.0977313220501,-1.07651126385,-0.601786613464,-0.156078889966,-1.26714348793,-0.0761775672436,0.805250048637,-0.278870642185,-0.098199993372,-0.161650002003,0.527540445328,-0.55937743187,0.910250008106,-0.909541785717,-0.13114310801,1.95506727695,-0.697953224182,-1.58063077927,-1.103266716,-0.985326468945,-0.875432372093,-0.416000008583,0.999673962593,0.421930998564,0.366800010204,-0.312212586403,-0.474144637585,-0.0921007841825,0.0311000049114,-0.0716499984264,-0.594250023365
427,1.70240008831,0.137406200171,0.526099383831,0.0418081916869,0.835184514523,0.805665016174,0.111362569034,-0.0925999879837,0.448858886957,-0.823750019073,0.181050002575,0.376332134008,1.0811021328,0.0341499894857,0.528325974941,0.463222682476,-1.62587106228,0.766503453255,1.95763504505,-0.0335666686296,0.58211004734,0.238116443157,-0.200249999762,0.0036996267736,-0.94274187088,-0.0509000048041,-0.0080019235611,0.537594914436,-0.235477894545,0.821949958801,2.29929995537,-0.578949987888
5898,-0.606800019741,1.07598030567,-0.815678536892,-0.121599428356,1.28261959553,0.123099811375,-0.849925279617,-0.28869998455,-1.07494831085,-1.60570001602,-1.37524998188,-2.00959444046,-1.08087575436,0.184350013733,-0.40092459321,-0.791143774986,-2.84482932091,-1.51766824722,-0.223370566964,-0.309066712856,-1.13822889328,-0.783499240875,-0.397249996662,-0.111912444234,-0.301226735115,0.518800020218,0.23499828577,-0.363496929407,0.682823836803,-0.275574982166,0.248050004244,-0.330150008202
23365,1.51559996605,0.128227293491,0.54441177845,-0.479819446802,0.314184784889,2.26031184196,1.01868927479,-0.0183999836445,0.151254177094,-1.94420003891,-0.0374499969184,0.299415826797,-2.26690840721,-0.100600004196,0.362862676382,-0.0328741446137,-1.55307400227,0.423721343279,-0.491554677486,0.11930000782,-0.835411429405,-0.816019654274,1.36660003662,0.315155506134,-0.129579991102,1.43320000172,-0.398096293211,-1.03412473202,0.286542505026,0.678774952888,0.352550029755,-0.0952499955893
6657,-0.245949998498,0.185339361429,-2.09470367432,-1.13553655148,0.408480972052,-0.636545062065,-0.62902623415,0.26525002718,0.501200437546,-1.12189996243,0.88949996233,-0.103030368686,1.87466204166,1.19735002518,-1.80892145634,0.105157695711,1.15730750561,0.801614761353,-0.207392722368,-0.268700003624,0.499094158411,-0.222080379725,-0.0668500065804,-0.625602900982,-0.204389706254,0.100850000978,0.528923273087,-0.0118109788746,-0.66884970665,0.242774993181,-0.358599990606,-0.750750005245
5054,-0.0464499592781,1.24736011028,3.54359555244,0.45808878541,0.0541808642447,-3.42811965942,0.381072461605,-0.573350012302,-0.106099963188,-1.48880004883,-2.14520001411,-1.85271310806,-0.519664168358,-1.09759998322,0.013258619234,-0.187587484717,3.17528152466,-2.76177287102,-0.883193731308,-0.7107000947,-0.628903508186,-0.0926267653704,-0.348649978638,0.840013504028,-0.74776995182,-0.0638000071049,1.31441318989,0.617362558842,-0.262031644583,-0.0150750279427,-0.782700002193,0.797349989414
3108,-0.771250009537,0.586690783501,0.59016084671,-0.239398479462,-0.171788483858,-0.275074779987,-0.095549851656,-1.4755500555,0.704997003078,1.13890004158,-0.242549985647,1.21720647812,2.37882781029,2.8382499218,-0.16751511395,-0.735842168331,-0.853140950203,1.01532042027,-0.811533808708,3.91276693344,0.0651963576674,0.622096776962,-1.63115000725,0.482715249062,0.731533646584,0.666750013828,0.192036047578,-0.46202903986,0.667764365673,-0.587500035763,-0.294750005007,0.319099962711
1950,0.853399991989,-0.680188000202,-0.228715643287,-0.482964098454,-0.144641116261,-0.576085448265,-0.254819214344,0.290750026703,0.726878523827,0.239850014448,0.996599972248,2.15580654144,4.40763711929,1.71354997158,0.342916369438,0.174762770534,1.89667737484,0.309762775898,1.48415875435,0.176166653633,0.894453465939,0.154581695795,0.440750002861,-0.823004245758,0.0971406400204,0.193949997425,0.835080862045,1.29492580891,-0.432605236769,-0.283275008202,0.0324999988079,-0.544799983501
351,0.284299999475,-0.00245197117329,0.0265316553414,-0.192531630397,0.0575958490372,-0.983927071095,1.01588916779,-1.01450002193,-0.147526577115,-0.310749977827,0.807199954987,0.150689810514,0.340048968792,-0.0344999954104,-1.02591788769,0.489986717701,0.56613111496,1.79355466366,0.354802370071,-0.746166706085,-0.0549188181758,-0.835507631302,-0.201099991798,-2.59672570229,-1.32447016239,-0.139349997044,0.12398673594,0.528701841831,0.49004483223,-0.103900015354,-0.00065000000177,-0.00034999998752
4846,3.07389998436,0.330519169569,-1.15479421616,-0.416524708271,0.107104539871,0.726344883442,0.583681225777,-0.376750022173,2.80925917625,0.0687000006437,-0.77380001545,1.19960975647,1.9698857069,-1.06235003471,-0.510161340237,-0.22411288321,0.491638034582,0.385788917542,0.982210338116,-0.240833342075,2.09405732155,-0.436515986919,-0.458400070667,-1.84539592266,2.43149232864,1.49440002441,0.19214604795,0.19456794858,0.0485761463642,0.198799997568,-0.735599994659,1.22950005531
