rid,MUC.CP003_MCF7_6H:BRD-K85756431-001-01-7:10.0173,MUC.CP003_MCF7_6H:BRD-K85756431-001-01-7:3.3391,MUC.CP003_MCF7_6H:BRD-K85756431-001-01-7:1.113,MUC.CP003_MCF7_6H:BRD-K85756431-001-01-7:0.371,MUC.CP003_MCF7_24H:BRD-K85756431-001-01-7:10.0173,MUC.CP003_MCF7_24H:BRD-K85756431-001-01-7:3.3391,MUC.CP003_MCF7_24H:BRD-K85756431-001-01-7:0.371,MUC.CP003_MCF7_24H:BRD-K85756431-001-01-7:1.113,MUC.CP003_NKDBA_24H:BRD-K85756431-001-01-7:10.0173,MUC.CP003_NKDBA_24H:BRD-K85756431-001-01-7:3.3391,MUC.CP003_NKDBA_24H:BRD-K85756431-001-01-7:1.113,MUC.CP003_NKDBA_24H:BRD-K85756431-001-01-7:0.371
5720,-1.05502295494,1.10203456879,-0.66146248579,2.24816656113,0.00680000334978,-0.124798685312,0.0858666747808,-1.31474995613,-0.260900020599,0.658699989319,-1.19230008125,0.827050030231
466,-0.141138792038,0.892311692238,0.00822233781219,-0.278199970722,-0.149450004101,-0.776839911938,0.193266674876,-4.80940008163,0.254949986935,0.459899991751,-0.159600004554,0.124300003052
6009,0.479878991842,-0.0158879160881,0.628378033638,0.718599975109,-1.51920008659,-0.820802211761,-0.409900009632,-4.44505023956,-0.628149986267,-0.0254500005394,-0.898949980736,0.217299997807
2309,0.00666323304176,0.883586883545,0.109917923808,0.228300005198,0.901549994946,0.164896741509,0.471266686916,-1.58214998245,-1.30069994926,-0.614099979401,-1.78450012207,-0.877249956131
387,0.418522119522,-0.0872595310211,0.255749642849,0.321133315563,-0.284750044346,-0.345020532608,0.823333382607,-1.49855005741,0.142199993134,-0.257250010967,-1.86215007305,-0.551949977875
3553,1.12376379967,0.202373206615,0.231097772717,-0.468866676092,0.878100037575,0.522436141968,0.37406668067,4.42894983292,0.518449962139,-0.177000015974,1.02375006676,-0.385650008917
427,0.635629892349,0.680370509624,0.777339220047,-0.272800028324,0.00250000040978,0.189877539873,0.293133378029,-0.0178000032902,0.00850000977516,-1.10019993782,0.642700016499,-0.57465004921
5898,-0.152288302779,-0.228766962886,-1.70072734356,-0.342466711998,-0.313149988651,-1.41673672199,-1.37196660042,1.20985007286,-0.00814998149872,0.525399982929,-0.713550031185,0.717000007629
23365,0.0633530393243,-0.255320250988,-0.0197524875402,-0.127366676927,-0.578999996185,0.293954133987,0.238733321428,1.46399998665,1.39154994488,1.38220000267,-0.679849982262,0.667299985886
6657,1.37907886505,0.214793652296,1.08703613281,0.319800019264,0.834300041199,0.936141014099,0.448499977589,2.98339986801,0.0576000213623,-0.704750001431,1.14590001106,-0.684700012207
