rid,DOS024_VCAP_6H:BRD-K12678780-001-01-8:5.04,DOS024_VCAP_24H:BRD-K12678780-001-01-8:5.04,DOS053_A375_24H:BRD-K12678780-001-01-8:5.04,DOS053_A549_24H:BRD-K12678780-001-01-8:5.04,DOS053_MCF7_24H:BRD-K12678780-001-01-8:5.04,DOS053_PC3_24H:BRD-K12678780-001-01-8:5.04
5720,-0.721400022507,-0.00109612196684,1.35230004787,-2.59835004807,0.183050006628,0.318599998951
466,0.0332500003278,-0.442247331142,1.10529994965,0.992699980736,-1.02209997177,1.21399998665
6009,-1.74760007858,-0.655653715134,0.0337499976158,-2.18009996414,0.360949993134,0.553449988365
2309,-0.0591499954462,0.430689424276,1.61154997349,1.29894995689,-0.145449995995,0.560499966145
387,-1.42014992237,-1.19459497929,0.0318999961019,-1.46430003643,-0.584500074387,0.210649996996
3553,0.290600001812,0.519442856312,0.467050015926,0.994449973106,1.01470005512,-0.95484995842
427,-0.379749983549,-0.460193276405,1.12279999256,0.509050011635,-0.533050000668,1.96924996376
5898,-0.508700013161,0.391712188721,0.55245000124,0.427199989557,0.174300000072,-0.499649971724
23365,0.0807999968529,-0.540507495403,1.20504999161,0.585399985313,1.80494999886,-0.484549999237
6657,-0.273149996996,-0.544981777668,-1.47810006142,0.59114998579,0.261649996042,0.136949986219
5054,0.0182499885559,0.578434228897,1.50400006771,1.00255000591,-0.975549995899,0.0852999985218
3108,-0.497299998999,0.472334057093,1.00374996662,2.65240001678,0.754050016403,-0.50594997406
1950,-0.368399977684,0.0213434621692,2.37285017967,2.98430013657,0.389149993658,-0.307799994946
351,0.180500000715,-0.113511666656,-0.411799997091,-1.82115006447,0.216999992728,0.0201500058174
4846,-0.166649997234,-0.412471473217,-1.03069996834,5.02554988861,-0.027000002563,-0.18219999969
1452,-0.430699974298,0.163594558835,-0.186149984598,-0.183349996805,0.178599998355,-0.495600014925
4776,0.670300006866,0.512307226658,0.59424996376,2.13425016403,0.218949988484,-0.299950003624
6908,-0.72729998827,-1.94680595398,-0.252200007439,-1.12835001945,0.112800002098,0.203100010753
672,0.845550000668,1.40852475166,0.285499989986,-0.0871499925852,-0.14034999907,0.499749988317
5710,0.323000013828,0.0376792401075,-0.587149977684,-1.98220002651,-0.703850030899,-0.0219999924302
2115,0.503250002861,-0.983688652515,0.5013499856,4.4658498764,0.18504999578,0.38014999032
7015,-0.0342999994755,0.527437388897,0.562399983406,3.30270004272,0.735650002956,-0.211700022221
8726,-0.0595500022173,-0.249942660332,-0.712450027466,0.745350003242,-1.20375001431,0.441650032997
2185,0.473600029945,0.0609427802265,-0.205000013113,-0.106899991632,0.662099957466,0.345899999142
3315,-0.194849997759,6.96266269684,0.593600034714,-5.29809999466,0.302900016308,-0.421350002289
5289,0.465849995613,1.30918133259,0.302199989557,0.686749994755,-0.0548999905586,-0.985200047493
868,1.38715004921,3.04453063011,-0.169299989939,1.87270009518,0.299499988556,-0.0720499977469
1677,-0.395300000906,0.894443392754,-0.604550004005,2.99259996414,0.950299978256,-0.484699994326
7043,0.316549986601,0.79307705164,0.778349995613,0.074599981308,0.44730001688,-0.169200003147
5613,0.221549987793,0.242701619864,-0.0303000062704,0.504599988461,0.172750011086,-0.343350023031
595,0.0,-0.210806459188,1.91785001755,-0.687350034714,0.0976999998093,-0.269900023937
4793,0.231499999762,-0.0378965996206,1.55935001373,-0.143950000405,2.02865004539,-0.483749985695
2736,-0.143050000072,-0.154645681381,0.919649958611,1.09749996662,0.13290001452,-0.0892000049353
5290,0.11210000515,0.682973504066,0.598399996758,1.12744998932,1.55120003223,1.18274998665
6194,-0.484699994326,-0.0545900017023,-0.51994997263,-5.49825000763,0.0,-0.274650007486
1676,-0.372300028801,-6.60973453522,-1.48594999313,1.36124992371,0.444200009108,-2.82459998131
23512,0.208599999547,0.204435884953,-0.884599983692,0.457650005817,-0.511799991131,-0.328900009394
148022,-0.211349993944,-0.10162704438,0.467750012875,1.70309996605,0.479600012302,-0.437599986792
1906,-0.750100016594,0.0738370195031,-1.29194998741,-0.502149999142,0.19810000062,-1.13629996777
8878,-0.963899970055,0.0428231805563,-1.60229992867,-0.827700018883,0.934399962425,-0.101549997926
3091,-0.761699974537,1.17602562904,-0.460150003433,-0.967849969864,-1.27915000916,-1.98815011978
5743,0.592149972916,-1.20062589645,3.00535011292,-2.76485013962,2.25819993019,-0.131299987435
5321,1.09905004501,0.643956720829,-0.958900034428,0.0247000008821,1.0544500351,0.0753500014544
4144,0.356200009584,-0.0178972892463,0.61880004406,-0.110349997878,-0.660250008106,0.142299994826
1981,-0.578899979591,0.0900103598833,-0.0523999929428,-1.51165008545,0.427550017834,-0.880150020123
695,0.580900013447,-0.405133605003,0.0418500006199,0.670050024986,0.346500009298,1.03525006771
10398,0.2011000067,0.421883702278,1.19604992867,1.92285001278,0.706749975681,0.147100001574
5708,-1.9279999733,-0.0494540929794,-2.31089997292,0.568300008774,-0.767700016499,0.316799998283
1213,0.255899965763,-0.558440387249,-0.680449962616,-0.137449994683,-0.51115000248,-0.345499962568
226,0.0604500025511,-0.168450772762,0.273400008678,-0.719600021839,0.873950004578,0.28845000267
6777,0.0300000011921,-0.319757968187,0.466400027275,0.195249989629,-0.217299997807,-0.746399998665
2113,0.530849993229,0.196951270103,-0.00184999406338,-0.240750014782,-0.496499955654,-0.248850002885
3329,-0.0741499960423,0.220885828137,-0.465449988842,-3.1046500206,-0.531149983406,-0.267399996519
1050,-0.187749996781,0.248963981867,0.294449985027,-0.454949975014,2.84934997559,-0.480350017548
9491,-0.520650029182,0.490420341492,-0.481050014496,0.979200005531,0.449450016022,-0.455550014973
22926,0.481249988079,0.198625400662,-2.75314998627,0.753299951553,-0.501049995422,0.837050020695
5899,0.353150010109,-0.58270663023,-1.32990002632,0.575199961662,-0.439749985933,0.328150004148
5467,0.679100036621,-0.121050432324,1.1548500061,2.15275001526,0.481799989939,0.0131500000134
6774,0.285449981689,-0.3750012815,0.322499990463,-1.07314991951,-0.667349994183,-1.79384994507
1788,0.349099993706,0.825356721878,0.474849998951,0.923850059509,-0.401800006628,-0.388049989939
5921,-1.1101000309,2.81447482109,0.997300028801,1.22200000286,0.228300035,0.952600002289
5721,-0.244899988174,-1.22538816929,-0.201449990273,-2.46834993362,-0.933449983597,-0.266449987888
2263,0.122049994767,-0.194555714726,-1.57854998112,0.503800034523,0.20490001142,0.995900034904
808,-0.223500013351,-0.174101859331,1.04919993877,1.52160000801,1.21219992638,-0.206149995327
30001,0.724500000477,0.126021951437,2.07850003242,2.39429998398,1.05959999561,-0.430349975824
348,0.554399967194,-0.875863730907,0.26859998703,2.76329994202,1.79400002956,-0.25309997797
30849,0.119850002229,0.380448073149,0.35689997673,1.61284995079,-0.625050008297,0.126350000501
1454,0.517449975014,0.622090160847,0.943300008774,1.12045001984,-0.0272000133991,-1.37460005283
6500,-0.621549963951,-0.790579378605,0.444000005722,-0.3125,-0.818050026894,0.695699989796
5627,0.887500047684,0.702541768551,1.89870011806,-0.0802500247955,-3.0678999424,0.955699980259
5715,-0.284699976444,0.743614554405,1.02094995975,1.91689991951,1.80504989624,-0.0148999989033
4791,-0.530200004578,0.883566319942,0.313149988651,3.13040018082,1.05630004406,0.341849982738
56924,0.452199995518,-0.781881630421,1.68044996262,1.56344997883,-0.350350022316,-0.0910999774933
2690,-0.0977500081062,-0.181243553758,0.218800008297,2.23399996758,-1.12300002575,0.0738499984145
1019,-0.501049995422,0.606910347939,-0.0639500021935,-5.09840011597,-1.01324999332,0.456600010395
51422,-0.490649998188,-6.91931533813,4.89045000076,4.01959991455,1.21099996567,0.0433999896049
5788,-0.272450000048,-0.0201506651938,0.689649999142,0.52555000782,0.112849980593,-0.123149991035
6709,-0.464300006628,-0.0596727058291,-0.141649991274,-0.30625000596,-0.0967999994755,-0.51415002346
1277,-0.92484998703,-0.541611909866,0.168650001287,0.21590000391,-0.0134000182152,-0.204050004482
993,0.311100006104,0.600752353668,-0.920149981976,-1.10905003548,-0.866549968719,0.13710001111
7157,0.483799993992,0.252877265215,0.91320002079,-0.803050041199,0.299449980259,-0.00485000014305
1958,0.109750002623,1.62280631065,2.12374997139,2.4553000927,0.295800000429,0.198449999094
