rid,CPC005_A375_6H:BRD-A91992993-001-01-2:10,CPC005_A375_24H:BRD-A91992993-001-01-2:10,CPC005_A549_6H:BRD-A91992993-001-01-2:10,CPC005_A549_24H:BRD-A91992993-001-01-2:10,CPC005_HA1E_6H:BRD-A91992993-001-01-2:10,CPC002_HA1E_6H:BRD-A62071884-001-02-0:10,CPC005_HA1E_24H:BRD-A91992993-001-01-2:10,CPC002_HA1E_24H:BRD-A62071884-001-02-0:10,CPC005_HCC515_6H:BRD-A91992993-001-01-2:10,CPC002_HCC515_6H:BRD-A62071884-001-02-0:10,CPC002_HCC515_24H:BRD-A62071884-001-02-0:10,CPC005_HT29_6H:BRD-A91992993-001-01-2:10,CPC005_HT29_24H:BRD-A91992993-001-01-2:10,CPC005_MCF7_24H:BRD-A91992993-001-01-2:10,CPC002_PC3_6H:BRD-A62071884-001-02-0:10,CPC002_PC3_24H:BRD-A62071884-001-02-0:10,CPC002_VCAP_6H:BRD-A62071884-001-02-0:10,CPC002_VCAP_24H:BRD-A62071884-001-02-0:10,CPC005_MCF7_6H:BRD-A91992993-001-01-2:10,CPC005_PC3_6H:BRD-A91992993-001-01-2:10,CPC005_PC3_24H:BRD-A91992993-001-01-2:10,CPC005_VCAP_6H:BRD-A91992993-001-01-2:10,CPC005_VCAP_24H:BRD-A91992993-001-01-2:10,CPC017_A375_6H:BRD-A62071884-001-02-0:10,CPC017_A549_6H:BRD-A62071884-001-02-0:10,CPC017_A549_24H:BRD-A62071884-001-02-0:10,CPC017_ASC_24H:BRD-A62071884-001-02-0:10,CPC017_HEPG2_6H:BRD-A62071884-001-02-0:10,CPC017_HT29_6H:BRD-A62071884-001-02-0:10,CPC017_MCF7_6H:BRD-A62071884-001-02-0:10,CPC017_MCF7_24H:BRD-A62071884-001-02-0:10,CPC017_NPC_24H:BRD-A62071884-001-02-0:10,CPC017_PHH_24H:BRD-A62071884-001-02-0:10,CPC017_SKB_24H:BRD-A62071884-001-02-0:10
5720,0.237767130136,0.908804535866,0.445366680622,0.711107850075,1.45149993896,-0.103861160576,0.56425255537,-1.47686600685,0.824349999428,0.0189395546913,-0.0240249224007,-0.988629341125,0.430566251278,-0.159951865673,0.470092743635,0.102532818913,-1.08641016483,0.0119082033634,-0.144725590944,-0.966920077801,0.13613474369,-1.70207941532,0.708584189415,-0.487322866917,0.632666707039,0.284833371639,-0.930233597755,-0.297526061535,-1.22596609592,0.232168883085,0.0547426380217,-0.154053792357,0.414257317781,0.153149992228
466,0.391970992088,0.431147575378,-0.401200026274,0.27044275403,2.36779999733,-0.705286562443,0.0804877653718,-1.72428870201,-0.949999988079,0.0649448633194,-1.15608096123,-0.691317677498,0.340165615082,-0.88716340065,0.109021276236,2.18426585197,0.20253148675,1.10601329803,-0.161875531077,-1.0121691227,-0.794407367706,-0.130111277103,0.330405890942,0.862517237663,0.216466665268,-0.171700030565,-1.01738929749,-0.589955985546,-0.251552224159,0.266085892916,0.0775470733643,0.460525512695,0.238642707467,0.541199982166
6009,-0.59760415554,0.375833570957,0.330700010061,0.257144212723,-0.375049948692,-0.339442849159,-0.16296903789,-0.194251656532,-0.353450000286,-0.0880518183112,0.890691697598,0.0573266409338,0.692474484444,-0.805257797241,0.737409710884,2.09872078896,-0.732473492622,1.21976542473,-0.0329004600644,-0.840243697166,0.143787413836,0.169048056006,0.437689274549,0.139232069254,-0.3248000741,0.70536673069,0.991773664951,0.209545210004,-1.65843868256,-0.0332540869713,0.426307410002,0.0817638933659,0.264108687639,0.0312000066042
2309,-0.82289993763,0.650590062141,-0.813066720963,-0.211802989244,-5.33034992218,-0.125048324466,-0.200071275234,-0.272009909153,0.0590499937534,0.164013341069,-0.819479525089,-0.290348947048,0.137135595083,-0.383050113916,0.180883079767,-1.62199616432,0.723262190819,-1.26415634155,-0.684079945087,-0.00132048875093,-0.325881272554,-0.296552807093,-0.507726311684,-0.146146938205,0.514766693115,0.173366695642,-0.277316272259,-0.446267694235,0.552825987339,-0.253283172846,-0.172069817781,0.46441257,0.314399838448,1.71600008011
387,-0.59235727787,-0.399400115013,0.0319666676223,-0.247362315655,0.987949967384,0.501166820526,-1.0220708847,-1.1407469511,0.264499992132,0.131878614426,0.911477982998,-1.23315954208,-0.518972873688,-0.117309518158,0.341995537281,-0.182410597801,0.212667822838,0.737011551857,0.633444428444,-0.297812104225,-0.339598953724,0.909131288528,0.0833747386932,-0.335986435413,0.352266669273,0.260666698217,0.718585669994,-0.909189939499,0.0251644253731,-0.795255661011,-0.342718482018,-0.197877377272,-0.454040557146,1.37674999237
3553,1.53723263741,-0.98230111599,0.11060000211,0.636963605881,-0.419799983501,-0.831292569637,0.244747489691,5.95475959778,0.818849980831,-0.857879459858,-0.318322122097,0.428992092609,0.770048499107,0.165512546897,0.873956203461,-0.0226358436048,0.443831533194,1.26259088516,-0.236219629645,0.00463867932558,0.519398570061,0.977415442467,0.109424546361,-0.493255615234,0.331633329391,-0.0464333295822,-0.644504189491,0.904581129551,0.2134077847,0.237676382065,-0.154895454645,-0.52763992548,-0.105346977711,0.54724997282
427,-0.285736560822,0.354229569435,0.126166641712,-0.299639821053,1.5786999464,-0.637117743492,0.23514509201,-0.649395108223,-0.815050005913,0.307386219501,-0.521960377693,6.4645986557,0.245978415012,-1.07665455341,-0.463133513927,2.40720272064,0.572154641151,1.17603743076,-0.449777305126,-0.596257984638,-0.0791190639138,-0.167298927903,0.400176525116,-0.228801429272,-0.572033286095,-0.667999982834,-0.026253959164,-1.22787415981,1.00566399097,1.32685172558,1.39508974552,0.20958070457,0.174413368106,0.107200026512
5898,0.490613400936,0.326327323914,-0.358600020409,1.03218960762,0.208799958229,-0.172774046659,0.30343875289,-3.54739785194,-0.444400012493,-0.316161006689,-0.712564468384,-1.629514575,0.356196463108,-1.27463722229,-0.7491106987,-0.301379352808,-0.264541715384,-1.25586092472,0.329418361187,-0.172037497163,-0.438286602497,1.22547137737,0.204533427954,0.85210698843,0.0718999952078,-1.01826667786,-1.43715167046,-0.632473230362,0.18869176507,-1.16872096062,-0.628120064735,-0.798198342323,0.269083678722,-0.761449992657
23365,-0.567814350128,0.163720518351,-0.337133347988,-0.317398428917,1.44340002537,0.363704025745,-0.291492402554,-1.29966700077,0.840149998665,-0.0263048261404,1.27906537056,0.0201983526349,-0.656931996346,0.396433740854,0.193344891071,-0.83272254467,-0.958831310272,0.0288413465023,-0.144671320915,1.61060237885,-0.668289065361,1.36692810059,0.240443751216,0.118671998382,0.201499998569,-0.0593333542347,-1.42586863041,1.84683644772,0.293533265591,-1.04947257042,-1.0967656374,-0.987482726574,0.0654868632555,-0.200200006366
6657,-0.0699933618307,0.522665739059,0.205466687679,0.175400644541,1.8477499485,-0.479049682617,0.543764948845,4.40056419373,-1.11620008945,0.476722121239,0.48081484437,0.0765609890223,0.145455926657,0.761523604393,-0.542045235634,-0.0428487062454,1.20711433887,0.528829455376,0.195340752602,0.629236102104,0.213050201535,0.78551864624,-0.19180470705,0.61327111721,-0.313899964094,0.221000015736,-0.378540426493,0.603844881058,0.80926913023,0.193493634462,-0.0537921302021,0.387706696987,0.434425234795,0.809099972248
