rid,MUC.CP003_MCF7_6H:BRD-K88081783-001-01-1:10.05,MUC.CP003_MCF7_6H:BRD-K88081783-001-01-1:3.35,MUC.CP003_MCF7_6H:BRD-K88081783-001-01-1:1.1167,MUC.CP003_MCF7_6H:BRD-K88081783-001-01-1:0.3722,MUC.CP003_MCF7_24H:BRD-K88081783-001-01-1:10.05,MUC.CP003_MCF7_24H:BRD-K88081783-001-01-1:3.35,MUC.CP003_MCF7_24H:BRD-K88081783-001-01-1:1.1167,MUC.CP003_MCF7_24H:BRD-K88081783-001-01-1:0.3722,MUC.CP003_NKDBA_24H:BRD-K88081783-001-01-1:10.05,MUC.CP003_NKDBA_24H:BRD-K88081783-001-01-1:3.35,MUC.CP003_NKDBA_24H:BRD-K88081783-001-01-1:1.1167,MUC.CP003_NKDBA_24H:BRD-K88081783-001-01-1:0.3722
5720,-0.725650012493,0.363981217146,-0.61755001545,-0.826719880104,0.0855819582939,-1.22733604908,0.46797055006,0.216016501188,3.23485016823,-0.990000009537,0.0314500033855,0.633149981499
466,0.408100008965,-0.00654249638319,-0.174099996686,0.0522414147854,-0.520450472832,-1.78405976295,-0.583958268166,0.0139324963093,-2.19910001755,0.57539999485,-1.36175000668,-0.874599993229
6009,-0.0526000000536,-0.13874797523,0.534250020981,-0.490725636482,0.342121809721,0.207136869431,-0.720731079578,-0.675933539867,-1.52504992485,-1.91359996796,1.15404999256,-0.613200008869
2309,-0.611950039864,0.902139186859,-0.794450044632,-0.768828392029,0.0869828313589,0.738640904427,0.0142098888755,0.507436275482,2.45225000381,2.3343000412,2.19400000572,2.18219995499
387,-0.085549980402,0.586725175381,0.665199995041,0.203380778432,0.198092222214,-0.333753585815,0.0794617906213,-0.155564248562,2.40645003319,-0.0580999925733,1.50845003128,1.73239994049
3553,1.48320007324,-0.18260076642,0.154449999332,-0.315207004547,0.22554320097,-0.332147717476,1.6192278862,0.933286488056,1.34800004959,1.74459993839,0.273900002241,1.45994997025
427,0.71825003624,-0.349390685558,0.85590004921,-0.184826165438,-0.907399058342,-0.564980328083,-0.593802213669,-0.815256237984,0.700600028038,0.539149999619,0.389550000429,-0.0645999982953
5898,0.689849972725,-1.31112229824,0.325099974871,0.44142895937,0.608420610428,-0.430190980434,-0.228680580854,0.322658479214,-3.54524993896,-1.39470005035,-4.50535011292,-2.09999990463
23365,0.0862999856472,0.384673237801,-0.0805499851704,-0.403575181961,0.590053796768,-0.52748632431,1.28113794327,0.148040503263,-2.25929999352,-2.37010002136,-0.634999990463,-3.21429991722
6657,0.899349987507,-1.34587872028,0.827099978924,-0.251450479031,0.308477461338,0.107886403799,0.126801490784,0.153016507626,1.69990003109,2.0490000248,-0.105200000107,1.53614997864
5054,0.474849998951,0.177073657513,-0.138599991798,-0.678139209747,0.747333467007,-0.258010357618,-0.797980189323,-0.0738476663828,-1.77345001698,0.434000015259,-1.84964990616,-0.423000007868
3108,-0.754999995232,0.637966692448,0.0798000097275,0.153566882014,0.320622116327,0.85384786129,-0.454444676638,0.759013652802,5.19404983521,-0.215950012207,-0.283250004053,0.770049989223
1950,-0.342399984598,-1.17497456074,-0.524050056934,-0.778126955032,-0.413145214319,0.31686347723,-0.894318580627,-0.502749800682,0.121250003576,1.62035000324,-1.03764998913,0.948950052261
351,-0.57380002737,-1.15150094032,-0.25024998188,-0.512106478214,-0.197719231248,-1.05529141426,-0.798463821411,-0.280638545752,-1.46835005283,-0.00034999998752,-2.23609995842,-1.06044995785
4846,-0.588349997997,1.02624070644,0.104200005531,-0.283293128014,0.215119808912,1.13652408123,0.607437312603,-0.163974821568,2.65694999695,0.455649971962,-0.133900016546,0.40189999342
