rid,CPC014_A375_6H:BRD-A26002865-001-01-5:10,CPC014_A549_6H:BRD-A26002865-001-01-5:10,CPC014_A549_24H:BRD-A26002865-001-01-5:10,CPC014_ASC_24H:BRD-A26002865-001-01-5:10,CPC014_HA1E_6H:BRD-A26002865-001-01-5:10,CPC014_HCC515_6H:BRD-A26002865-001-01-5:10,CPC014_HEPG2_6H:BRD-A26002865-001-01-5:10,CPC014_HT29_6H:BRD-A26002865-001-01-5:10,CPC014_MCF7_6H:BRD-A26002865-001-01-5:10,CPC014_MCF7_24H:BRD-A26002865-001-01-5:10,CPC014_NEU_24H:BRD-A26002865-001-01-5:10,CPC014_NPC_24H:BRD-A26002865-001-01-5:10,CPC014_PC3_6H:BRD-A26002865-001-01-5:10,CPC014_PC3_24H:BRD-A26002865-001-01-5:10,CPC014_SKB_24H:BRD-A26002865-001-01-5:10,CPC014_VCAP_6H:BRD-A26002865-001-01-5:10
5720,-0.979441463947,-1.9616587162,-1.49749970436,-0.835722863674,-2.83430337906,-0.211250215769,-0.48566198349,-2.66331863403,-1.98956108093,-5.14169979095,1.72210001945,-0.28275001049,-1.69739496708,-1.23051154613,-0.686088323593,-4.90290021896
466,2.66875195503,2.33588671684,-0.594152331352,1.12672328949,1.61502885818,1.62119948864,1.96493947506,2.31976056099,2.00651907921,-1.32029998302,3.26905012131,1.7623000145,2.00971341133,-0.990845680237,1.40713214874,-1.80439996719
6009,-1.8179833889,-1.97642076015,-0.373749017715,0.144964441657,-1.82584428787,-2.31925439835,-0.964707970619,-0.939357459545,-3.8473777771,-3.72149991989,1.35490000248,-0.585799992085,-1.67178750038,-0.12522803247,1.14502298832,-0.0930000022054
2309,1.35739767551,3.43886947632,5.24517011642,1.6907542944,2.02157497406,2.0214407444,2.4154818058,6.18154335022,1.80048346519,2.62779998779,4.1263999939,0.447450011969,3.31529545784,0.207100376487,2.02718734741,-1.5161999464
387,-0.332296311855,-1.67744922638,0.259259015322,-0.897855818272,-0.672653675079,-0.411726355553,-1.86760663986,-1.82149505615,-2.16240239143,-4.43440008163,-0.230199992657,-2.47704982758,-1.61077141762,-1.07147562504,-2.14876651764,0.886099994183
3553,0.178273379803,0.423162817955,-0.0553617477417,5.50570487976,3.34552431107,-0.839801311493,0.168727383018,-0.055729970336,-1.12154912949,1.65050005913,-1.14234995842,0.839450001717,4.13362073898,-1.46272361279,-0.609434843063,0.926500022411
427,-0.493611425161,-0.895243287086,1.15171742439,-3.01753091812,-0.615163803101,-0.83066213131,-1.69707655907,-0.283032625914,-1.22550070286,-1.10239994526,-1.04349994659,0.0745999962091,-1.35755205154,-0.615409612656,-1.84881079197,0.212400004268
5898,-0.46603628993,-0.361103802919,-0.726947069168,-1.08069467545,-0.689163565636,-0.527758002281,-2.1900229454,-1.21691536903,-1.74829089642,-2.88639998436,-0.115500003099,-1.0910500288,-1.16310214996,-0.304433733225,-0.865342497826,2.03060007095
23365,0.590686321259,0.821761846542,0.97216963768,1.83060979843,-0.448700964451,0.0302843675017,-0.424687236547,0.94776904583,-0.209627658129,2.42549991608,1.24775004387,1.41069996357,-0.78141450882,0.201101273298,1.77494561672,1.32290005684
6657,-0.93390583992,0.414851546288,-0.276360750198,-0.253354132175,-0.264978140593,0.0735383629799,-0.0518202371895,-0.558555245399,-0.672996997833,4.26980018616,-0.784600019455,-1.7147500515,-0.0119001828134,0.589700698853,-0.606129288673,1.36829996109
5054,-1.20926904678,0.544916808605,-0.299188494682,-4.6258687973,-0.790236830711,-0.840392410755,-0.563050031662,2.14976668358,-0.818715333939,0.886200010777,-0.292450010777,-1.68320000172,-0.825221836567,-0.0648013949394,-1.72340607643,3.5039999485
3108,-2.44083952904,-1.14624845982,0.763855218887,2.00470495224,0.303386062384,0.156694144011,0.14143332839,-0.500933885574,-0.604821026325,-1.02569997311,0.19319999218,10.0,0.425902664661,-0.135753154755,-0.343280404806,-0.315299987793
1950,0.282229959965,-0.6553606987,-0.307075202465,1.18210816383,5.47922611237,0.65035790205,0.233444452286,-0.345274329185,-1.11008417606,1.34679996967,-1.10395002365,0.504800021648,3.34510564804,1.04963219166,0.288552939892,2.1305000782
351,-3.9378361702,-1.78532278538,-2.57601666451,-5.34823322296,-1.01183128357,-2.12363600731,-1.311876297,-1.71773517132,-3.49154043198,-0.680899977684,0.00200000009499,0.699450016022,-1.9081120491,-0.523434460163,-0.516694247723,-0.00340000004508
4846,-0.101658850908,0.535900473595,0.117875240743,-0.607026934624,0.397625476122,0.449184477329,1.18154776096,-0.558990895748,-0.303553700447,1.9415999651,0.0227499902248,-1.58095002174,0.562096297741,1.59235906601,0.174062713981,-0.622200012207
1452,2.14983892441,0.12545914948,-1.82692432404,2.4464840889,0.000638484954834,0.0536121875048,-0.060369759798,3.20043540001,1.58578824997,1.63629996777,0.716300010681,1.61330008507,1.14437711239,-0.492345273495,0.624543845654,1.5217000246
4776,-0.204323559999,-0.192031696439,0.0606151521206,-0.273553222418,-1.52981567383,-0.604073643684,-0.5708309412,-0.272597908974,-1.19367837906,2.43070006371,-0.442750006914,-0.302799999714,0.146465212107,0.56543803215,0.116516105831,1.23860001564
6908,4.19337701797,2.75317025185,1.2585657835,4.83052253723,5.18896961212,1.82706236839,4.12623786926,5.3441529274,3.06837391853,-0.556999981403,3.22169995308,1.04114997387,3.68853330612,1.8950843811,3.6319065094,-1.06949996948
672,0.855372309685,0.252757668495,-0.645897865295,2.40644693375,1.49336779118,0.524213194847,-0.00948579609394,0.269498735666,2.82167553902,1.58589994907,1.35025000572,0.882799983025,2.69557237625,1.68874430656,0.135654896498,1.43009996414
5710,-0.012419808656,-0.02395221591,-0.497578889132,1.68671524525,-0.00591361522675,0.497404754162,0.596010088921,0.604923307896,-0.203506395221,-0.229000002146,1.10420000553,-0.232050016522,-0.244050532579,0.32991951704,0.55936729908,-1.28139996529
2115,0.181628346443,-0.158704951406,0.311776489019,0.642449080944,0.700296700001,-0.446002274752,0.273488074541,0.23327074945,-0.910530984402,1.42209994793,1.18549990654,1.88630008698,0.119122475386,-0.359290480614,0.555572509766,1.59270000458
7015,2.67068910599,0.53573089838,1.54026055336,-0.360669910908,0.0893701910973,-0.307360231876,1.36028862,-0.0523018240929,-0.108034141362,2.30949997902,-0.45870000124,1.7758500576,0.232514709234,1.05608272552,-0.975485265255,2.29060006142
8726,1.26751482487,2.490899086,-0.0857616364956,1.98866510391,1.86297094822,1.78360962868,1.52573180199,4.77235651016,2.10130548477,-1.2120000124,1.57665002346,1.11450004578,1.78055238724,-0.560610294342,-0.165869399905,1.59969997406
2185,0.137942761183,-0.238042250276,-0.343901515007,-2.39825248718,-0.441966891289,-1.01218438148,-0.0714803189039,-0.469234228134,-1.14464688301,2.6970000267,-1.46884989738,0.734650015831,0.379086911678,0.462528437376,-0.287399321795,0.752799987793
3315,-2.64640212059,-2.35093688965,-1.9126522541,-0.368446558714,-3.09990358353,0.755600810051,-1.29168534279,-3.13894224167,-0.568419039249,-4.29990005493,1.1249499321,-0.346850007772,-2.60359048843,-3.42351937294,-0.000163128483109,-0.873799979687
5289,5.44708824158,2.31166338921,1.95727062225,4.23114967346,3.54999399185,1.94044387341,1.60092496872,3.11595582962,0.872104346752,0.224000006914,-0.556500017643,3.39639997482,2.31626963615,1.34144556522,3.14102387428,0.53869998455
868,-0.279248982668,4.14099216461,1.11262059212,2.84459924698,0.807672679424,-0.584313988686,1.67415428162,0.365235924721,0.447229593992,-0.283399999142,-0.376599997282,5.57385015488,4.92773246765,3.20552015305,1.86020445824,1.09689998627
1677,-0.299781560898,-0.779865205288,-0.375790387392,-0.314708352089,-1.45230138302,-0.517268180847,-0.486478567123,-2.2167840004,0.152891039848,0.357899993658,-1.06034994125,0.943749964237,-0.761837780476,-0.173078119755,-0.332039535046,1.91069996357
7043,-0.131117910147,0.32568898797,-0.41792011261,2.00117087364,0.455286890268,0.590885519981,1.32136249542,-0.425904929638,2.10752630234,2.25889992714,-0.271549999714,1.59909999371,0.529069721699,0.197597771883,1.23410797119,0.46250000596
5613,-1.2430202961,-0.796036243439,-0.135506570339,1.36267459393,-0.389202326536,-0.922151446342,-0.945476174355,-1.51962780952,-1.90986502171,2.49749994278,-2.93545007706,-0.0548999905586,-0.79803442955,-0.0972490906715,-2.39810943604,1.14349997044
595,-1.02025413513,-1.53385782242,-2.24558210373,-2.03535556793,0.40877738595,0.858574986458,0.372711718082,-0.191861748695,1.81901228428,0.658100008965,-0.294349998236,4.3001499176,-1.48708796501,-3.00369882584,-1.63324511051,-1.29739999771
4793,2.89012670517,7.00271224976,1.16398274899,8.60474967957,3.40861320496,2.05618023872,3.86610722542,4.62628269196,2.971098423,5.75850009918,2.36365008354,2.82235002518,4.95616149902,3.28524065018,9.48603248596,1.82930004597
2736,-1.01035141945,-1.26299238205,-0.30969119072,-0.143189370632,-1.42907738686,-0.846846520901,-0.324235707521,-0.082717821002,-0.915829539299,1.7621999979,-2.03490018845,-1.81704998016,-0.121449261904,0.583002150059,-0.2840102911,1.83259999752
5290,-0.920800805092,-0.433752894402,-0.23872372508,-0.156325832009,-0.316965401173,-0.898916006088,0.0161239355803,-1.60472369194,-1.10755622387,2.16880011559,-2.01044988632,0.575699985027,-0.522988915443,0.503225684166,0.0850871503353,1.25979995728
6194,-0.283723682165,0.0,0.150694727898,-0.450821071863,0.000240284571191,-0.569312632084,0.0822834447026,-0.429655581713,-2.47132706642,-3.94169998169,-0.00334999989718,-4.69280004501,-1.05662751198,-1.26170492172,-0.272363245487,-3.31710004807
1676,-0.261050879955,-0.333285719156,-1.78772640228,-0.249073028564,0.339658468962,-0.553368747234,-0.278538525105,-0.734361410141,-1.02622592449,1.62059998512,-1.17295002937,1.1331499815,0.136222243309,0.725487232208,-1.08483791351,1.66480004787
23512,-0.436372250319,1.56718027592,0.181150764227,2.64962816238,3.13089442253,1.29996240139,0.529875874519,1.68122959137,-1.28236234188,2.38980007172,2.34409999847,0.565400004387,0.716245770454,-0.800306081772,1.32915782928,-1.42900002003
148022,0.495603322983,4.69572544098,1.64162790775,5.06543540955,0.35552585125,2.17834329605,1.70325016975,1.34096682072,3.87088799477,7.47259998322,0.0462000072002,-0.0956500098109,0.882623314857,-1.61152780056,5.15327215195,1.76460003853
1906,0.0505583509803,2.9588341713,-2.66639447212,1.26029062271,2.14405059814,1.14618194103,1.59406971931,0.369374424219,-0.768663048744,1.53159999847,-0.0476000010967,1.42089998722,3.73153328896,0.29073792696,0.410970658064,1.51259994507
8878,4.90932893753,0.217337176204,1.17668008804,5.58432865143,0.787893295288,1.08740448952,1.02105331421,0.857634544373,2.71553063393,1.20770001411,4.36054992676,0.73449999094,3.73280215263,1.85628175735,1.50515174866,-3.31159996986
3091,0.891874849796,-0.0898312181234,-1.03289675713,2.82597875595,1.37208616734,0.131995260715,0.338725805283,-0.368403404951,-0.0591734051704,0.598800003529,1.25644993782,2.14555001259,-0.308838784695,-0.0343082845211,0.315825283527,-0.000699999975041
5743,7.98758268356,8.53481864929,0.763044834137,4.27934932709,2.74226045609,2.24587345123,2.41072702408,7.12818384171,-0.628605246544,1.47200000286,0.262950003147,0.210700005293,6.4812707901,-0.424109041691,4.58744621277,0.730400025845
5321,-1.04783797264,-0.0194134507328,0.102825179696,-0.0545651614666,-0.219906404614,-0.120089374483,-0.355932027102,-0.370682001114,-1.02280938625,0.883800029755,0.00034999998752,1.64069998264,-0.0187972262502,0.589499533176,-0.451899468899,1.00300002098
4144,-3.99059939384,-4.82671833038,-2.50691771507,-4.96061420441,-4.39290380478,-4.9367852211,-3.37181401253,-3.98263525963,-6.44920825958,-0.795700013638,-3.94605016708,-4.13614988327,-4.51313591003,-3.80417203903,-5.83550167084,-2.08319997787
1981,1.16766679287,-1.31757211685,-0.69312274456,-0.552606344223,-0.642931997776,-0.61340045929,0.548404812813,0.0241700857878,-0.124929219484,0.476700007915,-0.180849999189,-1.97195005417,-0.177226096392,-0.612072885036,-1.2355492115,1.66089999676
695,-0.480901509523,-0.0880514532328,0.680681705475,1.24373078346,0.250214874744,-0.366788387299,-0.82488566637,1.89997899532,0.0611598268151,0.550899982452,1.21309995651,-0.606599986553,0.63414555788,1.44824564457,0.394312620163,-0.345600008965
10398,-0.166924506426,0.350729107857,-0.363440513611,-4.27728462219,-1.28620350361,1.46307599545,-1.14924860001,0.239893198013,-1.85351800919,2.2460000515,-0.93029999733,-0.0336000025272,0.672610640526,-0.302104532719,-1.20077300072,1.19009995461
5708,0.39773157239,-0.984286785126,0.457210481167,-0.423218727112,-2.84693956375,0.042914763093,-0.561007380486,1.24817216396,-2.63946151733,0.749700009823,0.00200000009499,1.53585004807,1.91402125359,0.402967482805,-0.832471191883,1.79229998589
1213,-1.19306206703,-0.107635572553,-0.224929198623,-0.625647485256,-0.5330119133,-1.74607384205,-3.99457359314,-1.01135408878,-4.39899635315,-4.97060012817,2.38534998894,-0.00105000007898,-2.47148036957,-0.98943310976,-0.436509996653,-4.86780023575
226,-0.81491458416,-0.916924953461,0.483623623848,-2.72801923752,-1.72478544712,-0.755085647106,-1.68227171898,-3.05798578262,-2.06991291046,-2.82290005684,0.433200001717,-3.54340004921,-1.26335060596,-1.58755338192,-1.16712832451,-2.45029997826
6777,-0.454029321671,0.700033962727,-0.311545073986,-1.40806925297,-0.00837296247482,0.132957100868,0.453721940517,0.293612450361,-0.66408187151,-0.481700003147,0.196249991655,-0.846199989319,0.54663848877,0.669515907764,0.998565852642,0.0467999987304
2113,2.25450706482,2.96234440804,-0.694088041782,2.36051821709,3.98434376717,1.97938382626,-0.503822624683,0.241156488657,-1.64795255661,0.505200028419,-0.583299994469,0.924149990082,5.10953569412,-0.592332422733,2.98310875893,0.239099994302
3329,-1.55213296413,-4.68966960907,-0.18890658021,-2.06930661201,-1.03940212727,0.310896933079,-2.68739485741,-1.99685192108,-1.99938762188,-3.44359993935,-0.906099975109,-5.51014995575,-1.82297635078,-0.373343616724,-2.84140872955,-2.71449995041
1050,-0.00694984197617,-2.08285689354,3.35600948334,-5.481965065,0.706787228584,-0.757759451866,1.49085795879,-2.85798287392,1.63621735573,-0.749499976635,2.11574983597,-0.0330999791622,-1.37190425396,-0.350263983011,2.29518580437,-2.04870009422
9491,0.0186451617628,-1.03182303905,-0.684051275253,-0.289173901081,0.174938857555,0.127645522356,0.678699374199,-1.02584683895,-0.732159137726,1.41209995747,0.228050008416,1.35654997826,-0.366699159145,0.253692001104,-0.494051963091,0.852100014687
22926,2.5571269989,5.86514425278,4.1059513092,4.73633289337,1.86475527287,2.3275244236,1.94261169434,2.81183743477,1.75083994865,1.13639998436,3.03949999809,4.10500001907,1.20331180096,4.21012496948,0.212452143431,0.455799996853
5899,1.35517668724,-1.43845164776,1.84329235554,0.150636076927,4.96609306335,2.79869675636,1.95284330845,3.96357607841,3.61905670166,0.617399990559,2.67110013962,2.00344991684,1.81076049805,0.287015795708,-0.663757205009,-0.00889999978244
5467,-0.188864484429,0.312958061695,1.84445738792,0.429310977459,-0.0907093584538,-0.312718153,0.954513370991,-0.63439399004,-1.16280639172,2.46860003471,-0.346949994564,1.11779999733,-1.43983626366,0.805100440979,-0.443888366222,0.228100001812
6774,3.50133061409,0.215175569057,0.776730179787,1.16865289211,0.87410825491,0.942031502724,-0.558195471764,1.37296032906,0.89072060585,2.9865000248,1.7283500433,4.17850017548,-1.01495683193,-0.0599137991667,2.69013476372,1.17830002308
