rid,DOS006_VCAP_6H:BRD-K15845256-001-01-5:5.16,DOS006_VCAP_24H:BRD-K15845256-001-01-5:5.16,DOS036_A549_24H:BRD-K15845256-001-01-5:5.16
5720,-0.0941238850355,-1.22742402554,-0.951099991798
466,0.488784313202,-0.511962413788,-0.0122999995947
6009,0.815430045128,2.0192193985,0.172499999404
2309,0.205808714032,-1.54777514935,-0.561900019646
387,0.795087993145,0.753485143185,0.85765004158
3553,-1.00151455402,0.19887894392,-0.106849998236
427,0.474059522152,-0.581653237343,0.115249998868
5898,-0.218153178692,-1.20343279839,-0.576799988747
23365,-0.0704353302717,1.48948979378,-0.254450023174
6657,-0.627359569073,0.749444305897,-0.727950036526
5054,0.326850324869,1.33237409592,-0.724849998951
3108,-0.116714090109,0.983276069164,0.0881499946117
1950,-0.49898865819,-1.53747391701,-0.124800011516
351,0.238628089428,-0.154529899359,-0.863650023937
4846,-0.606619954109,-0.894264519215,-0.296250015497
1452,0.68321788311,1.23600065708,0.866249978542
4776,-0.288388103247,-0.698225080967,-0.171949997544
6908,0.555718660355,-0.324636548758,-0.875100016594
672,0.0655976384878,-0.865480601788,-0.21930000186
5710,0.60693526268,0.236628621817,0.473049998283
2115,-0.427056968212,0.623649656773,-0.180999994278
7015,-0.945982456207,1.98813891411,-0.366700023413
8726,-0.125082179904,2.02750658989,-1.00999999046
2185,-0.90082603693,-0.90954965353,-0.0652000010014
3315,-1.13024604321,3.29093289375,-0.665400028229
5289,-0.763475596905,-0.32266113162,0.175600022078
868,-1.01357424259,1.57878875732,0.770599961281
1677,-0.315324395895,-0.659563839436,0.0897000133991
7043,-0.649413466454,0.704892814159,0.928049981594
5613,-0.631453990936,1.17137789726,0.423749983311
595,0.366499692202,-0.113340824842,1.95879995823
4793,-0.991306304932,-1.50837039948,0.20814999938
2736,-0.431954622269,-0.386068433523,0.216949999332
5290,-2.04099774361,-0.726300060749,-0.615499973297
6194,0.0,0.0,-0.000699999975041
1676,-0.366817593575,-0.761029839516,0.707649946213
23512,0.457867354155,-0.230223864317,-0.0874499976635
148022,0.0634411871433,2.23948669434,-1.12070000172
1906,-0.451440662146,-0.389781475067,-1.00214993954
8878,0.372817516327,-3.0107126236,-2.70914983749
3091,-0.182816118002,-2.69615221024,-2.42650008202
5743,-0.357854902744,3.02915239334,1.39989995956
5321,-0.748635470867,-1.59290194511,-1.17739999294
4144,0.787815690041,-1.1686630249,0.152300000191
1981,0.846451640129,3.27236962318,0.165399998426
695,-0.208288908005,-0.645043492317,4.81970024109
10398,-0.946296751499,1.68829512596,-0.0444499850273
5708,0.0906178802252,0.659621834755,-0.604650020599
1213,0.230280920863,2.13913750648,-2.87585020065
226,-0.502851366997,-0.861747443676,-0.144450008869
6777,0.433687716722,0.568014383316,5.52150011063
2113,-0.50494992733,0.193657577038,-0.323949992657
3329,0.824495792389,0.697676837444,-0.0469999909401
1050,0.0636926442385,-0.132226169109,-0.475450009108
9491,-0.352681457996,0.233614102006,-0.303650021553
22926,-0.0440798103809,3.77021884918,1.00999999046
5899,-0.532307207584,-0.0405885614455,0.372850000858
5467,-0.0527485311031,1.61475336552,0.520849943161
6774,0.073082447052,0.991462171078,-0.419799983501
1788,-0.699790596962,2.43276238441,0.174750000238
5921,-1.02925181389,1.5033762455,1.48600006104
5721,-0.0692308992147,0.402939021587,1.02960002422
2263,-1.19483983517,-1.41163420677,-1.90509998798
808,-0.680817842484,-1.04487371445,0.739199995995
30001,0.517432510853,-1.39977562428,-1.02944993973
348,-0.333105325699,2.4191300869,-0.975000023842
30849,0.508223414421,0.925050854683,-1.27375006676
1454,-0.0627510547638,-2.99520635605,-0.0601499974728
6500,-0.0304002165794,0.740583658218,1.25259995461
5627,0.31466114521,-0.122154049575,0.35609999299
5715,1.14702987671,0.776304900646,0.986350059509
4791,-0.600996613503,-0.331775724888,0.725749969482
56924,0.126506894827,-0.968677818775,0.041749984026
2690,-0.579745531082,-0.73098552227,0.0752000212669
1019,0.285975694656,-0.447411775589,-1.59545004368
51422,0.352565407753,-0.418525874615,0.124199993908
5788,-0.516669988632,-0.197150081396,-0.785499989986
6709,1.11377573013,1.61512923241,-0.83370000124
1277,0.542694091797,0.187464118004,0.968499958515
993,0.978982925415,-0.0773539543152,0.302150011063
7157,-0.0703998953104,-1.21185231209,-1.84535002708
1958,0.0336079448462,-0.757707297802,0.675750017166
4582,-0.395213365555,-0.0905868262053,-1.08585000038
9212,-0.141835391521,0.293981552124,0.284049987793
8440,1.06876695156,0.556735157967,-0.197050005198
6790,-0.33234629035,-1.17776751518,-0.565800011158
8851,0.12487629056,0.469524145126,-1.13359999657
2534,0.0484818518162,1.3982872963,-0.273249983788
4893,-0.77774977684,-0.633817851543,-2.00889992714
665,-0.713649749756,-0.828297257423,-0.376599997282
4313,-0.648043274879,-0.659900784492,-0.602100074291
1022,0.260481238365,-1.44662296772,-0.136449992657
5880,-0.429811865091,-0.21330755949,0.0577500164509
3162,0.112150430679,-1.08198571205,0.135849997401
1282,-0.962785959244,0.700524449348,0.648649990559
3383,-0.135870486498,-0.144738391042,0.305249989033
727,-0.325809419155,-1.69813156128,-0.367300003767
4792,1.00748026371,0.366912096739,0.260699987411
4794,-0.363450467587,-0.0735459327698,0.353650003672
902,-0.23200340569,-1.13875102997,-1.20959997177
8091,-0.260669767857,-1.63263070583,-1.19954991341
3486,-0.0586859583855,0.0022879242897,0.0697000026703
10818,-1.92165386677,0.617442786694,0.228499993682
3454,-0.697011768818,-0.745726048946,-0.638450026512
4282,-0.238628089428,0.0,0.00135000003502
1605,0.455763369799,1.63720059395,0.683249950409
10644,-0.637945473194,-0.247616827488,-1.18869996071
2065,0.436634659767,1.82789468765,0.0315999984741
8321,-0.766716361046,0.0259956419468,-1.69054996967
8503,-0.144235104322,4.66522121429,0.255199998617
7027,0.0143674574792,0.731370806694,-2.02924990654
6850,-0.600818097591,0.0351033210754,-0.0387499928474
1978,0.832631111145,0.0788978859782,0.563149988651
896,0.280527532101,-2.04575276375,-0.549199998379
5777,0.131164968014,-0.222996294498,-0.372899979353
1846,0.0880282223225,-1.77756977081,-0.625100016594
5925,0.133509784937,0.361591935158,0.567900002003
142,1.19469761848,-0.142134785652,-0.427599966526
1021,0.13285844028,0.450412482023,0.298799991608
5699,-0.611357808113,-1.10532951355,-0.776149988174
8061,-0.38112655282,0.237337857485,0.610350012779
1870,-0.34294873476,-1.24215197563,2.17589998245
1398,1.08001196384,2.41038131714,-0.959100008011
3312,1.04933381081,0.792020201683,0.163049995899
891,-0.173838019371,0.640351772308,-0.868250012398
4775,-0.283804446459,0.462890446186,-0.558899998665
5111,0.141055956483,2.08319091797,0.00130000000354
5696,0.574672579765,0.906332135201,-0.476300001144
5588,-0.757622301579,-1.03062880039,-0.146650001407
6839,0.0145898703486,0.29611441493,-0.117850005627
329,-0.148235678673,-4.27533483505,-0.0592999905348
5058,-0.0328330695629,0.957861304283,-0.790100038052
998,0.118543729186,0.0947912335396,-0.295650005341
9134,0.0637764334679,-0.567361831665,-0.614350020885
6616,-0.47987383604,-0.056379429996,0.31970000267
5223,0.958622813225,2.42345738411,0.664600014687
4690,0.446841865778,0.814833462238,1.62790000439
958,-0.938732266426,-1.1553030014,-0.421649992466
