rid,CPC006_A375_6H:BRD-K38985961-001-06-7:160,CPC006_A375_24H:BRD-K38985961-001-06-7:160,CPC006_A549_6H:BRD-K38985961-001-06-7:160,CPC006_A549_24H:BRD-K38985961-001-06-7:160,CPC006_A673_6H:BRD-K38985961-001-06-7:160,CPC006_AGS_6H:BRD-K38985961-001-06-7:160,CPC006_CL34_6H:BRD-K38985961-001-06-7:160,CPC006_CORL23_6H:BRD-K38985961-001-06-7:160,CPC006_COV644_6H:BRD-K38985961-001-06-7:160,CPC006_DV90_6H:BRD-K38985961-001-06-7:160,CPC006_EFO27_6H:BRD-K38985961-001-06-7:160,CPC006_HA1E_6H:BRD-K38985961-001-06-7:160,CPC006_HA1E_24H:BRD-K38985961-001-06-7:160,CPC006_HCC15_6H:BRD-K38985961-001-06-7:160,CPC006_HCC515_6H:BRD-K38985961-001-06-7:160,CPC006_HCC515_24H:BRD-K38985961-001-06-7:160,CPC006_HCT116_6H:BRD-K38985961-001-06-7:160,CPC006_HEC108_6H:BRD-K38985961-001-06-7:160,CPC006_HEPG2_6H:BRD-K38985961-001-06-7:160,CPC006_HT115_6H:BRD-K38985961-001-06-7:160,CPC006_HT29_6H:BRD-K38985961-001-06-7:160,CPC006_HT29_24H:BRD-K38985961-001-06-7:160,CPC006_JHUEM2_6H:BRD-K38985961-001-06-7:160,CPC006_LOVO_6H:BRD-K38985961-001-06-7:160,CPC006_MCF7_6H:BRD-K38985961-001-06-7:160,CPC006_MCF7_24H:BRD-K38985961-001-06-7:160,CPC006_MDST8_6H:BRD-K38985961-001-06-7:160,CPC006_NCIH1694_6H:BRD-K38985961-001-06-7:160,CPC006_NCIH1836_6H:BRD-K38985961-001-06-7:160,CPC006_NCIH2073_6H:BRD-K38985961-001-06-7:160,CPC006_NCIH508_6H:BRD-K38985961-001-06-7:160,CPC006_NCIH596_6H:BRD-K38985961-001-06-7:160,CPC006_NOMO1_6H:BRD-K38985961-001-06-7:160,CPC006_OV7_6H:BRD-K38985961-001-06-7:160,CPC006_PC3_6H:BRD-K38985961-001-06-7:160,CPC006_PC3_24H:BRD-K38985961-001-06-7:160,CPC006_PL21_6H:BRD-K38985961-001-06-7:160,CPC006_RMGI_6H:BRD-K38985961-001-06-7:160,CPC006_RMUGS_6H:BRD-K38985961-001-06-7:160,CPC006_SKLU1_6H:BRD-K38985961-001-06-7:160,CPC006_SKM1_6H:BRD-K38985961-001-06-7:160,CPC006_SKMEL1_6H:BRD-K38985961-001-06-7:160,CPC006_SKMEL28_6H:BRD-K38985961-001-06-7:160,CPC006_SNGM_6H:BRD-K38985961-001-06-7:160,CPC006_SNU1040_6H:BRD-K38985961-001-06-7:160,CPC006_SNUC4_6H:BRD-K38985961-001-06-7:160,CPC006_SNUC5_6H:BRD-K38985961-001-06-7:160,CPC006_SW480_6H:BRD-K38985961-001-06-7:160,CPC006_SW620_6H:BRD-K38985961-001-06-7:160,CPC006_SW948_6H:BRD-K38985961-001-06-7:160,CPC006_T3M10_6H:BRD-K38985961-001-06-7:160,CPC006_THP1_6H:BRD-K38985961-001-06-7:160,CPC006_TYKNU_6H:BRD-K38985961-001-06-7:160,CPC006_U937_6H:BRD-K38985961-001-06-7:160,CPC006_VCAP_6H:BRD-K38985961-001-06-7:160,CPC006_VCAP_24H:BRD-K38985961-001-06-7:160,CPC006_WSUDLCL2_6H:BRD-K38985961-001-06-7:160,CPC010_A375_6H:BRD-K38985961-001-08-3:10,CPC010_A549_6H:BRD-K38985961-001-08-3:10,CPC010_A549_24H:BRD-K38985961-001-08-3:10,CPC010_HA1E_6H:BRD-K38985961-001-08-3:10,CPC010_HCC515_6H:BRD-K38985961-001-08-3:10,CPC010_HEPG2_6H:BRD-K38985961-001-08-3:10,CPC010_HT29_6H:BRD-K38985961-001-08-3:10,CPC010_MCF7_6H:BRD-K38985961-001-08-3:10,CPC010_MCF7_24H:BRD-K38985961-001-08-3:10,CPC010_PC3_6H:BRD-K38985961-001-08-3:10,CPC010_PC3_24H:BRD-K38985961-001-08-3:10,CPC010_VCAP_6H:BRD-K38985961-001-08-3:10,CPC010_VCAP_24H:BRD-K38985961-001-08-3:10,CPC006_H1299_6H:BRD-K38985961-001-06-7:160,CPC006_RKO_6H:BRD-K38985961-001-06-7:160
5720,-0.657644867897,0.495485931635,0.739331841469,0.835414588451,-0.486349999905,-0.986950039864,-0.810950040817,-0.513650000095,0.317350000143,-0.526950001717,0.0133500024676,-0.708401918411,-1.94275867939,0.386136949062,-0.28320351243,0.173132225871,0.523199975491,0.932749986649,-0.00370756536722,-0.614250004292,-0.100296542048,0.451735526323,-1.46315002441,0.440549969673,-1.02010047436,0.0289262682199,1.69685006142,0.275699973106,-0.655900001526,0.0215499997139,0.96899998188,0.0596499964595,-0.589249968529,-1.02024996281,-0.625057160854,0.216386198997,-0.264550000429,0.00420000404119,-0.300584256649,0.304949998856,0.940549969673,-1.19085001945,0.306950002909,1.22650003433,-0.187149971724,0.400700032711,-1.91825008392,0.660549998283,0.0274247042835,0.751014828682,-1.54820001125,0.0340863093734,-1.67925000191,-0.448450028896,-0.0445966422558,-0.883489370346,0.184300005436,0.257618039846,-3.6208999157,0.0850999951363,0.270884692669,0.388595759869,0.107406467199,0.343036174774,0.121649496257,0.106348901987,-0.386228322983,-0.579828441143,-0.938853740692,-1.515396595,-0.0866499841213,0.074249997735
466,-0.0376082584262,0.205101847649,0.126266553998,-0.490494847298,-0.0822499990463,-0.399150013924,-0.476599991322,-0.703050017357,-0.561900019646,0.369849979877,-1.04735004902,-0.730651378632,-0.538650631905,0.0625622048974,0.278880834579,0.688974797726,0.540750026703,-0.00431448221207,0.36309671402,-0.551549911499,-0.906312584877,-1.00395977497,-1.4768999815,0.590349972248,-0.138130545616,-0.0530060231686,-0.890200018883,0.261950016022,-0.877100050449,-0.382600009441,0.233549997211,-1.88445007801,-0.389299988747,0.606299996376,0.0933805853128,-0.767839789391,-0.702399969101,0.252449989319,-0.201386734843,0.432850003242,0.301400005817,-1.15289998055,-0.325349986553,-0.102450013161,-0.444350004196,-0.804899990559,-0.833149969578,-0.0943499952555,-1.24334430695,1.26800966263,-0.386000007391,0.265335470438,-0.172600015998,0.225500002503,0.114075876772,-0.202373325825,0.889800012112,-0.263247996569,-4.73635005951,-0.10355001688,0.338850677013,-0.692307293415,0.194511562586,0.0519939661026,-0.213672459126,0.382817089558,-0.146891534328,-0.248700141907,-1.07858335972,-0.25838753581,-0.00644999742508,0.541800022125
6009,0.207641929388,0.466198414564,0.427448958158,-1.2873980999,0.0756500065327,0.16914999485,0.0817999839783,-0.166700005531,0.0283500030637,-0.170949995518,-0.507950007915,0.675134778023,-1.73655128479,0.567895054817,-0.295160710812,-0.0480877421796,0.6575999856,-0.0726369172335,-0.467579782009,-4.47755002975,-0.0588662326336,-0.383373588324,-1.27889990807,-0.792150020599,-0.606089711189,-0.15105573833,-0.758399963379,-0.173999994993,-1.03034996986,0.483000010252,-0.0506500005722,0.155949994922,-0.553249955177,0.579699993134,0.560835897923,0.289725095034,0.358599990606,0.797900021076,0.0294710546732,-0.636449992657,-0.52429997921,-0.993600010872,0.64359998703,0.802649974823,-1.01209998131,0.0860000103712,-0.660650014877,-0.416400015354,0.180785194039,0.211086392403,-4.26020002365,-0.0128813832998,-1.22250008583,-1.05400002003,-0.621699213982,-0.494587242603,-0.288150012493,-0.200854435563,-0.682200014591,-0.433899998665,0.67630559206,-0.673496544361,-0.0624139234424,1.08512222767,-0.956563711166,-0.236087709665,-0.668773412704,-0.0961343050003,-0.699660599232,0.54396468401,0.914700031281,-0.0699499994516
2309,-0.231257230043,-1.01687598228,-0.572767615318,-0.483625173569,-0.764950037003,-0.673449993134,-0.791999995708,-0.915300011635,0.0969000160694,-0.57984995842,0.388949990273,-0.649435460567,-2.16908788681,-1.09979724884,-0.141034156084,-0.687738895416,-1.1603000164,0.337508112192,-0.153955101967,-0.471899986267,-0.625377774239,0.125542119145,-0.477249979973,0.0925499945879,0.0488982535899,0.369731724262,-0.0923500061035,-0.45094999671,-1.81330001354,0.0446499884129,0.866899967194,-0.412049978971,-0.549300014973,-1.21315002441,-0.612794756889,-0.172762066126,-0.203950002789,0.716949999332,0.649053454399,0.259099990129,-0.746099948883,-0.121550008655,-0.235849991441,0.883849978447,-0.460399985313,-1.47510004044,-1.48685002327,-0.216549992561,-1.1875654459,-0.201151847839,-1.12189996243,-0.516280829906,-0.228650003672,-0.348649978638,-0.507311224937,-0.371381402016,1.0339499712,-0.168149888515,-1.52799999714,-0.367700010538,0.678635418415,-0.305978685617,-0.00940284878016,0.152138471603,-0.157979398966,-0.854337751865,-0.648740708828,-0.0888007804751,-0.325539529324,-1.04330468178,-0.169100001454,1.5531001091
387,0.360148251057,0.246677368879,-0.214082196355,-0.0245415717363,-0.4007999897,0.296400010586,0.0482500046492,0.145599991083,-0.0791999995708,-0.0227499995381,0.320450007915,0.276770561934,0.0595732145011,0.231689870358,-0.727294147015,-0.0628513172269,1.38125002384,0.99958127737,0.330121308565,-5.26684999466,-0.606887698174,-0.602232575417,0.354399979115,-0.646899998188,0.48846206069,-0.0247633457184,0.271049976349,-0.0425000041723,0.226800009608,-0.884000062943,0.9646499753,-0.377250015736,0.20094999671,-1.66875004768,-0.527861952782,0.0431922227144,0.499499976635,-0.0839499980211,-0.241245448589,0.235750004649,-0.0342999994755,1.33815002441,-0.215849995613,0.759700000286,0.586700022221,-0.254199981689,-3.49345016479,0.339500010014,0.155463159084,-0.183576464653,-0.356200009584,-0.118273675442,-1.2853000164,0.0904500037432,-0.348185479641,-0.86080211401,0.595200002193,-0.252147585154,1.88689994812,-0.173600003123,-0.21498131752,-0.246711790562,-0.454076230526,0.404279083014,-0.707118630409,0.161348357797,-0.396433383226,0.259242236614,-1.72845125198,0.464880108833,-0.180800005794,0.56400001049
3553,-0.806831777096,0.895305454731,-0.272470235825,-0.477894097567,0.322250008583,0.750599980354,0.535899996758,-0.81400001049,-0.00369998812675,0.88814997673,-0.210500001907,-0.833544015884,0.879705071449,0.354992806911,0.334254026413,-0.161582633853,-0.22595000267,0.0920024514198,-1.05020904541,-0.072400033474,0.058896176517,-0.123559191823,1.18650007248,-0.246749997139,0.0942894071341,1.0466132164,0.142749994993,-0.309849977493,-0.152149990201,1.25480008125,-0.812950015068,0.848049998283,-0.61470001936,1.44094991684,-0.994729042053,0.996615767479,-0.755649983883,0.0166000127792,-0.568412780762,-0.738900005817,-0.316299974918,1.66464996338,1.75335001945,-0.92435002327,-0.71639996767,-0.0272499918938,-0.347100019455,-0.309000015259,-0.199851244688,-0.874823093414,0.0502000004053,-0.297065079212,-0.162949979305,0.568850040436,-0.00383726507425,0.90197122097,-0.0524999797344,-0.204612851143,1.07365000248,0.11755001545,-0.319917440414,0.924963831902,-0.30800652504,-0.48800739646,0.502537071705,0.750423848629,0.0137129575014,0.630031347275,0.384202748537,1.0994232893,0.053250014782,-0.142300009727
427,0.971730828285,-0.300878345966,0.0201046653092,-0.831434845924,-0.00775000452995,0.0393999963999,-0.0548000000417,2.29520010948,-0.557799994946,0.161899998784,0.824550032616,0.0297193229198,-0.901979863644,-0.0194962620735,0.031836181879,0.209327951074,1.18149995804,0.871869206429,0.544119715691,-0.0432499647141,-0.451146960258,0.140352070332,-0.995249986649,-0.629299998283,-0.0974738299847,-0.269882470369,-0.871500015259,0.480400025845,-0.285400003195,0.341850012541,0.432950019836,-0.460500001907,0.167799994349,1.22574996948,-1.12945365906,-1.29013383389,-0.763499975204,-0.107200011611,-0.322820842266,-0.20609998703,0.0124500021338,-0.686650037766,-0.144099995494,2.8803498745,-0.608250021935,-0.0746500045061,4.58400011063,-0.560449957848,-0.519720673561,0.198202192783,-0.553499996662,0.491548478603,-0.0725499987602,-1.07924997807,-0.196585834026,-0.0248030722141,0.328200012445,0.123501174152,-2.65310001373,0.395549982786,-0.358102470636,-0.97257745266,-0.681873679161,-0.965040922165,0.683821260929,0.771058917046,-0.276137143373,-0.104281917214,0.326181411743,-0.135452508926,0.330650031567,1.38864994049
5898,0.117988437414,0.614881873131,0.445500791073,0.215759977698,-0.67585003376,0.434500008821,-1.26804995537,0.168850004673,-0.816500008106,-0.3708999753,0.3871999681,0.644062519073,2.43321180344,-0.85560888052,-0.39444103837,-0.20847786963,-0.502499997616,-0.311785787344,0.892979264259,-2.8220000267,0.15312166512,-0.129222586751,0.156949996948,0.714450001717,-0.0306712090969,-1.83081150055,-0.170100003481,-0.0063000023365,-0.678900003433,0.62809997797,-0.126749992371,-0.632950007915,-0.1100499928,1.44410002232,0.330628186464,-0.406642466784,-0.621050000191,-0.702399969101,0.0700226575136,-0.0469500012696,-0.895049989223,0.206550002098,-1.41960000992,-1.316650033,-0.710199952126,-1.44225001335,-0.698500037193,0.379599988461,-0.4533418715,0.440543234348,-3.47839999199,-0.0863567069173,-0.159350007772,-1.04885005951,-1.6898471117,0.201745688915,-0.130050003529,-0.258302778006,0.89485001564,0.671650052071,0.00743182003498,-0.0322910174727,-0.213726341724,0.60526651144,-0.81707906723,0.358726024628,-0.268444865942,-1.12671971321,1.11603760719,0.827259421349,0.753700017929,0.662900030613
23365,0.104388490319,-0.0569642782211,0.0774012953043,0.637566685677,0.369000017643,1.65885007381,-0.629050016403,1.48290002346,0.894549965858,0.73869997263,0.835299968719,-0.300892710686,0.159938797355,0.0939919352531,-0.300051391125,-0.302353799343,0.459600031376,0.2803606987,0.377497136593,1.75740003586,-0.0312558561563,-0.341977059841,1.21280002594,-0.562900006771,0.057699367404,0.034802865237,3.04010009766,-0.353100001812,-0.0453500151634,1.34039998055,0.209050014615,-0.571600019932,-0.618099987507,0.686300039291,0.941822528839,-0.177870392799,0.498600006104,1.1861000061,1.3508605957,0.0886999964714,0.648149967194,0.0459500029683,2.99924993515,0.339350014925,0.989250004292,-0.662850022316,0.873849987984,-0.344249993563,-1.52112579346,0.340219885111,1.77540004253,2.02734470367,0.344200015068,0.17689999938,0.593345046043,0.0535259693861,0.328500032425,0.0583802573383,0.467149972916,0.555449962616,-0.868653476238,-0.0198794603348,-0.588477194309,-0.70196223259,-0.521653950214,-0.647059738636,-0.756298184395,-0.252715408802,-0.862226366997,0.237774163485,0.754649996758,1.14639997482
6657,-1.85412704945,-0.606156229973,-0.470342755318,-0.300514757633,1.5665500164,-0.601999998093,0.503049969673,-1.08439993858,-1.2976000309,-0.167649999261,-0.882050037384,-0.0515967048705,0.0606705024838,0.510124802589,0.299534201622,0.402467936277,-0.26115000248,-0.0313384830952,-0.650216162205,-0.767249941826,0.126042768359,0.29737174511,1.56420004368,-0.298449993134,-0.441430151463,0.661705970764,0.630249977112,-0.548099994659,0.259750008583,0.964999973774,-0.659399986267,0.796700000763,-0.104249998927,1.43669998646,0.33859655261,-0.328118771315,-0.385450005531,-0.0887500047684,-0.428649544716,-0.689549982548,-0.02104999125,1.23210000992,0.539699971676,-0.449149996042,-0.156149998307,0.275449991226,1.46019995213,0.211600005627,0.343733936548,-0.483913391829,0.379799991846,0.106314226985,0.163749992847,0.0232999920845,-0.231318220496,0.463066995144,-1.03365004063,-0.184425190091,-2.73734998703,-0.520599961281,0.280512452126,1.32241535187,0.186204224825,-0.919433474541,0.461163014174,0.809209108353,0.188409432769,0.502759873867,-0.0285251028836,0.909285247326,0.105150014162,-0.349550008774
