rid,CPC002_HA1E_6H:BRD-K53523901-001-02-8:10,CPC002_HA1E_24H:BRD-K53523901-001-02-8:10,CPC002_HCC515_6H:BRD-K53523901-001-02-8:10,CPC002_HCC515_24H:BRD-K53523901-001-02-8:10,CPC002_PC3_6H:BRD-K53523901-001-02-8:10,CPC002_PC3_24H:BRD-K53523901-001-02-8:10,CPC002_VCAP_6H:BRD-K53523901-001-02-8:10,CPC002_VCAP_24H:BRD-K53523901-001-02-8:10,CPC016_A375_6H:BRD-K53523901-001-02-8:10,CPC016_A549_6H:BRD-K53523901-001-02-8:10,CPC016_A549_24H:BRD-K53523901-001-02-8:10,CPC016_ASC_24H:BRD-K53523901-001-02-8:10,CPC016_HEPG2_6H:BRD-K53523901-001-02-8:10,CPC016_HT29_6H:BRD-K53523901-001-02-8:10,CPC016_MCF7_6H:BRD-K53523901-001-02-8:10,CPC016_MCF7_24H:BRD-K53523901-001-02-8:10,CPC016_NEU_24H:BRD-K53523901-001-02-8:10,CPC016_NPC_24H:BRD-K53523901-001-02-8:10,CPC016_SKB_24H:BRD-K53523901-001-02-8:10,CVD001_HEPG2_6H:BRD-K53523901-001-01-0:10,CVD001_HEPG2_6H:BRD-K53523901-001-01-0:2.5,CVD001_HEPG2_24H:BRD-K53523901-001-01-0:10,CVD001_HEPG2_24H:BRD-K53523901-001-01-0:2.5,CVD001_HUH7_6H:BRD-K53523901-001-01-0:10,CVD001_HUH7_6H:BRD-K53523901-001-01-0:2.5,CVD001_HUH7_24H:BRD-K53523901-001-01-0:10,CVD001_HUH7_24H:BRD-K53523901-001-01-0:2.5,CVD001_PHH_6H:BRD-K53523901-001-01-0:10,CVD001_PHH_6H:BRD-K53523901-001-01-0:2.5,CVD001_PHH_24H:BRD-K53523901-001-01-0:10,CVD001_PHH_24H:BRD-K53523901-001-01-0:2.5
5720,-0.483488917351,-0.265767097473,-0.741129815578,-0.235410019755,0.777902901173,0.391988396645,0.96209859848,1.37011051178,-0.319037675858,0.0839999988675,-0.936442375183,2.60775017738,-0.277732074261,0.314309924841,-0.39326146245,0.00706603936851,0.146350502968,-0.697052598,1.10913336277,0.341930091381,-0.123080447316,-0.788627743721,-2.26334738731,-0.58262860775,0.793442487717,-0.479645460844,0.306131929159,-1.6261909008,0.490400016308,1.17840111256,0.123158320785
466,-0.696749567986,0.867723107338,0.447605878115,-0.148986175656,0.281295567751,-1.57471597195,0.0320167094469,0.423250108957,-0.905617058277,0.371650010347,-0.292938500643,-1.81809997559,0.525685429573,-0.549520015717,-0.427697986364,-0.452737390995,-0.424945682287,-0.802810192108,1.01246666908,1.27955424786,0.678847014904,0.125577896833,0.227333247662,0.196050018072,0.771336555481,-1.54893779755,-0.366799503565,0.00938981771469,0.92334997654,-0.150826245546,-0.714179575443
6009,-0.573342323303,-0.813363432884,-0.344726324081,-0.359682351351,0.62763017416,-0.383319884539,0.424432992935,-0.53244304657,-0.53605735302,0.0,-3.83182859421,2.08039999008,0.776519536972,0.130546674132,-0.590969204903,-0.0826922506094,0.105679884553,-1.37061417103,-1.43193340302,1.03716516495,1.68881976604,-0.0615821778774,-0.181733056903,1.84860038757,0.380267202854,0.10463308543,0.208077058196,1.30530202389,-0.60095000267,0.858120203018,-0.796286225319
2309,-0.177777603269,0.0191571712494,0.608390688896,0.188106581569,-0.726171076298,0.251120448112,-0.0467088110745,-0.219506815076,0.910682320595,-0.716850042343,3.0171122551,2.12010002136,1.15854501724,-0.0500347353518,0.583186805248,0.510482490063,-0.684831440449,0.80258846283,-0.485599964857,1.0142056942,1.3871948719,1.50788378716,1.23206996918,-0.547273635864,0.21725012362,0.552976250648,0.240452796221,-0.0557097792625,-0.150449991226,-0.424679100513,-0.693379878998
387,-0.408764302731,0.34154972434,-0.0446395352483,-0.198779895902,0.305009543896,0.149618685246,0.142065018415,0.472708195448,-0.545348703861,-0.132449999452,-2.42507481575,1.60280013084,0.58401465416,0.300529509783,0.476545929909,-0.773828804493,-0.531228005886,-1.24277234077,-0.863633394241,0.664171218872,1.66079258919,0.586627364159,0.2159935534,1.71339488029,1.65630841255,-0.0198642760515,-0.106712907553,0.835693359375,0.485550016165,-0.515389680862,-0.817143619061
3553,-0.0181765258312,0.327583372593,0.922242701054,-0.595820963383,-1.08682012558,0.756200671196,-0.908367455006,0.291477710009,1.02154648304,0.294249981642,0.152519702911,-2.15040016174,-0.693541944027,0.931251168251,0.440538793802,-0.156658887863,0.0555750057101,-0.170151561499,0.839866697788,-0.349110275507,2.01854419708,-0.102541804314,0.0613634884357,0.143309414387,-0.597345471382,-0.352123975754,-0.0474763065577,-1.29939556122,-0.680000007153,0.0438351035118,0.736861169338
427,0.529362797737,-0.0326134562492,0.414551228285,0.135981976986,0.151626884937,-0.791891396046,-0.690504610538,0.279516071081,1.15418362617,0.230199992657,0.984550356865,-0.357899993658,-0.310148835182,-0.211490809917,-0.436918914318,-0.591872930527,2.20274400711,1.0737221241,0.880166709423,-0.050662368536,1.47204947472,-0.48924857378,-0.0400193184614,0.492205530405,-0.25731241703,0.929842472076,0.687681078911,-0.541150569916,-1.89175009727,0.00250728428364,-0.289621472359
5898,0.430028647184,-0.433076620102,0.0602913498878,-0.356323838234,0.973999321461,-0.27687856555,-2.66613507271,0.373338401318,-3.40840816498,-0.420400083065,0.358833044767,2.88555002213,0.374243438244,-0.787282288074,0.0876569151878,-0.889042615891,0.431556254625,0.109568439424,1.45889997482,1.48225224018,0.420238345861,1.37255418301,1.38167572021,1.00794136524,0.505207777023,-1.0756623745,-0.383099645376,0.621173977852,1.17044997215,-0.194470748305,-0.110504806042
23365,0.500770688057,0.0238390266895,0.158307611942,0.805165350437,-0.088374838233,0.424562484026,-0.220437288284,-1.03383278847,-1.23009562492,0.127149999142,-0.431213080883,-0.139400005341,0.114999458194,1.02653634548,-1.21653914452,-0.443853735924,0.397759377956,-0.67896515131,0.125833362341,0.94212937355,0.91894775629,1.45911192894,2.50858235359,1.47309446335,1.69694185257,0.425470709801,1.28842651844,0.156068950891,-0.44470000267,-0.109584078193,-0.0797029733658
6657,0.220740064979,0.857888102531,-0.00264099240303,0.607006371021,-1.54718327522,-0.996446490288,-0.738356232643,-0.658606171608,0.14421351254,-0.401849985123,-0.527369856834,-0.60640001297,-0.581888198853,0.28023660183,0.522170960903,0.138473004103,-1.41093468666,-0.0147506594658,0.504333436489,0.34166175127,1.92813253403,-0.33750474453,0.09270401299,-0.393886864185,-0.430475056171,-0.0481206029654,0.0472052097321,-0.742075681686,-0.705549955368,0.622917830944,1.13119912148
