rid,CPD001_MCF7_6H:BRD-K68553471-003-09-9:10,CPD001_MCF7_24H:BRD-K68553471-003-09-9:10,CPD001_PC3_24H:BRD-K68553471-003-09-9:10,BRAF001_A375_24H:BRD-K68553471-003-09-9:10,BRAF001_A375_24H:BRD-K68553471-003-09-9:2.5,BRAF001_A375_24H:BRD-K68553471-003-09-9:0.625,BRAF001_A375_24H:BRD-K68553471-003-09-9:0.15625,BRAF001_A375_6H:BRD-K68553471-003-09-9:10,BRAF001_A375_6H:BRD-K68553471-003-09-9:2.5,BRAF001_A375_6H:BRD-K68553471-003-09-9:0.625,BRAF001_A375_6H:BRD-K68553471-003-09-9:0.15625,BRAF001_HEK293T_24H:BRD-K68553471-003-09-9:10,BRAF001_HEK293T_24H:BRD-K68553471-003-09-9:2.5,BRAF001_HEK293T_24H:BRD-K68553471-003-09-9:0.625,BRAF001_HEK293T_24H:BRD-K68553471-003-09-9:0.15625,BRAF001_HEK293T_6H:BRD-K68553471-003-09-9:10,BRAF001_HEK293T_6H:BRD-K68553471-003-09-9:2.5,BRAF001_HEK293T_6H:BRD-K68553471-003-09-9:0.625,BRAF001_HEK293T_6H:BRD-K68553471-003-09-9:0.15625
5720,-0.218939006329,0.167402505875,-0.0570794083178,-0.637071609497,-0.0778127163649,-0.468730121851,-0.70106947422,-0.308183163404,0.108927600086,-0.82226896286,-1.03225183487,0.213633462787,0.101912155747,-0.673215985298,-0.822911441326,-0.616190493107,-0.138794198632,-0.539303958416,-0.999088764191
466,0.277365237474,-0.224360093474,0.512613296509,-0.397568643093,-0.0738181769848,-0.066109418869,-0.192798703909,0.149555623531,0.538933992386,-0.136033177376,0.2689473629,0.131726890802,0.591173410416,-0.232276305556,-0.569600582123,-0.722759604454,-0.651781439781,-0.485004246235,0.052909232676
6009,-0.332833439112,-0.798212110996,0.42866230011,-0.0138361304998,-0.662485778332,-0.030980579555,-0.0858983099461,0.288514614105,-0.133535787463,0.445081919432,0.836477994919,-0.407887548208,-0.126160800457,-0.309796601534,-0.345554202795,0.577284932137,-0.194232270122,0.32348972559,-0.23392547667
2309,-0.0156598985195,1.72757339478,0.0242602750659,0.326720237732,0.0594469159842,-0.149607807398,-0.76456451416,0.940723657608,-0.133783534169,0.472084015608,0.0444331020117,0.0969074368477,-0.134956970811,0.339002400637,-0.146739959717,1.12318742275,0.00914437323809,0.23935829103,0.125299558043
387,-0.322294205427,1.47614097595,0.247574239969,-0.687633156776,0.240485340357,0.157926738262,-0.059482395649,-0.210805892944,-0.0523409172893,0.159783557057,1.47267282009,0.168795585632,-0.279207915068,0.843778550625,0.734202921391,-0.480105996132,-0.678292036057,0.66231149435,0.455192685127
3553,-0.872087478638,0.391905635595,-1.04542219639,-0.515771865845,0.408850282431,-0.61843842268,0.297324150801,0.00104307290167,-0.15732845664,0.184128373861,-0.00916767958552,-0.258780300617,0.470691621304,-0.217955052853,-0.0787593722343,-0.25271371007,-0.62463504076,-0.16014239192,-0.725100934505
427,0.718295395374,-0.0973986536264,-0.237156629562,-0.474488019943,0.197938323021,-0.547151744366,-0.299972444773,-0.190537527204,-0.0996355861425,-5.66374510527e-05,-0.617898106575,0.211795091629,-0.222386628389,0.134487718344,0.457536935806,-0.656500339508,-0.257011860609,-0.793802082539,-0.473824441433
5898,-0.528752923012,-3.05560088158,0.172450721264,-1.45508551598,-0.963879108429,-0.113823413849,-1.36267697811,-1.26107811928,-0.588736891747,-0.575005531311,-0.21214646101,-0.290864139795,-0.549877822399,-0.499113887548,-2.01721835136,0.466105103493,-0.754570543766,-0.303919404745,-0.929483771324
23365,0.464072436094,-0.993176996708,0.273478806019,-0.625992655754,0.411253511906,0.264816254377,0.617686927319,-0.356291949749,-0.44492149353,-0.134791910648,0.920481324196,0.39504557848,0.304758250713,0.651890397072,0.331399202347,-1.23872721195,-0.238199546933,-0.2270373106,0.736308217049
6657,-1.62791728973,0.864011347294,-0.732537865639,0.782967209816,-0.253650039434,0.140256732702,-0.363496929407,0.122224844992,0.199263438582,0.18565030396,-0.50966411829,0.211461246014,-0.730628490448,-0.155856892467,-0.896704733372,0.802796900272,0.292875111103,0.29357612133,-0.0381080508232
