rid,CPC012_A375_6H:BRD-K87909389-003-01-8:10,CPC013_A375_6H:BRD-K87909389-001-02-0:10,CPC013_A375_6H:BRD-K87909389-001-01-2:10,CPC012_A549_6H:BRD-K87909389-003-01-8:10,CPC013_A549_6H:BRD-K87909389-001-02-0:10,CPC013_A549_6H:BRD-K87909389-001-01-2:10,CPC012_A549_24H:BRD-K87909389-003-01-8:10,CPC013_A549_24H:BRD-K87909389-001-02-0:10,CPC013_A549_24H:BRD-K87909389-001-01-2:10,CPC012_ASC_24H:BRD-K87909389-003-01-8:10,CPC013_ASC_24H:BRD-K87909389-001-02-0:10,CPC013_ASC_24H:BRD-K87909389-001-01-2:10,CPC012_HA1E_6H:BRD-K87909389-003-01-8:10,CPC013_HA1E_6H:BRD-K87909389-001-02-0:10,CPC013_HA1E_6H:BRD-K87909389-001-01-2:10,CPC012_HCC515_6H:BRD-K87909389-003-01-8:10,CPC013_HCC515_6H:BRD-K87909389-001-02-0:10,CPC013_HCC515_6H:BRD-K87909389-001-01-2:10,CPC013_HEPG2_6H:BRD-K87909389-001-02-0:10,CPC013_HEPG2_6H:BRD-K87909389-001-01-2:10,CPC012_HT29_6H:BRD-K87909389-003-01-8:10,CPC012_MCF7_6H:BRD-K87909389-003-01-8:10,CPC012_MCF7_24H:BRD-K87909389-003-01-8:10,CPC012_NEU_24H:BRD-K87909389-003-01-8:10,CPC012_NPC_24H:BRD-K87909389-003-01-8:10,CPC012_PC3_6H:BRD-K87909389-003-01-8:10,CPC012_PC3_24H:BRD-K87909389-003-01-8:10,CPC012_PHH_24H:BRD-K87909389-003-01-8:10,CPC012_SKB_24H:BRD-K87909389-003-01-8:10,CPC012_VCAP_6H:BRD-K87909389-003-01-8:10,CPC012_VCAP_24H:BRD-K87909389-003-01-8:10,CPC013_HT29_6H:BRD-K87909389-001-02-0:10,CPC013_HT29_6H:BRD-K87909389-001-01-2:10,CPC013_MCF7_6H:BRD-K87909389-001-02-0:10,CPC013_MCF7_6H:BRD-K87909389-001-01-2:10,CPC013_MCF7_24H:BRD-K87909389-001-02-0:10,CPC013_MCF7_24H:BRD-K87909389-001-01-2:10,CPC013_NEU_24H:BRD-K87909389-001-01-2:10,CPC013_NPC_24H:BRD-K87909389-001-02-0:10,CPC013_PC3_6H:BRD-K87909389-001-02-0:10,CPC013_PC3_6H:BRD-K87909389-001-01-2:10,CPC013_PC3_24H:BRD-K87909389-001-02-0:10,CPC013_PC3_24H:BRD-K87909389-001-01-2:10,CPC013_SKB_24H:BRD-K87909389-001-02-0:10,CPC013_SKB_24H:BRD-K87909389-001-01-2:10,CPC013_VCAP_6H:BRD-K87909389-001-02-0:10,CPC013_VCAP_6H:BRD-K87909389-001-01-2:10,CPC013_VCAP_24H:BRD-K87909389-001-01-2:10,LJP001_BT20_6H:BRD-K87909389-001-04-6:10,LJP001_BT20_6H:BRD-K87909389-001-04-6:2,LJP001_BT20_6H:BRD-K87909389-001-04-6:0.4,LJP001_BT20_6H:BRD-K87909389-001-04-6:0.08,LJP001_BT20_24H:BRD-K87909389-001-04-6:10,LJP001_BT20_24H:BRD-K87909389-001-04-6:0.08,LJP001_BT20_24H:BRD-K87909389-001-04-6:0.4,LJP001_HS578T_6H:BRD-K87909389-001-04-6:10,LJP001_HS578T_6H:BRD-K87909389-001-04-6:2,LJP001_HS578T_6H:BRD-K87909389-001-04-6:0.4,LJP001_HS578T_6H:BRD-K87909389-001-04-6:0.08,LJP001_HS578T_24H:BRD-K87909389-001-04-6:0.4,LJP001_HS578T_24H:BRD-K87909389-001-04-6:0.08,LJP001_HS578T_24H:BRD-K87909389-001-04-6:10,LJP001_MCF10A_6H:BRD-K87909389-001-04-6:10,LJP001_MCF10A_6H:BRD-K87909389-001-04-6:2,LJP001_MCF10A_6H:BRD-K87909389-001-04-6:0.4,LJP001_MCF10A_6H:BRD-K87909389-001-04-6:0.08,LJP001_MCF10A_24H:BRD-K87909389-001-04-6:0.4,LJP001_MCF10A_24H:BRD-K87909389-001-04-6:0.08,LJP001_MCF10A_24H:BRD-K87909389-001-04-6:2,LJP001_MCF7_6H:BRD-K87909389-001-04-6:2,LJP001_MCF7_6H:BRD-K87909389-001-04-6:10,LJP001_MCF7_6H:BRD-K87909389-001-04-6:0.4,LJP001_MCF7_6H:BRD-K87909389-001-04-6:0.08,LJP001_MCF7_24H:BRD-K87909389-001-04-6:0.08,LJP001_MDAMB231_6H:BRD-K87909389-001-04-6:10,LJP001_MDAMB231_6H:BRD-K87909389-001-04-6:2,LJP001_MDAMB231_6H:BRD-K87909389-001-04-6:0.4,LJP001_MDAMB231_6H:BRD-K87909389-001-04-6:0.08,LJP001_MDAMB231_24H:BRD-K87909389-001-04-6:0.4,LJP001_MDAMB231_24H:BRD-K87909389-001-04-6:0.08,LJP001_SKBR3_6H:BRD-K87909389-001-04-6:2,LJP001_SKBR3_6H:BRD-K87909389-001-04-6:0.08,LJP001_SKBR3_6H:BRD-K87909389-001-04-6:10,LJP001_SKBR3_6H:BRD-K87909389-001-04-6:0.4,LJP001_SKBR3_24H:BRD-K87909389-001-04-6:0.4,LJP001_SKBR3_24H:BRD-K87909389-001-04-6:0.08,HOG003_A549_24H:BRD-K87909389-001-01-2:3.33,HOG003_A549_24H:BRD-K87909389-001-01-2:1.11,HOG003_A549_24H:BRD-K87909389-001-01-2:0.3704,HOG003_A549_24H:BRD-K87909389-001-01-2:0.1235,HOG003_A549_24H:BRD-K87909389-001-01-2:0.0412,HOG003_A549_24H:BRD-K87909389-001-01-2:0.013,HOG003_A549_24H:BRD-K87909389-001-01-2:0.0045,HOG003_A549_24H:BRD-K87909389-001-01-2:0.0015,HOG003_A549_24H:BRD-K87909389-001-01-2:10,HOG003_A549_6H:BRD-K87909389-001-01-2:10,HOG003_A549_6H:BRD-K87909389-001-01-2:3.33,HOG003_A549_6H:BRD-K87909389-001-01-2:1.11,HOG003_A549_6H:BRD-K87909389-001-01-2:0.3704,HOG003_A549_6H:BRD-K87909389-001-01-2:0.1235,HOG003_A549_6H:BRD-K87909389-001-01-2:0.0412,HOG003_A549_6H:BRD-K87909389-001-01-2:0.013,HOG003_A549_6H:BRD-K87909389-001-01-2:0.0045,HOG003_A549_6H:BRD-K87909389-001-01-2:0.0015,HOG003_MCF7_24H:BRD-K87909389-001-01-2:10,HOG003_MCF7_24H:BRD-K87909389-001-01-2:3.33,HOG003_MCF7_24H:BRD-K87909389-001-01-2:1.11,HOG003_MCF7_24H:BRD-K87909389-001-01-2:0.3704,HOG003_MCF7_24H:BRD-K87909389-001-01-2:0.1235,HOG003_MCF7_24H:BRD-K87909389-001-01-2:0.0412,HOG003_MCF7_24H:BRD-K87909389-001-01-2:0.013,HOG003_MCF7_24H:BRD-K87909389-001-01-2:0.0045,HOG003_MCF7_24H:BRD-K87909389-001-01-2:0.0015,HOG003_MCF7_6H:BRD-K87909389-001-01-2:10,HOG003_MCF7_6H:BRD-K87909389-001-01-2:3.33,HOG003_MCF7_6H:BRD-K87909389-001-01-2:1.11,HOG003_MCF7_6H:BRD-K87909389-001-01-2:0.3704,HOG003_MCF7_6H:BRD-K87909389-001-01-2:0.1235,HOG003_MCF7_6H:BRD-K87909389-001-01-2:0.0412,HOG003_MCF7_6H:BRD-K87909389-001-01-2:0.013,HOG003_MCF7_6H:BRD-K87909389-001-01-2:0.0045,HOG003_MCF7_6H:BRD-K87909389-001-01-2:0.0015
5720,4.46213626862,3.56445074081,2.94762444496,3.19002580643,2.35304999352,2.31220006943,1.49660003185,2.14359855652,-0.638164579868,0.96229994297,-0.0916627049446,1.96744990349,2.13295698166,0.473116606474,0.585716307163,1.86014997959,0.986082553864,-0.0734766721725,2.7833840847,2.80372810364,4.1747918129,2.19634652138,0.24499283731,1.53644633293,0.375266134739,3.76239848137,0.628296256065,4.06925058365,0.49342495203,-1.03439998627,-6.91069984436,2.75096392632,2.68360614777,0.10775873065,2.79850912094,-0.0382048487663,-0.696238279343,2.58920001984,-0.674499988556,4.32714033127,4.44961118698,0.762153327465,1.35000002384,0.260749995708,3.20016860962,-1.19239997864,-3.75449991226,-5.24602413177,1.90887010098,1.70004439354,1.61230063438,0.269545167685,0.313899993896,-0.100044980645,-1.01004803181,0.767755389214,1.13256978989,1.96946132183,0.187379002571,0.713750958443,-1.59322321415,2.74530005455,2.31196975708,1.07429623604,1.50763487816,0.416837722063,-1.92965364456,-0.884641289711,2.71015000343,1.54163002968,2.62954711914,0.784981966019,0.146347597241,-1.70144999027,2.92634940147,2.25220131874,3.07639789581,0.433124661446,1.77847003937,-1.23805296421,3.48210000992,-1.9295694828,-0.746399998665,-4.68405008316,-5.46279621124,-0.510845065117,3.08892655373,2.19570922852,3.22740030289,-1.6594196558,-0.38552492857,-0.708190500736,0.45102623105,0.898542940617,1.42159998417,3.34939527512,3.60795211792,3.51836824417,3.44221258163,1.82721173763,1.91203320026,-1.11827147007,0.599830746651,1.39705777168,0.162578225136,-0.0853539705276,0.332694172859,-1.2316403389,-1.62540078163,-0.809104084969,-1.68055939674,-0.19732029736,0.442668795586,0.933133721352,1.08902835846,1.89882946014,1.31541800499,-0.180626407266,0.848403930664,-0.384424835443,0.408885836601,0.449362546206
466,-0.382825523615,-0.0315565913916,-2.15263056755,-1.16742730141,-3.64624977112,-1.08210003376,0.86369997263,-3.4876203537,-3.77319359779,-2.45459985733,-1.29029405117,-1.51464998722,-1.2909475565,-1.04676675797,-2.16978740692,-0.878900051117,-2.02428603172,-2.83085656166,-1.04921102524,-1.65807747841,-1.01245355606,-1.94774067402,-1.94866037369,-0.0230339765549,0.401533484459,-0.291076898575,0.0910226404667,-0.654123783112,0.0306573212147,-1.4973000288,-1.99419999123,-1.22479629517,-1.06170010567,-1.65125656128,-2.34045743942,-3.95232868195,-4.10007762909,1.52509999275,0.0482000000775,-2.11549019814,-1.1330447197,-1.79251646996,-1.15004992485,0.71774995327,-1.14019930363,-3.15890002251,-4.87529993057,-0.880357265472,-1.6373462677,-2.03859806061,-1.80038046837,-2.35538840294,-7.14309978485,-0.830038130283,-7.0802693367,-1.16814303398,-0.853721022606,-1.35654067993,-1.12986516953,-5.29760980606,-1.05966770649,-1.92289996147,-1.26413416862,-1.21286427975,-1.87097430229,-1.44600486755,-3.64946293831,0.222249478102,-7.45604991913,-2.03153300285,-2.7108438015,-4.04854679108,-2.36026644707,-2.74340009689,-0.529373526573,-0.945313632488,-0.703365385532,-1.77553915977,-4.44936847687,-0.903061032295,-1.55879998207,-2.61885023117,-4.61940002441,-5.79285001755,-3.24677276611,-1.58839988708,-5.40656280518,-3.28389072418,-5.33575344086,-2.32350182533,-2.34445548058,-4.02952718735,-0.894970297813,-0.388332545757,-4.78664970398,-3.86679887772,-1.07688736916,-0.762378633022,-4.50564193726,-4.24079608917,-0.451586723328,-0.444714546204,-0.142992794514,1.05816340446,-4.18446922302,-1.79728507996,-1.62694144249,-4.1811170578,-1.9854978323,-0.577503740788,-1.20742702484,0.0494681671262,0.922306418419,-2.83765220642,-1.85652828217,-0.706604123116,-1.23068916798,-4.99622488022,0.0694793462753,-1.20985102654,0.68478423357,0.182584583759
6009,0.478873640299,0.19787119329,1.24707436562,1.23404407501,-0.0707000046968,0.271600008011,-1.66209995747,-4.54214382172,-4.80124902725,-0.752400040627,-1.69064819813,-2.67469978333,0.16947928071,-2.50429964066,-1.20214939117,0.577150046825,-1.02987504005,-1.3801035881,-2.27871322632,-1.92137777805,-0.175061568618,-0.626788318157,-2.07973814011,0.988817095757,1.18743050098,0.387015670538,-3.63499593735,-1.56663346291,-2.62643170357,0.993200004101,-2.46230006218,-1.00901579857,-0.0482404828072,-0.613033890724,0.18940423429,-2.08549284935,-1.27789437771,-2.64750003815,-6.19560003281,-0.472727179527,0.668857038021,-4.14304304123,-0.453100025654,-2.02975010872,-2.6901679039,-0.785950005054,0.847500026226,-2.31732177734,-1.66571545601,-0.224452912807,-1.57051491737,-1.28712415695,0.0,-0.0540576577187,-0.0445242971182,-0.772488594055,-0.535651981831,0.0382138490677,-0.984900653362,-0.448290556669,-0.661681294441,-3.3843998909,-0.365094363689,-1.45352518559,-0.998395144939,-0.28450357914,-0.963408231735,-0.01747366786,-6.14465045929,-1.56699967384,-2.60656285286,-2.03055691719,-1.89271485806,0.735400021076,0.378626734018,0.772831559181,0.423952579498,0.532448589802,1.30746662617,0.625971794128,-1.9375500679,-0.623872876167,-2.54509997368,-1.25084996223,-0.257562100887,-1.13920629025,-4.94696187973,-2.77358722687,-0.343842208385,-0.255178511143,-0.0424709022045,-0.825155436993,-0.172758460045,0.957239031792,-6.94320011139,-0.318004608154,-0.226980701089,0.630507588387,0.286768078804,0.0683635622263,0.92583334446,0.651232242584,0.32501962781,0.771818041801,-3.65019249916,-1.79419732094,-2.23659038544,-4.08524370193,-2.57395029068,-1.3262822628,-1.42319691181,-0.389096796513,0.207112818956,-1.25408315659,-0.729247748852,-0.347769856453,-0.472235560417,-0.653967916965,-0.559407949448,-0.93634802103,0.0709005892277,0.737444996834
2309,-3.39450287819,-2.72534203529,-4.22540044785,-5.68995094299,-3.33535003662,-2.74699997902,-1.05680000782,-1.45932459831,-1.19769024849,-7.66954994202,-7.01172924042,-5.0734000206,-5.49412822723,-5.73598814011,-6.14624786377,-3.65549993515,-3.01365375519,-1.81667482853,-4.75370454788,-6.93615531921,-4.51609420776,-4.8881020546,-4.22405576706,0.518997132778,0.17484781146,-5.70699501038,-3.71468281746,1.18024992943,-4.26017427444,-4.14279985428,-5.41379976273,-4.99915075302,-4.44409179688,-6.52117824554,-7.04526424408,-4.635014534,-3.49894070625,-1.49109995365,-2.00819993019,-8.88481140137,-8.36394405365,-1.77801954746,-3.15659999847,-2.86669993401,-4.68311548233,-2.85865020752,-6.37419986725,-2.41555118561,-5.67123794556,-5.41695594788,-4.88058233261,0.24107965827,-5.03989982605,-0.728895485401,2.77342176437,-1.51121771336,-1.46260082722,-2.581346035,-1.11490380764,0.376898169518,0.132614806294,-1.29320001602,-6.25826358795,-5.33373880386,-6.77988529205,-0.238291859627,4.20567131042,1.27860581875,-7.37659978867,-5.86794376373,-6.48551082611,-5.34575080872,-0.602862715721,1.37205004692,-4.00852584839,-3.71294784546,-3.74164009094,-1.7149078846,0.524080276489,-0.340508639812,-5.47805023193,-1.77093863487,-4.19600009918,-3.67335009575,-0.0858423709869,-1.90860104561,-3.57147216797,0.304244399071,0.40697067976,-0.375954926014,1.54846024513,-0.390146970749,1.00921940804,0.654612541199,0.160949990153,-2.56343460083,-5.57212877274,-4.57670307159,-6.26360988617,-2.02250480652,0.570572257042,-1.25297677517,1.15475177765,0.15105047822,-5.95447444916,-5.71100711823,-5.64439153671,-5.19954967499,2.75228047371,1.62881922722,-0.254514425993,1.15047490597,-0.575088799,-6.61075782776,-6.63409137726,-7.10025691986,-5.17383098602,-2.67630696297,0.498440146446,-0.700383543968,0.173335254192,0.420241802931
387,3.38776063919,3.2445898056,5.12508773804,3.0533349514,2.92989993095,2.68499994278,3.53620004654,1.1344782114,-0.525306165218,1.61925005913,0.662948191166,0.55345004797,2.68473672867,1.02887642384,1.74255371094,4.09810018539,1.92195034027,1.25105190277,2.48453998566,2.20055389404,2.15545988083,2.26634263992,1.86544716358,0.113246917725,1.15834069252,2.58341646194,-0.104082509875,-1.22304368019,0.812546253204,1.74890005589,0.370900005102,0.821809768677,2.66760730743,3.22354960442,3.25146961212,0.287340909243,0.317755520344,1.06369996071,-5.36509990692,2.548579216,2.82659721375,-0.0733671188354,1.97490000725,0.777850031853,-0.168606340885,-1.52499997616,0.861999988556,1.24265050888,-0.101936906576,-0.443571448326,-0.9750674963,-1.9840375185,0.347900003195,0.47314825654,0.0220169425011,0.837902069092,1.21682024002,1.33755099773,0.120007485151,1.86700451374,0.911107182503,1.68739998341,1.41724264622,-0.629221200943,0.3460919559,-0.0242027044296,-2.64721035957,0.646649003029,-0.516450047493,0.19930523634,0.0408017076552,-0.390098810196,-0.657661139965,-0.0794000029564,2.97125530243,0.480633795261,2.35286450386,0.994933843613,2.61641216278,-0.484366238117,2.99099993706,-1.79128718376,-0.537599980831,-2.32240009308,-3.19555902481,-2.11022019386,4.03114128113,3.57761502266,4.37152528763,-1.00491929054,0.161743357778,-0.542565941811,0.317102581263,0.278943479061,2.52445006371,3.07588791847,3.13902592659,2.40207648277,2.4279294014,2.10024023056,1.2751237154,-0.151835307479,-0.471344590187,0.19212462008,0.29194444418,0.649064004421,0.36752218008,-0.51258122921,-1.8136909008,-0.55975240469,-1.06288564205,0.0367881208658,-0.0948324128985,1.79466807842,1.70526242256,2.23019790649,1.71575593948,2.15056991577,0.570036530495,-0.426932454109,-0.118663728237,0.00566290318966
3553,3.55117201805,4.67894792557,2.91554832458,1.07038354874,0.423200011253,1.49409997463,1.20430004597,2.97391462326,3.57044744492,1.88879990578,5.84833526611,2.43704986572,1.89497423172,1.46298134327,1.82305586338,1.13495004177,1.07738256454,1.55075347424,2.87702465057,3.89621949196,3.37258338928,3.12475538254,3.58664798737,-1.04727244377,-1.79257249832,0.720341145992,1.57000553608,1.76518559456,2.48782014847,0.921299993992,0.349299997091,3.99483323097,3.8094689846,4.01196813583,3.02434778214,2.89016985893,2.64306855202,1.68079996109,4.91610002518,0.0020164847374,-0.357206523418,0.627003550529,0.656449973583,0.58930003643,1.9666788578,1.15180003643,1.94869995117,0.226293846965,3.26130104065,3.39726614952,2.35258603096,3.1399641037,7.94150018692,-0.0159534811974,2.51003789902,0.925498783588,0.47283488512,1.23104858398,1.03988385201,2.35492396355,0.394631266594,4.49539995193,0.991076529026,0.271353930235,0.337594717741,-0.548833370209,-0.0721271336079,0.743754506111,3.69569993019,2.44072198868,3.14028334618,3.05234837532,0.581186175346,1.09370005131,0.883241415024,1.88518559933,0.418821424246,2.1436316967,3.73201608658,0.81840968132,4.44570016861,2.53131103516,5.71560001373,5.51179981232,3.98864841461,0.984861254692,5.79297685623,3.51429986954,3.83635020256,0.188113555312,0.0317715108395,-0.103532493114,-0.427701354027,-1.31786358356,5.21749973297,4.70605516434,3.20277905464,2.97460317612,2.90917038918,4.12145900726,-1.83147251606,0.677134335041,0.187440574169,-0.353144407272,2.45317840576,2.9708135128,1.42090713978,2.90113306046,1.81611013412,-0.284405261278,1.83258318901,0.388296365738,-0.291684776545,2.14189720154,2.64069271088,0.649141907692,1.3919481039,2.26049613953,-0.437039852142,1.46809196472,-0.234583184123,-0.741519391537
427,3.02882194519,6.57339572906,6.21226787567,3.51775717735,2.17759990692,3.03349995613,1.89890003204,2.25117611885,2.88606119156,1.24265003204,1.51985681057,0.0856000185013,0.267249405384,1.97368729115,2.43148541451,3.62070012093,2.50247001648,2.56454563141,1.40840470791,1.06369173527,3.71347999573,2.19154787064,2.69417858124,0.174877583981,0.326735496521,2.8397808075,4.60747051239,0.894934296608,2.06385612488,0.138999998569,-0.475600004196,3.14754080772,2.13394141197,3.04745125771,2.37685251236,1.35941076279,1.83054304123,0.674499988556,4.6687002182,6.15704059601,4.30463504791,5.41004896164,1.81654989719,2.33034992218,1.37523281574,0.217949986458,-0.54240000248,-0.0154654979706,1.55230665207,0.444312423468,0.983647048473,0.555922329426,3.15869998932,0.731405138969,3.62797784805,1.01373946667,1.9967290163,1.69711875916,0.549110710621,0.808913171291,0.966436326504,3.32829999924,1.42032814026,1.58818650246,1.60755205154,1.08878779411,0.857369303703,0.763184189796,4.05045032501,2.69699192047,2.50080299377,1.50558853149,1.21552193165,0.338100016117,2.61368250847,1.96828770638,1.43681704998,0.787117660046,3.41967535019,0.980021476746,0.809300005436,0.589956402779,3.10050010681,1.86014997959,1.502415061,0.427570164204,2.97881269455,3.05560779572,3.37542009354,-0.260280281305,-0.788412451744,-1.54230678082,-0.788298010826,-0.91459774971,2.61074995995,1.4120105505,2.4331715107,1.71608006954,1.90842461586,0.946865856647,0.876192867756,-0.245675295591,-0.425246953964,0.63151293993,1.15376448631,1.21442961693,0.663582980633,1.20166242123,0.316233158112,0.00781846791506,-0.313086152077,-1.32342100143,-0.239951819181,1.80349588394,1.76439535618,1.97289741039,1.48898470402,1.47623980045,1.11096346378,-0.204065620899,-0.275598436594,-0.101449437439
5898,-0.499018728733,-2.16344022751,-3.6161570549,-0.00748929381371,-1.47634994984,0.522400021553,0.328399986029,-1.14078700542,0.820680975914,0.209950014949,-0.495918214321,0.442000001669,-0.337780594826,0.122194156051,0.384634613991,-0.499049961567,0.930522203445,1.32762098312,-1.20678305626,0.3850710392,-0.359004497528,0.384636223316,0.612845182419,-1.04047334194,0.284295380116,0.980768978596,0.982560038567,0.893079936504,-0.61224347353,1.35640001297,2.42350006104,-1.39854955673,-0.498974978924,0.542993962765,0.0901537910104,0.704899728298,0.3103954494,1.84850001335,3.92729997635,0.700928032398,0.0607828013599,1.00343084335,0.0743499696255,-0.491799980402,-0.0044404566288,0.90180003643,0.835099995136,1.83425736427,0.22404691577,0.878610014915,-0.418721795082,-1.55940961838,-3.18919992447,-1.93321990967,-1.71571469307,-1.99575519562,-1.62220394611,0.149038672447,-0.414080351591,2.09453582764,-0.409837603569,-3.58999991417,1.39964854717,0.930044949055,0.0133266746998,0.0296453684568,2.07371330261,0.56292784214,0.123600006104,-0.461140036583,-1.35641551018,-1.94053566456,-1.79491662979,-4.08160018921,-0.86023747921,-1.42930722237,-1.93748176098,0.667546510696,1.72813594341,-0.692560911179,-3.7634999752,-1.5788693428,-5.96649980545,-3.50715017319,4.00737571716,-1.80469465256,0.346165567636,-0.898778676987,0.457801043987,-1.1861000061,-0.473077118397,-0.55827832222,-0.373697310686,0.659478366375,-0.781999945641,0.924149870872,0.945363521576,0.864559650421,0.236357420683,0.222949385643,-0.744129359722,-0.460865795612,-0.274184376001,-0.448026388884,-1.47130012512,-1.16664338112,-0.102639868855,-0.094096660614,0.964639246464,-0.374396532774,0.00355914793909,-0.761547327042,-0.154497206211,-0.16378685832,1.16468334198,0.208861082792,1.23623049259,-0.395953774452,-1.47895169258,0.0473167821765,0.543768584728,0.849745988846
23365,0.256631314754,2.63652849197,0.76527774334,1.29058074951,-0.0673500150442,2.36910009384,3.19379997253,0.515175998211,3.55108165741,-2.48440003395,-0.920858800411,1.58224999905,-0.0566639155149,0.258015751839,1.0622856617,1.23580002785,1.24796164036,1.33533346653,-0.222936242819,1.24187958241,0.712864279747,1.12649774551,2.45412421227,0.0191735215485,-0.261156260967,1.52748727798,2.50550556183,-1.09594726562,-1.22814667225,-1.82630002499,3.06010007858,-0.0171595215797,-0.0730407834053,2.48231601715,2.4545416832,4.52599096298,4.99664592743,2.92129993439,-1.71959996223,4.8540596962,3.22811150551,0.469277262688,0.651849985123,-0.932099997997,0.751691997051,-0.820949971676,2.43869996071,3.67463612556,0.861515045166,1.13986611366,-0.637833595276,-0.00647369027138,-0.778500020504,-0.464839994907,-1.46584880352,0.678142368793,0.0728400051594,1.87046289444,0.498001694679,-0.655368745327,0.0359564423561,-0.631900012493,0.229968816042,1.24526929855,-0.251272290945,-0.559188365936,-0.439688026905,0.668832480907,1.34084999561,4.66124725342,1.22475588322,2.31684446335,0.235051900148,0.0706999897957,1.10192537308,1.18725180626,0.318470925093,-0.105760678649,-4.24605798721,-0.0320696607232,0.733649969101,-0.528710246086,-2.6603000164,-0.0905500054359,-2.16709470749,-0.830510616302,-2.85317707062,-3.15712308884,-3.91183018684,-0.79546558857,-0.607020318508,-0.776828289032,-0.53668653965,1.46655154228,-0.276000022888,-0.475253582001,-0.501026570797,-0.647718250751,-0.782553970814,-0.677180528641,-0.560432374477,0.260845482349,-0.833997607231,-0.0597803741693,0.806847631931,0.904802024364,-0.190884917974,0.606908917427,0.719041109085,-0.37020906806,0.662924349308,0.898383677006,0.251824855804,1.60063004494,2.42778968811,0.546894133091,1.47899138927,2.37135124207,-0.216195881367,0.619835555553,0.340053468943,-0.433975279331
6657,0.735494017601,2.1459069252,0.460257411003,0.769280731678,0.646749973297,1.87189996243,2.79990005493,2.01869249344,2.2011115551,3.04309988022,2.30947351456,2.83159995079,1.74926900864,1.73807549477,1.09584343433,-4.01185035706,1.25476467609,1.6388232708,2.50213170052,4.06569004059,2.99394750595,2.02981758118,3.19260168076,0.959119200706,1.30529928207,3.97772979736,3.47436952591,0.600405573845,1.71510469913,1.14320003986,1.26390004158,3.33878517151,3.36476922035,4.10475826263,1.94024920464,3.10121679306,2.87853693962,-2.36430001259,-9.38350009918,4.10422325134,3.40687441826,4.47675895691,1.90295004845,1.30614995956,2.36161279678,1.78330004215,3.08730006218,1.60343170166,4.23045158386,4.43738937378,3.19130468369,4.09191560745,7.1045999527,0.780443072319,4.0403842926,1.74302780628,0.92312836647,0.979554712772,1.01731479168,1.96543049812,0.155172914267,2.29889988899,2.21791648865,2.93638849258,2.11146116257,0.56192111969,2.91958284378,0.0350932478905,5.11164999008,0.649384737015,-0.60059940815,1.28639507294,1.70468056202,1.42735004425,1.55394673347,2.58720684052,1.23617911339,1.21289050579,4.53976011276,2.83311223984,4.63644981384,3.75763869286,6.09779977798,3.32539987564,6.21451759338,2.08968639374,3.13903808594,2.83937954903,1.19548940659,0.351929605007,-0.695774674416,0.530049443245,-0.0683093816042,-1.50892436504,3.04865002632,-0.231440901756,0.917099416256,-0.13695256412,0.0408767461777,1.83450174332,-0.947731554508,0.0450360476971,0.655126571655,-0.765170097351,2.45031356812,2.68335914612,1.74293494225,2.85072445869,1.07998144627,-0.461358934641,0.800932109356,-0.597953617573,-0.73149228096,1.25152468681,1.59300661087,0.32757383585,1.04489171505,1.0341540575,-0.738544344902,0.689743995667,-0.316133916378,-0.829157531261
