rid,CVD001_HEPG2_6H:BRD-K03113036-001-01-9:10.2079,CVD001_HEPG2_6H:BRD-K03113036-001-01-9:2.552,CVD001_HEPG2_24H:BRD-K03113036-001-01-9:10.2079,CVD001_HEPG2_24H:BRD-K03113036-001-01-9:2.552,CVD001_HUH7_6H:BRD-K03113036-001-01-9:10.2079,CVD001_HUH7_6H:BRD-K03113036-001-01-9:2.552,CVD001_HUH7_24H:BRD-K03113036-001-01-9:10.2079,CVD001_HUH7_24H:BRD-K03113036-001-01-9:2.552,CVD001_PHH_6H:BRD-K03113036-001-01-9:10.2079,CVD001_PHH_6H:BRD-K03113036-001-01-9:2.552,CVD001_PHH_24H:BRD-K03113036-001-01-9:10.2079,CVD001_PHH_24H:BRD-K03113036-001-01-9:2.552,DOS024_VCAP_6H:BRD-K03113036-001-01-9:5.1,DOS024_VCAP_24H:BRD-K03113036-001-01-9:5.1,DOS053_A375_24H:BRD-K03113036-001-01-9:5.1,DOS053_A549_24H:BRD-K03113036-001-01-9:5.1,DOS053_MCF7_24H:BRD-K03113036-001-01-9:5.1,DOS053_PC3_24H:BRD-K03113036-001-01-9:5.1
5720,0.246026620269,0.230096638203,-0.256942212582,0.114029720426,-0.41757529974,0.383390337229,0.654247879982,0.360375225544,-0.119784452021,0.864950895309,-0.0372883155942,-0.714523911476,0.278450012207,-0.777326285839,-0.73584997654,-0.840700030327,0.181150019169,2.03830003738
466,0.830558180809,0.569447994232,-0.39189723134,-0.789740920067,1.20461475849,0.495975017548,0.151000007987,-0.707456588745,0.746514558792,-0.2184047997,-1.49408113956,-0.815533399582,0.239449992776,0.048703417182,-2.07384991646,0.676299989223,-1.95874989033,1.25999999046
6009,1.05210053921,0.950106739998,0.497503221035,0.601557135582,1.27668058872,0.284988671541,-0.669684350491,0.357528269291,0.188467040658,1.48119902611,0.0686137080193,1.45252931118,-0.954249978065,0.704535722733,0.759750008583,-0.982150018215,0.0222000479698,1.53960001469
2309,1.65770721436,0.0816891118884,1.07035732269,0.283509165049,-0.88252723217,-0.483442544937,0.603865206242,0.230559676886,0.984791815281,0.756171643734,-0.193035513163,-0.735996246338,1.42774999142,1.32103765011,-0.429700016975,1.13524997234,0.304349988699,1.78020000458
387,1.08675599098,0.765489697456,-0.817634224892,0.461686998606,-0.25466132164,-0.00823721289635,-1.28286194801,0.543089389801,0.345711886883,2.16075587273,-1.00326812267,-0.224742174149,1.17599999905,0.691679298878,1.4388999939,-3.5039498806,-1.85804998875,0.551299989223
3553,-0.405028343201,-0.511964380741,-0.366779983044,-0.159463167191,-0.971013188362,-0.766005456448,0.161757215858,0.199209690094,2.26691055298,-0.894136428833,0.857052326202,0.269960522652,-0.625200033188,-0.926087498665,-0.291649997234,-0.654799997807,-0.0684000104666,0.0469999983907
427,-1.20630264282,-0.17884761095,1.77322936058,0.432052731514,1.15382766724,0.495671987534,2.49907445908,0.787541687489,0.016837015748,0.713231801987,-0.587226450443,-0.110256761312,-1.32964992523,0.901876211166,1.34080004692,0.54549998045,-0.390300005674,-0.0156999994069
5898,0.920516014099,0.830406188965,1.56695103645,0.167086809874,0.449197113514,0.831718683243,-0.463460206985,-0.821944475174,-0.850060939789,0.509288311005,0.95268034935,0.562631607056,-0.996399998665,-0.660210907459,1.34769999981,-0.485049962997,-1.4592499733,-0.112199999392
23365,0.183437049389,0.778435945511,1.29382395744,1.4553194046,1.08478081226,1.17892515659,0.4369815588,0.995729863644,-0.89091026783,1.01104772091,-0.000305563211441,1.20875310898,0.151299998164,0.348327487707,1.89350008965,1.51215004921,1.69140005112,-0.103200003505
6657,-0.387134730816,-0.937563240528,-0.350867509842,-0.245050489902,0.0773481428623,-0.0392572171986,-0.470825284719,-0.911393880844,-0.253870725632,-0.719967126846,0.466044664383,0.454019397497,-0.971300005913,-1.43533468246,-0.861150026321,-0.763450026512,1.2526999712,-0.235699996352
