rid,DOS021_VCAP_24H:BRD-K01208204-001-01-5:5.03,DOS044_A375_24H:BRD-K01208204-001-01-5:5.03
5720,0.769899964333,0.493550032377
466,-0.0650999993086,0.459649980068
6009,-0.305849999189,-0.25150001049
2309,0.358350008726,1.13894999027
387,-0.214350000024,-0.306899994612
3553,-0.554600000381,0.756250023842
427,0.271849989891,-0.00615000724792
5898,1.33270001411,0.635800004005
23365,0.0255500078201,-0.651450037956
6657,-0.350799977779,0.548449993134
5054,-0.121849998832,-0.224649995565
3108,0.358749985695,-1.03949999809
1950,-0.687099993229,-0.107849985361
351,-0.177300006151,-0.321500003338
4846,-0.330899983644,0.0849500000477
1452,-0.507849991322,-0.781350016594
4776,-0.473499983549,0.657299995422
6908,5.18384981155,-0.0584499835968
672,-0.142650008202,0.991549968719
5710,0.0205499976873,-0.0178999900818
2115,-0.260749995708,-1.25365006924
7015,-0.597400009632,0.438199996948
8726,-0.00560000166297,-0.978700041771
2185,5.0829000473,1.29925012589
3315,-0.479550004005,-0.141049981117
5289,-0.552150011063,-0.542299985886
868,-0.479399979115,0.276549994946
1677,0.0117999985814,-0.24699999392
7043,0.611699998379,0.290049999952
5613,-0.265599995852,0.148000001907
595,0.0430499985814,-0.188950002193
4793,0.419500023127,0.00575000047684
2736,-0.506399989128,1.99379992485
5290,-0.64509999752,0.464450001717
6194,0.289350003004,-0.000699999975041
1676,-0.298500001431,0.146700009704
23512,0.34350001812,-0.184749990702
148022,0.787649989128,0.255850017071
1906,-0.136299997568,0.0197000056505
8878,-0.581700026989,0.392349988222
3091,1.33349990845,0.171250000596
5743,-0.460150003433,-0.57254999876
5321,-0.826249957085,0.162950009108
4144,-4.92614984512,-3.38424992561
1981,-0.499599993229,-0.766649961472
695,0.674999952316,-1.37434995174
10398,-1.01320004463,0.503899991512
5708,-5.65315008163,-0.562300026417
1213,-5.33724975586,-1.93784999847
226,0.17634999752,0.400499999523
6777,-0.105199992657,0.13489998877
2113,-0.356550008059,0.343250006437
3329,0.878350019455,-0.889899969101
1050,-0.0137999951839,1.51139998436
9491,1.78564989567,-0.646300017834
22926,0.960150003433,0.844500005245
5899,-0.0638999938965,-0.963549971581
5467,0.101000010967,0.123349994421
6774,0.538150012493,0.539200007915
1788,-0.308650016785,0.304349988699
5921,0.208999991417,-0.0914999991655
5721,0.0649000108242,0.488950014114
2263,-0.977249979973,1.10809993744
808,-0.76415002346,-0.686100006104
30001,5.31764984131,-0.97904998064
348,-2.0829501152,0.96154999733
30849,0.308350026608,-1.43439996243
1454,0.696900010109,0.255600005388
6500,0.477100014687,-0.199349999428
5627,1.01709997654,-0.648450016975
5715,0.00995000451803,0.0475499927998
4791,-0.0955500006676,0.425400018692
56924,0.580650031567,-1.04240000248
2690,0.103049993515,0.0988500118256
1019,0.5638499856,-0.56685000658
51422,0.0463500022888,0.767650008202
5788,0.745800018311,0.395550012589
6709,0.0374500155449,0.574949979782
1277,0.318049997091,1.07590007782
993,0.565050005913,0.205049991608
7157,0.450450003147,-0.526650011539
1958,0.200599998236,-1.00244998932
4582,-0.104549996555,-0.79365003109
9212,-0.148950010538,-0.957300007343
8440,-0.0050999969244,0.946600019932
6790,-0.233799979091,-0.88504999876
8851,-0.0419000014663,-0.368099987507
2534,1.5896500349,-0.753650009632
4893,-0.712050020695,-0.289600014687
665,0.658399999142,-0.0988000035286
4313,-1.0379999876,-1.55930006504
1022,-0.408100008965,-0.259949982166
5880,1.13485002518,0.593900024891
3162,-1.05729997158,2.04045009613
1282,0.0611999928951,-0.069200001657
3383,-0.166600003839,-0.0965999960899
727,3.72440004349,-0.648350000381
4792,0.458199977875,-0.805800020695
4794,0.366549998522,0.417299985886
902,0.25569999218,-1.01345002651
8091,0.979799985886,0.028599999845
3486,-0.0271000042558,-0.997949957848
10818,-0.630649983883,0.367949962616
3454,-0.767549991608,-0.572749972343
4282,0.0,-2.79039978981
1605,0.848800003529,-0.378800004721
10644,-0.105599999428,0.283800005913
2065,0.215300008655,-0.0301499962807
8321,0.33780002594,-0.0111500024796
8503,-1.7445499897,-0.100299999118
7027,-0.93514996767,0.462750017643
6850,0.251749992371,1.16904997826
1978,0.516499996185,0.535950005054
896,-0.538850009441,0.456750005484
5777,0.0355499982834,-0.42815002799
1846,0.164599999785,-1.02639997005
5925,-0.16375002265,-0.273200005293
142,-4.61789989471,1.03205001354
1021,-0.32515001297,-0.51599997282
5699,0.391300022602,0.539399981499
8061,0.0347999930382,-0.485149979591
1870,-0.23679998517,0.193149998784
1398,0.116099998355,-4.53735017776
3312,-0.771000027657,-3.32379984856
891,0.337249994278,0.16320002079
4775,-0.983349978924,-0.13805000484
5111,-0.38244998455,-0.0010000000475
5696,1.02900004387,-2.45280003548
5588,0.0287000089884,0.805450022221
6839,0.404150009155,-0.726800024509
329,0.167950004339,-0.731299996376
5058,-0.640300035477,5.24300003052
998,-0.562700033188,-1.43229997158
9134,0.262549996376,-0.302599966526
6616,0.269999980927,-0.0289500057697
5223,-0.741250038147,0.384299993515
4690,-1.35119998455,0.734050035477
958,-1.17869997025,-0.87239998579
1616,0.508849978447,3.3586499691
991,0.0,0.00130000000354
6347,-0.151300013065,-0.375149995089
6714,0.576550006866,0.875699996948
652,-0.681850016117,0.25309997797
4331,0.103849992156,0.120950005949
7099,8.35820007324,2.15974998474
10320,3.59765005112,-0.948549985886
2042,0.497049987316,0.401399999857
843,-0.825199961662,0.416799962521
840,0.224900007248,-0.487150013447
7048,-1.32889997959,0.210900008678
4851,1.10150003433,0.0737000107765
6464,1.07790005207,-0.710550010204
23410,-0.558899998665,-5.00082969666e-05
54205,0.237800016999,-0.208299994469
2770,-0.0488499999046,0.000299997627735
80204,-0.943899989128,-0.524800002575
4208,-0.431349992752,2.06430006027
1845,0.0938500165939,1.56739997864
23368,-0.728199958801,-0.496099978685
5583,1.93144989014,-0.157350003719
8900,-0.571749985218,1.72175002098
581,-0.776099979877,-4.05884981155
6193,-0.39794999361,0.568799972534
6622,0.0809999704361,-1.40970003605
11261,-0.78100001812,4.64720010757
6696,-0.669099986553,0.282649993896
8312,0.0603000000119,1.3723000288
835,-0.0828500017524,-0.00894998013973
8324,-0.58259999752,3.40144991875
1848,-0.474500000477,0.578449964523
154,0.0327499993145,-0.524150013924
4312,-0.926749944687,0.883800029755
994,-0.159799993038,-0.611950039864
2048,-0.524699985981,5.39330005646
1111,0.642699956894,0.0139999985695
5154,0.584200024605,2.65969991684
2920,0.351599991322,0.43599998951
3122,-0.782050013542,-0.107400000095
2769,-0.216549992561,0.954499959946
5900,0.227800011635,-0.293599963188
6304,0.0110999941826,0.570850014687
5211,0.684350013733,1.01909995079
2886,-1.08739995956,0.833899974823
9261,0.178949996829,1.69264996052
8569,0.396000027657,0.538399994373
3303,0.119299992919,0.740599989891
5331,0.301950007677,-0.828800022602
5347,0.246000006795,0.235599994659
4638,-0.638099968433,1.29600000381
2264,-0.232549995184,0.510550022125
1029,0.411749988794,0.918150007725
1027,0.421400010586,2.12674999237
2597,-0.31194999814,-0.00034999998752
55847,0.721750020981,0.682950019836
25803,0.338699996471,0.835000038147
3480,0.522249996662,1.41145002842
2946,-0.798150002956,-0.314649999142
9517,0.595499992371,0.136249959469
25987,0.78569996357,0.283949971199
23670,-0.0405499972403,-0.236500024796
11182,-4.92329978943,-1.43479990959
2146,0.381899982691,-0.486699998379
3385,0.313749998808,0.0124999880791
5261,-0.337249994278,0.434099972248
10765,-0.173550009727,1.60089993477
25839,0.158399999142,-2.52519989014
4172,-0.779100000858,0.718700051308
23161,-0.691250026226,0.202950000763
10298,0.301749974489,-0.586199998856
1802,-0.112099997699,0.205750003457
58533,0.153099983931,1.17304992676
147179,-0.603200018406,-0.0965000092983
29937,0.286850005388,0.781149983406
6184,-0.563199996948,-0.473349988461
9854,-0.36084997654,-0.316249996424
2553,-1.71909999847,-0.180199995637
5440,0.0732000023127,0.148550003767
54623,4.88500022888,-1.17350006104
9533,0.00545001029968,-0.399850010872
8607,0.918949961662,-0.28180000186
207,0.789000034332,0.231199994683
26054,-0.700299978256,-0.401749998331
10682,1.32570004463,-1.45335006714
8573,0.591949999332,-0.11645000428
23378,0.942000031471,-1.20535004139
8553,0.236349999905,0.429549992085
622,0.831550002098,-0.0196999907494
9467,-0.955999970436,0.502900004387
5525,0.0710999965668,-0.322249978781
256364,0.778499960899,-0.126049995422
332,-0.528800010681,0.16400000453
2058,0.53250002861,-0.837499976158
7849,-0.130899995565,0.77689999342
23244,0.475400000811,-0.193350017071
7494,0.440899968147,-0.569000005722
4836,0.294799983501,-0.120350003242
23647,0.147900000215,0.746050000191
10617,0.305700004101,-0.981999993324
2184,0.362199991941,0.651499986649
5355,0.756600022316,-1.22115004063
6659,0.526600003242,-0.0123500227928
7016,-0.114450007677,0.0636999905109
90861,-0.208150014281,0.272199988365
10670,0.62055003643,-0.471599966288
79071,-0.426249980927,-0.257699996233
64746,-0.0288500003517,0.24430000782
5366,-0.639900028706,-0.138499975204
11344,-0.577449977398,0.826099991798
10013,-0.643700003624,0.152800023556
5829,-0.201250001788,-1.49905002117
5257,3.47250008583,-0.0169499963522
22794,0.24944999814,-1.0570499897
9761,0.101400002837,-0.605850040913
23326,0.0,-0.596549987793
10972,-0.776099979877,-2.64560008049
10523,-0.471500009298,-0.636699974537
79090,-0.659749984741,0.336599975824
27032,-0.367250025272,-0.690199971199
9097,-0.00114999711514,-0.774899959564
10513,-1.14765000343,0.294349998236
1891,-0.919000029564,0.732550024986
3066,-0.336950004101,-0.177100002766
9801,0.0317000001669,1.12050008774
1459,-0.591450035572,0.457149982452
9703,0.408100008965,-0.0413499996066
10606,0.24074998498,-0.946650028229
1017,-0.336199998856,-1.5082000494
9813,-0.370200008154,0.632849991322
7485,-0.273000001907,-1.2947499752
2109,0.469049990177,-0.920300006866
23271,-0.111749976873,0.880050003529
9915,-0.797350049019,-1.23860001564
9552,-0.697849988937,-0.525449991226
93487,0.293150007725,-0.586099982262
2956,-0.405600011349,-0.229999989271
11065,0.68155002594,-0.0754000023007
9653,-0.200299993157,4.26824998856
200081,0.67325001955,0.650449991226
3337,0.400499999523,-0.830099999905
11073,0.36084997654,-0.655849993229
23,0.697299957275,0.233049988747
5641,0.31685000658,-0.363449990749
8720,-0.103950001299,-0.544299960136
10782,-0.151399999857,-0.0331999957561
25932,-0.457300007343,0.280750006437
3028,0.559599995613,-0.415699988604
6804,0.000749997794628,-0.534049987793
890,0.718700051308,-0.709949970245
6390,0.406050026417,0.147900000215
4303,4.89429998398,0.0898000001907
10953,0.708649992943,-0.197299987078
22889,0.526300013065,0.19984999299
3098,0.33370000124,0.175400003791
11044,0.174650013447,-0.128949999809
8985,0.548699975014,-0.271950006485
66008,-0.200149998069,0.57824999094
9217,-0.893750011921,-0.955049991608
701,-0.30965000391,0.186849981546
6182,-0.316350013018,-0.369599997997
4860,-3.27164983749,0.133450031281
7398,-0.0370000004768,-0.0177000015974
6117,0.517799973488,-0.332549989223
23588,-0.0448500066996,-1.05285000801
949,-0.459200024605,-0.172800004482
7168,0.0660500004888,-1.00664997101
9375,-0.498150020838,-0.627900004387
4927,0.0543499998748,-0.245549991727
2523,-1.8247500658,-0.104649960995
58497,-0.0733000040054,-0.898300051689
6856,-0.750399947166,-0.377949982882
26036,0.28284996748,-1.57500004768
10206,-0.0248999893665,-0.117500007153
25793,0.778800010681,-1.81739997864
55556,0.607850015163,0.162350013852
3978,-0.521950006485,-1.41775000095
10681,1.15824997425,-0.320900022984
3638,0.0940999984741,-0.112150013447
8349,-0.423649996519,-0.169350028038
6275,0.567250013351,-0.550100028515
3895,-0.299450010061,0.154599994421
392,-0.129899993539,0.053200006485
9170,-0.123850002885,0.556499958038
80347,0.350350022316,0.642400026321
23300,0.501900017262,-0.299650013447
836,0.357249975204,-0.157450020313
11188,0.352399975061,0.942350029945
10898,-0.684549987316,0.660799980164
9276,-0.682649970055,-1.24110007286
1647,-0.5271499753,0.151199996471
10285,-0.3179500103,0.237300008535
23386,-2.90245008469,0.0481499992311
3156,0.989250004292,-0.259849995375
10237,1.03325009346,-0.0771499872208
7077,-0.880400061607,0.649900019169
11157,0.0975500047207,-0.380099952221
22908,-0.517700016499,-0.0854000002146
10915,0.889399945736,-0.257950007915
9897,-0.377599984407,-0.104750007391
1759,0.615849971771,-0.234500020742
54541,0.863800048828,0.605800032616
211,-0.63740003109,-0.273399978876
5048,-5.335750103,-0.344150006771
84722,0.248249977827,0.233349993825
29890,-0.841400027275,-1.61135005951
9868,1.06994998455,-2.34640002251
873,-0.243749991059,-0.346899986267
5580,-2.96554994583,-0.980750024319
3725,-0.612399995327,-0.0112000107765
23585,0.0577499866486,-0.19494998455
51097,0.336600005627,1.87374997139
1831,6.56470012665,-0.305649995804
7020,0.023699991405,0.427100002766
55893,0.852100014687,0.0362999998033
6944,0.528450012207,-0.0900000035763
22883,-0.510900020599,0.0322500020266
5601,-0.331250011921,0.511550009251
10775,-0.491449981928,-5.60965013504
4780,-0.162299990654,-0.546800017357
10904,-1.04359996319,1.94269990921
9917,0.0883000046015,-0.500450015068
1399,-0.557249963284,0.569100022316
24149,0.699299991131,-0.739549994469
2222,-1.327450037,-2.84249997139
10131,0.745749950409,-4.8357000351
2958,-0.115949988365,-0.250149965286
9650,-0.89929997921,0.0878999978304
