rid,DOS030_VCAP_6H:BRD-K00458136-001-01-0:5,DOS030_VCAP_24H:BRD-K00458136-001-01-0:5,DOS034_A375_24H:BRD-K00458136-001-01-0:5,DOS034_A549_24H:BRD-K00458136-001-01-0:5,DOS034_HT29_24H:BRD-K00458136-001-01-0:5,DOS034_MCF7_24H:BRD-K00458136-001-01-0:5,DOS034_PC3_24H:BRD-K00458136-001-01-0:5
5720,0.778282999992,-0.44632935524,-0.0160473026335,-0.473123967648,-0.918799996376,0.380129545927,-0.316772162914
466,0.185779869556,-0.48147046566,0.430388122797,1.09052467346,0.673550009727,-0.0648850873113,-1.66079425812
6009,0.410496711731,-0.955164849758,0.0230151191354,1.37763619423,0.647850036621,-0.748336553574,-0.319007009268
2309,0.758654952049,0.384193241596,0.316385120153,-0.371345877647,0.0518499910831,0.282905906439,-0.294346004725
387,0.211701691151,-1.05238485336,-0.124492645264,0.189424976707,1.38010001183,0.213768139482,0.466010183096
3553,-0.538964807987,1.13799917698,-0.553286492825,-0.21770696342,-0.630150020123,0.038455337286,0.886410534382
427,-0.735834598541,-0.0842024683952,1.14596033096,-0.164292827249,-0.89209997654,0.132337957621,0.0354648381472
5898,-0.540434062481,-0.260874867439,-1.04383349419,-0.393349140882,0.853450000286,-0.00765866041183,-0.423869222403
23365,-1.36039113998,-0.156725078821,-1.27811288834,-0.351036012173,0.674300014973,-0.656384885311,1.35537803173
6657,-0.601560950279,0.393006294966,-0.549732148647,-1.13869965076,-1.31714999676,0.387930899858,-1.2335306406
5054,-0.572476625443,0.500336825848,0.0484732761979,0.860785663128,-0.972149968147,0.459242343903,-0.295759171247
3108,-0.652131259441,0.721563220024,0.321451306343,0.155210316181,0.694350004196,0.394857019186,-0.40264955163
1950,-0.361208349466,0.845072507858,-0.218023404479,0.263506948948,-1.28180003166,-0.72044813633,-0.299296319485
351,1.23867237568,0.40075314045,-0.166818410158,0.390599310398,-0.567499995232,0.437641352415,-0.53376686573
4846,-0.131970196962,0.533199906349,0.761350631714,-1.17388081551,-0.944800019264,0.179206192493,0.361367821693
1452,0.20530590415,-0.262549936771,1.50364470482,0.0272631272674,-0.822299957275,0.740521907806,-0.338732242584
4776,-0.241998374462,0.42055952549,-0.322650253773,0.533971011639,-0.594649970531,-0.681148350239,-1.06553328037
6908,0.815724611282,-0.767439961433,0.446405798197,-0.65746819973,0.209649980068,0.120557039976,1.31234622002
672,0.404314547777,-1.00201523304,-0.620782732964,0.111493855715,-1.09185004234,0.658712148666,0.218607708812
5710,0.458267688751,-0.136475771666,0.0305053144693,-0.564270317554,0.998950004578,-0.375538975,0.771902799606
2115,-1.11037659645,0.0225809551775,-0.217812553048,-0.670654773712,-0.00409996509552,-0.140489578247,0.615724086761
7015,-0.074013389647,1.23270428181,-0.256509661674,-0.592290520668,-0.686749994755,-0.426711499691,-0.470413506031
8726,-0.346752882004,-0.455518901348,0.695151090622,0.15029284358,1.31520009041,-0.417868107557,2.18217658997
2185,-0.698845028877,0.371695995331,-0.861930429935,0.170032247901,-1.2853000164,0.0416244268417,-1.17594516277
3315,-0.944435298443,0.605525970459,0.711882472038,0.397977054119,0.526000022888,0.619183003902,0.9745901227
5289,-0.664804935455,0.629710912704,0.121801257133,-0.544379711151,-0.467599987984,0.254007667303,-0.219705492258
868,-0.40754494071,2.09496736526,-1.20872950554,-0.194910243154,-0.131649971008,-0.612486124039,0.233383119106
1677,-1.62035346031,-0.00315390527248,-0.257290303707,-0.0711637288332,-0.356750011444,-0.632238566875,0.485729813576
7043,-1.41419219971,0.0278563797474,-0.496965765953,0.435783267021,0.483999997377,-0.80188035965,-0.0959344655275
5613,-0.875650167465,0.114228010178,-0.776393830776,-0.224864318967,-0.265350013971,0.874558448792,0.493588268757
595,0.6086358428,0.384281605482,0.930192112923,-0.0742449611425,0.915199995041,-0.350467890501,0.606819629669
4793,0.159331232309,0.496119499207,0.727417588234,0.200268059969,2.68389987946,0.536606192589,-0.258729875088
2736,-0.780551075935,1.66568636894,-0.783218860626,0.0376651138067,1.24014997482,0.221955955029,-0.739655315876
5290,0.309724390507,0.456164270639,-0.0936879366636,1.11314749718,-1.12345004082,0.00593990087509,-0.271046966314
6194,1.57596170902,-0.0407708361745,-0.479373902082,0.459379553795,-0.460000038147,-0.339239358902,-0.105357035995
1676,-1.01116716862,0.682198166847,-0.34429115057,0.0503313802183,-0.548200011253,-0.92541885376,0.261472523212
23512,1.39020645618,-0.755319595337,1.21316671371,-1.09280753136,0.140450000763,-1.21021223068,0.0967911630869
148022,0.655305981636,0.178140193224,0.243522912264,-0.724323153496,-0.236599981785,-0.66882789135,0.793108224869
1906,-0.19788980484,1.22272646427,-0.0651038363576,-1.02091419697,-0.524300038815,0.400953292847,-0.486027121544
8878,0.366438776255,0.92700368166,-0.124447077513,-0.664080202579,0.918299973011,0.893552660942,0.554530501366
3091,-0.494581669569,0.908008337021,-0.883410871029,0.5435359478,-0.251399993896,-0.298202008009,0.400721132755
5743,-1.39939367771,1.07125854492,0.618452310562,-1.28400039673,-0.392050027847,0.274604558945,0.249002456665
5321,0.140927582979,0.881645143032,0.148711413145,0.241991654038,0.0334500074387,-0.108706459403,-0.0375717282295
4144,-1.09089684486,0.28753015399,1.20140731335,-0.491712868214,-1.19280004501,-1.97661423683,-0.392945051193
1981,0.880081474781,0.367875814438,-0.458871215582,-0.332227766514,-0.794049978256,1.19911003113,-1.51220178604
695,0.498942673206,-0.700972080231,1.4945731163,0.871978402138,4.82135009766,0.506156027317,-1.16396808624
10398,-0.439919352531,0.82052809,-0.201818034053,0.932269692421,-1.54104995728,0.136568486691,-0.480543017387
5708,-1.17262363434,0.133349105716,-0.0635761618614,-0.779392004013,0.228249996901,0.285260647535,-0.00240900740027
1213,1.02465653419,-0.934429883957,-0.134800300002,0.405720889568,0.641700029373,-0.436016619205,-0.0541548579931
226,0.524424016476,-0.489502608776,-1.56781971455,0.596045613289,0.803249955177,-0.300541043282,-0.13149240613
