rid,DOS057_A375_24H:BRD-K15524596-001-01-5:5,DOS057_A549_24H:BRD-K15524596-001-01-5:5,DOS057_HT29_24H:BRD-K15524596-001-01-5:5,DOS057_MCF7_24H:BRD-K15524596-001-01-5:5,DOS057_PC3_24H:BRD-K15524596-001-01-5:5,DOSBIO002_A375_24H:BRD-K15524596:10.0448,DOSBIO002_A549_24H:BRD-K15524596:10.0448,DOSBIO002_HT29_24H:BRD-K15524596:10.0448,DOSBIO002_PC3_24H:BRD-K15524596:10.0448,DOSBIO002_MCF7_24H:BRD-K15524596:10.0448,DOSBIO002_NEU_24H:BRD-K15524596:10.0448,DOSBIO002_NPC_24H:BRD-K15524596:10.0448
5720,-0.0698999986053,1.08459997177,0.163563326001,0.903164684772,-0.329099982977,0.102465838194,-0.0894472897053,-3.28570985794,-0.0672866404057,-1.45600628853,2.77509999275,0.534620404243
466,-1.0311999321,-1.12279999256,1.27303993702,0.375083327293,-1.07639992237,-1.21784186363,-0.424297392368,0.0589503198862,0.221983447671,0.17638553679,-2.03349995613,0.601364552975
6009,0.794700026512,-1.7623000145,0.418643891811,-0.210287690163,-1.12839996815,1.20626723766,0.310667067766,2.44037532806,0.204690784216,1.13432919979,0.991499960423,0.288170307875
2309,0.398599982262,-0.116549998522,-1.50796175003,-0.969688773155,1.60845005512,1.12960207462,0.101046264172,-0.133198320866,0.900150299072,0.637117147446,1.93974995613,-0.0154053121805
387,0.711199998856,-0.81844997406,-0.654295027256,0.0441052019596,0.0846499949694,-0.405202150345,-0.162587821484,2.7812435627,0.623254537582,0.668398439884,0.688899993896,0.177921459079
3553,0.913550019264,-0.0230499953032,-0.079697445035,0.68221527338,0.994199991226,-0.641845226288,0.780810713768,1.4388936758,-0.42077088356,0.185741916299,-0.124950006604,-0.603007614613
427,-1.36124992371,-0.816500008106,0.726049780846,0.238801538944,1.10089993477,-0.196022003889,-0.540011644363,1.29639911652,0.157637655735,0.16986605525,-0.34090000391,1.14351069927
5898,0.863399982452,0.128749981523,0.251223534346,0.00904433429241,-0.116949975491,0.33865660429,-0.306647896767,0.379105240107,-0.636152386665,0.191124215722,0.187749996781,0.0522399544716
23365,0.532900035381,1.85185003281,0.134378299117,-0.0457459464669,1.82220005989,-1.07065820694,1.53381371498,1.3014973402,4.48193454742,1.72527766228,1.03905010223,1.30839383602
6657,0.654299974442,0.775949954987,0.195672959089,1.74003362656,1.62189996243,0.381406694651,-0.453296631575,0.33826482296,-0.978959441185,1.23335802555,-0.597450017929,-0.100950554013
5054,-0.18995000422,0.940999984741,0.141903728247,-2.69678688049,0.278100013733,-0.265302419662,-0.859239757061,0.439127534628,0.3471763134,3.3720023632,0.140899986029,1.1591681242
3108,0.60304993391,0.246250033379,-2.00185108185,-0.137142106891,-0.134749993682,1.30068159103,0.219573557377,1.60804092884,0.48486417532,2.61637592316,0.405550032854,0.431961297989
