rid,LJP002_BT20_6H:BRD-K12343256-001-01-4:10,LJP002_BT20_6H:BRD-K12343256-001-01-4:2,LJP002_BT20_6H:BRD-K12343256-001-01-4:0.4,LJP002_BT20_6H:BRD-K12343256-001-01-4:0.08,LJP002_BT20_24H:BRD-K12343256-001-01-4:10,LJP002_BT20_24H:BRD-K12343256-001-01-4:2,LJP002_BT20_24H:BRD-K12343256-001-01-4:0.4,LJP002_BT20_24H:BRD-K12343256-001-01-4:0.08,LJP002_HS578T_6H:BRD-K12343256-001-01-4:10,LJP002_HS578T_6H:BRD-K12343256-001-01-4:2,LJP002_HS578T_6H:BRD-K12343256-001-01-4:0.4,LJP002_HS578T_6H:BRD-K12343256-001-01-4:0.08,LJP002_HS578T_24H:BRD-K12343256-001-01-4:10,LJP002_HS578T_24H:BRD-K12343256-001-01-4:2,LJP002_HS578T_24H:BRD-K12343256-001-01-4:0.4,LJP002_HS578T_24H:BRD-K12343256-001-01-4:0.08,LJP002_MCF10A_6H:BRD-K12343256-001-01-4:2,LJP002_MCF10A_6H:BRD-K12343256-001-01-4:0.4,LJP002_MCF10A_6H:BRD-K12343256-001-01-4:0.08,LJP002_MCF10A_6H:BRD-K12343256-001-01-4:10,LJP002_MCF10A_24H:BRD-K12343256-001-01-4:10,LJP002_MCF10A_24H:BRD-K12343256-001-01-4:2,LJP002_MCF10A_24H:BRD-K12343256-001-01-4:0.4,LJP002_MCF10A_24H:BRD-K12343256-001-01-4:0.08,LJP002_MCF7_6H:BRD-K12343256-001-01-4:10,LJP002_MCF7_6H:BRD-K12343256-001-01-4:2,LJP002_MCF7_6H:BRD-K12343256-001-01-4:0.4,LJP002_MCF7_6H:BRD-K12343256-001-01-4:0.08,LJP002_MCF7_24H:BRD-K12343256-001-01-4:10,LJP002_MCF7_24H:BRD-K12343256-001-01-4:2,LJP002_MCF7_24H:BRD-K12343256-001-01-4:0.4,LJP002_MCF7_24H:BRD-K12343256-001-01-4:0.08,LJP002_MDAMB231_6H:BRD-K12343256-001-01-4:10,LJP002_MDAMB231_6H:BRD-K12343256-001-01-4:2,LJP002_MDAMB231_6H:BRD-K12343256-001-01-4:0.4,LJP002_MDAMB231_6H:BRD-K12343256-001-01-4:0.08,LJP002_MDAMB231_24H:BRD-K12343256-001-01-4:10,LJP002_MDAMB231_24H:BRD-K12343256-001-01-4:2,LJP002_MDAMB231_24H:BRD-K12343256-001-01-4:0.4,LJP002_MDAMB231_24H:BRD-K12343256-001-01-4:0.08,LJP002_SKBR3_6H:BRD-K12343256-001-01-4:10,LJP002_SKBR3_6H:BRD-K12343256-001-01-4:2,LJP002_SKBR3_6H:BRD-K12343256-001-01-4:0.4,LJP002_SKBR3_6H:BRD-K12343256-001-01-4:0.08,LJP002_SKBR3_24H:BRD-K12343256-001-01-4:10,LJP002_SKBR3_24H:BRD-K12343256-001-01-4:2,LJP002_SKBR3_24H:BRD-K12343256-001-01-4:0.4,LJP002_SKBR3_24H:BRD-K12343256-001-01-4:0.08
5720,1.3039740324,0.445558547974,-0.425745725632,-0.352189809084,0.613197267056,1.39119935036,0.389985114336,0.819432497025,0.865019381046,-0.555860638618,1.58244228363,-1.5772601366,0.235264748335,-0.262607485056,-0.343133211136,-0.84105014801,-0.987192511559,0.531810641289,0.114399969578,1.56005001068,1.01460003853,0.851499974728,1.21449995041,-1.17059993744,0.175821006298,0.0165628790855,0.631594896317,0.760547041893,0.364450007677,0.604249954224,-0.317249983549,0.282450020313,0.480619728565,0.409747064114,0.0270654931664,0.239879637957,-0.553477525711,-0.765169024467,-1.51947236061,-1.33774995804,1.55724823475,0.813163161278,0.44850307703,0.407729685307,-0.738082647324,0.22310167551,0.666635870934,-0.426536798477
466,-0.266899704933,-0.0580689162016,-0.759780108929,-0.268730401993,0.818603992462,1.07669568062,0.882230877876,0.485612034798,0.172726124525,-0.253850519657,-0.453443348408,-0.219439774752,0.415960550308,-0.661742091179,-0.910396873951,-0.0652682632208,-5.40267133713,-0.118694156408,-2.17059993744,1.12695002556,-0.935249984264,-2.37890005112,-1.09599995613,-1.98529994488,0.330287396908,-2.04094409943,-0.0586627200246,0.229627102613,0.235200002789,-1.03009998798,-1.51375007629,-0.703550040722,0.535147845745,-0.0696630179882,-0.248975485563,-0.912197470665,-0.687549233437,-0.977417111397,-1.33949995041,-0.130600005388,1.49974143505,1.23473024368,0.927915334702,0.150241270661,0.411065548658,-0.717542827129,-0.0422368422151,-0.45116519928
6009,1.39110040665,0.779535055161,0.208719104528,-0.169862866402,0.161112248898,0.641373634338,-0.138399362564,0.504737377167,0.0452053919435,-0.694395720959,0.546877980232,-0.567776083946,-0.351437300444,-0.907717347145,-0.746320784092,-1.16585230827,-0.826698184013,0.566537320614,0.45039999485,0.630850017071,-0.884850025177,-1.35979998112,-0.823350012302,-2.05625009537,0.201164990664,0.04754922539,0.821663379669,0.509227097034,-0.777500033379,-1.48784995079,-1.23734998703,-0.563400030136,0.543273210526,-0.513415873051,-0.213135391474,0.012971997261,-0.432099640369,0.16477483511,0.0198415517807,2.23724985123,1.24638831615,0.587234020233,0.789746820927,-0.521305203438,0.153678610921,0.520711302757,0.147621750832,-0.0673364177346
2309,-0.371522158384,-0.0104469209909,-0.291767895222,-1.30031406879,0.0279810298234,0.102108538151,0.899682879448,-0.190075516701,-0.40881177783,0.68171530962,-0.52122169733,0.51335299015,0.461533874273,0.319935381413,0.301660895348,-0.326053589582,0.45923307538,0.535152792931,-0.1087000072,-0.223399996758,0.88170003891,1.44385004044,2.7892999649,0.214999914169,0.104205667973,0.688087701797,-0.12103228271,-0.378414541483,0.344399988651,0.559750020504,0.37935000658,0.0886000022292,-0.350596636534,-0.0334326475859,0.089970678091,-0.23198851943,1.32329273224,0.57248544693,0.649158239365,2.2188000679,-0.718863070011,-1.19660770893,0.235334008932,-0.880441248417,0.621124267578,0.582632422447,-0.566054701805,-0.144006714225
387,2.30259418488,0.236332342029,0.904365301132,0.201832845807,0.489588201046,-0.278274953365,-0.508816063404,0.27341863513,-0.60789000988,-1.25895571709,0.454402804375,0.223205506802,0.0646439790726,-0.208436533809,0.308677405119,0.395261794329,-0.838371992111,0.392206400633,1.88884997368,1.33994996548,-3.60255002975,-1.60490000248,-0.0736999958754,-0.863050043583,-0.141635298729,0.690720200539,-0.0773863196373,-0.331790655851,-0.943300008774,0.126399993896,-1.76510000229,-0.291000008583,0.0073000928387,0.526693820953,-0.225164234638,0.055055744946,-0.368688762188,0.585973024368,-0.174445927143,1.06544995308,1.2061175108,0.312478661537,0.57981210947,0.556412696838,-0.028260409832,-0.193624973297,0.88778591156,0.0299308616668
3553,-0.566555678844,-0.228033855557,-0.362248271704,0.57657623291,-0.772106647491,-1.16597545147,-0.402619361877,0.0054261945188,-0.56740295887,0.368474215269,-0.728209555149,0.526158392429,-0.478140294552,-0.0531930327415,-0.225383520126,0.418014764786,-1.63009798527,-1.49479603767,-1.83899998665,-1.93670010567,3.61719989777,3.25514984131,2.72769999504,3.01130008698,0.757305324078,-0.139833018184,0.0215683877468,0.288541644812,0.316049993038,0.163100004196,1.01520001888,1.3260999918,-0.00846366584301,-0.279355078936,-0.426140248775,-0.49973359704,0.24969035387,0.74467086792,0.961806714535,1.83494997025,-1.2401406765,-0.278642147779,-0.350558191538,0.144730240107,-0.277662694454,-0.35218039155,-0.337509065866,-0.307584583759
427,-0.425905734301,-0.253191739321,-0.353452116251,0.574072539806,0.436913013458,0.15471470356,-1.27634179592,0.183725327253,-0.046709574759,-0.171246111393,-1.54975569248,1.94260692596,1.49352669716,0.12300811708,0.547575771809,-1.43795514107,1.75017929077,0.325781852007,0.569999992847,0.21535000205,1.16390001774,-0.365250021219,0.301050007343,-0.946599960327,0.148883104324,-0.675287723541,0.421717911959,-0.252601623535,-0.180649995804,-0.63229995966,0.144950002432,-0.130099982023,0.199792206287,0.684091448784,-1.00836801529,-0.0301412343979,-0.358937501907,1.09229803085,0.620314180851,1.12220001221,-0.00113618373871,-0.0269552320242,-0.095352999866,0.435131400824,-0.205938339233,-1.80553150177,-0.891053557396,-0.674533247948
5898,1.54199874401,-2.4638338089,-0.159656465054,0.399557262659,0.462403386831,0.581855416298,0.885535418987,-0.325528800488,-0.238662570715,-1.42643773556,-1.56332814693,-1.63528382778,0.91884791851,0.552501499653,0.322699844837,0.299067467451,-4.57598352432,-0.659217774868,0.418850004673,1.21679997444,-0.138899981976,-0.813850045204,-2.66839981079,-0.289199978113,0.994740247726,0.346134066582,0.1939522475,-0.187446534634,0.568399965763,0.134149998426,0.333900004625,-0.369899988174,0.926784753799,1.1740976572,0.127819254994,-0.31495860219,1.0556602478,1.23240995407,0.543778538704,1.05894994736,0.944442749023,0.926534295082,0.559336960316,0.236615985632,0.473675429821,0.649295330048,-0.246117174625,0.159657239914
23365,0.249788016081,0.01881980896,0.498681902885,0.425185769796,0.192575573921,-0.62581294775,0.0164226964116,0.0461061559618,0.978466629982,0.389334946871,1.63052105904,0.445019960403,1.31267702579,0.131667166948,1.12101840973,1.52764320374,7.71149635315,-0.15280470252,-0.783599972725,-0.834999978542,0.0830499976873,1.55535006523,1.52365005016,2.44674992561,1.45503532887,0.363305926323,0.578850388527,0.281233400106,0.447849988937,0.442200005054,0.771549999714,0.777700006962,0.239841163158,0.158119410276,1.13802981377,0.409261167049,0.115674875677,0.562169313431,0.871097683907,1.96875,0.666177272797,-0.0723411217332,2.0837161541,1.79088592529,1.23869073391,-0.0608735233545,1.26224327087,1.01971590519
6657,-1.06099069118,-0.56712192297,-0.342684984207,0.361049026251,-0.16200183332,-0.86781257391,0.184075132012,0.954016923904,-0.0502382665873,0.163199260831,-0.731874108315,0.366661429405,-0.500391542912,0.0662060901523,-0.13958786428,0.424297988415,0.540665328503,-0.624081969261,-0.0100000202656,-0.573400020599,2.40985012054,0.96179997921,1.16764998436,0.81149995327,2.01072120667,1.58034992218,0.918865382671,0.445656299591,1.46169996262,0.755299985409,0.809599995613,1.31410002708,-0.0230286084116,-0.275984764099,-0.505774736404,-0.505549430847,0.142156109214,0.639607131481,1.60090243816,0.910449981689,-1.71984136105,-0.628874778748,-0.273624241352,-0.195240065455,-0.472177892923,-0.56012070179,-0.801222383976,-0.336983919144
