rid,ERG011_VCAP_6H:BRD-K16995194-001-01-2:8.227,ERG011_VCAP_24H:BRD-K16995194-001-01-2:8.227,ERG017_VCAP_24H:BRD-K16995194:10.07,ERG017_VCAP_24H:BRD-K16995194:3.36,ERG017_VCAP_24H:BRD-K16995194:1.12,ERG017_VCAP_24H:BRD-K16995194:0.37
5720,-0.278750032187,1.35123610497,-0.1189000085,1.0522506237,-0.134215295315,0.964329838753
466,-0.153900027275,-0.790169835091,-1.32665002346,-2.83257579803,1.17275679111,0.116285383701
6009,0.302150011063,-0.102340362966,-0.8832000494,-1.06221199036,0.296758234501,0.215444386005
2309,2.84929990768,1.56591701508,1.98694992065,0.00694042444229,0.786197781563,0.113140940666
387,0.102250009775,0.399962484837,0.185849994421,-1.78591966629,-0.83619093895,0.453822135925
3553,0.117500007153,-0.0250144153833,1.67135000229,2.26822829247,-0.115410536528,0.358681857586
427,-0.629850029945,0.852378487587,3.00570011139,0.760340511799,1.02461981773,0.495643287897
5898,-1.66610002518,0.87142676115,2.18519997597,0.690012216568,1.77129483223,0.594554245472
23365,-1.19124996662,-1.08469700813,1.59179997444,-0.402183175087,0.010501710698,-0.512234449387
6657,-0.185800015926,1.73258376122,0.726899981499,2.82034873962,0.0302123129368,-0.224950954318
5054,0.218950003386,-0.690848350525,0.0225000083447,-0.125558108091,0.0559200048447,0.0375576615334
3108,1.87599992752,4.60798597336,2.67089986801,1.9639428854,0.738859951496,-0.187843561172
1950,1.29974997044,4.34649372101,2.56995010376,0.977322638035,-0.146805971861,-0.883901834488
351,0.21384999156,-0.145621687174,1.4414999485,0.147419184446,0.295622169971,-0.901942610741
4846,1.07109999657,1.06485772133,1.91754996777,1.08854937553,-0.0704178512096,-0.729373335838
1452,0.604449987411,0.941639780998,1.63089990616,-1.38994848728,0.416911661625,0.248543456197
4776,-0.00609999895096,0.12050627172,0.230799987912,2.06314373016,0.0411304682493,0.328711390495
6908,-0.335799992085,-1.34243631363,-1.37524998188,-2.39496994019,0.0489074289799,0.0404461473227
672,-0.801599979401,-0.843940317631,-4.69624996185,-2.58239269257,-0.173820361495,0.668816566467
5710,-0.124549999833,-0.277069151402,-0.283749997616,-2.71326637268,0.417943716049,0.293159127235
2115,-0.537050008774,-0.280570834875,1.10774993896,2.55206871033,-0.162183627486,0.559250950813
7015,0.787999987602,1.45371007919,0.821150004864,2.1226067543,0.236910909414,-0.101934179664
8726,-1.40439999104,-1.86708557606,-1.00705003738,-1.94506776333,0.191766649485,1.36944878101
2185,1.06595003605,0.664684176445,1.61479997635,2.75754714012,0.306152760983,-0.0896765738726
3315,1.47484993935,2.04822945595,2.4200501442,2.52714371681,0.61924636364,-0.00380443036556
5289,0.0427500009537,1.38999605179,2.12400007248,3.0430753231,0.504578948021,0.33086797595
868,-0.687249958515,2.9888715744,4.35815000534,1.7916033268,-0.453944057226,-0.71296030283
1677,0.0630999803543,1.32510232925,-1.31815004349,1.26433777809,-0.370609343052,0.0367964729667
7043,0.116750001907,0.865234613419,1.13244998455,1.67356812954,0.206563234329,0.50537276268
5613,0.530100047588,0.466680645943,0.506150007248,1.80312633514,-0.215023949742,-0.322629898787
595,-1.36940002441,0.558232665062,1.30044996738,-1.52034449577,-0.0213335268199,0.641150534153
4793,1.32245004177,5.75345754623,2.09605002403,2.41449093819,0.625013947487,0.622099041939
2736,0.612399995327,1.31634020805,0.565750002861,3.31127905846,-0.510982692242,-0.224431723356
5290,0.0525999963284,0.567039549351,1.31799995899,1.5537006855,-0.157860964537,-0.428512960672
6194,-0.996200025082,-1.44354581833,0.0,-0.469383209944,-0.848975658417,-1.38397669792
1676,-0.243849992752,0.139582067728,0.88639998436,2.27038145065,-0.119213491678,-0.548342227936
23512,-0.876450061798,-1.92183017731,-2.67505002022,-2.93168210983,1.55789005756,2.06920599937
148022,-0.391649991274,-0.592934548855,0.805899977684,1.64108037949,-0.703529596329,0.755250036716
1906,-0.381650030613,1.04579854012,0.728299975395,1.8487650156,-0.279306650162,-0.375822007656
8878,-3.46455001831,-0.145650833845,0.11384999752,-1.15795123577,-0.345921039581,-0.193146705627
3091,-0.276050001383,0.516857028008,1.56025004387,1.41607189178,1.32762491703,0.482257336378
5743,0.402649998665,1.75540840626,0.941550016403,1.52248096466,0.717997908592,0.770533919334
5321,-0.0622999668121,0.686759471893,0.39280000329,1.15968155861,-0.78515714407,-1.57796978951
4144,0.65005004406,3.35923671722,2.1603500843,-0.180085301399,0.388423204422,0.517340481281
1981,0.223349928856,1.50651085377,-2.03460001945,-0.856375515461,-1.77793598175,-0.131431937218
695,-1.05139994621,-0.381193608046,1.27009999752,0.629669725895,0.831245660782,0.974102854729
10398,0.725549995899,3.46060371399,0.065800011158,1.23894095421,0.243324637413,0.244719460607
5708,-6.0516500473,-1.94895768166,-0.975349962711,0.561483860016,-0.895113587379,-0.108321338892
1213,-0.181199997663,-0.606540322304,-0.46899998188,-1.85685992241,-0.0566435605288,0.4650580585
226,-1.17239999771,-2.73092103004,-2.18455004692,-3.45464944839,-1.13990294933,-0.131685137749
6777,-0.59090000391,2.498067379,0.61185002327,1.91582512856,0.977174818516,0.71380931139
2113,1.00644993782,0.540947794914,-0.0256500095129,1.10467779636,-0.0076107531786,-0.110305339098
3329,0.492650002241,-3.27750205994,-4.91114997864,-4.77021312714,-1.39117765427,0.193717092276
1050,0.0643499940634,0.665340304375,-0.804099977016,-2.41199874878,-1.26806294918,-0.0213016346097
