rid,CPC004_A375_6H:BRD-A72703248-003-01-5:10,CPC004_HA1E_6H:BRD-A72703248-003-01-5:10,CPC004_HA1E_24H:BRD-A72703248-003-01-5:10,CPC004_HCC515_6H:BRD-A72703248-003-01-5:10,CPC004_HCC515_24H:BRD-A72703248-003-01-5:10,CPC004_HEPG2_6H:BRD-A72703248-003-01-5:10,CPC004_HT29_6H:BRD-A72703248-003-01-5:10,CPC004_MCF7_6H:BRD-A72703248-003-01-5:10,CPC004_PC3_6H:BRD-A72703248-003-01-5:10,CPC004_PC3_24H:BRD-A72703248-003-01-5:10,CPC004_VCAP_6H:BRD-A72703248-003-01-5:10,CPC004_VCAP_24H:BRD-A72703248-003-01-5:10,CPC018_A375_6H:BRD-A72703248-003-03-1:10,CPC018_A549_6H:BRD-A72703248-003-03-1:10,CPC018_A549_24H:BRD-A72703248-003-03-1:10,CPC018_ASC_24H:BRD-A72703248-003-03-1:10,CPC018_HEPG2_6H:BRD-A72703248-003-03-1:10,CPC018_HT29_6H:BRD-A72703248-003-03-1:10,CPC018_MCF7_6H:BRD-A72703248-003-03-1:10,CPC018_MCF7_24H:BRD-A72703248-003-03-1:10,CPC018_NPC_24H:BRD-A72703248-003-03-1:10,CPC018_PHH_24H:BRD-A72703248-003-03-1:10,CPC018_SKB_24H:BRD-A72703248-003-03-1:10,MUC.CP005_MCF7_6H:BRD-A72703248-003-01-5:10,MUC.CP005_MCF7_6H:BRD-A72703248-003-01-5:3.3333,MUC.CP005_MCF7_6H:BRD-A72703248-003-01-5:1.1111,MUC.CP005_MCF7_6H:BRD-A72703248-003-01-5:0.3704,MUC.CP005_MCF7_24H:BRD-A72703248-003-01-5:10,MUC.CP005_MCF7_24H:BRD-A72703248-003-01-5:3.3333,MUC.CP005_MCF7_24H:BRD-A72703248-003-01-5:1.1111,MUC.CP005_MCF7_24H:BRD-A72703248-003-01-5:0.3704
5720,0.135946258903,0.34472155571,-1.43398857117,0.482131361961,-0.859199404716,0.196898981929,0.348553419113,-0.869313061237,-0.0840103179216,-0.829435706139,0.334761232138,-0.374118924141,-0.53664958477,0.560959517956,-0.988300025463,-0.0497316494584,0.0934151038527,-0.287321567535,0.422845125198,-1.26403903961,-0.543918251991,-0.577302336693,0.796048045158,-0.191580861807,2.86417198181,1.12947738171,-0.566939234734,0.218621879816,-0.584295272827,1.36046385765,0.0804710537195
466,-0.215506747365,-0.874811828136,-0.236663758755,0.0110943242908,-2.58853054047,0.285438239574,0.0350749567151,-0.80413711071,-0.273573637009,-0.269780755043,0.740395843983,-0.312050372362,-0.857748925686,0.0159559473395,-0.227249994874,0.890128672123,-0.489982008934,-0.759404599667,-0.110912121832,-1.4109890461,-1.03564107418,0.123961299658,0.461072593927,-0.587780296803,-0.315270364285,0.0816394984722,0.121339216828,-0.275646716356,-0.689659178257,-0.273464143276,0.485086262226
6009,-0.540533661842,-0.281755179167,0.0270293653011,-0.263319075108,-0.0771312862635,-0.302836239338,0.0977020189166,0.64668494463,0.100688539445,0.309641957283,0.565947711468,0.341363847256,0.740356624126,0.577858865261,0.11850002408,0.483887642622,-0.347238898277,-0.31947645545,0.118822686374,0.740050971508,-1.39616668224,0.566404283047,0.249085247517,0.0337482690811,1.07951951027,0.614569306374,-0.473160862923,0.455554783344,-1.95821809769,-0.715129733086,0.565340638161
2309,-0.031138330698,-0.0304411798716,-0.201943799853,-0.606307029724,-2.29644083977,0.0706959962845,-0.388450056314,0.178065702319,-0.00992790609598,0.193832039833,0.752554774284,-1.02397918701,-0.771166682243,0.86408829689,-0.392399966717,0.827032148838,-0.0163221210241,-0.33867430687,0.0277429521084,-0.286110460758,-1.83962666988,-0.477439820766,0.723167479038,0.930512487888,0.988170325756,1.69813978672,-0.908591449261,0.135938346386,0.300256192684,-0.584097623825,-0.22371545434
387,-0.45129570365,-0.499770492315,-1.56813490391,-0.517760396004,-1.62948799133,-0.784307360649,0.117995046079,-0.657460212708,-0.326717376709,-0.34772002697,0.238284796476,-0.125490948558,-0.48222759366,0.622287273407,-0.445849984884,-0.509438633919,0.371365964413,-0.874211847782,-0.34278306365,-2.99241113663,-1.05667567253,-0.135398253798,-0.316344320774,-0.453650742769,2.40802335739,-0.0202521085739,-0.378069162369,-0.591854512691,-1.71280932426,-0.950550436974,0.468214511871
3553,-0.657430052757,-1.25369119644,1.44153666496,-0.163339078426,0.297799855471,0.675109326839,-0.973891735077,0.541240572929,-0.00534744933248,2.15441036224,-1.01457953453,-0.0586888827384,1.27058529854,-0.626095592976,2.14405012131,-0.172321990132,0.264851629734,1.2943469286,0.312996417284,1.72659635544,2.10581827164,-1.18825590611,-0.159880638123,0.550448179245,-1.07917809486,-0.632589101791,0.268086522818,-0.275551855564,0.229117289186,0.688175916672,-0.304694890976
427,-0.283876419067,0.254329830408,-0.236292570829,0.314147382975,-0.986750006676,-0.849174797535,0.275923073292,-1.01394796371,-0.672860085964,-1.04944050312,0.543947398663,-0.58312779665,-0.296887367964,-1.27066159248,0.787999987602,0.816353261471,0.298490047455,0.0832951068878,-0.0808416604996,-2.26559901237,1.07715153694,1.11197412014,0.561170816422,-0.218315556645,-0.810142636299,-0.540550112724,0.671683251858,-0.909020662308,1.38685190678,-0.297538757324,0.415119379759
5898,-0.840394854546,-0.233195751905,1.19877243042,0.00823219493032,-0.33931350708,0.05561645329,0.0454155951738,-0.829459428787,-0.301636517048,0.825104057789,-0.14452418685,-0.731264352798,0.404231727123,0.38070243597,1.21145009995,0.36661657691,0.696987688541,0.673076272011,1.04366445541,1.3980474472,1.30239999294,-0.0633617043495,-0.124088980258,-0.0508536249399,0.508848488331,-1.12908613682,0.173517465591,1.03195643425,-0.30550801754,-0.384693682194,-0.193937599659
23365,-0.546048343182,-0.0536086410284,0.59360575676,-0.185051649809,-1.43590855598,0.0416074544191,0.855256974697,-0.404767990112,-0.420544058084,0.211723938584,0.560997366905,-0.781994521618,-0.0500959046185,0.654760122299,-0.635999977589,-0.214622572064,-0.127194181085,-0.0979054272175,0.0608490183949,-1.44503951073,1.25149905682,0.152234494686,0.177237033844,0.481506586075,1.45250105858,-0.65613758564,0.125753641129,1.13131141663,-0.0392961986363,-0.110127061605,2.09987258911
6657,-0.936503529549,-1.16498935223,-0.180436745286,-0.478720217943,-0.873011112213,-0.00947336480021,-1.32120585442,0.799377381802,-0.341306865215,1.21805477142,-0.718154966831,-0.233179911971,0.764568924904,-0.918665289879,0.301999986172,-0.589267134666,-0.244339734316,0.474923282862,-0.328846216202,2.06568169594,-2.25798726082,-1.16051709652,-0.306061059237,0.339670807123,-0.816057503223,0.303613930941,-0.284364759922,-0.319678872824,1.13019299507,0.745515227318,-0.414015293121
