rid,DOS024_VCAP_6H:BRD-K07125273-001-01-1:4.88,DOS024_VCAP_24H:BRD-K07125273-001-01-1:4.88,DOS053_A375_24H:BRD-K07125273-001-01-1:4.88,DOS053_A549_24H:BRD-K07125273-001-01-1:4.88,DOS053_MCF7_24H:BRD-K07125273-001-01-1:4.88,DOS053_PC3_24H:BRD-K07125273-001-01-1:4.88,MUC.CP001_MCF7_6H:BRD-K07125273-001-01-1:9.7503,MUC.CP001_MCF7_6H:BRD-K07125273-001-01-1:3.2501,MUC.CP001_MCF7_6H:BRD-K07125273-001-01-1:1.0834,MUC.CP001_MCF7_6H:BRD-K07125273-001-01-1:0.3611,MUC.CP001_MCF7_24H:BRD-K07125273-001-01-1:9.7503,MUC.CP001_MCF7_24H:BRD-K07125273-001-01-1:3.2501,MUC.CP001_MCF7_24H:BRD-K07125273-001-01-1:0.3611,MUC.CP001_MCF7_24H:BRD-K07125273-001-01-1:1.0834,MUC.CP001_NKDBA_24H:BRD-K07125273-001-01-1:9.7503,MUC.CP001_NKDBA_24H:BRD-K07125273-001-01-1:3.2501,MUC.CP001_NKDBA_24H:BRD-K07125273-001-01-1:1.0834,MUC.CP001_NKDBA_24H:BRD-K07125273-001-01-1:0.3611
672,0.0454499982297,-1.1522346735,0.294649988413,1.32934999466,0.290900021791,0.830500006676,-0.0138333290815,1.05260539055,0.47239202261,0.79455435276,-0.0288718938828,0.162317425013,-0.405352532864,0.458299994469,1.41985225677,-0.135375887156,1.59221899509,1.53958511353
5710,-1.46495008469,-0.600691735744,0.0894999802113,0.711650013924,-0.644550025463,-0.836099982262,0.216499999166,0.669180512428,0.219049528241,0.229762658477,0.0575689263642,-1.65501534939,0.552088975906,0.25980001688,0.609031975269,-0.404036343098,0.4974142313,0.56793230772
2115,0.792650043964,-0.345282495022,0.00919997692108,0.093800008297,0.427949965,0.208250015974,-1.09826672077,-1.42404901981,-0.693245887756,0.0897859334946,-0.869170129299,0.620317041874,-0.534067988396,-0.355000019073,-0.335945129395,-0.644445180893,-0.196312010288,-0.406764537096
7015,0.647750020027,-0.487487971783,-0.0801499783993,-0.238699987531,0.933250069618,0.309599995613,-0.265799999237,-0.40742868185,-0.960741698742,-1.57610797882,-0.528778791428,0.536644697189,-0.639227986336,-0.606700003147,-0.890256464481,0.199250668287,-1.23154091835,-1.2837420702
8726,-0.187049999833,0.185017585754,0.374949991703,0.554300010204,-0.155100017786,0.284599989653,0.238933339715,0.363110154867,-0.615755319595,0.694479346275,0.287019431591,-0.742848217487,-0.967871308327,-0.028850004077,1.25247919559,0.392161726952,1.11607015133,2.49110603333
2185,0.571250021458,-0.641757428646,1.87374997139,0.113600000739,1.21560001373,1.1290999651,-0.429033368826,-1.08168113232,-1.01637494564,-1.15705919266,-1.15637910366,0.906234622002,-0.966522097588,-0.98164999485,-1.81001126766,-0.248990923166,-1.68128275871,-1.52366483212
3315,-0.179000020027,-0.352911114693,-1.05169999599,0.0828500017524,-1.92585003376,-0.116449981928,-0.000233333325014,0.0394359827042,-0.226622894406,0.0,0.385957986116,-1.94451868534,0.64598441124,0.574599981308,0.0339222177863,-0.698861658573,0.272247850895,-0.0413370206952
5289,1.12969994545,-0.450593113899,1.39665007591,-1.45149993896,0.874599993229,0.586149990559,-0.888400018215,-0.971356511116,-1.16185641289,0.465513050556,-0.875462770462,-0.180772140622,-0.697826743126,-0.299250006676,0.143842369318,-0.977256894112,0.634604930878,1.11015737057
868,0.852149963379,-0.285280495882,1.08504998684,-0.548149943352,-1.80874991417,0.707249999046,-0.427500009537,1.66844367981,-0.33253249526,-0.245213076472,-0.412833631039,0.859412133694,-0.605454623699,-0.608150005341,-1.36120223999,-0.372363448143,-0.733037352562,-0.517903029919
1677,-0.00549999624491,0.366984128952,0.679550051689,0.121399998665,0.812799990177,1.35934996605,-0.190699994564,-0.399800270796,-0.200733736157,-1.11697566509,-0.800056278706,0.606170654297,-0.82195854187,-0.71875,-1.47374618053,-0.275129973888,-1.24652314186,-1.21559858322
7043,0.824550032616,-0.995422542095,1.23694992065,0.35949999094,1.72550010681,0.674150049686,0.0365333557129,-0.586569428444,-1.28437483311,0.716235399246,-0.82422631979,0.732174754143,-0.999851942062,-1.05239999294,-1.74958086014,-0.102034732699,-1.9158911705,-1.96951651573
5613,1.05215001106,-0.29979044199,1.6386500597,0.218500003219,0.401549994946,2.38534998894,-0.576366662979,-0.256227195263,-0.554488420486,0.209096819162,-0.778183341026,0.527336061001,-0.819101572037,-0.921850025654,-0.802743256092,-0.307327181101,-1.00499975681,-1.34776198864
595,-0.128999993205,1.28813481331,-0.47080001235,-0.616899967194,-0.620100021362,0.263000011444,0.51130002737,-0.00976410508156,-0.568157017231,1.03863787651,0.732662260532,-0.171016827226,0.599681735039,1.05379998684,0.85901248455,0.696178495884,0.625113666058,0.708835482597
4793,-0.00794999301434,0.568384170532,-0.767500042915,0.447399973869,0.342000007629,-0.853049993515,-0.827366709709,0.151133999228,0.517319858074,0.0403693579137,0.00231477618217,-0.0266467779875,0.0226179789752,0.214800000191,-0.00595270097256,-1.02257430553,-0.238880485296,-0.0618845932186
2736,0.41060000658,0.13110679388,1.19144999981,0.457399994135,2.22189998627,0.46590000391,-0.651633381844,-0.331278532743,-0.75445330143,-0.182892024517,-0.643793582916,0.381572604179,-1.25353860855,-1.11370003223,-1.2909744978,-0.306840389967,-1.62169206142,-1.65026271343
5290,0.196449995041,-0.415982782841,0.522699952126,0.0229499936104,0.0621000230312,0.474000006914,-0.0122999846935,-0.206969454885,-0.695384025574,-0.97542065382,-0.8020632267,0.232837826014,-1.19864559174,-1.12335002422,-2.28635525703,-0.16095136106,-2.68818831444,-0.392094403505
6194,-0.435000032187,0.999321818352,0.144899994135,0.336899995804,-0.304549992085,0.351699978113,-0.834666609764,-0.948873221874,0.518797516823,-0.987643837929,-0.491249978542,-1.43334925175,-0.0652343630791,0.000300000014249,-0.0422060899436,0.000226308387937,0.000591144140344,0.000649900757708
1676,1.03725004196,0.119318410754,1.77234995365,-0.521350026131,1.3409999609,0.940250039101,-0.811866641045,-1.07334065437,-1.45714688301,-1.16689276695,-0.817824542522,1.49878203869,-0.850743770599,-0.857149958611,-1.41419637203,0.352946996689,-1.68070602417,-2.21665525436
23512,-0.478200018406,0.42379000783,0.180550009012,0.771149992943,0.395700007677,-0.678550004959,0.885533332825,-0.165997207165,0.131709218025,0.622102797031,-0.613966166973,0.440936565399,0.0146395415068,-0.612150013447,-0.365151435137,-0.090884372592,-0.503149688244,-0.38004052639
148022,-0.879250049591,-0.149809449911,0.958400011063,0.918999969959,0.585799992085,-0.406399995089,0.103900007904,-0.173557385802,-0.01101359725,0.20180606842,-0.596112251282,0.646677792072,-0.581720888615,2.0583999157,-0.495796114206,-0.87636244297,-0.0759077593684,-0.826629579067
1906,0.78955000639,-0.140511974692,1.50925004482,-1.05089998245,1.35780000687,0.267449975014,-1.20453345776,-1.49685704708,0.0610927008092,-1.42497587204,-0.950501322746,0.980457782745,-0.971493184566,-0.971249997616,-1.99619114399,0.128463506699,-1.89772224426,-2.41895771027
8878,-0.450050026178,-0.461953312159,0.539099991322,0.937900006771,0.304350018501,0.577250003815,-0.1617000103,0.0276326835155,-0.262419700623,0.267264634371,0.153817400336,-0.999621510506,0.731857597828,0.533500015736,0.28667140007,-1.46703386307,0.220972016454,0.499310463667
3091,0.120850086212,0.592391908169,0.595950007439,0.588150024414,-0.216050028801,-0.225499987602,-0.14453330636,0.0306916236877,0.0590320080519,-0.14615675807,-1.02989530563,-0.0310079455376,-2.13406062126,-1.5134999752,0.228440910578,-0.220873147249,0.332106173038,0.309491127729
5743,-0.0788000226021,1.24932849407,0.171150028706,-0.402100026608,0.111999988556,-0.460150003433,1.63773334026,-0.483081221581,-0.0716095939279,0.30178630352,-0.348481237888,0.525092899799,-0.33732265234,-0.226750016212,-0.50625783205,-0.0145549327135,-0.903637766838,-0.730996847153
5321,1.19844996929,-0.270674467087,0.333750009537,0.0266999974847,-0.632149934769,-0.681749999523,-0.242600023746,-0.748908996582,-0.262860357761,-2.1874756813,-0.579301834106,0.865459561348,-1.01922893524,-2.13604998589,-2.95197343826,0.109997816384,-2.48961925507,-3.91138720512
4144,-0.434450000525,-0.131877630949,0.266399979591,0.265150010586,-1.70599997044,0.526700019836,-0.264633327723,0.118667051196,0.784711241722,0.0113746523857,0.0227049663663,0.761692523956,0.388473182917,0.258050024509,-1.05452930927,-0.565824568272,-1.28951144218,-1.39243018627
1981,-0.738399982452,2.72475934029,0.371050029993,-0.408250004053,-0.194100007415,-0.289950013161,-0.0951999872923,-0.0652227699757,-0.448529720306,-0.717654466629,-0.185133159161,1.2866038084,-0.619438409805,-0.410249978304,-0.556754946709,-0.119887575507,-0.808436393738,-1.07423818111
695,-1.41659998894,-0.149237304926,1.4427999258,-0.737050056458,2.66305017471,0.417549997568,-1.01466667652,-0.252259761095,0.252289026976,-0.586735129356,-0.174897789955,1.17221724987,-0.123321272433,-0.208249986172,-1.29880809784,-1.0028898716,-1.14716482162,-1.50792145729
10398,0.932700037956,-0.256214886904,0.930400013924,0.256599992514,1.15104997158,1.18809998035,-0.0545000061393,-1.12845242023,-0.287770748138,-0.88707369566,-0.862975656986,1.21616756916,-0.952965259552,-0.945299983025,-0.400270104408,-0.0853800177574,0.04175754264,-1.04257547855
5708,0.585349977016,-0.59903883934,0.208299994469,0.488400012255,-0.436250001192,-1.46744990349,0.00616667047143,-0.577583909035,-0.159730866551,-0.680078804493,0.0701977014542,1.05089533329,0.49293076992,-0.133349999785,-0.63746714592,-0.596012890339,-0.136960715055,-0.444842934608
1213,-1.14470005035,0.569166302681,0.118350028992,-1.12759995461,0.510599970818,-0.688350021839,0.301633358002,0.493417561054,-0.212348982692,0.437784552574,-0.125458955765,-1.34154927731,0.100975550711,0.00595000386238,0.782157063484,-0.10339038074,0.783301770687,0.699361979961
226,-0.116500005126,0.243854910135,0.16835001111,0.654500007629,0.423299998045,0.298099994659,0.0839333310723,-0.0160366296768,-0.507436037064,0.347797930241,0.267491132021,-0.0873147398233,0.862022519112,1.02854990959,0.302763193846,-0.475489020348,0.407492011786,0.241106122732
6777,0.33654999733,-0.0743961036205,-0.269800007343,-0.48014998436,-0.580099999905,1.09930002689,-0.301699995995,-0.466266334057,-1.32421958447,-0.655757367611,0.110500156879,-0.798634469509,-0.09495203197,-0.431999981403,0.178880646825,-0.652547836304,0.120102927089,-0.303768128157
2113,1.1262999773,-0.110627099872,0.378949999809,-0.322250008583,1.01410007477,0.391399979591,-0.52963334322,-0.84627944231,1.26947236061,-0.426723212004,-0.758509397507,0.752222418785,-0.35516923666,-1.59745001793,-1.05539691448,-0.376448452473,-1.15790641308,-1.45831108093
3329,0.1793500036,0.686081528664,-0.966300010681,0.39509999752,-0.348349988461,-0.235449999571,-0.821966707706,0.241259753704,-0.112126015127,0.402661412954,0.578500390053,-1.06654369831,0.702650308609,0.902000010014,1.27003276348,0.0394695103168,0.993068873882,0.854076147079
1050,-1.71705007553,0.166672468185,4.06984996796,-0.298449993134,-0.468700021505,0.166350007057,0.136066660285,0.507405161858,0.500020980835,0.579798102379,0.832289993763,-0.223497182131,0.99779188633,0.847100019455,-1.44937133789,-1.31721103191,-0.759630918503,-1.21395039558
9491,-0.194249987602,2.57102584839,0.950600028038,-1.11000001431,-0.170600011945,0.28979998827,0.0721333026886,-0.122155591846,-0.630469977856,-0.678606271744,0.0918235182762,0.491394490004,0.135806530714,-0.425850003958,-2.45599317551,0.336530894041,-2.01849269867,-1.82098639011
22926,0.6521499753,0.903850495815,0.916249990463,-0.117849998176,1.07255005836,0.512099981308,-1.4539000988,-0.0724290758371,-1.28854620457,-1.27022182941,-0.50227856636,-0.418358325958,-0.390629678965,-0.445349991322,-1.42312300205,-1.15860819817,-0.429628551006,-0.355804294348
5899,-0.0784000009298,0.525756597519,0.47855001688,-0.218549996614,-0.287999987602,-0.610550045967,-0.0750999972224,-0.252710789442,0.377533614635,1.04887509346,0.147768750787,-0.588102698326,1.05210483074,0.616500020027,0.0175146628171,-0.632359147072,0.255856812,0.00233182217926
5467,0.50879997015,0.460919618607,0.841149926186,-0.645049989223,2.02279996872,0.321050018072,0.0266666673124,-0.496909081936,-0.597791135311,-0.0197137594223,-0.757883787155,1.39670789242,-1.05078780651,-1.04954993725,-1.13885474205,-0.116641998291,-1.09994089603,-0.938896477222
6774,-0.553900003433,0.211393997073,3.5337998867,0.209549993277,0.360050022602,-0.0907500088215,0.153233334422,0.475768595934,-1.42256617546,0.307244986296,-0.735331535339,0.897489070892,-0.605927586555,-0.564050018787,0.683706700802,-0.0870489031076,0.438268244267,2.65822887421
1788,1.24839997292,0.0297569856048,-0.645449995995,0.706699967384,1.62865006924,-0.428350031376,-0.0556000098586,-0.756570339203,-1.02895700932,0.342824995518,-0.81299585104,1.19635045528,-1.06579172611,-1.54920005798,-2.29637551308,0.0139799341559,-2.3953230381,-2.57678222656
5921,-1.67884993553,3.04183554649,0.760750055313,-0.611599981785,0.233449995518,-0.343899995089,1.06906664371,0.0532055199146,0.137075215578,0.485911369324,-0.202917903662,0.0198190324008,0.231283217669,-0.405699968338,0.413903594017,0.0761456042528,0.407809883356,0.742892444134
5721,-1.07089996338,-0.532016992569,-0.419049978256,-0.99279999733,-1.05365002155,0.204600006342,0.512366652489,0.57661563158,0.369601428509,-0.471921652555,1.16953873634,-1.62991428375,0.662506699562,0.7105499506,0.971378445625,0.261329770088,0.835904955864,0.554527461529
2263,0.339300006628,-0.190483391285,0.321449995041,0.142250001431,0.207349985838,-0.032849997282,-0.00973334908485,-0.344962656498,-0.05461409688,-0.68381935358,-0.0317462272942,0.782323539257,-0.392382413149,-0.300650000572,-1.44095766544,0.528396487236,-1.2607319355,-2.09061932564
808,0.687449991703,-0.176435247064,-0.783399999142,-0.287200003862,-0.384700030088,0.22769998014,0.0719000250101,-0.762885212898,-0.36561435461,-0.784110665321,0.0291985422373,1.03225338459,-0.422971367836,-0.345750004053,-0.368922561407,0.72606086731,-1.24694788456,-1.60248839855
30001,-1.00699996948,0.420319646597,-0.417500019073,-0.185849994421,-0.446399986744,-0.432850003242,-0.385300040245,0.216001689434,-0.0979855060577,0.693810343742,-0.940615952015,-0.00939635187387,-0.550514638424,-0.220300003886,0.877700686455,-1.01955926418,0.429269790649,0.63665163517
348,0.476300001144,-0.233740955591,1.00769996643,-0.276549994946,0.861450016499,-0.00910001993179,-0.0381666794419,-0.257373511791,-0.725589394569,-0.86070728302,-0.372057050467,0.638690412045,-0.856381833553,-0.905349969864,-1.07438135147,-0.0172917172313,-1.1592515707,-0.659421622753
30849,0.0849999934435,0.0644884333014,0.378700017929,0.359149992466,-0.618450045586,-0.355699986219,-0.837566673756,-0.606659770012,0.160330563784,0.408079266548,0.324753582478,-0.723603248596,0.736329376698,0.381949990988,1.35234940052,-0.611333549023,0.620856583118,1.23812067509
1454,-0.815900027752,-0.298649400473,-0.421149998903,-1.20770001411,0.259700000286,-1.03500008583,0.493833333254,-0.592534959316,-0.277006447315,0.300481110811,-0.726086556911,0.582672595978,-0.399083524942,-0.823549985886,-1.31891417503,-0.69979429245,-0.888245463371,-0.572563529015
6500,-0.952149987221,-0.407909929752,-0.343400001526,0.799400031567,-0.504199981689,-0.533500015736,0.296100020409,0.282299488783,-0.20429803431,0.844116985798,0.728335022926,-1.11936295033,0.922561645508,0.850349903107,1.01175296307,-0.0479816496372,0.968801319599,1.08074688911
5627,-0.337249994278,-0.414879590273,-1.42309999466,-0.55655002594,-5.05774974823,0.28694999218,0.72446668148,0.280419737101,0.143428787589,1.02211630344,0.202660441399,-1.11300671101,0.477771580219,1.05745005608,0.645916700363,0.000314608216286,0.824631690979,0.931011795998
5715,-1.11399996281,0.632708728313,-0.472299993038,-0.116249978542,-0.608649969101,0.384700000286,0.32106667757,0.351532757282,-0.62171036005,0.640805780888,0.825290977955,-0.919139683247,1.22267878056,1.26104998589,1.02471959591,-0.164115399122,0.504907548428,0.403745859861
4791,0.487700015306,-0.301111072302,-0.0821999907494,0.445500016212,0.545650005341,0.569000005722,-0.301133334637,-0.630579710007,-0.476583689451,-0.160327449441,-0.492366045713,1.26546669006,-0.541457295418,0.0462499856949,-0.917438864708,-0.455036073923,-1.5191026926,-1.6203725338
56924,-0.902400016785,-1.12343621254,-0.144650012255,-0.583000004292,-0.649949967861,-0.167449995875,-0.452266693115,0.195668265224,1.72180402279,0.373005270958,0.463257879019,0.0469137392938,-0.615999996662,0.57640004158,-0.26538258791,-0.335026919842,-0.607227444649,-0.394803494215
2690,-0.798949956894,-1.09388136864,0.107799991965,1.66684997082,-0.432500004768,0.626699984074,0.191400006413,0.421517640352,2.08256006241,1.04222524166,-0.491759836674,-0.466939181089,-0.253120422363,-0.560699999332,0.112399473786,-0.840427935123,0.592842876911,1.15965855122
1019,0.423200011253,-7.35386514664,-0.0984999835491,0.224000006914,0.212250053883,0.332899987698,0.374766647816,0.594964683056,0.729531764984,0.256643891335,0.319224745035,-1.27078402042,0.210626244545,-0.0429499745369,1.89141488075,1.15167081356,1.85187256336,2.15011978149
51422,-0.0744500011206,0.247488349676,-0.612900018692,0.415150016546,0.134450018406,-0.0755000039935,-0.760233402252,0.204393744469,-0.666990160942,0.641158819199,0.604922175407,0.0905709341168,0.141331955791,0.273249983788,0.069459207356,-0.0954658687115,0.066823028028,-0.14010322094
5788,0.788400053978,-0.321185559034,1.24845004082,0.968400001526,2.35824990273,0.707450032234,-0.13853341341,-1.49580407143,-0.6213940382,-1.02953982353,-1.117882967,0.864727854729,-0.689189970493,-1.18984997272,-2.11765837669,-0.0837110951543,-2.17380332947,-2.24047589302
6709,-0.851150035858,0.170020014048,-0.798699975014,0.182650014758,-1.47729992867,0.0659999996424,-0.835100054741,0.476197957993,1.24358069897,0.193820208311,-0.44399908185,-0.414437919855,0.150362253189,0.288749992847,0.632510662079,-0.779020190239,0.146263808012,0.42462721467
1277,-0.0381000041962,7.6117515564,-0.856700062752,-0.627400040627,-0.89384996891,-1.07574999332,-0.69443333149,0.0140963345766,-0.773376822472,-0.314767628908,-0.0300429500639,0.823506176472,-0.124595478177,0.0333999991417,0.456778347492,-0.591622173786,0.320966213942,0.426287800074
993,-0.778500020504,-0.0570920631289,0.111349999905,-1.92619991302,0.145300000906,-0.611999988556,0.134600043297,0.0139542818069,0.259925812483,0.332838535309,0.578580260277,0.378107666969,0.931890726089,1.06774997711,0.90441930294,0.0713092535734,0.533622682095,0.991354465485
7157,-0.66740000248,1.00269711018,-1.04244995117,1.34310007095,0.801149964333,-0.832650005817,-0.216733321548,0.230358019471,-0.691501796246,0.986738801003,0.0457214266062,-0.928566873074,0.31099832058,0.482450008392,0.207636296749,0.27858915925,0.392697095871,0.410455822945
1958,-0.555599987507,-0.288804411888,-0.894400000572,-0.137999981642,0.576499998569,0.965049982071,-0.549066662788,0.772480964661,0.34470769763,0.411189436913,0.0126296281815,-0.641155183315,-0.141529306769,-0.0657500177622,0.0129530206323,-0.939436852932,0.00338821718469,1.29643499851
4582,0.222449988127,0.498658716679,-0.875949978828,-0.678400039673,-0.485349982977,-0.69779998064,0.167633324862,-0.693037211895,0.707666933537,-0.486604630947,-0.371896386147,-0.207264378667,0.324624180794,-0.357100009918,-0.148178905249,-1.10704374313,-0.282344311476,-0.254649043083
9212,1.07365000248,0.332663983107,1.56235003471,0.430949985981,1.68309998512,0.573549985886,-0.316433340311,-0.419930577278,-1.41400206089,0.525045990944,-0.285450875759,1.65560030937,-0.530598700047,-0.794449985027,-0.902681648731,-0.357454836369,-1.12257146835,-1.35607552528
8440,0.231899991632,0.126041576266,-0.22214999795,0.014599993825,-0.282700002193,0.235950008035,-0.34443333745,0.502717316151,0.462152242661,0.58544331789,-0.413115590811,0.0438129380345,1.0475935936,-0.425350010395,1.49453151226,0.51305025816,0.987720012665,3.36391472816
6790,-0.0733499974012,0.658627986908,0.483950018883,1.16729998589,-0.465200006962,1.46234989166,-0.297466695309,-0.147932261229,0.259876489639,0.825344085693,0.446630060673,-0.54970896244,1.10573494434,1.27925002575,0.0279580056667,-0.503276407719,0.543737113476,0.321067541838
8851,-0.651999950409,0.146405190229,-0.46819999814,1.16770005226,0.587599992752,0.25150001049,-0.41060000658,-0.475324243307,0.351520508528,0.858144879341,-0.555044174194,-0.258062392473,-0.247256338596,2.70895004272,2.95069694519,-0.735703587532,-0.461073756218,4.61055850983
2534,0.936049997807,0.717035233974,0.755599975586,-0.240950003266,-0.404300004244,1.00839996338,-0.0434333309531,2.87915301323,-0.270289957523,0.184726059437,0.945710539818,0.343274474144,-0.453082233667,-0.636849999428,-0.109106227756,-0.861060380936,-0.14389398694,0.59826028347
4893,0.699699997902,-0.584124326706,1.0272500515,-0.404950022697,0.025250017643,0.0164500027895,-0.462066650391,0.339175581932,-0.6991340518,0.917857885361,0.807030916214,-1.34539914131,1.01926136017,1.19579994678,-0.673568487167,0.550919413567,-0.912995219231,-0.694695353508
665,0.687449991703,-0.780884861946,0.222299993038,0.11669999361,-0.404150009155,-0.830699980259,-0.30419999361,0.221493154764,-0.291126251221,2.27802324295,-0.162213593721,-0.746034622192,-0.112010501325,0.533100008965,0.679018497467,-0.536165595055,0.593777418137,0.846578776836
4313,1.03964996338,-0.556073844433,0.424800008535,0.444950014353,0.656099975109,0.946749985218,-0.49796667695,-0.965554952621,-0.859691441059,-1.5493388176,-0.789528429508,1.08587539196,-0.554383397102,-1.05669999123,-3.32089591026,-0.26784530282,-1.28934299946,-1.96274256706
