rid,CPC014_A375_6H:BRD-A96799240-001-01-7:10,CPC014_A549_6H:BRD-A96799240-001-01-7:10,CPC014_A549_24H:BRD-A96799240-001-01-7:10,CPC014_ASC_24H:BRD-A96799240-001-01-7:10,CPC014_HA1E_6H:BRD-A96799240-001-01-7:10,CPC014_HCC515_6H:BRD-A96799240-001-01-7:10,CPC014_HEPG2_6H:BRD-A96799240-001-01-7:10,CPC014_HT29_6H:BRD-A96799240-001-01-7:10,CPC014_MCF7_6H:BRD-A96799240-001-01-7:10,CPC014_MCF7_24H:BRD-A96799240-001-01-7:10,CPC014_NEU_24H:BRD-A96799240-001-01-7:10,CPC014_NPC_24H:BRD-A96799240-001-01-7:10,CPC014_PC3_6H:BRD-A96799240-001-01-7:10,CPC014_PC3_24H:BRD-A96799240-001-01-7:10,CPC014_PHH_24H:BRD-A96799240-001-01-7:10,CPC014_SKB_24H:BRD-A96799240-001-01-7:10,CPC014_VCAP_6H:BRD-A96799240-001-01-7:10,CPC014_VCAP_24H:BRD-A96799240-001-01-7:10,NMH002_FIBRNPC_24H:BRD-A96799240-001-02-5:10,NMH002_FIBRNPC_6H:BRD-A96799240-001-02-5:10,NMH002_NEU_6H:BRD-A96799240-001-02-5:10,NMH002_NEU_24H:BRD-A96799240-001-02-5:10,NMH002_NPC_6H:BRD-A96799240-001-02-5:10,NMH002_NPC_24H:BRD-A96799240-001-02-5:10
5720,-1.52874422073,-0.234496384859,-0.0138511955738,-0.307874172926,0.279907494783,0.652470231056,-0.470801353455,0.634140908718,0.275299906731,1.57735657692,0.985949993134,-0.625273942947,-0.274217039347,-0.341212630272,-0.649852693081,-0.537337839603,-0.50914812088,-3.98180890083,1.46293365955,0.263859331608,-0.478070735931,0.401155471802,-0.568231701851,-0.434817790985
466,1.58947336674,-0.71731454134,1.90952682495,0.437202036381,0.378101140261,-1.51330137253,-1.08164811134,0.0529523789883,-0.374779939651,-0.921035349369,-0.341800004244,0.318089365959,-1.12121462822,1.06345629692,0.783189952374,0.0786808282137,-0.658150494099,-2.52579498291,1.916233778,0.877019405365,0.893286526203,-0.487664341927,0.69910299778,-0.335883408785
6009,0.180689364672,-0.815375685692,-0.807686507702,0.316480010748,0.834752321243,0.253453463316,-0.923090338707,0.427818477154,-0.131519973278,-1.08539009094,-0.277799993753,-0.122316673398,-0.638842821121,-0.725436806679,-1.53247332573,0.65496981144,-0.0183289125562,-1.13269579411,1.20960211754,-0.216072112322,0.365229964256,0.386374235153,0.112710401416,-0.631646037102
2309,1.63341283798,-0.338467359543,0.995182752609,-0.859416782856,-0.00422559678555,1.06048440933,-0.184594899416,-0.0502842888236,2.19875192642,1.28985977173,-2.5625500679,-1.15374863148,1.47353076935,1.68970012665,-0.607136130333,-0.907109677792,-1.34915804863,0.799454331398,-0.14345690608,0.23409371078,-0.688375532627,-1.41096580029,-0.219736158848,-2.19345545769
387,0.698254704475,-0.785100579262,0.324256271124,-1.71102786064,-0.695378780365,0.100882582366,-0.0676110386848,-0.26097252965,-0.975953817368,-0.824144601822,-0.103949993849,0.047147102654,-0.107809491456,-0.169908374548,-0.896386921406,-1.45542109013,-0.572224974632,-0.551190137863,1.56024742126,-0.144968152046,-0.886450886726,-0.778301656246,-0.377053290606,-0.755613267422
3553,2.8234462738,0.625522017479,0.0135847181082,0.448144376278,1.33470451832,-0.0233266875148,0.70849186182,0.423353493214,1.29857230186,0.873160481453,-0.051749996841,0.869864225388,2.05055332184,0.559255838394,1.05095279217,0.278596878052,0.485896766186,2.00056791306,1.36301887035,-0.610296666622,-1.01628136635,0.90013217926,0.105687960982,1.24729681015
427,3.12945461273,-0.248357176781,-0.201465666294,0.543783068657,-0.317021250725,1.39005076885,-0.226478993893,-0.172451213002,0.0835944414139,-0.201596140862,0.666450023651,-0.0581945851445,-0.0745919197798,-0.715669929981,1.01838088036,1.54083025455,-0.702055454254,0.0516476035118,1.62131524086,0.947059869766,0.594360888004,-0.539209365845,-0.122000478208,-0.149760365486
5898,0.191087022424,-0.526315033436,-0.155071288347,0.322650551796,-0.315799891949,0.321508049965,-0.306346446276,-2.05642056465,0.450410217047,0.138169020414,0.0257000029087,-0.928738951683,-0.305541396141,-0.520976901054,-0.257426470518,-0.709707260132,-0.849970698357,1.24764215946,-0.642603218555,-0.366399765015,-0.894219994545,-0.489303857088,0.815582573414,-0.174649715424
23365,2.22633123398,-0.799169898033,0.146847680211,0.112259991467,-0.339650511742,-0.24610157311,-0.119365572929,-0.299667835236,-0.803010463715,-0.198389917612,0.529100000858,0.390460938215,0.563530385494,-0.406602919102,0.550879955292,0.283645033836,-0.158014625311,-0.101583659649,1.04998862743,0.294918239117,-0.391157597303,-0.538302659988,0.669588983059,-0.351200997829
6657,2.22320413589,0.206935837865,0.4609618783,0.63614487648,-0.985938072205,1.32957911491,0.640819191933,0.390829175711,0.44740819931,0.367352604866,-0.778950095177,-0.985044181347,-0.0728437155485,-0.34145706892,1.10873687267,-0.0626689791679,0.55166208744,1.15410268307,1.55412709713,-0.229276329279,-0.973501443863,-3.11504888535,-0.572283327579,-1.8240609169
