rid,CPC019_A375_6H:BRD-K57200229-001-04-0:10,CPC019_A549_6H:BRD-K57200229-001-04-0:10,CPC019_A549_24H:BRD-K57200229-001-04-0:10,CPC019_HA1E_6H:BRD-K57200229-001-04-0:10,CPC019_HCC515_6H:BRD-K57200229-001-04-0:10,CPC019_HEPG2_6H:BRD-K57200229-001-04-0:10,CPC019_HT29_6H:BRD-K57200229-001-04-0:10,CPC019_MCF7_6H:BRD-K57200229-001-04-0:10,CPC019_MCF7_24H:BRD-K57200229-001-04-0:10,CPC019_PC3_6H:BRD-K57200229-001-04-0:10,CPC019_PC3_24H:BRD-K57200229-001-04-0:10,CPC019_VCAP_6H:BRD-K57200229-001-04-0:10,CPC019_VCAP_24H:BRD-K57200229-001-04-0:10,DOS030_VCAP_6H:BRD-K57200229-001-02-4:5.06,DOS030_VCAP_24H:BRD-K57200229-001-02-4:5.06,DOS034_A375_24H:BRD-K57200229-001-02-4:5.06,DOS034_A549_24H:BRD-K57200229-001-02-4:5.06,DOS034_HT29_24H:BRD-K57200229-001-02-4:5.06,DOS034_MCF7_24H:BRD-K57200229-001-02-4:5.06,DOS034_PC3_24H:BRD-K57200229-001-02-4:5.06,DOSBIO001_A375_24H:BRD-K57200229:10.1159,DOSBIO001_A549_24H:BRD-K57200229:10.1159,DOSBIO001_HT29_24H:BRD-K57200229:10.1159,DOSBIO001_MCF7_24H:BRD-K57200229:10.1159,DOSBIO001_PC3_24H:BRD-K57200229:10.1159,DOSBIO001_NEU_24H:BRD-K57200229:10.1159,DOSBIO001_NPC_24H:BRD-K57200229:10.1159
2115,-0.309671401978,1.38599991798,1.00936698914,-0.855574369431,-0.144066691399,-1.11207318306,-0.626716256142,0.469811201096,0.512041449547,-0.638664126396,-0.150528281927,-0.887049078941,1.23504054546,-0.241632252932,1.21434342861,-0.490914463997,-0.468682676554,1.32695007324,0.587733387947,0.104612380266,-0.723315954208,0.476721554995,-0.124535985291,-0.316552937031,-0.163043856621,0.0797500014305,0.410996496677
7015,-0.842535972595,-0.0468499995768,0.786796629429,-1.04964447021,0.25323331356,-0.255996495485,0.137057960033,-0.553981781006,0.49157512188,-0.665742278099,-0.134429901838,-0.551829576492,1.01866519451,-0.590402126312,1.13743412495,-1.82669949532,-1.12186813354,-0.430699974298,-0.803133308887,1.22146368027,0.646068334579,0.709191322327,-0.708798468113,-0.701180577278,0.0983035489917,0.298449993134,0.213222578168
8726,-0.454752862453,-0.371749997139,-1.10170471668,1.56046247482,-0.600733280182,0.529385626316,-0.011737357825,-1.2679425478,-0.491882503033,0.0841949433088,0.430344164371,0.785300433636,-1.85306823254,0.0160428583622,-1.20589160919,0.936689138412,-0.303096503019,0.458150029182,-0.213499993086,-0.127301126719,-0.332503676414,-0.262330770493,0.642994165421,-0.296518534422,-0.213378354907,-1.18510007858,0.15822647512
2185,-0.671557426453,0.483199983835,-0.18328589201,-0.690526247025,0.0325000286102,-0.626072764397,-0.248950555921,-0.721792340279,0.642207145691,-0.761894702911,-0.281248956919,-0.856703042984,0.493417441845,-0.453425884247,1.44735455513,-0.550211548805,0.992368459702,0.239900007844,0.313533335924,1.29322040081,-0.289521574974,-0.785051047802,-1.21421933174,-0.773165047169,-0.120726063848,1.28364992142,0.0236124619842
3315,-0.581618666649,-0.284249991179,0.730817556381,-0.289230555296,-0.507766664028,0.192809432745,-0.480088591576,-0.172947153449,-1.01489555836,0.143062248826,-0.625547885895,-0.248445570469,0.235657528043,0.319302082062,0.113266520202,1.29166507721,0.909450411797,0.901200056076,0.539600014687,-1.32080745697,-0.003502137959,0.489427268505,0.628248274326,0.0,0.0689036399126,-0.86084997654,0.404605984688
5289,-0.198561400175,0.577400028706,-0.0126398056746,0.553899884224,0.161766663194,0.283667623997,0.432505756617,-0.226678192616,0.0107396263629,-0.327963411808,-0.0610358938575,-1.0402649641,0.1588935256,-0.542805731297,1.17262268066,-5.7988038063,0.402307212353,-0.136050000787,0.096766680479,0.572466373444,0.357726931572,-1.00984895229,-1.01601219177,-1.07073116302,-0.904101610184,0.486349999905,-0.000252641737461
868,-0.626402854919,0.221799999475,-0.116120845079,-0.423664033413,0.465966671705,-0.466798067093,0.627979695797,1.09191036224,0.748732924461,0.0540503561497,-0.395220994949,-0.163117155433,0.443652868271,0.0802514255047,0.0453801080585,2.66587877274,0.952403962612,0.191049963236,0.569533348083,-0.141132354736,-0.846579134464,-0.0078231934458,-0.0546619482338,0.334865808487,0.547748029232,-0.201650008559,-0.305310875177
1677,2.84073710442,0.515950024128,0.352864265442,0.410154759884,0.625633358955,-0.245465487242,0.364123493433,-0.628244638443,0.70473754406,-0.00434583425522,-0.45047301054,-1.11304461956,0.371822923422,-0.358607053757,-0.030429745093,-1.44513165951,-0.698285698891,-0.844600021839,-0.506500005722,0.349015504122,-0.65384888649,-0.668961822987,-0.523251056671,-0.829842686653,-0.230013221502,0.983049988747,-0.416358590126
7043,-0.634174525738,0.504500031471,0.252460300922,-0.00541799515486,-0.158766686916,-0.82120424509,-0.321632385254,0.122200638056,-0.0220588296652,0.372509390116,-0.273518651724,-0.981553792953,0.182536900043,-1.0509314537,1.44709300995,0.49792894721,1.51194179058,1.43400001526,-0.0782999992371,0.991865038872,-0.459492444992,-0.989882409573,-0.679615259171,-0.891043007374,0.367252528667,2.21950006485,0.0520492941141
5613,-0.0375984199345,0.58085000515,-0.183557108045,-0.196147873998,1.05869996548,-0.654801011086,0.0485692918301,0.205308616161,-0.409150004387,-0.645210027695,0.0231709703803,-0.890510082245,0.0938666239381,-0.315189659595,0.431224882603,-1.86245858669,0.360596120358,0.896749973297,-0.447500050068,0.739642739296,0.0242533385754,-0.223288267851,0.10143725574,-0.609509646893,-0.550860583782,0.819150030613,-0.509890139103
595,0.205678924918,-0.124599993229,0.603943943977,0.656639516354,-0.143166646361,0.582489550114,-0.422651201487,-0.204666540027,0.504078269005,0.548172295094,0.537747085094,-0.0165937561542,0.476281672716,-0.83450293541,1.14988327026,-0.716393172741,-0.652868926525,0.092150002718,-0.193566665053,-0.643109202385,0.00164620578289,0.436650037766,0.437822699547,0.200530171394,-0.100054264069,0.0675500035286,0.595368146896
4793,-0.410750031471,-1.21630001068,-1.17892289162,-0.00361785292625,-0.208866655827,-0.454378217459,-0.644449770451,-0.775565207005,0.223325744271,-0.18512904644,0.539597928524,-0.429337769747,0.41021490097,-0.929883360863,-0.749816417694,1.76262652874,1.62495267391,-0.132650017738,-0.356666684151,0.545579135418,-0.127924203873,-0.200166717172,-1.85091125965,0.702843785286,-0.00334546715021,-0.194649994373,-0.00737833976746
2736,0.131267398596,0.13710001111,-0.423877537251,-0.927922308445,0.454566687346,0.0795265808702,-1.12555062771,-0.962930738926,0.410469293594,-0.224676668644,0.1979855299,-0.738321900368,0.570312559605,-0.668353736401,0.74238806963,-2.23105192184,-0.557453274727,0.80680000782,-0.26023337245,1.32873415947,0.180507928133,0.475503861904,-1.31214785576,-0.540261626244,-0.208405330777,1.13569998741,0.140232697129
5290,0.040975548327,-0.329099982977,-0.648797690868,0.249070480466,-0.0807333290577,-0.692619860172,-0.182790458202,-0.0628850162029,0.960420966148,-0.772715091705,-0.524958968163,-0.512951135635,0.818440616131,0.424542188644,0.341252088547,-0.467053055763,0.101026147604,-1.48635005951,-0.411333322525,0.282274603844,-0.183597713709,-0.115305498242,0.0622190460563,-0.250811934471,0.874148845673,0.207550004125,-0.876287102699
6194,0.255222856998,-0.00034999998752,0.0955590009689,-0.503356099129,-0.000233333325014,0.25373545289,-0.313752889633,-0.65563595295,0.365989923477,-0.113609522581,-0.174665912986,-0.677137970924,0.0219005513936,1.17654085159,0.204701289535,0.560694694519,0.000241770074354,0.447849988937,-0.42063331604,0.669441044331,0.302873343229,0.460610985756,0.155712455511,-0.0862038806081,0.23454760015,-2.20704984665,0.317052692175
1676,-1.23158502579,0.166400000453,0.00767570734024,-0.568764328957,0.0552333593369,-0.285447329283,-0.239450052381,-0.289115577936,-0.136091917753,-1.02652621269,-0.110286161304,-0.545501768589,0.302833378315,-0.744225084782,1.08504974842,-0.450659066439,0.756723642349,0.230550006032,-0.617100059986,0.0484914779663,-0.197689935565,1.36956131458,-0.854732394218,-0.424378424883,0.0535416007042,1.29590010643,-0.773657917976
23512,0.711996912956,0.968050003052,0.716764867306,1.63837051392,0.38306671381,-2.5178463459,0.610526740551,1.08580064774,0.997821033001,0.713788211346,0.136061221361,-0.402329087257,-1.07515978813,-0.377046108246,-0.300504565239,-0.258468657732,-2.65613102913,-0.964850068092,0.0179333686829,-1.40310609341,0.415802896023,0.0293199475855,0.821311473846,-0.107105106115,-0.166699454188,-0.57389998436,-1.11441445351
148022,-0.496100336313,-0.0116000175476,0.28108689189,0.827517330647,-0.475200027227,-0.983169019222,-0.38078519702,-0.179313614964,0.622492134571,-0.315123230219,0.685837864876,-0.339588940144,0.108498081565,-0.529739618301,-0.158812195063,-0.317558765411,-0.496143430471,0.715749979019,0.583200037479,-1.34257149696,-0.188513159752,0.0754922479391,-0.0855402946472,-0.418698310852,0.29809564352,0.716150045395,0.128383278847
1906,-0.00180245935917,1.03920006752,-1.0186522007,-0.50860285759,-0.191233322024,0.433607906103,-0.156147390604,-0.28805744648,0.175938874483,-0.695712983608,-0.381677925587,-0.849624812603,-0.120634801686,-0.930012047291,1.85802400112,-0.807783782482,0.334315598011,-0.109750002623,-0.320600032806,-1.95556282997,-0.0452045425773,-0.183749035001,-0.0610916204751,-0.875439286232,0.107753165066,1.48545002937,-1.45643389225
8878,-1.17649316788,-1.23059999943,1.55767893791,0.459962666035,0.414166688919,-0.482811063528,1.03360402584,0.783647239208,0.415637612343,0.860827803612,-0.0350422263145,0.900211215019,0.408715844154,-0.123579189181,0.765193641186,-1.08117699623,1.12029278278,-0.308750003576,-0.550500035286,0.145889520645,-2.69978523254,-0.280127763748,-0.277163922787,-0.608601391315,-0.69212782383,-0.950600028038,-0.269626319408
3091,-1.17335546017,-0.94034999609,-0.183849394321,1.05567634106,0.0,-0.963222742081,0.254773885012,-0.630063652992,-0.834064722061,0.0958301126957,0.0914718806744,-0.0867958068848,-0.82172703743,-0.879499912262,-0.138735115528,-1.04597330093,-0.448590934277,1.12894999981,-0.290600001812,0.194894999266,-0.432192504406,-0.382684767246,0.0929392278194,-0.514033079147,-0.213842630386,-0.186299994588,0.62381708622
5743,-0.7503002882,-0.784950017929,1.49276423454,-0.430212587118,0.0397999882698,3.02566981316,-0.485378980637,4.36371469498,0.572202444077,-0.688231945038,0.403279423714,0.0726175308228,0.45260643959,-0.559408843517,0.0168839991093,0.682299256325,-3.85927820206,-0.834199965,1.37343335152,1.61139714718,0.28916913271,-0.47163310647,0.0067680478096,0.0780884623528,0.0570267885923,0.0477499961853,-0.0585517212749
5321,0.137456715107,0.390850007534,-0.943197071552,-1.32109081745,1.19453334808,-0.1026045084,-0.185773134232,-0.539880871773,0.936839878559,-0.520274281502,-0.313235342503,0.181101739407,0.419999420643,0.195229038596,0.616510212421,0.196188896894,0.36295118928,-2.10575008392,-0.0817000120878,0.484832108021,0.268300890923,-1.00652527809,0.385108441114,-0.389633774757,0.564559161663,0.820449948311,-0.435950636864
4144,0.232808530331,-1.37389993668,0.269592583179,-0.804934501648,-0.45233336091,-0.234696179628,0.130358353257,0.368992835283,0.0254803225398,0.368887573481,0.585118591785,-1.29997086525,0.316462993622,-0.51824426651,0.653901934624,-0.413533985615,0.122303426266,-0.0999500155449,-0.941766679287,1.22961735725,-0.26387283206,1.13641989231,0.579902648926,-0.0680872648954,-0.409767389297,-0.0912000015378,-0.0650576725602
1981,-1.27648687363,0.10974997282,0.36831843853,0.695563793182,1.28509998322,-0.6461840868,-2.85783958435,-0.933639764786,0.678819417953,-0.652342796326,0.487633258104,0.309817135334,1.45372080803,0.760806679726,1.05641138554,0.583023428917,-0.18004077673,-0.515100002289,-0.986266672611,0.165955275297,0.165771558881,0.816573560238,0.771174669266,0.638267278671,0.304444432259,1.13915002346,-0.446198999882
695,-0.139429986477,-0.383450001478,-0.152203395963,0.481467962265,-0.026800006628,0.36160838604,0.877970576286,0.720313847065,-0.177725732327,-0.473196983337,0.206695705652,0.354414582253,-0.542320966721,-2.03436756134,-0.239422425628,4.29101991653,1.22555470467,2.00340008736,2.57886695862,0.623174726963,0.513684988022,1.04050683975,-0.414110183716,0.21885459125,0.471531003714,0.0633500218391,0.442694336176
10398,-1.08860826492,0.643399953842,0.156223669648,0.496444195509,0.156233340502,-0.303529918194,0.0162547398359,-1.05135905743,0.460587143898,-0.0890217572451,-0.581901967525,-0.455660998821,0.954126238823,-0.63738232851,0.873527765274,-2.0562915802,2.08578562737,0.236299991608,-0.584733366966,-0.445286095142,0.407966554165,-0.262798041105,0.309715360403,-0.561967134476,0.1192958951,1.72140002251,-0.543842852116
5708,1.075532794,1.34660005569,0.938161253929,-0.410422474146,0.378033339977,0.331549793482,0.848369717598,0.313352048397,-0.0524902045727,0.626880049706,0.206531554461,-0.0821234732866,0.877005338669,0.0357890725136,0.0766145586967,0.626452505589,2.3986313343,-0.303999990225,0.129066675901,-0.464497327805,0.462726175785,-0.281277358532,0.305822730064,-0.632092833519,0.223851397634,0.0819500088692,-0.74766933918
1213,-0.116554453969,0.136700004339,0.146966725588,0.615083932877,-2.81786680222,-0.617737591267,0.93547129631,-0.173907056451,-0.0517578423023,0.675831079483,-0.642424046993,0.298784047365,0.253579854965,0.95897012949,-1.00175690651,-0.396710604429,0.37653824687,-0.0314999967813,-0.263000011444,-0.786438584328,-0.777660369873,0.0343012288213,-0.792613148689,-0.619490146637,-0.712965130806,-1.2622500658,-0.0616223737597
226,0.428563922644,-0.10324998945,1.24148547649,-0.420691847801,-0.127100020647,0.916386723518,0.530614197254,0.76753783226,0.504518866539,0.425830245018,0.511299908161,0.545997619629,1.51688861847,-0.713374495506,0.502452254295,-1.57142007351,-0.558478534222,-0.187949985266,-0.58930003643,-0.690729260445,-0.137050405145,-0.115929365158,-0.787922143936,-0.370588600636,-0.700055301189,-0.824749946594,-0.105560518801
6777,-0.141403526068,-0.250449955463,1.78345823288,-0.192113906145,-0.695500016212,0.374926030636,-0.350694924593,-0.781430721283,0.391721338034,-0.532807230949,0.226787745953,0.449431717396,1.32878828049,-1.34858560562,1.45795845985,1.8715647459,2.00510931015,-1.09039998055,-1.67186665535,2.81312417984,-0.342966079712,-0.218939170241,-0.623490393162,0.121499359608,-0.225397869945,0.11289998889,-0.0192030053586
2113,-0.860840141773,0.306649982929,-0.527810931206,-0.18600229919,1.13249993324,-0.380468428135,-0.211414605379,-0.31346398592,0.693234920502,-0.541977643967,-0.505237221718,-0.428411275148,0.869661271572,-0.633509039879,1.0857001543,-2.57152414322,-1.82592153549,0.904349982738,0.0221666395664,-0.110450059175,0.408402979374,0.435828924179,-0.277135044336,-0.598713755608,-0.823438405991,1.49849998951,-0.788888931274
3329,0.00656243413687,-0.860949993134,0.751571297646,-0.207011014223,-0.695000052452,0.704285502434,-1.21823632717,-0.378923326731,-0.606755137444,-0.446133255959,-0.294810444117,-0.423994332552,-0.477971434593,0.212719559669,0.14419734478,-5.20590639114,-1.79248166084,0.120349995792,0.34946668148,-3.16056752205,0.786148309708,0.949712395668,-0.259055763483,0.221760690212,0.0123262144625,-0.652700006962,-0.448626160622
1050,-0.95735090971,-0.498349994421,0.858680486679,1.07638263702,-0.203299999237,0.575319647789,-0.235039308667,0.363447219133,0.905116796494,0.820967316628,0.69288277626,0.641522884369,-0.741163849831,1.0053910017,-1.25451767445,0.556774616241,-0.38718020916,-0.975000023842,-0.580233335495,0.262800276279,0.758094787598,1.18466067314,0.228497952223,0.556895494461,0.632116913795,-0.878149986267,1.07171714306
9491,-0.0660773664713,1.5801500082,0.0801478996873,-0.6053352952,0.0351999998093,-0.697559595108,-0.171163141727,0.205325379968,0.359898984432,-0.088931530714,-0.0522875264287,1.63087427616,0.510368108749,-0.639076948166,0.010905534029,-0.966273546219,-3.2510573864,-0.765400052071,-0.5734333992,-0.0454588830471,0.190296754241,0.0256316065788,-0.390440493822,-0.759720742702,-1.01572239399,2.00414991379,-0.408318758011
22926,-0.586260735989,-0.15664999187,1.72493779659,0.854026079178,0.495800018311,-0.185224920511,-0.346076577902,0.13103941083,0.399662733078,0.156220465899,0.0878330618143,-0.376629889011,1.40835702419,-0.386621117592,-0.0752579122782,0.070503205061,-6.15856313705,0.940449953079,0.170800000429,-2.11522746086,0.0441182404757,-1.34010028839,-0.429581135511,0.314730703831,0.00458644330502,0.833899974823,-0.853215932846
5899,-0.435593038797,-0.419849991798,1.28627252579,0.102758213878,0.0238333363086,0.401215314865,0.171222433448,0.0767284035683,0.0597010850906,-0.125732138753,-0.11969743669,0.648726046085,2.19344377518,0.76964533329,-0.0272557586432,-0.868766188622,0.0424283407629,-0.842299997807,0.887700021267,-0.0878904759884,0.238463014364,0.208947092295,-0.376735776663,0.277019500732,0.0887849405408,1.16015005112,0.488010048866
5467,-1.05281233788,0.485600024462,0.421690493822,-0.139266595244,0.995333373547,0.0579803958535,-0.475544691086,-0.566165089607,-0.227739855647,-0.139906436205,-0.496681302786,-0.205703452229,1.01098489761,-0.777717590332,0.926558673382,2.26169347763,2.44499850273,1.38330006599,-0.343633323908,-1.41019368172,0.198068425059,-0.272362440825,-0.285588741302,-0.90293943882,0.26403644681,0.238050013781,-0.60760396719
6774,-0.757026433945,0.383149981499,-0.25068628788,1.67808961868,-0.197833329439,0.746038198471,1.06059885025,4.44818639755,-0.53085899353,-0.929294884205,-0.147207573056,-0.0779614523053,-0.172800123692,-0.824492990971,-0.693839251995,-0.823576390743,-1.56579291821,-0.251249998808,0.309000015259,0.581958651543,0.404620468616,0.631377995014,0.55318582058,-0.873945295811,-0.519425153732,0.79240000248,-0.221217989922
