rid,CPC019_A375_6H:BRD-K57200229-001-04-0:10,CPC019_A549_6H:BRD-K57200229-001-04-0:10,CPC019_A549_24H:BRD-K57200229-001-04-0:10,CPC019_HA1E_6H:BRD-K57200229-001-04-0:10,CPC019_HCC515_6H:BRD-K57200229-001-04-0:10,CPC019_HEPG2_6H:BRD-K57200229-001-04-0:10,CPC019_HT29_6H:BRD-K57200229-001-04-0:10,CPC019_MCF7_6H:BRD-K57200229-001-04-0:10,CPC019_MCF7_24H:BRD-K57200229-001-04-0:10,CPC019_PC3_6H:BRD-K57200229-001-04-0:10,CPC019_PC3_24H:BRD-K57200229-001-04-0:10,CPC019_VCAP_6H:BRD-K57200229-001-04-0:10,CPC019_VCAP_24H:BRD-K57200229-001-04-0:10,DOS030_VCAP_6H:BRD-K57200229-001-02-4:5.06,DOS030_VCAP_24H:BRD-K57200229-001-02-4:5.06,DOS034_A375_24H:BRD-K57200229-001-02-4:5.06,DOS034_A549_24H:BRD-K57200229-001-02-4:5.06,DOS034_HT29_24H:BRD-K57200229-001-02-4:5.06,DOS034_MCF7_24H:BRD-K57200229-001-02-4:5.06,DOS034_PC3_24H:BRD-K57200229-001-02-4:5.06,DOSBIO001_A375_24H:BRD-K57200229:10.1159,DOSBIO001_A549_24H:BRD-K57200229:10.1159,DOSBIO001_HT29_24H:BRD-K57200229:10.1159,DOSBIO001_MCF7_24H:BRD-K57200229:10.1159,DOSBIO001_PC3_24H:BRD-K57200229:10.1159,DOSBIO001_NEU_24H:BRD-K57200229:10.1159,DOSBIO001_NPC_24H:BRD-K57200229:10.1159
5720,0.492900013924,-0.288400024176,0.492182642221,0.618301987648,-0.493133306503,0.510030448437,-0.491117745638,0.736014962196,-0.318087518215,0.405453145504,0.356786131859,0.183999061584,-0.0253364183009,0.17351809144,-1.87373328209,-1.34818005562,-1.938554883,0.393199980259,-0.381466686726,-0.304780066013,-0.0818122625351,-0.0224464740604,0.368600666523,0.457248926163,0.0420890301466,-0.432400017977,-0.232912570238
466,0.394877642393,0.847949981689,-0.151565074921,0.906094491482,-0.693900048733,-0.135393634439,0.288136959076,1.05648171902,-2.15182209015,-0.104358643293,0.0981937870383,-0.169046908617,-0.701677620411,-0.797828733921,-0.660631656647,-9.24419975281,1.51820087433,-0.703599989414,-0.144000008702,0.22864562273,-0.467230200768,-0.325992017984,0.283949494362,0.130635723472,0.467729628086,-2.34945011139,0.329083859921
6009,0.515268921852,-0.48425000906,1.17912769318,0.205280974507,-0.358666658401,0.0559188574553,0.214991480112,-0.133401840925,-0.616894423962,-0.480098664761,0.422115147114,0.295614808798,0.235630437732,0.123000815511,-0.528345227242,1.57085978985,-0.200172036886,0.684499979019,0.037166684866,0.264140486717,-0.0121349468827,0.547899723053,-0.0451137572527,0.810729801655,-0.0836085230112,-0.794699966908,-0.051208153367
2309,0.0182712599635,0.371499985456,1.62512421608,-0.289654940367,0.154100000858,-0.123674511909,0.0019787363708,-0.586893618107,0.861761808395,-0.107161998749,0.225379005075,-0.170498073101,1.1883494854,0.832488417625,1.19293808937,-2.13241410255,-0.565083444118,0.0995000004768,0.0153666436672,-0.293138056993,-0.184909462929,0.874769985676,0.173400953412,-0.368555396795,-0.177780434489,-1.16654992104,0.155899226665
387,-0.484147459269,-0.579699993134,0.408099591732,0.052547775209,-0.736933350563,0.71523809433,-0.209567323327,-0.350783765316,-0.111099123955,0.00105029344559,-0.00290396809578,0.8948995471,1.87039399147,0.0976870059967,0.330643385649,4.29029560089,3.8591530323,1.56604993343,0.0788666605949,-0.576147377491,-0.346045553684,-0.248648449779,-0.271855473518,0.0525788813829,0.217808425426,0.0907000154257,0.0326540693641
3553,-0.471042007208,0.390100032091,-0.108295947313,-1.29049968719,0.273466676474,-0.983453810215,-0.235108211637,-0.483305454254,-0.0817640200257,-0.593938648701,-0.371556639671,-0.414975047112,1.00118219852,-0.698673605919,2.17237281799,-0.866399109364,-0.120327480137,-0.146549999714,-0.117866665125,-0.720314621925,-0.13986633718,-1.38331449032,-1.12664926052,-0.452878117561,-0.692001819611,1.32899999619,-0.0844517052174
427,0.382058084011,0.0549999922514,0.056373052299,0.516630709171,0.426133334637,0.440330892801,0.381443560123,-0.38079598546,-1.28306174278,-0.575417041779,0.396625995636,-0.912246763706,-0.40997338295,-0.105172857642,-0.0592825487256,-1.29402518272,-0.359334290028,1.05215001106,0.278499990702,0.129911005497,-0.246300935745,-0.00136571843177,0.0350356996059,-0.108736500144,1.22445273399,-0.294200003147,0.555219888687
5898,-0.239569187164,0.730049967766,-1.12055754662,0.842057526112,0.378466665745,0.180205151439,-0.0379754453897,0.793730080128,-1.10767507553,0.266862601042,-0.322934865952,0.137148842216,-0.561782777309,-1.05518162251,-1.9042391777,-1.41939425468,-0.910293161869,0.350450009108,0.152833357453,0.211502149701,-0.301382541656,0.200882673264,-0.628752231598,0.199637517333,0.169561803341,2.23550009727,0.0904356017709
23365,-0.803629696369,0.350749999285,-0.500032663345,0.293304949999,-0.262966692448,0.992917895317,-0.374778181314,4.41693210602,0.0743050277233,0.250226855278,0.0776808857918,-0.388430595398,-0.722179412842,-0.202797353268,0.935528695583,2.53178930283,1.83238697052,2.07765007019,1.10346674919,0.041399743408,-0.293183803558,0.206674784422,-1.16783952713,-0.998679578304,-0.772300481796,0.692450046539,0.147968694568
6657,0.0913195386529,0.361949980259,0.183273464441,-0.516440033913,0.392300009727,-0.772144377232,-0.0621009580791,-0.0556166246533,0.560308754444,-0.408760935068,-0.231236129999,-0.45577827096,0.929231524467,-0.731948494911,1.28229928017,-2.72817993164,-2.98249292374,0.269749999046,-0.590966701508,0.448870658875,0.222587034106,0.404685169458,0.220155790448,-0.602717876434,0.131562784314,-0.206050008535,0.47800385952
5054,0.429593861103,-0.980750024319,-0.338368713856,-0.0995137169957,0.143333315849,-0.0147798256949,-0.407635509968,-0.523212432861,0.00584205985069,-0.138620525599,-0.455496281385,0.625251889229,1.00053465366,-0.363325893879,0.658288776875,0.0654738247395,1.62529158592,0.864199995995,0.265866667032,-0.733149409294,0.219281986356,0.134863823652,3.88523435593,-0.272851467133,0.108842052519,-0.254000008106,-2.41538476944
3108,-0.967829704285,-0.537200033665,0.614747285843,-0.315927267075,0.203500002623,4.86606884003,0.0980525761843,-0.312666594982,0.704013228416,-1.06104969978,-0.199830412865,-0.610995769501,0.420041561127,5.00940036774,-0.771271348,1.23305940628,-0.367207020521,1.55715000629,-0.141866654158,0.133278340101,0.324345558882,0.173888221383,0.272204339504,-0.885810554028,-0.104027271271,-0.466250002384,-0.0138934664428
1950,0.238623291254,0.776700019836,-0.910580396652,-0.167826384306,0.384299993515,-0.307048618793,-0.0674701854587,-0.512341141701,1.34272122383,-0.0916662663221,0.125308975577,-0.204739674926,0.721642673016,-0.556686162949,0.245913773775,-0.371231138706,-0.82989770174,-1.22664999962,-0.00850003957748,-0.12693682313,1.17377591133,-1.11772787571,0.790736377239,0.4944871068,0.729713320732,0.555149912834,-0.60805118084
351,-0.82054823637,-0.606750011444,-0.669559717178,-0.198040559888,0.667066693306,0.124546229839,0.302637636662,-0.0435828268528,0.0393727980554,-0.840571045876,0.233068883419,-1.10149729252,-0.242913067341,-0.384493410587,0.902705311775,-0.904138922691,-0.531657576561,0.484399974346,0.237033367157,0.631923556328,0.536699771881,0.465008586645,0.633487045765,-0.329841196537,-0.0519395768642,0.597250044346,0.44181317091
4846,-0.154642254114,-0.0639500021935,0.992314398289,-0.264188975096,-0.364800006151,-0.128554239869,2.5089161396,-0.440547913313,-0.160657733679,-0.511975109577,-0.339534789324,-0.914920330048,2.52222537994,-0.230188280344,0.100645601749,-0.778334856033,-1.64505577087,0.565400004387,-0.0786999985576,-0.350133150816,0.632752776146,0.371868669987,-0.451445817947,0.0643241107464,1.28831362724,0.813350021839,-0.290902376175
1452,-1.25769102573,-1.05425000191,1.39559793472,0.718237280846,-0.967200040817,0.737084448338,-0.786933779716,0.0150102339685,-0.139729753137,0.327297747135,-0.453995347023,-1.17725157738,0.685468435287,-0.208052396774,0.971431434155,-0.0669268965721,-3.91419029236,-0.622049987316,-0.830966711044,-2.7223534584,-0.69642919302,-0.293289035559,0.605985999107,0.1638430655,-0.516546666622,0.558000028133,0.09142331779
4776,-0.0584076307714,0.468650013208,0.203977927566,0.236980021,0.965766727924,-0.534982979298,-0.0619704015553,-0.383002579212,0.531435251236,-0.141049340367,-0.446020185947,0.598480224609,0.739031732082,-0.916039347649,2.28595590591,-1.27677297592,-0.145755618811,-0.216350004077,0.0865666270256,0.262235939503,0.295597344637,-0.233178004622,-1.26243519783,-0.194706916809,-0.409259587526,1.45729994774,-0.106405124068
6908,0.248673424125,-0.680450022221,0.955209493637,0.860567450523,-0.196899995208,0.613080620766,0.288414686918,0.750060856342,-0.514772474766,0.685463130474,0.326766967773,-0.00299795903265,0.406287789345,-0.0285423398018,-2.65313529968,-0.287006497383,-1.56668376923,-0.266149997711,1.06350004673,0.29914110899,0.213665008545,0.599881529808,0.675441205502,0.246487051249,0.442259013653,-1.25240004063,0.524706244469
672,0.135875582695,0.0879000127316,-0.584638416767,0.858055889606,-0.176466658711,0.678109586239,0.29445040226,1.25536072254,0.212564840913,0.675376176834,-0.0253314897418,-0.419875115156,-1.08983373642,0.513663887978,0.294181406498,-2.00269508362,-0.432303845882,-0.462300002575,0.782100021839,-0.798905313015,0.445272028446,1.88592457771,1.65637695789,0.0207226723433,-0.64048242569,0.749950051308,0.585294127464
5710,-1.0235632658,-1.65595006943,1.34897899628,1.13603627682,0.00910000037402,0.300407528877,0.474342852831,-0.327244341373,-0.37197303772,0.939427852631,0.018954269588,0.448947548866,0.487653911114,-1.09681224823,0.865420401096,-1.83770990372,1.62817263603,-0.141400009394,-0.225566655397,-1.20932078362,0.290466666222,0.0851751044393,-0.466610997915,0.0577219426632,0.00251235440373,-0.454699993134,0.576524674892
