rid,RAD001_A549_6H:BRD-A82892199-001-03-3:10,RAD001_A549_6H:BRD-A82892199-001-03-3:3.3333,RAD001_A549_6H:BRD-A82892199-001-03-3:1.1111,RAD001_A549_6H:BRD-A82892199-001-03-3:0.3704,RAD001_A549_6H:BRD-A82892199-001-03-3:0.1235,RAD001_A549_6H:BRD-A82892199-001-03-3:0.0412,RAD001_A549_6H:BRD-A82892199-001-03-3:0.0137,RAD001_A549_6H:BRD-A82892199-001-03-3:0.0046,RAD001_A549_6H:BRD-A82892199-001-03-3:0.0015,RAD001_HCC515_6H:BRD-A82892199-001-03-3:10,RAD001_HCC515_6H:BRD-A82892199-001-03-3:3.3333,RAD001_HCC515_6H:BRD-A82892199-001-03-3:1.1111,RAD001_HCC515_6H:BRD-A82892199-001-03-3:0.3704,RAD001_HCC515_6H:BRD-A82892199-001-03-3:0.1235,RAD001_HCC515_6H:BRD-A82892199-001-03-3:0.0412,RAD001_HCC515_6H:BRD-A82892199-001-03-3:0.0137,RAD001_HCC515_6H:BRD-A82892199-001-03-3:0.0046,RAD001_HCC515_6H:BRD-A82892199-001-03-3:0.0015,RAD001_MCF7_6H:BRD-A82892199-001-03-3:10,RAD001_MCF7_6H:BRD-A82892199-001-03-3:3.3333,RAD001_MCF7_6H:BRD-A82892199-001-03-3:1.1111,RAD001_MCF7_6H:BRD-A82892199-001-03-3:0.3704,RAD001_MCF7_6H:BRD-A82892199-001-03-3:0.1235,RAD001_MCF7_6H:BRD-A82892199-001-03-3:0.0412,RAD001_MCF7_6H:BRD-A82892199-001-03-3:0.0137,RAD001_MCF7_6H:BRD-A82892199-001-03-3:0.0046,RAD001_MCF7_6H:BRD-A82892199-001-03-3:0.0015,RAD001_MCF7_24H:BRD-A82892199-001-03-3:10,RAD001_MCF7_24H:BRD-A82892199-001-03-3:3.3333,RAD001_MCF7_24H:BRD-A82892199-001-03-3:1.1111,RAD001_MCF7_24H:BRD-A82892199-001-03-3:0.3704,RAD001_MCF7_24H:BRD-A82892199-001-03-3:0.1235,RAD001_MCF7_24H:BRD-A82892199-001-03-3:0.0412,RAD001_MCF7_24H:BRD-A82892199-001-03-3:0.0137,RAD001_MCF7_24H:BRD-A82892199-001-03-3:0.0046,RAD001_MCF7_24H:BRD-A82892199-001-03-3:0.0015,RAD001_PC3_6H:BRD-A82892199-001-03-3:10,RAD001_PC3_6H:BRD-A82892199-001-03-3:3.3333,RAD001_PC3_6H:BRD-A82892199-001-03-3:1.1111,RAD001_PC3_6H:BRD-A82892199-001-03-3:0.3704,RAD001_PC3_6H:BRD-A82892199-001-03-3:0.1235,RAD001_PC3_6H:BRD-A82892199-001-03-3:0.0412,RAD001_PC3_6H:BRD-A82892199-001-03-3:0.0046,RAD001_PC3_6H:BRD-A82892199-001-03-3:0.0015,RAD001_PC3_6H:BRD-A82892199-001-03-3:0.0137,RAD001_PC3_24H:BRD-A82892199-001-03-3:10,RAD001_PC3_24H:BRD-A82892199-001-03-3:3.3333,RAD001_PC3_24H:BRD-A82892199-001-03-3:1.1111,RAD001_PC3_24H:BRD-A82892199-001-03-3:0.3704,RAD001_PC3_24H:BRD-A82892199-001-03-3:0.1235,RAD001_PC3_24H:BRD-A82892199-001-03-3:0.0412,RAD001_PC3_24H:BRD-A82892199-001-03-3:0.0137,RAD001_PC3_24H:BRD-A82892199-001-03-3:0.0046,RAD001_PC3_24H:BRD-A82892199-001-03-3:0.0015
5720,0.478881210089,0.236566990614,0.640231132507,-0.86296671629,-0.283465772867,0.0283651649952,-0.762033343315,-2.08125042915,0.474365890026,-0.23353536427,0.703684210777,0.0343733504415,-0.841380417347,1.05172216892,0.0063508041203,0.721571624279,-1.17433333397,0.465066701174,-0.0415499955416,0.238749980927,0.298499971628,-0.10339999944,0.378499984741,0.55680000782,1.00205004215,-1.01625001431,-0.130649998784,-2.53139996529,1.02569997311,0.906799972057,0.335799992085,-1.61800003052,-1.29200005531,0.810199975967,-0.196600005031,-0.196600005031,-1.11895000935,-0.87784999609,0.0466500073671,0.403650015593,-1.71985006332,-0.62809997797,-1.08434998989,-0.274599999189,-0.379400014877,-1.2731000185,1.71000003815,1.11469995975,-1.43770003319,-0.0859000012279,0.0806000009179,0.0307999998331,-1.0870000124,0.885599970818
466,-0.119777567685,-0.211453795433,-0.416154026985,-0.424833357334,-1.15391159058,-0.150480374694,-0.583199977875,-0.418051511049,0.82212638855,0.560675621033,0.614873290062,-0.140958338976,0.208458721638,-1.61219954491,0.114165402949,0.557116270065,-1.15426671505,-0.85156673193,-0.593649983406,0.00454998016357,0.698350012302,5.00082969666e-05,-0.893850028515,0.156350001693,1.3085000515,0.484599977732,0.393550008535,0.7757999897,-0.256900012493,0.0612999983132,0.988300025463,-0.324000000954,-0.662100017071,0.918299973011,-0.178000003099,-0.265799999237,0.240549996495,-1.14299988747,0.305199980736,0.649399995804,-0.371299982071,-0.95064997673,-0.840049982071,0.146349996328,-0.162699997425,0.590699970722,0.0397000014782,1.08130002022,0.515799999237,0.145799994469,-0.201199993491,0.972400009632,0.415100008249,0.656899988651
6009,-0.797748029232,-0.453210920095,0.274215847254,-0.546033382416,0.237619653344,-0.258435249329,-0.462033361197,-0.55056655407,0.197624236345,0.207890793681,0.45247977972,0.128723442554,-0.0190367139876,-0.588353097439,1.54548680782,0.149358153343,-0.979700088501,-0.441366672516,0.550699949265,-0.928749978542,0.0666000247002,-0.470499992371,0.0604000017047,0.912600040436,-0.263099968433,0.111950002611,-0.35719999671,0.904799997807,0.451000005007,0.180500000715,-0.66629999876,-1.22749996185,0.37160000205,-0.958000004292,-1.0392999649,-0.21289999783,-0.608699977398,-0.253350019455,-0.299549996853,-0.849050045013,-0.637950003147,-0.166250005364,0.609300017357,-0.372850000858,0.884899973869,-1.81490004063,-0.757700026035,0.074500001967,-1.39730000496,-0.236800000072,-0.757700026035,0.074500001967,-0.426999986172,0.626200020313
2309,0.248178631067,0.385219871998,-0.454301297665,0.0182000100613,-0.00687889009714,-0.35236954689,-0.129166677594,0.0434830747545,0.0102394977584,-0.0913422703743,0.25152862072,-0.700749218464,-0.138505041599,0.53844499588,0.437674164772,0.42415818572,-0.919666647911,0.336900025606,-0.587450027466,0.270150005817,0.265550017357,0.835099995136,-0.156050026417,0.530000030994,-0.447400003672,0.38615000248,-0.24255001545,0.576399981976,0.523299992085,-0.200100004673,0.556900024414,-1.4129999876,1.14760005474,0.990700006485,0.0782999992371,1.02339994907,-0.120899997652,0.425850003958,-0.476700007915,0.338450014591,-0.243300020695,-0.510900020599,-1.00865006447,-1.02094995975,-1.32780003548,-1.53760004044,-0.338999986649,0.160099998116,-0.499099999666,-0.30680000782,0.0140000004321,-0.157900005579,-0.826200008392,-0.756600022316
387,-0.38735935092,0.295391947031,-0.136326670647,-0.552733361721,0.0699755847454,0.0523153841496,-0.268566668034,0.113943763077,-0.935483157635,-0.775768578053,0.845562338829,0.15421384573,-0.0925690233707,0.777307987213,0.779369354248,0.0745787620544,-0.388266652822,-0.778066694736,-0.468900024891,0.00364997982979,-0.102200001478,1.0067499876,1.59859991074,-0.575550019741,1.2132499218,0.178099989891,0.753300011158,-0.546400010586,-0.114699997008,0.806400001049,-0.851999998093,0.287999987602,-0.921299993992,1.79980003834,0.933200001717,-0.806699991226,0.598099946976,0.453549981117,-1.01275002956,0.506200015545,0.833999991417,-1.21560001373,-0.520200014114,-1.99145007133,-1.31029999256,-0.386200010777,0.144700005651,0.85689997673,-0.261999994516,0.692799985409,-0.490000009537,-0.221799999475,-0.790400028229,-0.436699986458
3553,-0.794218242168,-0.221085101366,0.492424964905,0.696833372116,1.02170646191,0.250782191753,0.445300042629,0.584625124931,-0.245077416301,0.855816364288,-0.647654473782,2.51237559319,0.855129420757,0.687011957169,-0.264892309904,-0.969471275806,2.58970022202,0.367200016975,0.822499990463,-0.451550006866,0.241399988532,-0.473349988461,-0.215550005436,-0.8111500144,0.0461999997497,-0.337750017643,-0.40110000968,0.314099997282,-0.691200017929,0.520799994469,0.666499972343,5.47650003433,-0.440200001001,-0.542299985886,-0.126200005412,0.337300002575,0.580500006676,0.0649999976158,0.515450000763,0.940500020981,0.597200036049,1.50104999542,-0.0735500007868,0.721750020981,-0.526400029659,-0.136700004339,-0.441700011492,-0.990100026131,1.74450004101,1.44350004196,-2.09330010414,0.335000008345,-0.19089999795,0.730799973011
427,-0.312039345503,0.0292100906372,-0.218621850014,-0.00483332574368,-0.613579630852,-0.640965938568,-0.092600017786,1.19034707546,-1.2167724371,-0.344444185495,-0.380640029907,-1.66860699654,-1.74385380745,-0.494273215532,-0.339534193277,-0.376186013222,0.117500066757,-0.656533360481,-0.249150007963,-0.219350010157,0.481599986553,0.0877999961376,0.464899986982,0.165199995041,0.361000001431,0.170499995351,-1.41735005379,0.0750999972224,0.701099991798,-0.213599994779,-0.267599999905,0.542699992657,-0.304399996996,-0.53820002079,0.803600013256,0.612699985504,0.848800003529,-1.79040002823,0.235700011253,0.874899983406,-0.839800000191,-0.476350009441,-0.533599972725,-0.591600060463,0.596300005913,-0.77530002594,2.33979988098,0.485799998045,-0.558000028133,1.99479997158,0.0562000013888,-0.595700025558,-0.0777999982238,-0.127200007439
5898,0.502661108971,-2.49053788185,0.135729759932,-0.144566684961,-0.402440130711,-0.352409243584,-0.417366683483,0.107099056244,-0.175986588001,0.527469396591,0.549514532089,0.112126864493,0.0390706062317,-0.50203371048,0.233347088099,0.518178462982,-1.15736675262,-0.278166651726,-1.26364994049,-0.42484998703,0.174349993467,0.611400008202,0.378849983215,-1.18435001373,1.43985009193,0.110050022602,1.30194997787,-0.797399997711,0.963199973106,-0.199799999595,1.45889997482,0.234799996018,-0.754800021648,1.19239997864,-0.492599993944,-0.419600009918,0.0840999484062,-0.44010001421,0.145750001073,0.909650027752,0.793449997902,1.09025001526,-0.762499988079,0.532350063324,0.523699998856,0.277599990368,1.32079994678,-0.59249997139,-0.144500002265,0.674499988556,-0.126100003719,-0.773999989033,-0.811299979687,1.14849996567
23365,1.41256952286,0.0467605665326,0.136505693197,0.0729666650295,0.597361385822,-0.993237018585,0.681966722012,0.944302380085,0.383914351463,0.352462649345,-0.698255002499,-0.984018564224,-0.46921312809,-1.15846633911,-0.501452863216,0.825509905815,-0.444366633892,0.671333312988,0.35640001297,-0.554100036621,-1.18005001545,0.0364499986172,0.165700003505,-0.125850006938,1.60290002823,-0.791500031948,1.93550002575,-1.52079999447,-0.521499991417,-0.291500002146,0.0,-0.291500002146,0.806699991226,0.0,0.716400027275,0.450199991465,0.800549983978,0.769199967384,-0.0696500018239,0.932700037956,2.15530014038,-0.0277999937534,-1.49274992943,1.2976000309,0.252900004387,0.77689999342,-0.456699997187,0.14390000701,1.90170001984,-0.456699997187,0.996599972248,-0.599300026894,-0.456699997187,-0.902700006962
6657,-1.2091063261,-0.597373247147,-0.0499287769198,0.211666673422,0.311601996422,0.0601027756929,-0.173200011253,0.188545197248,-1.25069415569,-0.701700806618,-0.716126799583,-0.178570598364,1.631041646,0.289533317089,-0.223459035158,0.00823579728603,0.792633354664,0.212099999189,0.43805000186,0.0271500051022,0.224700003862,-0.679500043392,0.269249975681,-0.758899986744,-0.00969999283552,-0.0418500006199,0.205250009894,0.140300005674,-0.0807000026107,0.673099994659,-0.208199992776,2.12280011177,-1.44200003147,-0.224399998784,0.81819999218,1.03499996662,0.0764499902725,0.186599999666,-0.463349997997,-0.53409999609,-0.546549975872,0.645949959755,1.41760003567,3.85395002365,-0.0147000001743,1.43680000305,-1.24670004845,-0.27840000391,0.250200003386,0.586499989033,-0.249500006437,0.601899981499,0.862500011921,1.70000004768
