rid,CPD001_MCF7_6H:BRD-K20075662-300-03-2:10,CPD001_MCF7_24H:BRD-K20075662-300-03-2:10,CPD001_PC3_24H:BRD-K20075662-300-03-2:10,BRAF001_A375_24H:BRD-K20075662-300-03-2:10,BRAF001_A375_24H:BRD-K20075662-300-03-2:2.5,BRAF001_A375_24H:BRD-K20075662-300-03-2:0.625,BRAF001_A375_24H:BRD-K20075662-300-03-2:0.15625,BRAF001_A375_6H:BRD-K20075662-300-03-2:10,BRAF001_A375_6H:BRD-K20075662-300-03-2:2.5,BRAF001_A375_6H:BRD-K20075662-300-03-2:0.625,BRAF001_A375_6H:BRD-K20075662-300-03-2:0.15625,BRAF001_HEK293T_24H:BRD-K20075662-300-03-2:10,BRAF001_HEK293T_24H:BRD-K20075662-300-03-2:2.5,BRAF001_HEK293T_24H:BRD-K20075662-300-03-2:0.625,BRAF001_HEK293T_24H:BRD-K20075662-300-03-2:0.15625,BRAF001_HEK293T_6H:BRD-K20075662-300-03-2:10,BRAF001_HEK293T_6H:BRD-K20075662-300-03-2:2.5,BRAF001_HEK293T_6H:BRD-K20075662-300-03-2:0.625,BRAF001_HEK293T_6H:BRD-K20075662-300-03-2:0.15625
5720,-0.334442585707,0.0170298814774,0.348971962929,-0.109880551696,-0.184698492289,0.13528752327,0.122002497315,0.687934577465,-0.00268171541393,-0.101285710931,-0.344972789288,0.0556925348938,-0.0834506750107,-0.205815300345,-0.0782553106546,0.505495071411,-0.856493651867,0.510964274406,-0.511323690414
466,-0.291620373726,-0.0306338816881,-1.1546318531,0.249228879809,-0.476584911346,-0.435403048992,0.290776669979,0.334383428097,0.138144731522,0.0513218939304,-0.178043141961,0.162100270391,-0.477484196424,-0.486814886332,-0.0916775465012,0.316710561514,-0.855378985405,0.322112321854,-0.0325752496719
6009,-1.3252017498,1.06571757793,0.0366336107254,-0.163534790277,0.315377622843,0.253642708063,-0.16161698103,0.00107858330011,0.427348345518,0.270782500505,0.538945317268,-0.163005307317,0.321004986763,0.492629677057,0.183652043343,0.518802404404,0.494202941656,0.0739194899797,1.48138093948
2309,-0.737513065338,0.401801139116,0.612514257431,-0.148411005735,-0.303277045488,-0.125607252121,-0.078893378377,-0.106940567493,-0.103051505983,-0.00569798611104,0.283630520105,-0.940086007118,0.193148583174,0.248405188322,-0.118379585445,0.0969488173723,0.622735500336,0.109674841166,0.793282330036
387,2.11596608162,1.42976045609,0.295253247023,-0.119730077684,0.247522190213,-0.0761694386601,0.505884289742,-0.225373625755,-0.176574990153,0.0664985701442,0.490495145321,-0.527447104454,-0.693660616875,-0.628267168999,-0.124086409807,-0.908710956573,-0.468336343765,-1.12948012352,-0.0169507488608
3553,0.3776666224,-0.0129440128803,0.197109013796,-0.422956764698,-0.757554352283,-0.665756344795,-0.468061029911,-0.438197940588,-0.0993239283562,-0.12820109725,-0.0795630589128,-0.136601507664,-0.115929290652,-0.0919909775257,0.289790093899,-0.707724928856,-0.00676047708839,-0.119080841541,-0.963191151619
427,0.643916666508,-0.764176368713,-0.185344263911,-0.556484758854,0.193588718772,-0.185562983155,-0.60226726532,-0.00388018786907,0.167257785797,-0.393179923296,0.0441806390882,0.40461564064,-0.0195676330477,0.0905406028032,0.308243721724,0.404461026192,-0.0603608973324,0.159367412329,0.872926056385
5898,0.340528190136,-0.584281265736,0.188933834434,0.374267041683,0.39709597826,0.239373743534,0.394726872444,-0.00903079658747,0.0972572043538,0.213334485888,0.0645873695612,0.19212384522,-0.351977467537,0.706545293331,-0.05594407022,-0.157260775566,-1.51116144657,-1.00168943405,0.194914311171
23365,0.00534341111779,0.334241628647,0.669736087322,0.144096702337,0.172127842903,-0.141759887338,0.541271328926,-0.388215601444,-0.333215624094,-0.10108871758,0.233026385307,-0.525102257729,-0.947710573673,-0.781183838844,-0.395307987928,-0.672904789448,-1.46814584732,-0.25321033597,-0.592521727085
6657,0.205057263374,-0.263280570507,-0.916731595993,0.00123290647753,0.442183196545,0.754485487938,-0.303560763597,0.311962723732,0.0990322679281,0.0865019634366,-0.0979337096214,0.487500220537,0.3745200634,0.468063503504,0.212425678968,0.0719599723816,0.904182314873,-0.331416189671,0.376285403967
