rid,DOS058_A375_24H:BRD-K01425431-019-01-2:5,DOS058_A549_24H:BRD-K01425431-019-01-2:5,DOS058_PC3_24H:BRD-K01425431-019-01-2:5,ERG012_PC3_24H:BRD-K01425431-019-01-2:10.0275,ERG012_PC3_6H:BRD-K01425431-019-01-2:10.0275,ERG012_VCAP_24H:BRD-K01425431-019-01-2:10.0275,ERG012_VCAP_6H:BRD-K01425431-019-01-2:10.0275
5720,-0.0807499885559,1.23549997807,0.943549990654,0.461871862411,0.515650987625,-0.0572144687176,0.269033372402
466,-0.0936000347137,-0.511000037193,0.58679997921,0.079103499651,-0.782288372517,0.551256477833,0.353666692972
6009,0.134649991989,0.258049994707,-0.206999987364,-0.329697132111,0.171286314726,-3.053399086,-1.10763335228
2309,-0.390900015831,-0.416649997234,-0.845600008965,-0.360822141171,1.08530378342,-1.16169190407,-1.13276672363
387,-0.7825999856,-0.433649986982,0.464400023222,0.697652041912,-1.10552990437,-1.44200241566,-0.54526668787
3553,-0.810450017452,-0.964200019836,-0.156599998474,0.0368995964527,0.325113117695,2.84859013557,0.755866706371
427,-0.269600003958,-0.783300042152,-0.623000025749,0.383129715919,0.878136694431,0.891835689545,-0.109133303165
5898,-0.752550005913,0.131850004196,-0.743699967861,-0.0186380147934,0.0495887175202,-0.555119156837,-0.792233407497
23365,-0.184550017118,0.264649987221,-0.466399997473,1.67754721642,-0.157569736242,0.139181628823,0.325733363628
6657,0.430599987507,0.741850018501,-0.165549993515,4.14764070511,0.346596956253,1.85565280914,0.546166718006
5054,-0.278399974108,-0.72990000248,0.231249988079,-1.05357348919,-0.580003619194,0.937481641769,-0.211233347654
3108,-0.619599997997,-0.95759999752,0.271600008011,-0.342695295811,1.17262506485,-0.909896969795,-0.728399991989
1950,1.88824999332,-0.740449965,0.284700006247,-0.505792617798,1.1785595417,0.431831419468,-0.328733384609
351,1.91890001297,-0.475049972534,-0.923799991608,-0.773588716984,-1.58708918095,-3.77509379387,0.0832000374794
4846,0.0771999955177,0.380550026894,0.439949989319,0.914405882359,1.72295212746,0.725591361523,-0.159766614437
1452,-1.0557500124,0.397249996662,1.02300000191,0.697785019875,0.190390050411,-1.51984536648,-0.773166656494
4776,0.115449994802,-0.142100006342,0.130499988794,-0.824978113174,0.343227833509,2.75798559189,1.44146668911
6908,-1.12919998169,1.3342000246,0.765550017357,0.825967669487,0.535861074924,-0.603666782379,-0.469933331013
672,-0.641800045967,0.161499977112,-0.26859998703,0.13456530869,0.8217035532,-0.555573761463,-0.736433386803
5710,-0.591549992561,-1.18854999542,0.647650003433,0.787769734859,-0.74807113409,-4.95692014694,-0.469966650009
2115,-0.304699987173,-0.997049987316,-0.0554500073195,0.281718254089,1.86600673199,0.719736337662,1.74760007858
7015,0.245849996805,-0.65625,0.814599990845,-1.13273763657,0.737094759941,2.14064311981,0.347066700459
8726,-0.54154998064,0.664000034332,-1.2540500164,0.64565718174,0.733401894569,0.172026216984,-0.415600031614
2185,-0.0799000263214,-0.327749967575,0.177900001407,-0.289182364941,0.104789234698,1.76820194721,0.719666659832
3315,-0.0828499794006,0.038149997592,0.699849963188,0.138745337725,-0.441302150488,0.958451867104,-0.368233323097
5289,-1.36524999142,0.192350000143,0.326699972153,0.335205823183,0.139290094376,1.74234485626,0.00299999117851
868,-1.19480001926,-0.530149996281,-1.26565003395,0.122750639915,-0.682633638382,0.595846295357,0.193433314562
1677,0.603249967098,-0.5950999856,0.133100003004,-0.459165304899,-0.0281234774739,2.57737207413,0.222499996424
7043,-0.327149987221,-1.00450003147,-1.34200000763,0.550620436668,0.007737159729,1.70882296562,2.03399991989
5613,1.09284996986,-0.465350031853,-0.934199988842,-0.41565105319,0.166158273816,2.47414278984,-0.15613335371
595,-0.643000006676,-0.35744997859,-0.150700002909,0.85593265295,-0.18716070056,-1.76370537281,0.0429000109434
4793,-0.0500999987125,-0.554450035095,0.218850001693,-0.207261875272,0.856536030769,1.06338334084,0.371566653252
2736,-0.800400018692,-1.27419996262,-1.0748000145,-1.26490700245,1.1127897501,1.08414542675,-0.749433338642
5290,0.0251999944448,-0.944849967957,0.277249991894,-1.04711961746,2.16176199913,1.05161392689,0.190566658974
6194,0.0,-0.607050001621,-0.733500003815,-0.970886111259,-2.51515030861,-4.13806915283,-0.892800033092
1676,-0.838450014591,-1.00520002842,-0.746500015259,-0.173345088959,0.531127691269,1.2509636879,0.360366672277
23512,-0.399749994278,-0.561599969864,-1.17379999161,-0.666489720345,-0.119641304016,-2.0185790062,-0.441566705704
148022,-1.52359998226,-0.751049995422,-0.047300003469,0.545217990875,0.760717272758,-0.878112435341,0.457300007343
1906,-0.0127499997616,0.117549993098,-1.42674994469,-0.876133620739,-0.0501120202243,0.268588662148,0.329466700554
8878,0.397399961948,1.24905002117,0.44730001688,0.162306070328,0.0858322530985,-1.59697759151,-0.793633401394
3091,-0.105349995196,0.269450008869,-1.23230004311,0.0688267052174,-0.140595987439,0.422763258219,0.6413667202
5743,-0.25925001502,0.00769999623299,0.997949957848,-0.233972162008,-0.0811740756035,0.933385848999,0.270633339882
5321,0.142300009727,0.371650010347,0.181650012732,-1.11932480335,0.0448496341705,0.533843278885,0.12203335762
4144,0.306999981403,-3.11039996147,-0.155099987984,-1.59389746189,-2.1809220314,-0.94370663166,-0.537833333015
1981,0.655349969864,0.0918999910355,0.341650009155,-0.187531203032,-0.051860794425,-1.15877056122,-0.438300013542
695,1.30929994583,-0.0451500117779,-0.750600039959,-0.208507463336,0.0341970548034,0.334981948137,0.103499948978
10398,0.0842500030994,-0.359100013971,0.15000000596,0.0793592333794,0.0907279253006,0.901977300644,0.423366695642
5708,-1.8614000082,0.495449990034,0.282000005245,0.309605032206,-2.71108436584,-1.83746159077,-0.195033326745
1213,0.557150006294,0.368649989367,-0.847549974918,0.921266078949,-2.06361794472,-1.42615699768,0.562666654587
226,-3.40890002251,-2.2242000103,0.566950023174,0.618596971035,-1.31754124165,-2.77338504791,0.581866681576
6777,0.337949991226,3.26585006714,-0.137149989605,0.150606065989,0.0609096586704,1.07287991047,0.150833323598
2113,-0.13615000248,0.656300008297,-0.175500005484,0.57251906395,-0.803535044193,1.10060882568,1.01670002937
3329,-1.43640005589,0.455749988556,1.38170003891,0.61759018898,-2.43366909027,-2.05669164658,-1.06440007687
1050,0.983000040054,1.41190004349,0.952549993992,0.655010640621,0.21825787425,-2.09261584282,-1.19360005856
9491,-0.997200012207,-1.10119998455,-0.43544998765,-0.356956243515,0.41628575325,0.694023668766,0.949200093746
22926,-1.56470000744,-0.611799955368,0.777700006962,0.449217021465,0.310920149088,-0.452997326851,0.57216668129
5899,0.400900006294,0.151299983263,-0.167100012302,0.866737246513,-0.670280456543,-0.485439002514,0.468533396721
5467,-1.20950007439,-0.417850017548,-0.656149983406,0.0153856277466,0.2316827178,1.1041880846,-0.553400039673
6774,0.518149971962,-0.0440000146627,-0.873849987984,1.37555730343,1.46762132645,0.177160471678,0.0654666647315
1788,0.0652000010014,-0.721300005913,-0.0779000073671,-0.372411549091,0.571334898472,1.68084478378,0.0493332818151
5921,-0.227850005031,-0.108150005341,-0.399599999189,0.733321964741,0.745485305786,-0.553628146648,-0.526833355427
5721,-0.253650009632,-0.562600016594,0.237699985504,-1.09084033966,-0.210899680853,-2.04352784157,-1.08983325958
2263,0.398600012064,0.626200020313,0.436999976635,-0.985151290894,1.04936850071,1.18569517136,0.181766718626
808,0.261900007725,-1.01370000839,0.498750001192,-1.10954010487,0.848284602165,1.73440289497,1.85446667671
30001,0.0203999951482,-0.0953500270844,-0.0588499903679,0.715496957302,0.399146676064,-0.517388820648,-0.50670003891
