rid,CPC006_A375_6H:BRD-K05402890-001-02-7:0.35,CPC006_A375_24H:BRD-K05402890-001-02-7:0.35,CPC006_A549_6H:BRD-K05402890-001-02-7:0.35,CPC006_A549_24H:BRD-K05402890-001-02-7:0.35,CPC006_A673_6H:BRD-K05402890-001-02-7:0.35,CPC006_AGS_6H:BRD-K05402890-001-02-7:0.35,CPC006_CL34_6H:BRD-K05402890-001-02-7:0.35,CPC006_CORL23_6H:BRD-K05402890-001-02-7:0.35,CPC006_COV644_6H:BRD-K05402890-001-02-7:0.35,CPC006_DV90_6H:BRD-K05402890-001-02-7:0.35,CPC006_EFO27_6H:BRD-K05402890-001-02-7:0.35,CPC006_HA1E_6H:BRD-K05402890-001-02-7:0.35,CPC006_HA1E_24H:BRD-K05402890-001-02-7:0.35,CPC006_HCC15_6H:BRD-K05402890-001-02-7:0.35,CPC006_HCC515_6H:BRD-K05402890-001-02-7:0.35,CPC006_HCC515_24H:BRD-K05402890-001-02-7:0.35,CPC006_HCT116_6H:BRD-K05402890-001-02-7:0.35,CPC006_HEC108_6H:BRD-K05402890-001-02-7:0.35,CPC006_HEPG2_6H:BRD-K05402890-001-02-7:0.35,CPC006_HT115_6H:BRD-K05402890-001-02-7:0.35,CPC006_HT29_6H:BRD-K05402890-001-02-7:0.35,CPC006_HT29_24H:BRD-K05402890-001-02-7:0.35,CPC006_JHUEM2_6H:BRD-K05402890-001-02-7:0.35,CPC006_LOVO_6H:BRD-K05402890-001-02-7:0.35,CPC006_MCF7_6H:BRD-K05402890-001-02-7:0.35,CPC006_MCF7_24H:BRD-K05402890-001-02-7:0.35,CPC006_MDST8_6H:BRD-K05402890-001-02-7:0.35,CPC006_NCIH1694_6H:BRD-K05402890-001-02-7:0.35,CPC006_NCIH1836_6H:BRD-K05402890-001-02-7:0.35,CPC006_NCIH2073_6H:BRD-K05402890-001-02-7:0.35,CPC006_NCIH508_6H:BRD-K05402890-001-02-7:0.35,CPC006_NCIH596_6H:BRD-K05402890-001-02-7:0.35,CPC006_NOMO1_6H:BRD-K05402890-001-02-7:0.35,CPC006_OV7_6H:BRD-K05402890-001-02-7:0.35,CPC006_PC3_6H:BRD-K05402890-001-02-7:0.35,CPC006_PC3_24H:BRD-K05402890-001-02-7:0.35,CPC006_PL21_6H:BRD-K05402890-001-02-7:0.35,CPC006_RMGI_6H:BRD-K05402890-001-02-7:0.35,CPC006_RMUGS_6H:BRD-K05402890-001-02-7:0.35,CPC006_SKLU1_6H:BRD-K05402890-001-02-7:0.35,CPC006_SKM1_6H:BRD-K05402890-001-02-7:0.35,CPC006_SKMEL1_6H:BRD-K05402890-001-02-7:0.35,CPC006_SKMEL28_6H:BRD-K05402890-001-02-7:0.35,CPC006_SNGM_6H:BRD-K05402890-001-02-7:0.35,CPC006_SNU1040_6H:BRD-K05402890-001-02-7:0.35,CPC007_A375_6H:BRD-K05402890-001-09-2:10,CPC007_A375_24H:BRD-K05402890-001-09-2:10,CPC007_A549_6H:BRD-K05402890-001-09-2:10,CPC007_A549_24H:BRD-K05402890-001-09-2:10,CPC007_HA1E_6H:BRD-K05402890-001-09-2:10,CPC007_HA1E_24H:BRD-K05402890-001-09-2:10,CPC007_HCC515_6H:BRD-K05402890-001-09-2:10,CPC007_HT29_6H:BRD-K05402890-001-09-2:10,CPC007_HT29_24H:BRD-K05402890-001-09-2:10,CPC007_MCF7_6H:BRD-K05402890-001-09-2:10,CPC007_MCF7_24H:BRD-K05402890-001-09-2:10,CPC007_PC3_6H:BRD-K05402890-001-09-2:10,CPC007_PC3_24H:BRD-K05402890-001-09-2:10,CPC006_SNUC4_6H:BRD-K05402890-001-02-7:0.35,CPC006_SNUC5_6H:BRD-K05402890-001-02-7:0.35,CPC006_SW480_6H:BRD-K05402890-001-02-7:0.35,CPC006_SW620_6H:BRD-K05402890-001-02-7:0.35,CPC006_SW948_6H:BRD-K05402890-001-02-7:0.35,CPC006_T3M10_6H:BRD-K05402890-001-02-7:0.35,CPC006_THP1_6H:BRD-K05402890-001-02-7:0.35,CPC006_TYKNU_6H:BRD-K05402890-001-02-7:0.35,CPC006_U937_6H:BRD-K05402890-001-02-7:0.35,CPC006_VCAP_6H:BRD-K05402890-001-02-7:0.35,CPC007_VCAP_6H:BRD-K05402890-001-09-2:10,CPC006_VCAP_24H:BRD-K05402890-001-02-7:0.35,CPC007_VCAP_24H:BRD-K05402890-001-09-2:10,CPC006_WSUDLCL2_6H:BRD-K05402890-001-02-7:0.35,CPC006_H1299_6H:BRD-K05402890-001-02-7:0.35,CPC006_RKO_6H:BRD-K05402890-001-02-7:0.35
5720,-0.395557314157,-1.11622023582,-2.37909889221,-0.311035096645,-0.442249983549,-1.12209999561,0.12594999373,-0.297100007534,-1.30509996414,-1.29285001755,-1.26785004139,-0.554380118847,-1.7541270256,0.368968904018,-0.636319220066,-1.04867196083,-0.925949990749,-1.40820717812,-1.01290893555,-3.10835003853,-0.441762506962,-0.977779746056,-1.4781999588,-0.20039999485,-0.535907328129,-0.761162281036,-0.571300029755,-1.0855499506,-0.697700023651,0.382950007915,-1.76600003242,-0.290650010109,-1.6072499752,-0.286650002003,-0.37085133791,-2.45341348648,-1.55200004578,0.12349999696,-3.2475528717,0.0182500183582,-0.78275001049,0.00440001487732,-0.600650012493,-0.563650012016,-1.20679998398,-0.00122986733913,-5.5891160965,-0.908676087856,-5.19733095169,-1.12680971622,-5.89017009735,-0.512500047684,0.160703927279,-2.70985651016,-1.07737410069,-1.59019947052,0.34307384491,-2.04281210899,-0.541049957275,-1.09424996376,-0.49739998579,-1.37800717354,-0.286134094,-0.92610001564,-0.55404061079,-0.603999972343,-1.08609998226,-0.549867749214,-1.12155675888,-1.25400567055,-1.83095157146,-0.285249978304,-1.7663500309,0.018700003624
466,0.550156056881,1.28476905823,-0.188363209367,-0.418296724558,-0.0267999973148,-1.23285007477,-0.0173999965191,-1.25454998016,0.450849980116,-1.85975003242,-0.272649973631,-0.219715774059,0.66337788105,-0.681874454021,-0.578030347824,-1.3267416954,-2.25209999084,0.361199647188,-1.01153028011,-0.948450028896,-0.0762385800481,-0.455910623074,-0.917050004005,-0.435299992561,-0.523925542831,-1.78989338875,-0.457450002432,-1.05709993839,-0.637700021267,0.00424998998642,-0.263050019741,0.151149988174,-0.683349967003,-0.0435499995947,-0.0195662118495,-0.0610988438129,-0.0238499939442,0.097800001502,-1.63535535336,-0.530650019646,-0.297849982977,-0.180849999189,0.674250006676,0.0155499987304,0.684000015259,-0.571023225784,0.132961809635,-0.653609514236,-2.38021540642,-1.67520201206,-1.76814031601,0.024350002408,-0.4752433002,-3.1407930851,-1.80092477798,-2.24883842468,-1.24852156639,-0.673838198185,1.31060004234,-1.02670001984,0.602599978447,-0.335427582264,0.148405402899,-0.618650019169,-0.362625598907,0.412800014019,0.385150015354,-0.157323628664,-1.84192669392,-0.532495081425,-1.63896632195,0.11859998107,-1.19784998894,0.0526999980211
6009,0.18071320653,0.776189386845,-1.2650103569,-0.313876926899,-0.87935000658,-0.519200026989,0.599300026894,-0.0591000020504,0.505900025368,-1.02125000954,-0.330249994993,-0.551617860794,0.552222669125,0.983335375786,0.357861161232,0.578763484955,0.309100031853,-0.382468551397,-0.842331528664,-1.01370000839,0.193046063185,-1.49264371395,-0.0127000212669,-0.14025002718,-0.303806900978,1.09192240238,0.200299993157,0.98400002718,0.405149996281,-0.263350009918,0.130400002003,0.267399996519,0.50854998827,0.0560500025749,-1.4462184906,0.738736093044,-0.728049993515,0.753799974918,-0.605449676514,0.161349996924,0.325599998236,-0.658100008965,-0.572400033474,0.0458000004292,0.265200018883,0.485634416342,0.989517688751,-0.10155916214,-0.974601209164,2.53563308716,1.52416598797,-0.641099989414,1.26158070564,-0.848698019981,1.346606493,1.62328124046,-0.401414811611,0.62816876173,-1.22444999218,-0.407499998808,0.306100010872,-0.969450473785,0.797211229801,-0.716600000858,0.344488590956,0.57129997015,1.3708999157,0.81759005785,0.344004511833,1.76217639446,-0.331386715174,-0.74304997921,0.0217500329018,-0.781450033188
2309,-0.30547735095,0.092993684113,0.143731698394,-1.09797072411,-0.485600024462,-0.16930000484,0.0770500004292,-0.54675000906,0.738199949265,-0.451350003481,-0.0557500012219,-0.229632362723,-0.290675759315,-0.196116402745,0.15419498086,0.10022110492,-0.253949999809,0.349350064993,-1.50771200657,-0.472699970007,-0.203867092729,-2.33984899521,0.23655000329,0.522699952126,0.0239433124661,-0.67353785038,0.196550011635,0.0305999964476,0.306349992752,-0.490599989891,-0.136349990964,0.0566499978304,-0.481200009584,-0.49120002985,0.013910241425,1.21534156799,0.123750030994,-1.71589994431,-1.28719460964,-2.14340019226,-0.060100004077,-1.69204998016,0.63330000639,-0.842849969864,1.26614999771,0.520863354206,0.905344724655,1.61568772793,-1.87626457214,-0.2555295825,-2.00021219254,0.83370000124,2.58240795135,1.54855084419,-0.279816150665,-1.53126215935,-0.120153352618,0.498489797115,-0.390300005674,-0.807000041008,0.0668999999762,-0.909261465073,-1.57029485703,-0.996999979019,0.376766055822,-1.08130002022,-0.212550014257,-0.177161976695,1.15384435654,-1.05713915825,0.61342382431,-1.00189995766,0.179650008678,-0.483449995518
387,0.386678576469,-1.40865957737,-0.607666730881,0.579366564751,-1.21095001698,-0.000950008630753,-0.416450023651,-0.606749951839,1.64240002632,-0.391150027514,0.227099984884,-0.484717428684,-0.743933022022,-0.485682547092,0.979074895382,0.548380851746,-1.23084998131,-0.45478579402,0.759125113487,0.243700027466,0.332988977432,-0.184422597289,-0.581950008869,0.605299949646,0.530738055706,-0.496701389551,-0.681400001049,-0.876749992371,-0.185749992728,-0.321250021458,-1.52655005455,0.308300018311,-0.545799970627,0.504649996758,-0.403205662966,0.26914960146,-0.927100002766,0.457899987698,-1.21862411499,-0.0695500001311,-0.354149997234,-0.279700011015,0.631049990654,0.045450001955,1.14784991741,0.216151803732,-1.68996298313,1.04840564728,0.566116809845,2.09500741959,1.04343283176,1.59715008736,1.52680110931,-0.0792387872934,1.20755314827,0.315011620522,0.308123499155,-0.616397202015,-0.63605004549,-1.00274991989,0.305599987507,-0.595189094543,-0.429416805506,-0.559949994087,0.218168795109,0.194399997592,0.869849979877,1.48554062843,0.241032600403,0.771660149097,0.619500935078,0.578750014305,-0.416899979115,-0.328449994326
3553,-0.550217926502,0.324340522289,0.442075550556,0.460980832577,0.600549995899,1.89890003204,-0.52840000391,-0.0141000002623,-0.409449994564,1.03865003586,-0.42849996686,-0.484682232141,2.03987836838,-0.627458333969,-0.171478912234,0.0757868587971,0.707050025463,1.35006833076,-0.662058830261,3.68225002289,-0.548183143139,0.199974745512,-1.73400008678,-0.290650010109,-0.161301970482,0.553411364555,0.228750020266,0.0150500237942,-0.340000003576,-0.189700007439,0.238750010729,-1.24650001526,1.34535002708,-0.281100004911,0.493234336376,-0.354724943638,1.36909997463,-0.643400013447,4.74780607224,-0.391600012779,0.380199998617,0.970399975777,-0.131050020456,0.23939999938,-0.718199968338,0.925936102867,1.06136345863,-0.444224327803,0.587718307972,1.39168286324,3.09427881241,0.86485004425,-0.473132491112,-0.868990242481,-0.223731175065,-0.826091647148,0.604194819927,-0.562305569649,0.0528500080109,0.547850012779,0.226949989796,0.984248578548,-0.709577441216,-0.207699999213,4.70361614227,-0.254199981689,-0.180849999189,-0.655591905117,-0.32817864418,-0.619268894196,-0.296070665121,-0.551800012589,1.41694998741,-0.0195499956608
427,-0.558610022068,-0.374443501234,-0.110641524196,-0.869509637356,-0.388999998569,-0.67585003376,0.608950018883,-0.488000035286,-0.543699979782,-0.294250011444,0.537249982357,-0.455205976963,-0.70585501194,-0.0098757520318,-0.356206327677,-0.349678874016,0.376199960709,-0.746710777283,-0.0960002318025,1.57815003395,0.187197864056,-0.165937691927,1.33150005341,-0.587999999523,-0.802500009537,-1.89284086227,-0.702149987221,0.437949985266,-0.923049986362,0.524300038815,-0.975449979305,0.268750011921,-0.442250013351,0.284550011158,-0.133579671383,0.230389297009,-0.0340999960899,2.1765999794,-0.361543625593,-0.0114500001073,-1.50600004196,-1.17949998379,-0.0692999958992,2.92324995995,0.745350003242,-0.127451807261,0.0896466672421,-1.80429887772,-0.403316527605,0.344923108816,-0.422619313002,-0.166099995375,-0.679922878742,-0.187898099422,0.328303694725,0.16435597837,0.049157615751,-0.68700748682,-0.13124999404,-0.55529999733,1.24199998379,0.162681519985,-0.270571351051,-0.0693499967456,0.130269750953,-0.590099990368,-0.0756999999285,-0.874926805496,-0.877946436405,0.0650407522917,-1.28874480724,0.173999994993,-0.851300001144,-0.219499975443
5898,1.29039061069,2.29070520401,0.809509277344,1.22031283379,0.395249992609,-0.528249979019,-0.0701500028372,-0.583999991417,-1.18005001545,0.137099996209,0.896899998188,0.0127056986094,1.79178285599,-0.397901892662,0.416847229004,-0.542460918427,-0.351000010967,-0.359501123428,0.284895718098,-1.79165005684,0.0797570049763,1.98815310001,-1.51985001564,0.627149999142,-0.227269500494,0.669741690159,-0.17689999938,0.0237999986857,-0.129749983549,-0.777000010014,0.211499989033,-0.298049986362,-1.90674996376,-0.000549972057343,-0.298228174448,0.729150295258,-0.0412000007927,-1.06229996681,-0.765306890011,-0.449400007725,-0.372049987316,-0.199049994349,-1.38940000534,-1.32249999046,-0.367100000381,1.43387579918,4.85745429993,1.15698170662,1.66424369812,2.18764042854,6.46566772461,2.87540006638,2.61261606216,7.30879831314,0.632554292679,0.221715256572,0.61027431488,1.75680661201,3.33220005035,-0.730800032616,0.507550001144,-0.682323873043,-0.469236016273,-1.94950008392,-0.0310402959585,0.0284500010312,-0.44675001502,-0.564620554447,0.689626812935,-0.54838347435,-0.591454267502,0.36875000596,0.192200005054,-0.137749999762
23365,0.203011482954,-0.737470388412,1.05079758167,0.268751859665,-0.556700050831,1.8451499939,-1.22644996643,-0.752349972725,-1.79525005817,0.229950010777,-0.348450005054,0.891115903854,0.013340473175,-0.254277557135,0.20182454586,-0.0308999046683,1.4821999073,0.378724575043,0.467586815357,-0.675449967384,0.564883351326,0.395576834679,-1.56949996948,-0.656400084496,0.327115356922,0.36462521553,-0.0196499992162,-0.426450014114,-0.471150010824,-0.736649990082,1.52130007744,0.237949997187,-0.514999985695,-0.410049974918,0.0459718219936,0.948670744896,-0.602550029755,-1.03719997406,0.463925242424,-0.219649970531,-0.232099980116,0.270049989223,-0.15870000422,0.0333500057459,0.0497499927878,-0.26277628541,-0.283986181021,0.157381057739,2.26934933662,-0.646796345711,0.436431407928,0.55119997263,-0.366404771805,0.983736813068,0.369891047478,-0.0212095081806,0.0811623483896,2.11671471596,-0.527599990368,-0.212450012565,0.813150048256,-0.437844634056,0.161529093981,0.0692999958992,-0.594048082829,-0.518149971962,2.16339993477,1.10209918022,-1.03501725197,-0.553028404713,-0.456693381071,-0.844599962234,3.08920001984,-1.10909998417
6657,-1.1279270649,-0.314280897379,-0.147318273783,3.54227113724,-0.417050004005,0.109600007534,-0.695399999619,0.227200001478,-0.755550026894,0.718299984932,-0.126299992204,-0.12932908535,0.337497055531,0.12666220963,0.521882295609,-0.88546538353,1.11755001545,0.767300009727,-0.151695996523,0.83930003643,-0.501676440239,0.536522865295,-0.912150025368,-0.445700019598,-0.74873149395,1.19044494629,-0.35695001483,0.267349988222,-0.698949992657,-0.764500021935,0.0328999981284,-0.52655005455,0.959049999714,-0.515850007534,-0.474341392517,-0.410825192928,0.48630002141,-0.763700008392,1.61280655861,-0.321099996567,0.249650001526,-1.17844998837,-0.57849997282,0.387600004673,-0.60045003891,-1.75734114647,-1.04747891426,-0.954207003117,-1.34255409241,0.528807997704,-0.0764121115208,-1.73924994469,-1.04067516327,-0.167422711849,0.575828552246,-0.365395069122,-0.763268649578,0.252728998661,0.985399961472,0.412699997425,-0.244199991226,0.509890437126,0.78447663784,0.818399965763,0.846210479736,-1.1657999754,-0.118499994278,-0.472939312458,0.275427550077,-0.0499961562455,-0.182775646448,-0.985399961472,1.78189992905,0.266750007868
