rid,CPC006_A375_6H:BRD-K08417745-001-02-9:88.8,CPC006_A375_24H:BRD-K08417745-001-02-9:88.8,CPC006_A549_6H:BRD-K08417745-001-02-9:88.8,CPC006_A549_24H:BRD-K08417745-001-02-9:88.8,CPC006_A673_6H:BRD-K08417745-001-02-9:88.8,CPC006_AGS_6H:BRD-K08417745-001-02-9:88.8,CPC006_CL34_6H:BRD-K08417745-001-02-9:88.8,CPC006_CORL23_6H:BRD-K08417745-001-02-9:88.8,CPC006_COV644_6H:BRD-K08417745-001-02-9:88.8,CPC006_DV90_6H:BRD-K08417745-001-02-9:88.8,CPC006_EFO27_6H:BRD-K08417745-001-02-9:88.8,CPC006_HA1E_6H:BRD-K08417745-001-02-9:88.8,CPC006_HA1E_24H:BRD-K08417745-001-02-9:88.8,CPC006_HCC15_6H:BRD-K08417745-001-02-9:88.8,CPC006_HCC515_6H:BRD-K08417745-001-02-9:88.8,CPC006_HCC515_24H:BRD-K08417745-001-02-9:88.8,CPC006_HCT116_6H:BRD-K08417745-001-02-9:88.8,CPC006_HEC108_6H:BRD-K08417745-001-02-9:88.8,CPC006_HEPG2_6H:BRD-K08417745-001-02-9:88.8,CPC006_HT115_6H:BRD-K08417745-001-02-9:88.8,CPC006_HT29_6H:BRD-K08417745-001-02-9:88.8,CPC006_HT29_24H:BRD-K08417745-001-02-9:88.8,CPC006_JHUEM2_6H:BRD-K08417745-001-02-9:88.8,CPC006_LOVO_6H:BRD-K08417745-001-02-9:88.8,CPC006_MCF7_6H:BRD-K08417745-001-02-9:88.8,CPC006_MCF7_24H:BRD-K08417745-001-02-9:88.8,CPC006_MDST8_6H:BRD-K08417745-001-02-9:88.8,CPC006_NCIH1694_6H:BRD-K08417745-001-02-9:88.8,CPC006_NCIH1836_6H:BRD-K08417745-001-02-9:88.8,CPC006_NCIH2073_6H:BRD-K08417745-001-02-9:88.8,CPC006_NCIH508_6H:BRD-K08417745-001-02-9:88.8,CPC006_NCIH596_6H:BRD-K08417745-001-02-9:88.8,CPC006_NOMO1_6H:BRD-K08417745-001-02-9:88.8,CPC006_OV7_6H:BRD-K08417745-001-02-9:88.8,CPC006_PC3_6H:BRD-K08417745-001-02-9:88.8,CPC006_PC3_24H:BRD-K08417745-001-02-9:88.8,CPC006_PL21_6H:BRD-K08417745-001-02-9:88.8,CPC006_RMGI_6H:BRD-K08417745-001-02-9:88.8,CPC006_RMUGS_6H:BRD-K08417745-001-02-9:88.8,CPC006_SKLU1_6H:BRD-K08417745-001-02-9:88.8,CPC006_SKM1_6H:BRD-K08417745-001-02-9:88.8,CPC006_SKMEL1_6H:BRD-K08417745-001-02-9:88.8,CPC006_SKMEL28_6H:BRD-K08417745-001-02-9:88.8,CPC006_SNGM_6H:BRD-K08417745-001-02-9:88.8,CPC006_SNU1040_6H:BRD-K08417745-001-02-9:88.8,CPC006_SNUC4_6H:BRD-K08417745-001-02-9:88.8,CPC006_SW480_6H:BRD-K08417745-001-02-9:88.8,CPC006_SW620_6H:BRD-K08417745-001-02-9:88.8,CPC006_SW948_6H:BRD-K08417745-001-02-9:88.8,CPC006_T3M10_6H:BRD-K08417745-001-02-9:88.8,CPC006_THP1_6H:BRD-K08417745-001-02-9:88.8,CPC006_TYKNU_6H:BRD-K08417745-001-02-9:88.8,CPC006_U937_6H:BRD-K08417745-001-02-9:88.8,CPC006_VCAP_6H:BRD-K08417745-001-02-9:88.8,CPC006_VCAP_24H:BRD-K08417745-001-02-9:88.8,CPC006_WSUDLCL2_6H:BRD-K08417745-001-02-9:88.8,HOG002_A549_24H:BRD-K08417745-001-02-9:10,HOG002_A549_24H:BRD-K08417745-001-02-9:3.33,HOG002_A549_24H:BRD-K08417745-001-02-9:1.11,HOG002_A549_24H:BRD-K08417745-001-02-9:0.3704,HOG002_A549_24H:BRD-K08417745-001-02-9:0.1234,HOG002_A549_24H:BRD-K08417745-001-02-9:0.0412,HOG002_A549_24H:BRD-K08417745-001-02-9:0.013,HOG002_A549_24H:BRD-K08417745-001-02-9:0.0045,HOG002_A549_24H:BRD-K08417745-001-02-9:0.0015,HOG002_A549_6H:BRD-K08417745-001-02-9:10,HOG002_A549_6H:BRD-K08417745-001-02-9:3.33,HOG002_A549_6H:BRD-K08417745-001-02-9:1.11,HOG002_A549_6H:BRD-K08417745-001-02-9:0.3704,HOG002_A549_6H:BRD-K08417745-001-02-9:0.1234,HOG002_A549_6H:BRD-K08417745-001-02-9:0.0412,HOG002_A549_6H:BRD-K08417745-001-02-9:0.013,HOG002_A549_6H:BRD-K08417745-001-02-9:0.0045,HOG002_A549_6H:BRD-K08417745-001-02-9:0.0015,CPC006_H1299_6H:BRD-K08417745-001-02-9:88.8,HOG002_MCF7_24H:BRD-K08417745-001-02-9:10,HOG002_MCF7_24H:BRD-K08417745-001-02-9:3.33,HOG002_MCF7_24H:BRD-K08417745-001-02-9:1.11,HOG002_MCF7_24H:BRD-K08417745-001-02-9:0.3704,HOG002_MCF7_24H:BRD-K08417745-001-02-9:0.1234,HOG002_MCF7_24H:BRD-K08417745-001-02-9:0.0412,HOG002_MCF7_24H:BRD-K08417745-001-02-9:0.013,HOG002_MCF7_24H:BRD-K08417745-001-02-9:0.0045,HOG002_MCF7_24H:BRD-K08417745-001-02-9:0.0015,HOG002_MCF7_6H:BRD-K08417745-001-02-9:10,HOG002_MCF7_6H:BRD-K08417745-001-02-9:3.33,HOG002_MCF7_6H:BRD-K08417745-001-02-9:1.11,HOG002_MCF7_6H:BRD-K08417745-001-02-9:0.3704,HOG002_MCF7_6H:BRD-K08417745-001-02-9:0.1234,HOG002_MCF7_6H:BRD-K08417745-001-02-9:0.0412,HOG002_MCF7_6H:BRD-K08417745-001-02-9:0.013,HOG002_MCF7_6H:BRD-K08417745-001-02-9:0.0045,HOG002_MCF7_6H:BRD-K08417745-001-02-9:0.0015,CPC006_RKO_6H:BRD-K08417745-001-02-9:88.8
5720,-0.204231455922,-2.73206520081,-0.37345379591,-1.16912162304,-0.0514499992132,-1.72740006447,-0.39509999752,0.265549987555,0.045150000602,-0.13890004158,-0.335000008345,-0.351627290249,-4.47700023651,0.487467646599,-1.1026558876,-1.59454190731,0.501699984074,0.344946920872,-1.67484855652,0.140650004148,0.1927485466,-2.6314573288,-1.22465002537,-0.240000009537,-1.13282966614,-1.19929933548,-0.647650003433,-0.733649969101,-0.257349997759,0.63504999876,-1.17920005322,0.777699947357,1.08309996128,-0.407549977303,-0.0923235416412,-0.155779093504,0.0244500041008,-0.658450007439,0.547749996185,0.235550001264,0.113449990749,-2.415599823,-0.537649989128,-0.354550004005,0.361550033092,0.106150001287,-0.339650034904,0.271937966347,-0.546535015106,0.523199975491,-0.105785638094,-0.11969999969,-0.207549989223,-2.0748090744,-0.380392789841,0.329649984837,0.243069693446,-2.1280913353,-0.484284341335,-0.736464262009,-0.740816950798,0.416783899069,-0.0464491993189,-0.686728239059,-0.793324768543,-0.637122392654,-0.889533996582,-0.553749978542,-0.389449000359,0.0333507657051,-0.948694288731,-0.409384459257,-1.07639062405,-0.533894062042,-1.10339999199,0.797308802605,0.0777690932155,-0.0418500006199,-0.342004597187,0.000848365947604,0.11704069376,0.268347084522,0.0211002528667,-0.117444813251,-0.393982470036,0.706784307957,-0.601268410683,-0.370429426432,-0.29190954566,-0.0182414744049,-0.227846011519,-0.762833833694,0.0970576107502,-1.2242000103
466,-0.150965124369,-3.01141500473,1.9987385273,-2.00459957123,-0.0399999991059,0.454299986362,1.06894993782,0.30214998126,0.5353500247,1.62105000019,-1.02435004711,1.43878006935,-0.778366565704,0.684643924236,-0.333280473948,-1.29305648804,1.6181499958,0.808127999306,0.817525148392,-1.51160001755,0.363500893116,-1.79740667343,-1.24810004234,1.02230000496,0.876344680786,0.39446502924,-1.21589994431,-0.644050002098,1.05085003376,-0.234700083733,-0.714800000191,0.0147500038147,1.60254991055,0.616449952126,0.568041443825,-0.806692361832,0.180250048637,-0.462500035763,-1.15685009956,-0.552800059319,-1.82904994488,-0.0330000072718,0.788349986076,-0.161850005388,-0.417549997568,-0.52999997139,-0.788800001144,-0.128113240004,0.506891667843,-0.926450014114,-0.428282946348,1.37689995766,-1.60455000401,-0.444068908691,-0.267820388079,-2.43534994125,0.663069725037,0.323500365019,-2.03241944313,0.701176047325,-0.633478343487,0.0268665999174,0.489267587662,-0.12855386734,-0.503925919533,-0.564616262913,0.0577027648687,-0.966750025749,0.237035304308,0.00422589480877,-0.174158900976,-0.294644057751,-0.772792935371,-0.394883573055,-0.116799995303,0.848869800568,0.338128894567,-0.075049996376,-0.0502576678991,0.187035232782,0.893055379391,0.274887174368,0.240069255233,-0.499607086182,1.31663835049,1.64679133892,-1.00395655632,-0.0556759126484,-0.298774063587,0.486058115959,0.00575517117977,0.463806897402,0.104083135724,-0.358999997377
6009,0.985850334167,2.32825613022,1.71534442902,1.06577408314,0.876350045204,1.08755004406,-0.266850024462,0.873700022697,0.201950013638,2.34544992447,1.30884993076,0.944030106068,1.9040324688,0.67804723978,0.880870223045,0.506058752537,1.82369995117,0.393000870943,3.07759475708,-0.159249991179,1.11501979828,-0.124245226383,0.847750008106,0.160950005054,2.34744501114,0.803438663483,0.200299993157,1.43550002575,1.61115002632,0.447350025177,-1.89090001583,0.585700035095,2.14120006561,0.941200017929,0.899951696396,0.84047716856,2.24320006371,0.528800010681,0.337400019169,1.29894995689,0.992050051689,-0.0762999951839,0.72570002079,0.492350012064,1.1209000349,1.2092499733,1.38789999485,0.994830012321,0.837186217308,0.862249970436,0.729829609394,1.93359994888,1.26574993134,-0.663187563419,-0.702308773994,0.416200011969,0.0363758653402,-0.677616834641,0.45799601078,0.806854069233,0.214010179043,-0.207334041595,-0.0165507216007,0.203582793474,-0.61067032814,-0.406820774078,0.418476432562,0.807749986649,-0.432339966297,-0.78021299839,-0.424813747406,-0.674579918385,-0.724851727486,0.616715908051,0.281049996614,0.896785497665,0.274155706167,0.443349987268,-0.0295178852975,-0.0077592022717,-0.70699930191,-0.24481780827,-0.942628860474,-0.260474473238,0.158023774624,0.115603461862,0.521756827831,0.0890725851059,-0.180728107691,-0.927068173885,-0.0700677707791,-0.498247742653,-0.21669319272,0.0327000021935
2309,1.43631410599,0.268040537834,0.776360988617,0.196071594954,-0.0604999959469,0.256949990988,0.895699977875,0.0305000003427,0.55814999342,-0.233900010586,1.21595001221,0.159607306123,-0.966938018799,-0.0092826411128,0.434762358665,0.33467361331,0.337650001049,0.753973007202,1.20599210262,1.72064995766,0.89538192749,0.826272308826,1.02544999123,0.567949950695,0.696947515011,1.50611686707,-0.114249996841,-1.13615012169,3.21764993668,0.585049986839,1.32290005684,-0.308600008488,1.69200003147,1.90114998817,2.13044571877,2.49652957916,1.74784994125,0.699850022793,1.25585007668,0.963850021362,1.6468000412,-2.15580010414,-0.10514998436,1.36914992332,2.16300010681,-0.567700028419,0.0492999926209,0.517289936543,0.277848362923,1.14495003223,0.290537804365,0.342000007629,1.31975007057,0.809986293316,0.151993215084,1.53570008278,-0.503124773502,-0.290077805519,2.75272107124,0.122108891606,-0.871490120888,-0.43355768919,-1.13134503365,0.0489351972938,-0.185792416334,-0.264991462231,-0.0148383826017,3.26605010033,-0.0191022716463,-0.142794668674,2.94091367722,-0.274199992418,0.756068766117,0.112123087049,0.496950030327,0.326224625111,-0.0275959447026,-0.388450026512,-0.908867359161,0.301927387714,0.303795039654,0.506418764591,0.714464247227,-0.249218136072,0.535304784775,-0.274460852146,0.356180608273,-0.056445479393,0.589524149895,1.38149833679,0.102242723107,0.575412988663,0.332698345184,0.162099987268
387,0.238760888577,-0.585673928261,0.0477416962385,-0.434655219316,0.37839999795,1.19749999046,2.10855007172,-0.289250016212,-2.89324998856,0.0331500172615,-0.564450025558,0.640256822109,-5.39606237411,0.184399917722,-1.28492462635,0.135588467121,0.17974999547,0.795300483704,1.43728041649,0.22879999876,-0.560183644295,-0.986599683762,-0.444299995899,-0.395250022411,0.717339277267,-1.63955068588,0.191200003028,0.920850038528,0.725749969482,0.807749986649,-0.1412999928,-0.183050006628,-1.04999995232,-0.0217499732971,0.128168702126,-0.989301383495,-0.885899960995,-0.442399978638,1.20799994469,0.293150007725,-0.228249996901,1.02575004101,-1.07130002975,0.472750008106,1.21354997158,-0.126599997282,0.0140499994159,1.29072034359,0.110988035798,-0.984050035477,0.608629286289,1.58280003071,0.053499981761,-1.33205962181,-1.80578625202,-0.850000023842,-0.37966042757,-0.391725599766,-4.58689165115,0.522608876228,-1.0726416111,1.02568626404,-0.428182244301,0.174632519484,-0.512129366398,-0.718627870083,0.21393249929,0.325549989939,0.201832979918,0.54142332077,1.03867673874,-0.416909784079,-0.963453948498,-0.784748792648,0.950899958611,-0.252480715513,0.659648060799,-1.03075003624,0.287059664726,-0.00336332898587,0.977348446846,-0.22698867321,0.73013061285,-0.303300440311,0.171282723546,0.344873428345,-1.08619165421,-0.136661216617,-0.32603135705,1.5190923214,0.0774462521076,-0.194781586528,-0.198095113039,1.02090001106
3553,-0.239096850157,1.40559828281,0.339477539062,-0.738511681557,-1.10855007172,0.0027499999851,-0.711800038815,-1.00580000877,-0.87424993515,-0.466100007296,-0.136749997735,2.13746738434,2.09263658524,-0.211938887835,0.213173478842,-0.407579600811,-0.469900012016,-0.363849699497,0.216272339225,-0.153450012207,-0.072741985321,-0.216589912772,-1.28995001316,-0.624199986458,-0.270072132349,0.529698967934,-1.21484994888,1.10344994068,-0.697049975395,0.212050005794,0.704999983311,-1.24175000191,0.384449958801,-1.05034995079,0.466670930386,2.16747641563,-0.256500035524,0.0796999931335,-1.50664997101,-0.774200022221,-0.382899999619,0.802549958229,-0.785499989986,-0.745200037956,-1.18200004101,0.256650000811,-0.118650019169,0.259481787682,-0.402018994093,-0.529100000858,-0.981228232384,-1.16779994965,0.628799915314,0.21888333559,-0.3176433146,-0.849500000477,-0.458693683147,0.555321753025,-0.0516936480999,-0.00691077113152,0.992956995964,-0.15482480824,1.15415906906,0.107501663268,1.30677628517,1.5990601778,-0.335831254721,0.635999977589,0.116467706859,-0.370367109776,0.138944774866,0.0519556552172,-0.212010979652,-0.993386387825,-0.519050002098,0.0751668289304,0.358924567699,-0.612649977207,1.14364588261,-0.0656356811523,-1.15218377113,-0.282600045204,-0.677165925503,-0.341688811779,-0.859324216843,-0.265163123608,-0.71673810482,0.622052788734,0.0590741336346,-0.440298229456,-0.0672100707889,-0.0787683278322,-0.588586091995,-0.0727999955416
427,0.868096232414,-1.07549381256,0.448423922062,-0.813269913197,-0.018649995327,0.590849995613,1.52485001087,1.15464997292,1.42965006828,0.426550000906,-0.416649997234,0.552635908127,-0.607512891293,-0.571447134018,0.528779804707,-0.123133972287,0.308999985456,0.919380068779,1.29553604126,-1.42694997787,0.363112509251,0.359367400408,-0.328699976206,0.936599969864,0.0267611891031,0.98651611805,-0.499199986458,-0.728500008583,0.114549994469,-0.438100039959,0.870700001717,0.28560000658,2.56894993782,-0.385900020599,-0.84182035923,-0.362351417542,0.884750008583,-0.794600009918,-0.318399965763,-0.921800017357,-0.914249956608,-0.881049990654,-0.665199995041,-0.491949975491,-0.166749998927,-0.596449971199,-0.10095000267,0.443515121937,0.957062482834,-0.609200000763,0.473286807537,0.92769998312,0.149000048637,0.80219078064,-0.513376355171,-0.764600038528,-0.175690487027,-0.487050563097,0.411070346832,0.504903793335,-0.064470872283,-0.0198917910457,-0.471276462078,0.0312439724803,-0.873632192612,-0.654740273952,-0.755874872208,-1.08619999886,0.225279390812,0.290624707937,0.460795402527,0.253300398588,-0.235760837793,-0.425428926945,0.249450013041,-0.144855305552,-0.875671505928,0.729649960995,1.05938315392,-1.28251242638,-0.0174787342548,-1.05123114586,-0.490110248327,0.559379220009,0.681491732597,0.798562288284,1.08169174194,0.993468403816,0.675276577473,-0.553100287914,-0.156219780445,0.220238953829,0.984772205353,-0.109600007534
5898,0.430592477322,1.28809285164,0.896180391312,0.130687579513,-0.461050003767,0.00980000011623,0.151799976826,-0.0812499821186,-0.246100008488,0.179800003767,-1.36775004864,0.813941776752,0.86260831356,0.21910777688,-1.45561957359,-0.691349625587,0.351300001144,-0.230573028326,1.35124325752,0.302500009537,-0.0851761698723,0.263393163681,-0.0662999898195,-1.31900000572,-0.123783260584,-0.660374879837,-0.696500003338,-3.43455004692,-0.56065005064,-2.20984983444,-0.338899999857,-0.538600027561,0.836700022221,0.0351499989629,0.610594153404,1.17981648445,0.628749966621,-1.09409999847,-2.27649998665,1.42385005951,-0.420149981976,0.755349993706,-0.718349933624,0.932599961758,-0.0823000073433,-1.3763999939,-0.918949961662,-0.923626959324,-0.0290066599846,-0.0332499966025,0.273049890995,0.856500029564,-0.725599944592,-0.407192081213,0.0303607806563,0.594500005245,0.130865126848,-0.204411163926,0.13560923934,0.145476967096,-2.18285608292,-0.0421752333641,-1.33446550369,-0.152107968926,-1.17215800285,-0.0428256243467,0.124313019216,0.747049987316,0.740676343441,0.884207248688,0.420244812965,-0.211603865027,-0.788010954857,-2.20395970345,0.0656000077724,0.740002095699,0.409222066402,-0.609850049019,0.355802685022,0.464156091213,0.449453681707,0.316506266594,-0.0163023471832,0.36035990715,0.703917384148,0.679806947708,-1.00076699257,-0.177380621433,0.21587690711,0.138536453247,-0.315482109785,0.117060378194,-0.806622385979,-0.207699999213
23365,0.227481693029,0.470841854811,-1.71557462215,0.320941627026,0.24635002017,0.793850004673,-0.334999978542,0.790400028229,-0.784049987793,0.639649987221,-0.206949993968,0.104656279087,-1.43665468693,-0.734064638615,-1.75182187557,1.55359697342,-0.235950022936,0.456836313009,-0.897520899773,-0.308550000191,-0.346786409616,-0.0759423077106,-0.446949988604,-0.497599989176,-0.661003828049,-0.430311858654,0.0132499933243,3.03250002861,-0.959149956703,-1.64785003662,-0.674499988556,-1.50569999218,1.49960005283,-1.46134996414,0.320294290781,-0.513197362423,-1.08494997025,-0.161200001836,5.81494998932,-0.342350006104,-0.0752000063658,0.573850035667,-0.488099992275,-0.43979999423,0.00485000014305,-1.75970005989,-0.692700028419,0.352791935205,-0.248264938593,-0.100599989295,0.736396431923,0.323300004005,-0.367199987173,-0.408024042845,-1.39047777653,-0.418949991465,0.17652451992,0.427083283663,-0.88319849968,0.110147744417,-0.911282777786,0.782290935516,-0.30832144618,0.0363356173038,-0.232891365886,-0.511176645756,0.0200659930706,-1.17149996758,1.04247105122,0.282836019993,1.35017418861,-0.519255816936,-0.0453727543354,-1.24071264267,4.40605020523,-1.25230455399,0.492585331202,-0.288599997759,0.960701465607,-0.0236927270889,-0.0213029533625,-0.119385883212,-0.157357513905,-0.209994062781,-0.730153858662,-0.463137030602,0.185022413731,-0.247190356255,-0.0868929624557,-0.235478788614,-0.487354457378,-0.759990036488,0.676521062851,0.194800019264
6657,-1.98841226101,-2.74316644669,-2.04302120209,-2.12082910538,-0.55419999361,-1.34590005875,-0.215649992228,-0.902700006962,-0.948050022125,-0.497200012207,-0.228250011802,-0.115436583757,2.66961097717,0.430930882692,0.19483359158,-0.597607135773,-0.821950018406,-0.777732491493,0.064332857728,0.351999998093,0.109401211143,-0.0859909728169,-0.330099999905,0.481700003147,-0.425590991974,0.405927360058,-1.00709998608,0.476050019264,-1.97035002708,-0.219250008464,0.381599992514,-0.762300014496,0.424599975348,-0.576200008392,-1.02527856827,1.21648347378,-0.426649987698,0.571449995041,-1.21450006962,-0.879099965096,0.250949978828,0.324400007725,0.279649972916,-1.1237000227,-1.60350000858,1.70965003967,-0.601499974728,-1.54586625099,-0.305640310049,-0.0535499975085,-1.01756572723,-0.856700003147,1.46854996681,1.3273704052,-0.233163356781,0.510599970818,-0.412047237158,-0.501674413681,-1.30482745171,-0.112455256283,-0.621594309807,-0.184764683247,-0.143136411905,0.026161968708,0.151851117611,-0.426998913288,0.635614812374,-0.372350037098,-0.0276896953583,-1.111520648,-0.826534688473,0.391822695732,-0.680400907993,-0.0198332965374,0.442100018263,-0.259376585484,-0.62603867054,-0.148099988699,0.0890181958675,-0.432126194239,-1.53334259987,-0.831410229206,-1.1790304184,-0.183269813657,-0.729124307632,-0.315368711948,-0.455328166485,0.351574003696,0.207869887352,-1.27414011955,-0.193397462368,-0.195184469223,-1.20260369778,-0.433150023222
