rid,DOS008_VCAP_6H:BRD-K00816633-001-01-7:5,DOS008_VCAP_24H:BRD-K00816633-001-01-7:5,DOS037_A549_24H:BRD-K00816633-001-01-7:5
5720,0.711099982262,0.404141306877,1.04210007191
466,0.277449995279,0.32252189517,-1.23355007172
6009,0.0757000148296,-0.879367291927,-0.249500006437
2309,-0.675300002098,0.285876214504,0.601050019264
387,-0.716199994087,-1.04809725285,-0.853900015354
3553,-0.51314997673,0.163868024945,-0.498500019312
427,0.16859999299,-0.142046332359,-0.597949981689
5898,0.97729998827,1.01426780224,-2.66995000839
23365,-0.0692500025034,-1.28440511227,0.22919999063
6657,-1.12325000763,0.263151198626,-0.58780002594
5054,-0.810449957848,-0.368800938129,0.82775002718
3108,-0.124550014734,-1.60880041122,-0.00405000150204
1950,0.112649992108,1.48723196983,-0.463999986649
351,0.553799986839,0.0924692153931,-0.160300001502
4846,0.0788000226021,-0.168166443706,-0.301250010729
1452,-0.240649998188,0.718266367912,0.255850017071
4776,-0.0088500007987,1.02238941193,-0.313749998808
6908,-0.381900012493,-1.18742215633,0.193899989128
672,0.570549964905,2.22369527817,0.0866000056267
5710,0.606949985027,-0.208712637424,-0.426600039005
2115,-0.48710000515,-0.538014292717,-0.656700015068
7015,0.38639998436,1.05340266228,-0.205099999905
8726,-0.670099973679,0.610942661762,-0.543150007725
2185,0.623149991035,0.536967217922,-0.479750007391
3315,0.847900032997,0.0730220079422,-0.586099982262
5289,0.0445000007749,-1.10231387615,-0.961099982262
868,0.960749983788,0.218800082803,-0.393750011921
1677,-0.98835003376,0.364018201828,-1.27990007401
7043,0.139450013638,4.11639499664,-0.749300003052
5613,-1.04394996166,0.368572860956,-1.41135001183
595,0.19810000062,-0.450346767902,1.16750001907
4793,0.744799971581,0.0764355510473,0.162599980831
2736,0.241099998355,0.464297056198,-0.66740000248
5290,0.35799998045,-0.777855992317,-1.69525003433
6194,0.176100000739,0.251728653908,-0.00205000001006
1676,0.897549986839,0.518262565136,-2.27120018005
23512,0.470699965954,1.13093781471,0.939800024033
148022,-0.524500012398,-0.665446221828,-0.48085001111
1906,-0.0161499977112,0.422328263521,0.660399973392
8878,-0.421000003815,0.968816041946,-0.12444999814
3091,0.457049995661,-1.70458459854,-0.234899997711
5743,-0.461699992418,-1.07308018208,0.0267999991775
5321,0.638449966908,-0.217276513577,-0.146649986506
4144,0.319100022316,-0.477686166763,0.237000018358
1981,-0.831650018692,0.667320847511,3.00034999847
695,0.120300002396,0.46846729517,-0.0202499963343
10398,0.594499945641,0.462941557169,-0.555449962616
