rid,CPC003_HA1E_6H:BRD-K70330367-003-03-8:10,CPC003_HA1E_24H:BRD-K70330367-003-03-8:10,CPC003_HCC515_6H:BRD-K70330367-003-03-8:10,CPC003_HCC515_24H:BRD-K70330367-003-03-8:10,CPC003_PC3_6H:BRD-K70330367-003-03-8:10,CPC003_PC3_24H:BRD-K70330367-003-03-8:10,CPC003_VCAP_6H:BRD-K70330367-003-03-8:10,CPC003_VCAP_24H:BRD-K70330367-003-03-8:10,CPC015_A375_6H:BRD-K70330367-003-03-8:10,CPC015_A549_6H:BRD-K70330367-003-03-8:10,CPC015_A549_24H:BRD-K70330367-003-03-8:10,CPC015_ASC_24H:BRD-K70330367-003-03-8:10,CPC015_HEPG2_6H:BRD-K70330367-003-03-8:10,CPC015_HT29_6H:BRD-K70330367-003-03-8:10,CPC015_MCF7_6H:BRD-K70330367-003-03-8:10,CPC015_MCF7_24H:BRD-K70330367-003-03-8:10,CPC015_NPC_24H:BRD-K70330367-003-03-8:10,CPC015_PHH_24H:BRD-K70330367-003-03-8:10,CPC015_SKB_24H:BRD-K70330367-003-03-8:10,CPD002_MCF7_24H:BRD-M94527406-103-01-4:10,CPD002_MCF7_6H:BRD-M94527406-103-01-4:10,CPD002_PC3_6H:BRD-M94527406-103-01-4:10,CPD002_PC3_24H:BRD-M94527406-103-01-4:10
5054,-0.510599970818,-0.428538322449,1.18531119823,-0.335443377495,-0.934250473976,-0.27121502161,0.116122856736,-0.0189499855042,-0.509276092052,0.253300011158,1.22260010242,0.0238986313343,-1.02044999599,-0.478532254696,-0.14696444571,-0.379905104637,-0.827305853367,0.425000011921,-0.0558499991894,0.106542989612,1.50985944271,0.302966445684,0.388500005007
3108,-0.00744999945164,-0.658154845238,-0.498251289129,0.0433496423066,-1.14907383919,0.0721407532692,-0.827444911003,-0.562449991703,-0.0640066862106,0.43599998951,1.87873351574,2.13151669502,-0.253450006247,-1.08093976974,-0.4857468009,-0.0215851478279,2.96499609947,0.161000013351,0.20569999516,0.854913949966,0.165968000889,-0.865940392017,0.678049981594
1950,0.704649984837,-0.079882055521,0.656560122967,0.914625346661,0.494222432375,-0.119743064046,1.13127684593,-0.430850028992,-0.430271625519,-0.347299993038,0.251000016928,-0.266637086868,-0.822749972343,-0.653808712959,0.252117782831,-0.840786457062,-0.627438306808,-0.128299996257,-0.52864998579,-0.538370013237,0.958510279655,-0.0150618609041,-2.45184993744
351,1.45529997349,0.0119284689426,1.33832943439,0.78084218502,0.834901809692,0.464494049549,0.118689492345,-0.243499994278,-0.743778169155,0.478100001812,-1.73486661911,0.251238703728,-0.94865000248,-0.459779679775,-0.290977954865,-0.470990180969,0.453186810017,0.000650000059977,-0.450899988413,0.239680454135,0.938512265682,-1.5571603775,0.489749997854
4846,0.99950003624,-0.990878462791,-2.7049536705,-0.313391417265,-0.1488430053,-0.39174592495,-0.66640329361,-0.371099978685,-0.359521746635,-0.135649994016,2.21180009842,2.39985609055,-0.173649996519,-0.392278283834,0.317035764456,-0.235285460949,0.476545751095,-0.343899995089,-0.386250019073,0.395052164793,-0.276685237885,-0.116731852293,1.01314997673
1452,0.265899986029,0.591419458389,-4.59740495682,-0.133681505919,-0.408569693565,-0.645945429802,0.0873750150204,-0.414350003004,1.53154158592,-0.52530002594,0.424466699362,0.285219013691,1.35415005684,-0.190760716796,-0.138383001089,0.664331674576,0.566586017609,0.243050009012,-0.148599997163,0.041528493166,-0.284028172493,0.521073997021,0.324299991131
4776,0.641149997711,-0.51023209095,-0.211164996028,0.0137460641563,1.45311880112,0.453431010246,1.1374822855,1.45270001888,-0.432568669319,-0.599749982357,-0.0402666702867,-0.34211230278,-0.803300023079,0.0104317963123,-0.0443957746029,-0.252372652292,-0.622687637806,-0.712499976158,0.289849996567,0.518718481064,1.26031947136,1.1354072094,0.588900029659
6908,-0.937249958515,-0.770741343498,0.240202903748,-0.196736693382,0.377359449863,-0.0411792248487,-1.37390649319,-1.59179997444,0.434279233217,0.472849965096,1.60656666756,0.0220077633858,-1.13010001183,-0.29847151041,0.241196721792,0.0563478991389,0.218839854002,0.202349990606,-1.01099991798,-0.825502991676,-0.449113875628,-0.123128935695,-1.4129999876
672,-0.568599939346,0.444029688835,-0.0989100858569,0.185064762831,-0.363743960857,0.0630727112293,-0.576123952866,0.373700022697,0.0999912023544,0.178049996495,1.33946657181,0.23466669023,-0.509999990463,-0.224215179682,0.36437022686,0.62189000845,0.259486287832,-0.214300006628,0.210299998522,-1.37975406647,-0.214912131429,-1.29846644402,-1.16044998169
5710,-1.18939995766,-0.888280749321,-1.16545116901,-0.80173188448,-1.26960217953,-0.438867688179,-0.329448699951,-0.911800026894,-0.543657779694,-0.0905500054359,0.721499919891,-0.617127180099,-1.81404995918,-0.113536387682,-0.486274152994,-0.375299811363,0.158346265554,0.340449988842,-0.867749989033,0.469571024179,-0.53390955925,0.994029343128,0.336199998856
2115,1.11984992027,0.627386987209,-0.257056236267,-1.57707357407,0.14787825942,-0.967299461365,0.837466001511,0.783549964428,0.165540277958,0.642050027847,0.704066693783,-0.709710836411,0.130499988794,-0.537975072861,0.636597633362,-0.111877806485,0.809552073479,-0.671599984169,0.378049999475,-0.196756720543,-0.128828376532,0.287048131227,-0.261000007391
7015,0.402749985456,1.41421592236,0.536838650703,0.692077636719,1.66749644279,0.481158316135,1.12097370625,1.09500002861,-0.39277356863,-1.37179994583,0.511433362961,0.0884759277105,0.078749999404,-0.249730110168,-0.00704048573971,-0.629401981831,-1.10270929337,-0.516449987888,1.12979996204,0.172607660294,0.925500810146,1.24196255207,0.956700026989
8726,0.113400012255,0.217734023929,1.33289074898,-0.171913132071,-0.389157116413,-0.148542508483,-0.260331124067,-0.243399992585,0.402103275061,-0.683600008488,2.17309999466,0.304558902979,1.3259999752,-0.579111456871,0.28706356883,0.45399415493,0.737648844719,0.250400006771,-0.229699969292,0.668920636177,-0.216714292765,-0.116365514696,0.960000038147
2185,1.11794996262,1.0993629694,0.789689481258,0.610065221786,1.28713822365,-0.352545917034,0.921119689941,0.661350011826,-0.85845220089,-0.785650014877,-0.0467333346605,-0.291348665953,-0.410899996758,0.136572688818,0.421905696392,-0.750882685184,-0.853613853455,-0.673749983311,1.11864995956,0.0654573440552,0.256817758083,0.801617324352,-0.111900001764
3315,-1.29174995422,-1.18235242367,-0.69331651926,-1.28710281849,-0.435402899981,-1.51160907745,-0.372391343117,-0.762599945068,0.328808009624,-0.161850005388,-0.109033346176,-0.0675411596894,-0.163300007582,-0.00940293818712,-0.17500653863,-0.966445624828,-0.18360722065,0.666350007057,-0.000999999931082,-0.26798593998,-0.61759352684,-0.12675409019,0.791550040245
5289,-0.414599984884,0.465781927109,0.95125246048,-1.10206794739,-0.200175628066,-0.17854039371,0.786761105061,0.145700007677,0.164429396391,-0.340550005436,0.950500011444,0.271754622459,0.137200027704,-0.0786246284842,0.373426258564,-0.114970199764,0.266997367144,-0.465799987316,0.0681499987841,-0.494535267353,1.50869762897,0.744365632534,0.0326000005007
868,0.798049986362,1.47298026085,-0.0854766815901,-0.576005101204,0.382444322109,-0.874672174454,-0.0691486671567,0.334399998188,-1.00206804276,0.881000041962,0.408233344555,-0.111352652311,-0.337399989367,-0.0270090252161,-0.234370529652,-0.375733226538,1.1735765934,-0.110899999738,0.221249997616,-0.937343597412,-0.905387878418,-0.584029197693,-0.432950019836
1677,1.10234999657,1.10927844048,0.223577126861,0.656690299511,0.492335736752,-0.38234397769,0.866599261761,0.210649996996,-0.455226719379,-1.15674996376,0.965133309364,-0.557064652443,0.243849992752,-0.277909934521,-0.0918874964118,1.28350627422,-0.342605680227,-0.35925000906,0.51960003376,-0.12959805131,0.173934563994,0.185547918081,0.483999967575
7043,1.07255005836,0.149434864521,1.16843104362,0.493488401175,1.73734915257,-0.221478581429,0.0909784883261,-0.042149990797,-0.921783089638,-0.236499994993,0.530433356762,-0.0943117216229,0.39310002327,0.0559231266379,0.0889728665352,-0.512997686863,-0.678492188454,-1.35555005074,0.886499941349,0.317826151848,-0.704994797707,0.704030156136,1.1196000576
5613,1.54089999199,0.502649843693,0.30653527379,0.975471735001,1.56482625008,0.158147826791,0.911176919937,-0.8355499506,-0.319092601538,-0.0693500041962,0.246100023389,0.152508914471,0.0658999979496,-0.0693354159594,-0.0638456121087,0.337993532419,-0.215871602297,0.0137000083923,1.13870000839,0.27573749423,0.473332077265,3.03878164291,0.0374999940395
595,-0.691100001335,0.429472088814,-0.166707232594,-0.536411106586,-0.381627559662,-0.865892589092,-0.259534746408,-1.29375004768,0.802897810936,-0.673150002956,1.71099996567,-0.428839445114,1.08070003986,0.10839343071,-0.111417897046,0.11295697093,0.462611943483,0.288999974728,-0.105649992824,0.180067181587,-1.45867323875,-0.163298159838,0.396149992943
4793,0.0567499995232,0.0284349396825,-0.339578092098,-0.497979611158,0.780918121338,-0.681769609451,0.967698693275,-1.87119996548,0.0867532491684,0.158550009131,1.11276674271,-0.194468706846,-1.92195010185,-0.204241901636,-0.792665302753,0.111982628703,-0.514691770077,-0.0471999645233,-1.07564997673,-0.384967237711,4.0238866806,1.53529429436,1.31889998913
2736,0.970149993896,0.853206396103,-0.365238964558,0.168157786131,0.52768856287,-0.0996096432209,0.104225933552,0.722699999809,0.206508770585,-0.455449998379,1.19499993324,-0.436337739229,0.519999980927,0.354922294617,0.965621769428,-0.763696193695,0.343429893255,-0.318050026894,0.397749990225,0.0311393067241,-0.839907288551,0.252861082554,-1.13100004196
5290,1.15864992142,0.585454642773,2.22176074982,0.770432889462,0.547205865383,0.817411899567,0.247140988708,0.970049977303,-0.878218948841,-0.617200016975,-0.122666671872,0.0380920916796,-0.36779999733,0.043935097754,0.660011649132,-0.220306009054,0.0892296731472,0.131349995732,0.811850011349,0.184292405844,1.37848174572,1.73925483227,0.36724999547
6194,0.0,0.055102661252,0.0503144972026,0.0,-0.598128974438,0.877304434776,-0.202369436622,-0.230000004172,-0.000300088344375,-0.00135000003502,-0.0712333321571,0.0,0.00065000000177,-0.259731948376,0.387886881828,-0.808148264885,-0.000203635645448,0.00065000000177,0.000699999975041,0.042438596487,-0.121634930372,0.732165157795,1.09909999371
1676,1.39164996147,0.58283996582,-1.32438588142,0.508983790874,1.34105813503,0.129995450377,0.712713420391,1.05554997921,-0.313629567623,-0.927649974823,0.101566672325,0.00750430673361,-0.105499990284,-0.249157354236,0.000150859355927,-0.916580855846,-0.865570127964,-0.626100003719,1.17170000076,0.835605502129,-0.667290627956,1.43405270576,0.990149974823
23512,-0.0177000015974,0.073852263391,0.502965271473,-0.366321325302,1.00163245201,0.384791731834,-0.389667421579,-5.26725006104,-3.828145504,0.937049984932,1.52423334122,0.19255708158,-0.377000004053,0.277477860451,-0.0309912711382,0.214320585132,0.110992133617,-0.621749997139,-0.605549991131,0.0767470002174,-0.351535081863,-0.328453600407,-1.77104985714
148022,-0.197400003672,-0.215876534581,-0.784952044487,-0.571463406086,-0.852078735828,-0.449114143848,-0.208154022694,-1.63895010948,-0.162587344646,0.139149993658,1.30176663399,-0.640670478344,-0.264550000429,-0.846529603004,-0.31627702713,-0.0649620890617,-0.544583857059,-0.758450031281,-0.103349998593,0.486269384623,3.63213467598,-0.241311818361,0.393750011921
1906,0.917050004005,0.0392203740776,0.662224113941,0.973198413849,0.866783499718,0.00326484441757,-0.266300737858,0.385699987411,-0.633998632431,-0.621950030327,-1.40156674385,0.380207896233,-0.524850010872,0.140370368958,0.367545366287,-0.39303073287,-0.154456183314,0.0569999814034,0.116349995136,-0.0301893278956,-0.211467444897,0.113821305335,0.453500002623
8878,-1.14415001869,-0.687089562416,0.568364679813,-0.0829388350248,-0.0947713926435,0.0372311994433,0.0619637817144,-0.511349976063,-1.93577265739,0.334950000048,-0.201533347368,-1.4810448885,-2.88940000534,-0.525074660778,-0.325446784496,-0.19777327776,-0.643077373505,0.00065000000177,-0.225250005722,-0.510041236877,-1.04116499424,0.143890589476,0.0679000020027
3091,-0.240350008011,0.131591275334,-0.776553273201,0.195222526789,-0.32193928957,-1.24214112759,0.945917487144,-1.19714999199,0.692970871925,0.346649974585,0.00633333623409,0.298828274012,-0.0603500008583,-0.634238660336,0.537639856339,-0.00861382111907,-0.656096339226,0.369399994612,0.249149978161,0.199068516493,-1.71825540066,0.169384256005,-0.0324999988079
5743,0.281650006771,-0.0751229599118,1.54493916035,-0.916164636612,-0.136917367578,0.212940514088,-0.699549257755,-0.188999995589,-0.513716936111,-1.03629994392,1.33416676521,0.4849640131,-0.327349990606,-0.369736135006,0.0251944102347,0.806143462658,1.76509320736,1.85540008545,-0.450300008059,1.33140945435,2.03149557114,-0.430815547705,-0.617850005627
5321,0.980199992657,0.731001734734,1.14778852463,1.16100358963,1.45369768143,0.628568470478,0.667671501637,0.933200001717,-0.646579563618,-1.0719499588,-0.0425000190735,0.226596429944,-0.45165002346,-0.665589690208,0.0454988852143,-0.628899931908,-0.646554768085,0.382299989462,0.225350007415,-0.0459730774164,0.772715389729,1.23073470592,0.122449994087
4144,-0.121399998665,1.39743447304,0.509920239449,1.32163727283,0.6177085042,1.23877477646,-0.153894081712,0.744699954987,0.330454736948,0.661749958992,-0.315966665745,-0.717659294605,0.459000051022,-1.2348536253,-0.341231912374,0.0896040573716,-0.570477306843,0.00034999998752,0.19794999063,-0.702943146229,0.396066188812,0.170425832272,-1.58264994621
1981,-0.188800007105,0.252743959427,-2.4836807251,0.0186710804701,-1.36762368679,-0.621504068375,1.27505028248,1.59319996834,0.468836307526,0.287600040436,0.389900028706,-0.552421629429,0.439049988985,-0.0791349932551,-0.405291378498,0.849204659462,0.394349873066,-0.120499998331,1.14114999771,0.826528549194,-0.286205381155,-0.406740248203,-0.753749966621
695,1.8398001194,0.129402637482,1.49344527721,0.103817291558,0.0810979828238,-0.101618364453,2.52793622017,0.285999953747,0.661976099014,-0.16249999404,0.111433327198,0.081686116755,0.39494997263,-0.935433804989,-0.249481737614,-0.0187608860433,-0.37460744381,-0.990800023079,-0.1317499578,-0.457464456558,-0.500070095062,-0.0536694824696,-0.205049991608
10398,-1.84724998474,-0.776733756065,-1.25823938847,-0.664912581444,-0.362315714359,-0.77234005928,0.227231264114,0.721149981022,-0.0255964621902,0.477899968624,0.573033332825,-0.552713930607,-1.79540002346,0.0972522944212,0.542685627937,-0.155176252127,-0.52504825592,-0.985550045967,0.381600022316,-0.356028079987,0.0717908740044,0.312165498734,-0.231399998069
5708,-0.589100003242,1.99340558052,1.0419023037,-0.234630525112,-0.488212049007,-0.277292847633,-0.205586537719,1.75589990616,-2.4712870121,0.151800006628,-0.257433354855,-0.433702111244,0.645150005817,-0.138667181134,-0.163265645504,-0.249132633209,-0.849262714386,0.560100018978,0.34889999032,-2.74819540977,-1.15821552277,-0.0553936362267,0.412200003862
1213,-1.02820003033,-0.263551771641,0.0727834403515,0.0328968241811,-1.12618541718,-0.445787489414,-0.547086596489,-2.97064995766,0.230503216386,1.23724997044,1.10660004616,0.222836211324,0.271050006151,-0.485204875469,-0.309522390366,-0.0848512202501,1.16800510883,0.425250023603,-0.860199987888,1.01558804512,-1.89281797409,0.125684469938,1.00059998035
226,-0.0375500023365,-0.401597589254,0.231523454189,-0.372389853001,-1.04791080952,-1.09519398212,-0.803950250149,-0.0839000046253,-0.156121119857,0.0363999903202,0.222200036049,-0.458014905453,-0.464200019836,-1.14437603951,-0.431348443031,0.00564612448215,0.00910757482052,-0.285549998283,-0.916800022125,0.234730511904,-0.232474416494,0.14026427269,0.716700017452
6777,-0.226300001144,-0.569053471088,-0.813613116741,-0.176374047995,0.595125317574,-0.749920606613,0.421298146248,0.245250016451,-0.936342477798,-0.489199995995,1.66536676884,0.225854635239,-0.0437499992549,-0.886329293251,0.357157766819,-0.169138163328,0.0375508666039,0.210500001907,-0.235650002956,0.279663264751,0.32447552681,-0.499634325504,-0.400499999523
2113,1.13065004349,0.327050834894,-0.148278817534,0.992088794708,-0.466247797012,-0.996371269226,-0.789461314678,1.33224999905,0.958092153072,0.508650004864,0.0264333337545,-0.0456879064441,-0.422099977732,-0.367721647024,0.304249733686,0.048854380846,-1.2454533577,-1.01164996624,0.843150019646,-0.229704141617,-0.372758120298,0.798529446125,-0.283249974251
3329,-1.19480001926,0.443463116884,-1.27686274052,-0.782311439514,-0.272187411785,-0.791572093964,-1.77242350578,-0.95275002718,0.598483562469,0.882649958134,0.980833411217,-0.127725228667,-0.112149998546,0.213551729918,-0.265830039978,0.664628326893,0.392338871956,0.74304997921,-0.0105000063777,-0.119172759354,-0.657564163208,-4.71272182465,-1.03075003624
1050,1.39814996719,0.561897099018,-0.755528867245,0.0782838761806,0.649132907391,-0.28042191267,-0.83563131094,-0.249399989843,0.0498070716858,0.178199991584,1.66663336754,-0.140305042267,-0.488700032234,1.08912920952,-0.206911981106,0.478191316128,-0.237724021077,0.367350012064,-1.26874995232,-0.369977176189,-0.530594706535,-0.17959856987,-1.14359998703
9491,0.438649982214,0.612716376781,1.35674703121,1.58231139183,0.143825605512,-0.283235102892,0.4118463099,0.255950003862,-0.614677846432,-0.197099998593,0.0413666665554,0.296997725964,-1.35400009155,0.163658499718,-0.0969776660204,-0.58818334341,-0.855008602142,-0.738550007343,0.139499992132,-0.0689629465342,0.536462068558,0.35272359848,-0.295849978924
22926,-0.549749970436,0.328184872866,-0.256999641657,-0.76489764452,-0.567054390907,-0.729328095913,0.838511347771,-0.122200004756,0.39898878336,-1.10495007038,0.986133337021,-0.149772584438,0.685800015926,-0.287418365479,-1.00378525257,0.585017859936,-1.79318094254,-0.614500045776,0.313600003719,0.92196559906,-0.100840270519,0.628514289856,0.294449985027
5899,-0.669900000095,-0.0733619779348,0.0208723545074,-0.31699821353,0.677189946175,-0.288043826818,-0.800124883652,-0.235349982977,-0.152037650347,-0.50830000639,0.830000042915,-0.522973895073,0.371399998665,-0.544277071953,-0.0206441916525,0.0131857860833,-0.383560538292,-0.214350014925,-1.37599992752,0.00274120271206,0.543881833553,3.9351375103,-0.459649980068
5467,-0.760949969292,0.194007232785,-0.314472138882,-0.0779471844435,-0.148040741682,0.364239871502,0.563897907734,-0.230649992824,-0.548144102097,0.325049996376,0.743600010872,-0.240479752421,0.945150017738,-0.483016729355,-0.067165568471,-0.0441792160273,0.100797004998,-0.348200023174,0.0620000362396,1.24008512497,-0.657086253166,1.31896364689,1.31225001812
6774,0.00239999592304,-0.394147455692,-1.11385202408,-1.87882733345,-0.317406415939,-0.526864647865,-0.926640212536,0.557950019836,-0.146542444825,-0.178799986839,-0.295099973679,0.254276990891,-1.03980004787,-0.430576264858,-0.184858411551,0.140085935593,0.272123634815,-0.964900016785,0.314400017262,0.704818665981,0.00874871015549,-0.319533497095,0.0
1788,-0.355350017548,0.220037639141,1.57632184029,0.774920403957,1.14288878441,0.41592913866,0.430829972029,1.8532999754,-0.225527346134,-1.06610000134,-0.0311000049114,-0.0331775471568,-0.381350010633,-0.20736142993,0.558118343353,-0.446912139654,-0.754340291023,-0.751900017262,0.859400033951,-0.0725419521332,0.793378651142,-0.614077568054,0.784049987793
5921,-1.03184998035,-0.380777895451,-0.547457039356,-0.345859259367,0.0838830918074,-0.73070961237,-0.456565976143,2.18814992905,0.440731048584,1.02404999733,3.13246679306,-0.0365352369845,0.069100022316,0.337898939848,-0.888573527336,-0.108533978462,-0.726450622082,-1.29254996777,-0.560649991035,0.641938686371,-0.689599394798,0.0274762772024,1.93175005913
5721,-0.590600013733,-0.865404844284,0.155253514647,-1.28988671303,-0.333173930645,0.729755759239,-0.212852194905,0.556500017643,-0.00395301729441,0.0885500013828,0.0456999838352,-0.192065834999,0.300549983978,-0.194679558277,-0.216990500689,-1.86727976799,0.834556996822,0.558300018311,0.480799973011,-0.210492640734,0.265147089958,-0.119304068387,-0.807399988174
2263,0.521200060844,0.40241548419,0.571090698242,0.558009028435,1.68085598946,0.600093781948,0.317181944847,-0.0728999972343,-0.691555559635,-0.319400012493,0.506066679955,-0.35396066308,0.171549975872,-0.185105159879,0.466484308243,-0.27000027895,-0.934884905815,-0.299549996853,0.585150003433,-0.159064307809,0.930326581001,0.526969194412,0.10300001502
808,0.801649987698,0.699780225754,2.40873718262,-0.43390327692,0.422469049692,0.318216770887,1.4611055851,0.122200012207,-0.15207144618,-0.963899970055,-3.04876685143,-1.18247139454,-0.417249977589,-0.117071092129,-1.04916191101,0.303270787001,-0.771613776684,-0.427150011063,-0.293950021267,0.650196433067,2.90145730972,1.45246756077,-0.181450009346
30001,-1.21799993515,-0.161200210452,-2.78804349899,0.324253559113,-0.151559084654,-0.424767971039,-0.224619030952,0.00714999437332,-0.490834742785,-0.405900001526,2.1090669632,0.218060880899,-0.00280000269413,-0.618216335773,-0.182192012668,-0.0688749924302,-0.0627748519182,-0.256699979305,-0.30505001545,-0.109965026379,-0.99992197752,-0.594842135906,-0.44319999218
348,0.525200009346,0.50116276741,0.240658313036,0.139085948467,1.33168315887,0.373294472694,0.628842055798,-0.000349998474121,-0.590460896492,-1.30730009079,1.77030003071,-0.34367531538,0.0,-0.329392671585,-0.240946128964,-0.735412299633,-0.119441986084,1.0992500782,0.202050000429,-0.108676463366,0.841380596161,-0.637651920319,0.460850000381
30849,0.215399995446,-0.304361641407,-0.0298781469464,0.0810723602772,1.06753861904,-0.221154779196,-1.88451743126,-0.567849993706,-0.686014413834,0.537999987602,1.91323339939,-0.480948090553,0.197250008583,0.891978800297,0.013840585947,0.415212064981,-0.0113074900582,-0.348699986935,-1.46510004997,0.307277947664,-0.239966362715,0.949585616589,0.0654000043869
1454,-0.954450011253,0.00315826758742,-0.683795809746,-0.601172983646,0.787709891796,-0.912236452103,0.605251133442,-1.66219997406,0.477410912514,-1.13109993935,0.607800006866,-0.102264404297,-0.527750015259,0.396210759878,0.492564469576,0.165287658572,-0.360421299934,-0.960149943829,-0.37809997797,-0.245440274477,-0.449938714504,-0.446126282215,-0.171749994159
6500,-1.08754992485,-1.57766628265,-0.34161567688,-0.852894127369,-0.0565562993288,-0.269495069981,0.530180692673,-0.0503000020981,0.445133209229,0.405249983072,1.57976663113,-0.557303488255,-0.147500008345,-0.298918217421,-0.629302978516,-0.219617918134,0.755943357944,-0.28125,-1.39364993572,-0.020888864994,-0.90205770731,-0.218869835138,0.98189997673
5627,-0.361750006676,-1.5501241684,-1.62768208981,-0.998299956322,-1.11371791363,-0.761897683144,-0.256184846163,-0.0138500034809,0.349289238453,0.479350030422,2.16003346443,0.585201501846,-0.181499987841,-0.507582485676,0.135793253779,-0.0823814123869,0.311999946833,0.47080001235,-1.1888999939,-1.15064668655,3.93992710114,-0.347993671894,-1.25510001183
