rid,DOS049_A375_24H:BRD-A99702332-001-01-7:5,DOS049_HT29_24H:BRD-A99702332-001-01-7:5,DOS049_MCF7_24H:BRD-A99702332-001-01-7:5
5720,-0.822480082512,-1.05210006237,-1.49125003815
466,0.224634259939,-0.184549957514,-2.75195002556
6009,0.0323280990124,-1.19050002098,-1.19819998741
2309,-1.03474330902,1.62789988518,-0.507799983025
387,-0.351035118103,0.269900023937,-0.677950024605
3553,0.287944674492,0.457950025797,1.09189999104
427,0.946970641613,2.46140003204,-0.256700009108
5898,0.883338570595,-0.909850001335,0.818400025368
23365,0.568346083164,0.169349998236,-0.103900000453
6657,-0.862099885941,0.0911999940872,1.29515004158
5054,-0.174352452159,-0.340250015259,-0.527500033379
3108,-0.28221988678,0.49200001359,0.0225000008941
1950,-0.437298417091,0.403449952602,-1.03624999523
351,0.220907643437,1.11065006256,0.885949969292
4846,-0.161921650171,0.0388499945402,-1.16050004959
1452,-0.396492123604,-1.04715001583,0.201550006866
4776,0.189292162657,0.20324999094,1.25320005417
6908,0.0513722971082,0.260899990797,-1.37349998951
672,-0.237762957811,-0.599049985409,0.278450012207
5710,-0.105586022139,-0.10625000298,-0.40285000205
2115,0.435303092003,0.251150012016,0.283649981022
7015,0.326951861382,-0.53744995594,0.755149960518
8726,-0.247838526964,-0.459749996662,0.393099993467
2185,0.00530448555946,-0.0467000007629,0.923749983311
3315,-1.10875380039,0.965349972248,0.0
5289,0.431038379669,-1.54945003986,-0.876100003719
868,0.309749543667,-0.64509999752,-1.30554997921
1677,-0.335549354553,0.726149976254,0.201849997044
7043,-0.00601524114609,-0.130250006914,1.03294992447
5613,0.52692592144,0.402449965477,2.14349985123
595,0.136333853006,-0.312299996614,-1.45550000668
4793,-0.8276720047,0.932850062847,-0.0480999946594
2736,0.247111022472,0.635699987411,-0.190950006247
5290,0.0717766135931,-0.678999960423,0.442049980164
6194,-0.40456455946,0.0,-0.486950010061
1676,-0.205356895924,-0.801800012589,0.741600036621
