rid,ERG011_VCAP_6H:BRD-A32065788-001-01-8:10,ERG011_VCAP_6H:BRD-A32065788-001-01-8:2,ERG011_VCAP_6H:BRD-A32065788-001-01-8:0.4,ERG011_VCAP_24H:BRD-A32065788-001-01-8:10,ERG011_VCAP_24H:BRD-A32065788-001-01-8:2,ERG011_VCAP_24H:BRD-A32065788-001-01-8:0.4
5720,1.72415006161,-0.328649997711,0.0579499900341,1.35865545273,0.0498356223106,0.321197926998
466,-0.850600004196,-0.411750018597,-0.392450004816,-1.52756345272,0.222579985857,0.40673416853
6009,-0.368250012398,-0.871349990368,-0.875149965286,0.280728250742,-0.292506158352,-0.0714819580317
2309,-0.181549996138,-0.194550007582,-0.339350014925,0.567027628422,-1.21768283844,-0.167386218905
387,1.49554991722,-1.21560001373,-0.879000008106,1.18855679035,-0.550009548664,-0.096700206399
3553,0.418250024319,0.314700007439,-0.330449998379,-0.270614087582,-0.844507813454,-0.800387740135
427,-0.623800039291,0.118900001049,0.0663499832153,-0.597404122353,0.04368878901,0.208864361048
5898,-1.58875000477,-2.15785002708,-0.545350015163,-1.15517807007,-1.03439199924,-0.768543839455
23365,-0.682549953461,-1.07529997826,-0.089500002563,-0.225539594889,-0.690298438072,-0.0818612426519
6657,0.635200023651,1.10239994526,0.541249990463,-0.396446079016,0.397301971912,-0.611045837402
5054,-0.404300004244,-0.139400005341,-0.596949994564,0.656868696213,0.239329308271,-0.39398175478
3108,2.42899990082,-0.521799981594,-1.37554991245,-0.132754862309,-0.989397406578,1.98222923279
1950,0.0562499985099,1.42464995384,0.66865003109,0.0607207193971,0.971804499626,-0.281374722719
351,-1.19965004921,-0.0953000187874,-0.246749997139,-1.99579143524,0.526361167431,0.631255090237
4846,1.34685003757,-1.0231000185,1.04460000992,-0.339765071869,1.16044437885,-0.335718303919
1452,-1.97160005569,-0.788249969482,0.416850030422,0.101238325238,-0.937666714191,-0.150259152055
4776,0.539650022984,0.783100008965,3.43969988823,0.0350378118455,6.59883928299,-0.998552203178
6908,-0.473649978638,-0.550650000572,-0.196549996734,0.408369839191,-0.262891829014,-0.120164170861
672,-0.246050000191,-0.374149978161,0.550849974155,0.62897926569,0.447849601507,0.499943852425
5710,0.068400003016,-0.334900021553,-0.361099988222,0.843315601349,-0.560437619686,-0.0957302302122
2115,4.13945007324,-0.886349976063,0.58654999733,0.929523348808,-0.530199468136,-0.387253701687
7015,0.395299971104,0.0619999915361,0.49485000968,1.13561236858,0.435646206141,-0.790429592133
8726,-0.541200041771,-0.384900033474,0.13330000639,-0.874592244625,-0.660561919212,0.435743331909
2185,0.987500011921,0.106799989939,0.595249950886,0.363370984793,-0.620248258114,-0.187508150935
3315,-0.877200007439,-0.522100031376,0.730000019073,0.0502099767327,-0.353704601526,-0.534429371357
5289,-1.92295002937,-1.15295004845,-0.492449969053,0.405889242887,-0.56617474556,-0.306027799845
868,0.248249977827,-0.344399988651,0.627750039101,-0.342865109444,-0.448281943798,-0.795038104057
1677,-0.0697500109673,0.520249962807,0.786299943924,-1.10920858383,1.09779369831,4.26647090912
7043,1.3654500246,-0.288850009441,0.738700032234,-0.217137724161,0.0525952428579,-0.602023482323
5613,-0.687800049782,0.34999999404,-0.208050012589,-0.340768158436,0.71956884861,-0.643544137478
595,-0.907449960709,-0.737350046635,-0.671100020409,0.776461482048,-1.23887944221,-0.580728530884
4793,-0.179550006986,0.122299998999,-0.634050011635,0.778656005859,-0.518698275089,-0.57027220726
2736,0.610899984837,0.854750037193,1.48444998264,1.38600814342,-0.774754464626,-0.744261264801
5290,0.85790002346,1.05400002003,0.465299993753,-0.558903336525,-0.234608709812,-0.373506993055
6194,0.0,-0.00034999998752,-0.00034999998752,0.00031107099494,0.0,0.0
1676,0.666849970818,0.789749979973,0.471700012684,-0.669878721237,0.0583830103278,-0.513906896114
23512,-1.67734992504,-0.773249983788,0.159200012684,0.255141198635,0.10100479424,0.934556722641
148022,-0.0680499970913,-1.80380010605,-0.365400016308,1.03736257553,-1.22185182571,-0.357127845287
1906,-0.0504500046372,0.254000008106,0.423599988222,0.0721700564027,0.165670454502,-0.670659065247
8878,-0.968299984932,-1.17470002174,0.112449996173,0.257270485163,-0.926587104797,-0.11763599515
3091,-1.83815002441,-0.480649977922,-0.00779999792576,-1.73108744621,-0.0953844636679,-0.23786854744
5743,0.624149978161,1.2676500082,1.5434499979,-0.663419365883,0.566425979137,-0.519016027451
5321,1.07379996777,-0.659399986267,0.105899989605,-0.412449479103,0.113047719002,-0.448416978121
4144,0.2037999928,0.5679500103,0.122250020504,1.41900277138,0.397545218468,-0.439886778593
1981,0.43410000205,1.11354994774,0.193450003862,-0.433243304491,0.442865818739,-0.267603337765
695,0.259000062943,0.342800021172,-0.237900018692,-0.14896517992,-0.399494290352,-0.200509279966
10398,0.422749996185,0.532050013542,0.0900000035763,-0.497654885054,0.923613727093,-0.176669731736
5708,0.246050000191,-6.30564975739,-0.335700005293,1.11561429501,0.309022814035,-0.222894564271
1213,-1.04914999008,-0.734800040722,-0.73290002346,-0.674413144588,-0.355808436871,-0.00314746052027
226,-1.01504993439,-0.418049991131,-0.541800022125,1.04659843445,-0.457838088274,0.0587562173605
6777,3.15019989014,-1.26345002651,-0.169050008059,-0.855929493904,0.407074928284,-0.637435972691
2113,0.385450005531,0.943099975586,0.631500005722,0.174234047532,1.14321351051,-0.85673135519
3329,-1.12160003185,-0.0614500045776,-0.992449998856,0.546933531761,-0.268828511238,-0.14898981154
1050,1.12755000591,-0.0402499884367,-0.306449979544,1.2592009306,-0.52199870348,1.16680181026
9491,0.521849989891,0.172849997878,0.0267999768257,0.386003434658,-0.161223903298,-0.643025040627
22926,2.33700013161,-0.971249997616,-0.32365000248,0.313537567854,-0.936330974102,0.201445132494
5899,-0.74169999361,-0.231450006366,-0.41890001297,0.534912407398,-1.01132845879,-0.719834148884
5467,0.479450017214,-0.440800011158,0.42199999094,0.822646141052,-0.324951738119,-0.43817204237
6774,1.17704999447,-0.444349974394,0.115649998188,-0.660997569561,0.381290555,0.683156013489
1788,0.566900014877,1.13625001907,0.025200009346,-0.310301661491,-0.223939329386,-0.85696554184
5921,0.0213999971747,-0.975100040436,0.738649964333,0.457196176052,-1.42290937901,0.554994463921
5721,-0.288800001144,0.841450035572,-0.170700013638,0.677999615669,0.3758482337,0.168138384819
2263,0.276850014925,0.826550006866,0.22340002656,-0.215259447694,0.826564252377,-0.510503292084
808,0.697950005531,1.45134997368,0.262350022793,0.0776139944792,0.412990123034,-0.655942499638
30001,3.61520004272,-0.473800003529,-0.713999986649,0.717811942101,-0.719026565552,-0.619474053383
348,0.35894998908,0.331449985504,0.00930000003427,0.00109666585922,0.0616338849068,-0.0837149620056
30849,-0.156599998474,-0.363799989223,-0.263900011778,-0.327548861504,-0.0319781452417,-0.152057528496
1454,0.979449987411,0.554849982262,1.41574990749,0.430512607098,-0.850476145744,0.0443494617939
6500,-0.359750002623,-0.827600002289,0.236749991775,0.330865204334,-0.771497428417,0.240961775184
5627,-0.257650017738,0.233200013638,-0.633149981499,0.606418728828,7.96912193298,5.91429281235
5715,-0.230200022459,0.171299993992,-0.345149993896,0.335573256016,-0.546921849251,-0.560262680054
4791,0.407850027084,1.81464993954,-0.94939994812,0.0432442724705,-0.325544834137,-0.46791729331
56924,4.66275024414,-1.40005004406,-0.672199964523,0.180795311928,-0.201957404613,-0.663938164711
2690,-1.10669994354,-0.0107000470161,-0.358899980783,-0.799204945564,0.584980070591,0.342316716909
1019,-1.78029990196,-0.392399996519,-0.386449962854,-0.666860222816,0.530939459801,0.65557539463
51422,0.498899996281,1.04330003262,0.261949986219,0.745066106319,-0.073965921998,-0.00259490311146
5788,0.111950002611,1.04024994373,0.849500000477,-0.000567585229874,0.643298089504,-0.558240652084
6709,1.34590005875,-0.996099948883,-0.342450022697,-0.427596151829,-0.0277779772878,0.472726941109
1277,1.88080000877,-0.152949988842,-0.765949964523,0.660100340843,-0.94606512785,0.353504508734
993,-0.173749998212,-0.296749979258,-0.28100001812,0.806262433529,0.108652696013,0.291204988956
7157,0.452499985695,-0.770449995995,0.132249996066,0.635145306587,-0.381906747818,-0.01844763197
