rid,ERG011_VCAP_6H:BRD-A32065788-001-01-8:10,ERG011_VCAP_6H:BRD-A32065788-001-01-8:2,ERG011_VCAP_6H:BRD-A32065788-001-01-8:0.4,ERG011_VCAP_24H:BRD-A32065788-001-01-8:10,ERG011_VCAP_24H:BRD-A32065788-001-01-8:2,ERG011_VCAP_24H:BRD-A32065788-001-01-8:0.4
1958,4.8590502739,-0.938350021839,4.6547498703,0.056860819459,-0.211352810264,-0.0986132025719
4582,-1.53575003147,0.252449989319,1.94389986992,4.61725187302,-0.336463660002,-0.971008777618
9212,1.20770001411,0.755349993706,0.495300024748,0.140441030264,-0.309812188148,-0.594691574574
8440,-1.28544998169,0.182749986649,-1.19404995441,-1.09524774551,0.0596344284713,-0.217220067978
6790,1.81270003319,-0.808799982071,-0.554000020027,1.57161545753,-1.14411723614,-0.322749525309
8851,-0.350300014019,-1.42145001888,0.694300055504,0.0331457443535,-0.000735414214432,-0.0375954136252
2534,0.914950013161,-0.293850004673,-0.725149989128,-0.313031375408,-0.909981369972,0.199064582586
4893,0.0821999981999,0.596650004387,0.358799993992,-0.341411352158,0.0615294761956,-0.948206543922
665,-1.05719995499,0.767700016499,0.590999960899,4.96033763885,0.373274177313,-1.13379955292
4313,0.866850018501,1.05649995804,0.418700009584,-0.208881184459,0.329246759415,-0.662972450256
1022,0.735949993134,0.0714499950409,-0.20775000751,0.553107261658,-0.543825626373,-0.0353169441223
5880,1.08169996738,-0.0783500000834,-0.493299990892,1.51266860962,1.41780221462,-0.39746260643
3162,-1.26049995422,0.78845000267,1.08590006828,0.554486572742,-0.8102440238,-0.795093894005
1282,-0.266100019217,0.841400027275,0.0506499968469,-0.463595151901,-0.00907895155251,-0.351438462734
3383,-0.175899997354,2.98884987831,2.82675004005,2.60670399666,-0.364103525877,2.0741891861
727,-0.976100027561,-1.09490001202,-0.010949999094,1.0118522644,-0.0614035986364,-0.292994499207
4792,-0.121349997818,-3.5327501297,-1.14345002174,0.443761974573,-0.850514948368,-0.786971211433
4794,1.20319998264,0.0786000043154,0.0884000062943,0.0155064016581,-0.269818902016,-0.427947729826
902,0.0190999954939,1.48804998398,0.0598500072956,-0.0728629007936,0.600633323193,-0.297103703022
8091,0.352649986744,0.622650027275,0.80319994688,-0.137509688735,0.582739830017,2.13191556931
3486,-0.180249989033,-0.756299972534,-0.435699999332,0.118113145232,-0.748919427395,-0.424259901047
10818,1.8953499794,-0.599250018597,-0.911200046539,0.876933991909,-0.303185552359,-0.839474976063
3454,1.36744999886,1.0922999382,0.475850015879,-0.154555544257,-0.500694394112,-0.416873544455
4282,-1.98060011864,-0.828400015831,-0.828400015831,-0.311033278704,0.360035657883,0.396744787693
1605,-0.0700499936938,-0.734849989414,-0.416249990463,0.849781692028,-0.405401200056,-0.0484362617135
10644,3.62179994583,0.87784999609,-0.589749991894,1.21462619305,0.00931148976088,-0.337024658918
2065,4.75124979019,-0.429250001907,-1.51604998112,-1.10337233543,-0.0313041061163,0.133224487305
8321,0.129700005054,0.443250000477,0.966250061989,-0.538525044918,0.848071634769,0.729516088963
8503,-0.604499995708,0.223199993372,-0.956799983978,0.835718512535,0.260103851557,-0.378627151251
7027,-0.794200003147,0.705249965191,-0.156849995255,-0.355405777693,1.04586493969,-0.598356127739
6850,0.0567000210285,0.49145001173,-0.224350005388,-0.517129600048,0.0156570710242,-0.714706361294
1978,-0.894299983978,-0.71924996376,0.124300003052,-0.429376125336,-0.0831678807735,0.426322966814
896,0.625549972057,-0.314350008965,0.326549977064,0.632685899734,0.524932026863,0.821157336235
5777,1.48804998398,0.276349961758,-0.19319999218,0.482490122318,-1.80888414383,0.294648557901
1846,1.52994990349,0.731299936771,-0.542999982834,1.22197699547,-0.587507724762,-0.32533672452
5925,-0.194799989462,-0.0176999866962,-0.965499997139,0.21952444315,-0.13255739212,-0.428759634495
142,-0.292699992657,0.0811000168324,-0.725000023842,1.53838133812,-0.143994003534,-0.0977618992329
1021,3.99639987946,-1.03205001354,-0.787699997425,1.25199663639,-0.0484428964555,0.482055783272
5699,-0.280299991369,0.805049955845,1.54769992828,1.58760511875,0.152585253119,-0.183441072702
8061,0.354099988937,-0.894050002098,0.672349989414,0.397097378969,1.1998193264,0.254734009504
1870,4.69154977798,0.724150061607,-0.570249974728,0.659900009632,-0.176793158054,-0.0785768777132
1398,-0.789250016212,-0.555899977684,-0.739650011063,-1.16818666458,-0.337601780891,-2.1721777916
3312,-1.04659998417,0.202749997377,-4.93009996414,0.533638358116,-7.73195457458,-0.611689984798
891,0.0845999866724,1.20260000229,0.523400008678,-0.384663403034,0.730974078178,0.190204724669
4775,0.26859998703,0.333400011063,-0.338999986649,3.35904431343,1.18215703964,-0.281078636646
5111,-1.25479996204,-0.922900021076,0.207899987698,-0.0272486060858,0.505249679089,1.01607728004
5696,-0.142049998045,-0.467500030994,-0.0113999992609,1.24248826504,-0.432555884123,0.509192764759
5588,0.841400027275,0.685399949551,-0.590799987316,-0.0216106399894,-0.145043805242,-0.306655287743
6839,-0.27064999938,-0.565850019455,0.304399996996,1.40680730343,-0.454299926758,0.775408506393
329,-1.08065009117,1.00010001659,-0.0331999957561,0.311021655798,-0.483984798193,0.0692007243633
5058,1.27994990349,-0.0246000289917,0.157600000501,1.23886811733,-0.09317561239,-0.315328717232
998,0.111149966717,-0.41685000062,0.284049987793,-0.138744801283,0.773468732834,0.282025516033
9134,-1.27020001411,0.445050001144,0.0327499993145,-1.09603786469,-0.0402731113136,0.458672553301
6616,1.36349999905,1.36179995537,0.364250004292,-0.438873082399,-0.296275556087,0.214336395264
5223,0.0839000046253,-0.995049953461,-0.47310000658,0.524555206299,-0.23597098887,-0.215524345636
4690,0.735800027847,1.03749990463,0.152150005102,-0.398188829422,-0.485293239355,-0.685060560703
958,0.454899996519,0.968700051308,1.14370000362,-0.158759713173,0.890409708023,-0.279274195433
1616,1.04410004616,-1.21305000782,-1.12330007553,0.552028715611,0.446075946093,0.0874744057655
991,0.365149974823,-1.01515007019,0.319849997759,1.37688100338,-0.058396756649,-3.2277135849
6347,1.05634999275,0.873100042343,-0.125750005245,0.153467386961,-0.529528141022,-0.355763703585
6714,-1.23970007896,-1.18440008163,0.120350003242,0.672270059586,-0.939263701439,0.422547280788
652,0.385150015354,0.699649989605,0.410449981689,-0.405102550983,0.571705639362,-0.437987357378
4331,4.10710000992,0.18029999733,0.298700004816,-0.5587490201,0.68735820055,-0.0668972209096
7099,0.766499996185,0.955950021744,-0.00765000004321,-0.111249446869,7.79758882523,0.315511822701
10320,0.500100016594,0.29335001111,1.54304993153,0.116448357701,0.201641201973,0.371839940548
2042,-0.938499987125,0.22444999218,0.349649995565,0.524268269539,-0.0386081412435,-0.709792137146
843,0.170149996877,2.43110013008,0.519500017166,0.209738448262,0.862952113152,-0.122617602348
840,-0.883849978447,-0.401600003242,0.117949992418,-0.581832826138,0.274460047483,0.454390913248
7048,1.43595004082,1.12539994717,-0.192750006914,-0.3868727386,-0.383053481579,0.689287900925
4851,0.569900035858,1.21694993973,0.708850026131,-0.233464211226,0.119547441602,-0.372518777847
6464,-0.0624000132084,1.08984994888,-0.104249984026,-0.0482760667801,0.778642594814,-0.171865671873
23410,1.58805000782,-1.07795000076,0.496999979019,0.185647025704,-0.862736582756,-0.811814188957
54205,-1.46840000153,0.116050004959,-0.309799998999,-1.96336913109,0.653768539429,-0.954192042351
2770,2.27865004539,-0.342649996281,0.139100000262,0.0913048684597,0.753655314445,-0.0175419487059
80204,-0.571150004864,-0.606500029564,1.62730002403,0.391527086496,-0.219328716397,0.0129206627607
4208,0.580449998379,0.851300001144,1.00319993496,0.479646980762,7.84752321243,-0.358643651009
1845,-1.19949996471,-0.047600004822,-0.397200018167,0.599616885185,-0.464021861553,-0.619117379189
23368,0.275599986315,0.594699978828,0.342900007963,-0.12139070034,0.153108999133,-0.61852145195
5583,-0.872550070286,-0.0665999948978,0.0354000031948,-1.30873548985,0.060415327549,-0.861119568348
8900,-0.0309500098228,1.10380005836,0.284600019455,1.51606893539,-0.471192955971,-0.170574277639
581,2.08535003662,0.724349975586,0.24430000782,0.38482388854,-1.18947434425,2.33472084999
6193,-0.507950007915,-0.64209997654,0.560799956322,-0.177877262235,-0.433869570494,0.205425158143
6622,0.801800012589,-0.444899976254,0.201049998403,1.19616556168,-0.234876379371,0.376821249723
11261,0.962499976158,-0.678549945354,-0.199850022793,0.881820321083,0.197635859251,-0.162931472063
6696,0.387449979782,0.314099997282,0.681349992752,1.21218132973,0.0464710816741,-0.242001920938
8312,1.32370007038,1.97200012207,0.00690001249313,0.342418551445,0.0462969504297,-0.132364466786
835,1.59450006485,-0.678749978542,-0.779850006104,1.12238550186,-0.131444603205,2.56053447723
8324,0.56819999218,0.270150005817,0.0902999937534,0.051661208272,0.368853718042,-0.944046735764
1848,0.570449948311,-0.568499982357,0.0502500087023,0.352916777134,0.667433679104,0.0217411741614
154,-0.392699956894,-0.074249997735,0.863099992275,-0.146909207106,0.91275960207,-0.034590870142
4312,1.04960000515,0.969250023365,-0.0305500030518,-0.478933691978,2.36334705353,-0.476426959038
994,0.351850003004,-2.52495002747,-2.63485002518,-1.97847020626,0.0200042184442,-2.06512618065
2048,3.60190010071,3.84294986725,0.945150017738,1.05860257149,-0.737016558647,0.300272583961
1111,1.15380001068,0.847350001335,0.199549987912,-0.381509333849,0.689719438553,0.293117672205
5154,-1.73470008373,0.136999979615,0.130800008774,0.565578341484,-0.840744912624,-0.0969782918692
2920,1.47434997559,-0.0192999988794,0.23425000906,0.36292052269,-1.48355615139,0.355944395065
3122,1.02645003796,0.728200018406,0.591799974442,-0.753048419952,0.88866508007,-0.360322326422
2769,0.842599928379,1.29244995117,1.30484998226,-0.251711249352,0.0208940654993,-0.627012431622
5900,0.543099999428,-0.904699981213,-0.124250009656,0.567772269249,-7.78179168701,0.21978238225
6304,0.286349982023,-0.116050004959,-0.0403999686241,0.493883281946,-0.237231045961,0.112388938665
5211,1.32099997997,-1.72924995422,0.445699989796,1.74419677258,-0.500236093998,0.0855726003647
2886,0.939800024033,1.03550004959,0.317550003529,-1.4825925827,0.0184943899512,-0.697129487991
9261,1.16890001297,0.549900054932,-0.0733500123024,0.0721511393785,-0.454072147608,-0.444266736507
8569,2.44365000725,0.212799996138,0.07444999367,0.544319570065,-0.3848503232,0.00404022634029
3303,-0.836600005627,0.553900003433,-0.477249979973,-1.14840328693,0.828006863594,0.659268975258
5331,0.18449999392,-1.04550004005,0.125200003386,0.483448892832,-0.749259591103,0.286049485207
5347,-1.01339995861,-0.177899986506,-0.624799966812,1.10235214233,-0.460550785065,0.251109361649
4638,-0.592599987984,-0.139100000262,-0.290900021791,-0.19916048646,-0.386474311352,-0.950401961803
2264,0.952350020409,-0.0491500198841,-0.0205499529839,3.73657345772,0.478083908558,0.138560622931
1029,4.14419984818,0.137500017881,0.562350034714,1.04241037369,-4.54652357101,0.0283445194364
1027,-2.646900177,-0.590000033379,-0.548500001431,-0.375942915678,-0.0953702181578,0.392402589321
2597,0.0526500046253,0.46075001359,-0.0148499906063,-0.145186632872,0.332616239786,0.59505456686
55847,0.241650015116,0.0790999829769,0.104800000787,0.298844009638,0.941734075546,0.594375252724
25803,0.483349978924,-0.345200002193,0.146099999547,0.924976766109,-0.677975416183,0.195251405239
3480,-1.84089994431,-0.221649974585,-0.50444996357,0.851319432259,0.259112387896,0.364544272423
2946,-0.012600004673,0.793150007725,-0.285950005054,0.0634492710233,0.142109379172,1.70011770725
9517,0.00565001368523,-0.815899968147,-0.423449993134,0.638642549515,-0.881182849407,0.0540061593056
25987,1.41919994354,-1.26080000401,-0.179349988699,1.1594158411,-0.820393621922,0.699349224567
23670,-1.43709993362,-0.92325001955,-0.0694999992847,0.775516211987,2.11894655228,-0.232756912708
11182,-0.412249982357,-0.0779500007629,-0.29905000329,-0.423084586859,-1.12332904339,0.139485344291
2146,-0.693349957466,-1.28979992867,-0.420549988747,0.667434871197,0.385567873716,1.12750995159
3385,-0.671299993992,-0.409050017595,-0.263199985027,0.0654916167259,-0.399027138948,0.069998152554
5261,0.268649995327,1.75310003757,0.0939500033855,-0.36573523283,0.141737148166,-0.306067287922
10765,-0.177199989557,-1.11775004864,-0.847800016403,-0.207071900368,-0.825704097748,-0.672076404095
25839,-0.183850005269,-1.13179993629,0.553799986839,1.29246807098,-0.390333205462,0.558419346809
4172,-0.783500015736,-0.553650021553,-0.100850000978,0.831290125847,-0.196944713593,0.620932281017
23161,0.438899993896,0.79129999876,-0.113249957561,-0.452766984701,0.258796930313,-0.628652453423
10298,-0.0353999994695,-0.554099977016,-0.383049994707,0.0548238046467,-0.139441251755,0.460656821728
1802,0.279049992561,1.36255002022,0.346000015736,1.13093471527,-0.481812894344,0.545694589615
58533,-0.46795001626,-0.392849981785,-0.0676999986172,1.18928003311,-1.75820076466,0.0709563940763
147179,2.2077999115,-0.812350034714,-0.566699981689,0.507385790348,-0.943909943104,-0.0481027849019
29937,-1.28325009346,-1.01604998112,0.34319999814,1.37976682186,-1.00004017353,-0.0323121920228
6184,-1.8029500246,0.199450016022,0.00324999541044,1.82256758213,-0.327508538961,0.0396367385983
9854,0.386599987745,-1.08619999886,-0.578400015831,0.840854585171,-0.0133112538606,-0.372768193483
2553,0.781599998474,-0.704249978065,-0.755900025368,0.675110161304,-0.579024195671,0.0624093860388
5440,0.718200027943,1.16519999504,0.480250000954,-1.39177787304,0.13673812151,-0.0607664808631
54623,-1.40100002289,-0.0721499919891,0.0537500083447,1.28680253029,-0.493922382593,-0.345304191113
9533,0.371849983931,0.984700024128,0.0595500022173,-0.709278464317,-0.465389162302,-0.0579265803099
8607,0.718949973583,0.629549980164,0.0940499901772,0.825220346451,0.0889103859663,0.29805958271
207,0.17974999547,0.388000011444,-0.409200012684,1.01740646362,-0.533835828304,0.399349153042
26054,-1.28044998646,-1.48409998417,-0.927300035954,-0.913054704666,0.20734809339,-0.649145662785
10682,-1.13115000725,-0.349600017071,-0.260450005531,0.452471911907,-0.45704087615,0.0513090156019
8573,0.212999999523,-0.892149984837,4.60305023193,-0.288566857576,-1.36856067181,0.32763749361
23378,-0.753750026226,-0.0528000034392,0.258599996567,0.698105871677,-0.297169446945,-0.406505465508
8553,1.43285000324,-0.786249995232,-0.142550006509,1.49488353729,0.670170724392,-0.389287114143
622,0.646250009537,-1.00705003738,0.358449995518,0.921939253807,-0.320603579283,0.340059936047
9467,0.873700022697,1.28935003281,1.53490006924,1.58695530891,0.452553868294,-0.876949191093
5525,1.14370000362,1.29254996777,0.235850006342,-0.497297644615,-0.129095256329,0.0349984169006
256364,3.44545006752,0.310950011015,0.164499998093,1.69115817547,-0.220918640494,1.93584144115
332,-0.381850004196,-1.47204995155,-0.363050043583,0.671448886395,0.0437858626246,0.729255080223
2058,-0.384900003672,-0.106749981642,-0.077500000596,0.529258847237,-0.631793677807,-0.015316426754
7849,4.61250019073,-0.875999987125,-0.465299993753,0.864647626877,-0.5984364748,0.310298204422
23244,-0.961199998856,-1.14349997044,0.181149989367,0.770055353642,-0.257442235947,0.172292023897
7494,-1.47640001774,-0.754700005054,-0.0676500052214,-0.697178840637,-0.296809345484,0.227242186666
4836,0.226050019264,-0.233750015497,1.28589999676,1.24539792538,-0.979606568813,0.32881167531
23647,0.267949998379,-1.45144999027,-0.0416500009596,0.157230883837,-0.908802628517,-0.188140079379
10617,-1.67379999161,-0.45814999938,-0.16700001061,0.568307876587,-0.83779335022,0.191404134035
2184,0.0302500128746,-0.456300020218,0.687099993229,0.746010899544,-0.749319434166,0.622057378292
5355,0.560400009155,0.884850025177,0.251550018787,-0.420939952135,-0.120141677558,-0.881345152855
6659,-0.86930000782,-1.22200000286,-0.00434999912977,0.614939153194,-1.54562151432,-0.0592994987965
7016,0.509600043297,0.452650010586,-0.0996999889612,-0.586785376072,0.549092769623,-0.530323565006
90861,-0.452650010586,-0.465899974108,-0.336299985647,1.07255482674,-0.429280877113,-0.0215109810233
10670,-0.508350014687,0.648699998856,0.547649979591,0.497624218464,-0.43695256114,0.0170348361135
79071,-1.51880002022,0.382299989462,0.127499982715,0.86000418663,-0.0602813735604,0.289191544056
64746,-1.11185002327,-0.916850030422,-0.108849942684,-1.2516708374,-0.279545277357,0.467355549335
5366,0.480849981308,0.17159999907,-0.53955000639,0.0790193974972,0.572574317455,-0.910845756531
11344,0.195749998093,0.345350027084,0.329100012779,-0.434520900249,-1.38601076603,-0.102044433355
10013,-1.00119996071,-1.62194991112,0.391399979591,-0.0913553461432,0.146542161703,0.266770273447
5829,0.637449979782,-0.122400000691,0.678149998188,-0.536778748035,0.185267999768,-0.46683627367
5257,0.432500004768,1.02384996414,-0.468649983406,0.337514996529,-1.06358265877,0.0671070814133
22794,0.704200029373,-0.905200004578,0.264899998903,0.706609249115,-0.494101911783,0.010114967823
9761,-0.764600038528,-1.10710000992,-2.02469992638,0.0243069417775,-1.01689815521,0.645831108093
23326,-2.06189990044,-0.648000061512,-0.580299973488,-2.22726035118,0.179071769118,0.383459448814
10972,-1.10765004158,0.804549992085,0.220149993896,0.142623245716,-0.599600672722,-0.514153242111
10523,0.456800013781,-1.49445009232,-0.201700031757,1.06886911392,-0.782205164433,0.353489220142
79090,1.12220001221,-0.19494998455,0.213300004601,0.790037155151,-0.226998642087,0.115081459284
27032,-2.46089982986,-0.0431500077248,0.756299972534,-0.492778539658,0.136831998825,0.779306173325
9097,-0.992749989033,0.668550014496,-0.0203500390053,0.559658110142,0.430924117565,-0.653811335564
10513,-1.3314499855,-0.591600000858,-0.428450018167,-2.07680130005,-0.220195949078,0.266763269901
1891,1.69020009041,-1.05990004539,1.014950037,0.539233207703,-0.583928346634,0.0255078673363
3066,-0.433349996805,-0.41400000453,0.0360000021756,0.511160075665,-0.143296852708,0.364338874817
9801,-1.51885008812,-0.032049998641,-0.551900029182,0.651907026768,0.894507408142,0.360306352377
1459,0.322999984026,0.205349996686,-0.298899978399,-0.239463597536,-0.621235489845,-0.972725212574
9703,-0.396099984646,-0.280200004578,-0.610749959946,0.700723588467,-0.625878572464,-0.281879991293
10606,-0.197499990463,-0.492050021887,-0.35925000906,-0.937062263489,0.00278060883284,0.507397294044
1017,1.24839997292,1.65530002117,0.640799999237,-0.0081882327795,0.756198048592,0.248324602842
9813,0.787499964237,0.984899997711,-0.438899993896,-0.0359167791903,-0.496475458145,-1.55391931534
7485,-0.91740000248,0.19034999609,-0.432099997997,0.616615712643,-0.310815215111,0.340379297733
2109,-0.121250003576,-0.489699989557,-0.443149983883,0.15985134244,-0.302450060844,0.00622366368771
23271,0.128899991512,0.460949987173,-0.717450022697,-0.835469543934,0.10341040045,-0.553136229515
9915,0.490499973297,1.0039999485,0.0795000195503,-0.525653243065,0.86283749342,-0.142544418573
9552,0.28354999423,-1.10794997215,-0.239699959755,0.260269165039,0.0672629028559,0.0167247354984
93487,-1.25795006752,1.67955005169,-0.769150018692,0.0972365289927,0.85006248951,0.328283429146
2956,-1.66865003109,1.51195001602,0.13529998064,0.234224736691,-0.80707859993,0.558622956276
11065,-0.3492000103,-0.896250009537,0.668850004673,0.7006483078,-0.348929405212,0.633058667183
9653,-0.270799994469,1.32655000687,-0.14755000174,0.14311426878,0.37672778964,-0.491369754076
200081,-1.34310007095,-0.489050000906,-0.10664999485,0.577712357044,-0.338403403759,0.359496355057
3337,-1.45149993896,-0.385700017214,-0.110699981451,-2.112023592,0.385467231274,0.36417260766
11073,-1.31124997139,0.759050011635,0.869899988174,-0.0163298361003,1.78189539909,0.103395581245
23,-0.513849973679,-0.0464499890804,0.446449995041,-0.320874899626,0.519992172718,-0.252327382565
