rid,DOS059_A549_24H:BRD-K07476637-001-01-9:5,DOS059_MCF7_24H:BRD-K07476637-001-01-9:5
1845,0.674499988556,1.23775005341
23368,2.73740005493,2.48300004005
5583,1.59894990921,0.192600011826
8900,0.518299996853,0.691050052643
581,0.407100021839,0.709299981594
6193,-1.63409996033,0.652300000191
6622,1.52209997177,0.969150006771
11261,-1.03499996662,0.0876000225544
6696,0.857500016689,3.12334990501
8312,0.590700030327,0.445449948311
835,-0.361149996519,-0.204149991274
8324,-0.561650037766,-0.704100012779
1848,0.719550013542,2.21554994583
154,1.56025004387,4.27229976654
4312,-0.694849967957,-0.980450034142
994,-0.0956999957561,1.0040500164
2048,0.407849997282,0.0851000249386
1111,-0.196649998426,-0.00415000319481
5154,1.43685007095,1.39300000668
2920,0.258000016212,3.80514979362
3122,2.25874996185,0.325049996376
2769,1.54489994049,2.20569992065
5900,0.869750022888,-0.563899993896
6304,-0.396250009537,0.602499961853
5211,5.33505010605,0.922899961472
2886,2.00239992142,-0.500699996948
9261,-1.23654997349,-0.287599980831
8569,0.531549990177,0.992950022221
3303,0.0309500023723,0.336800009012
5331,-0.51115000248,-0.52999997139
5347,-0.0368499755859,1.05795001984
4638,-0.0718999505043,0.794349968433
2264,-0.119899995625,2.39289999008
1029,-0.325249999762,3.27270007133
1027,-0.0677499994636,2.5461499691
2597,0.993450045586,0.36779999733
55847,0.116300016642,1.00059998035
25803,2.10469985008,1.1181999445
3480,-0.33259999752,-1.4782500267
2946,-0.478849947453,0.602850019932
9517,0.869899988174,1.79465007782
25987,0.563449978828,1.24029994011
23670,-0.654349982738,-1.64180004597
11182,0.568750023842,-0.913650035858
2146,-2.42680001259,-0.708999991417
3385,-0.709800004959,0.791350007057
5261,-1.57924997807,-2.09745001793
10765,2.11704993248,1.49364995956
25839,-1.18669998646,-1.84424996376
4172,0.702350020409,-2.39744997025
23161,-0.690299987793,-0.0216499865055
10298,-0.046250000596,0.27610000968
1802,-3.21554994583,-0.396200060844
58533,-0.0401000007987,0.41740000248
147179,-2.20499992371,-2.14969992638
29937,-1.60559999943,-0.631900012493
6184,0.869599938393,0.434349983931
9854,0.42175000906,0.506799995899
2553,-1.47394990921,-0.392100006342
5440,-1.30184996128,0.345950007439
54623,1.65425002575,-0.405800014734
9533,-0.558099985123,-1.29865002632
8607,-0.732749998569,0.314599990845
207,0.0737499892712,1.3015999794
26054,0.700250029564,-0.281949996948
10682,-2.58095002174,-0.550400018692
8573,-0.407900005579,-0.114500001073
23378,0.369450002909,-1.10275006294
8553,0.595049977303,-1.38715004921
622,-0.347699999809,0.86109995842
9467,-1.06904995441,-3.19484996796
5525,-0.799149990082,-2.73289990425
256364,1.25589990616,-0.511350035667
332,0.0471999943256,1.08464992046
2058,-0.563950002193,-0.390799999237
7849,0.40569999814,0.00820004940033
23244,0.0160999894142,-1.09995007515
7494,0.200249910355,-1.0216999054
4836,0.0923999994993,-0.846750020981
23647,-0.451800018549,0.876649975777
10617,-0.662850022316,0.522099971771
2184,-0.149399995804,-0.409749984741
5355,-1.73079991341,-1.01464998722
6659,-1.6453499794,-1.29739999771
7016,0.632050037384,-1.39884996414
90861,-0.165950000286,1.01699995995
10670,0.59944999218,-0.490099966526
79071,-0.0277999639511,-1.26835012436
64746,2.83174991608,1.59479999542
5366,-1.32939994335,-0.998399972916
11344,0.622049987316,0.179499998689
10013,0.471000015736,-1.49370002747
5829,-0.114450007677,0.0658000037074
5257,-0.384149998426,-0.205150008202
22794,-0.316449999809,1.00164997578
9761,-1.70044994354,-0.374549984932
23326,-0.364850014448,0.304199963808
10972,-5.76900005341,-0.467550039291
10523,-0.657700002193,-0.0622000023723
79090,0.572600007057,-0.65180003643
27032,-2.16219997406,-1.62995004654
9097,-0.47214999795,-2.64809989929
10513,0.59659999609,-0.0724500417709
1891,0.052549995482,-1.60245001316
3066,-1.31245005131,1.07009994984
9801,-0.100199997425,-4.44369983673
1459,-3.15945005417,-1.98779988289
9703,0.939249992371,0.0682500004768
10606,0.00524997711182,-0.854749977589
1017,-3.66560006142,-1.21934998035
9813,-1.38699996471,-0.660799980164
7485,-0.82254999876,0.107599973679
2109,-0.739849984646,0.0372000001371
23271,0.5882999897,-0.176799952984
9915,-0.26344999671,-0.413249999285
9552,-1.84165000916,-0.571249961853
93487,-0.827199995518,-0.570549964905
2956,0.181799992919,-0.804499983788
11065,0.359050005674,-0.206000030041
9653,0.203299984336,-1.01425004005
200081,-0.563700020313,-0.445199996233
3337,-3.93790006638,-0.398650020361
11073,-0.0468499995768,-2.17315006256
23,0.6507999897,-0.228300005198
5641,-1.41560006142,-0.386600017548
8720,-0.689499974251,-1.03375005722
10782,0.522699952126,0.311800003052
25932,-0.633249998093,-0.261800020933
3028,-0.438749998808,-0.827149987221
6804,5.37890005112,1.19594991207
890,-1.20604991913,0.695649981499
6390,0.0319000035524,-0.100749999285
4303,0.0184000059962,-0.922950029373
10953,-2.53009986877,0.0193000007421
22889,-1.52540004253,-3.70269989967
3098,-0.0541999936104,1.3873000145
11044,-0.421550035477,0.448399990797
8985,0.439100027084,0.754549980164
66008,0.207050010562,-0.450549989939
9217,-0.390249997377,-0.307399988174
701,-0.739000082016,-0.839500010014
6182,-0.955449998379,0.00034999998752
4860,-1.14440000057,-3.05069994926
7398,-0.702899992466,-0.809650063515
6117,0.975099980831,-0.229450047016
23588,-0.746050000191,-0.796800017357
949,0.0664000213146,0.493399977684
7168,-0.671599984169,0.0213000029325
9375,-1.13699996471,0.274450004101
4927,0.585749983788,1.51614999771
2523,0.72319996357,-2.21230006218
58497,-0.235749989748,0.702250003815
6856,-0.356700003147,-0.662899971008
26036,1.05739998817,-0.626899957657
10206,0.296949982643,-0.738649964333
25793,0.456950008869,1.23660004139
55556,-0.737749993801,1.25489997864
3978,1.0503000021,0.456250011921
10681,-0.247199952602,0.0834499970078
3638,-0.470299988985,-0.771349966526
8349,0.621299982071,0.290449976921
6275,0.853500008583,-0.884899973869
3895,0.0419499874115,0.086900010705
392,-0.374099999666,-0.950500011444
9170,1.81019997597,-0.568099975586
80347,0.0383500009775,1.19284999371
23300,-1.07349991798,-1.60750007629
836,-4.43440008163,-1.47189998627
11188,-2.22699999809,-1.5231000185
10898,0.123600006104,0.295050024986
9276,-1.07185006142,0.819149971008
1647,2.3938498497,0.681349992752
10285,-5.25745010376,-0.154449999332
23386,0.441550016403,0.0388500019908
3156,-0.84124994278,-0.100250005722
10237,0.359349966049,-0.213949978352
7077,0.0792999863625,-0.519150018692
11157,-1.06850004196,-1.99650013447
22908,-3.48414993286,-3.26109981537
10915,-0.337300002575,0.384299993515
9897,2.07229995728,-0.683849990368
1759,-0.622700035572,-1.46284997463
54541,0.625949978828,-0.413749992847
211,0.877149999142,-0.448900014162
5048,0.875450015068,-0.296849995852
84722,0.932449996471,0.458199977875
29890,0.152799963951,-1.35944998264
9868,-0.173350006342,-1.20345008373
873,-0.45585000515,0.675750017166
5580,-0.322650015354,-3.07319998741
3725,-0.213200002909,-0.657700002193
23585,-2.03725004196,-1.73575007915
51097,-2.35504984856,-0.73884999752
1831,0.94059997797,-1.8288500309
7020,0.56274998188,0.876550018787
55893,0.433349967003,-0.00620000064373
6944,-0.0944000184536,0.894500017166
22883,-1.03649997711,-2.47699999809
5601,-0.180600002408,-3.80200004578
10775,-0.25594997406,1.04260003567
4780,-0.57180005312,-0.625500023365
10904,0.30680000782,-0.206900000572
9917,-0.811800003052,-0.263049989939
1399,-0.234600007534,-0.0782499909401
24149,1.77024996281,-0.811800003052
2222,0.581149995327,-1.93690001965
10131,-0.604599952698,0.324499964714
2958,0.217749997973,-0.690950036049
9650,-1.32920002937,-1.7728998661
7319,-0.905550003052,-1.06429994106
4817,0.461150020361,0.532700002193
9143,0.55220001936,1.60310006142
10494,1.71114993095,1.50150001049
55324,-1.20764994621,1.07529997826
23149,0.404549986124,-1.12979996204
9943,-1.03585004807,0.632550001144
6599,-0.303449988365,-0.81819999218
51031,-0.541499972343,0.0378999710083
3566,0.789499998093,-0.105949983001
3815,0.852949976921,1.24075007439
8624,-1.828799963,-1.62534999847
27346,-3.0585000515,1.27569997311
10489,-0.163500010967,0.697499990463
26128,-2.39415001869,-1.5748500824
79921,0.0775499939919,-1.41464996338
55746,-0.655849993229,-2.9388999939
23636,-0.71749997139,1.14499998093
10892,-0.260899990797,-0.159449994564
10652,0.0319000035524,-0.324550002813
11004,-1.09469997883,-1.34564995766
23530,0.294999957085,-0.156150043011
8826,-0.818750023842,-0.389250010252
3308,-0.485550016165,-0.651799976826
7153,0.835049986839,-1.29480004311
11041,-1.30085003376,0.580899953842
6342,-0.749050021172,0.760900020599
5883,0.151699990034,0.0300000011921
10589,0.954650044441,0.949000000954
5110,0.0449000000954,-0.523550033569
4609,0.760499954224,-0.16859999299
5423,0.3899500072,0.750100016594
1070,-0.315149992704,-0.282100021839
10051,-0.848749995232,-0.765100002289
6603,-0.0543500185013,0.723550021648
9019,0.0163000002503,-0.0196999907494
10969,0.641250014305,0.00964999198914
9797,-2.07115006447,-0.705550014973
4043,-0.373899996281,0.840149998665
9519,-2.95269989967,-1.70849990845
8480,-0.283050000668,0.317449986935
983,-0.895049989223,0.676049947739
10559,0.154549986124,0.593650043011
8508,-1.78360009193,-0.0948999971151
9275,0.180950000882,-0.129500001669
8914,-0.475650012493,-0.942349970341
54505,-0.651049971581,0.124350011349
6919,-0.238499999046,-4.16475009918
2274,-0.591549992561,0.807500004768
2288,-0.232449993491,-0.0010000000475
7994,-0.929250001907,-3.16530013084
4216,-1.75995004177,-0.126000002027
7538,-0.222649991512,-1.46180009842
3628,0.114600017667,1.13689994812
2037,-0.105949997902,-0.451999992132
2771,-0.663250029087,1.19780004025
7264,-0.696349978447,0.716650009155
1786,-0.908800005913,-2.13610005379
5873,0.16249999404,-1.28020000458
780,0.0460000038147,-1.51019990444
9926,-0.365949988365,-3.5407500267
8446,0.586899995804,-0.461600005627
7159,-0.420599997044,-0.0726500153542
1026,-1.07644999027,-0.584949970245
7082,1.5175999403,5.17199993134
10058,-0.16345000267,0.554399967194
10797,0.201099991798,-1.37495005131
11230,0.668049991131,0.693799972534
30836,0.150050014257,0.165399998426
27336,-0.168650001287,-0.231399998069
9918,0.295149981976,-1.04989993572
79073,-0.452899992466,-0.560150027275
9688,-1.02485001087,-1.7827000618
23659,0.969949960709,-1.24740004539
8396,-0.788149952888,0.164450004697
23077,-0.851400017738,-0.94754999876
10857,-0.106550008059,-0.618200004101
16,-0.863449990749,0.444550007582
2817,1.04130005836,-1.15674996376
60528,-1.24799990654,-0.931749999523
5359,-0.888000011444,-2.77694988251
1514,-0.0979000031948,-0.895300030708
1509,0.833000004292,0.919600009918
9181,-1.08465003967,-1.68904995918
3611,0.6195499897,-3.41230010986
4783,0.562649965286,-0.711850047112
10123,0.27270001173,0.108999997377
8895,0.859600007534,-1.9279499054
9805,-0.328199982643,-0.674149990082
4125,0.512300014496,1.14465010166
1635,1.25464999676,-0.835900008678
4154,-4.56190013885,-1.9306499958
26292,-0.806849956512,-0.129049986601
5770,0.25,0.256550014019
25874,0.126700013876,2.04974985123
11319,-0.149400010705,-0.565799951553
1153,-0.697149991989,-2.02250003815
11098,-0.335000008345,1.80314993858
8974,-0.900200009346,1.56739997864
533,-0.152700006962,0.0411500036716
823,-0.544600009918,-1.12739992142
6812,0.555800020695,1.48405003548
3693,-0.491400033236,-1.09654998779
4891,-2.53715014458,-1.37399995327
10954,1.49570000172,2.57209992409
5909,0.197449997067,-2.50699996948
9221,-0.712099969387,-1.72784996033
847,1.17770004272,-0.0381000041962
11072,0.26210001111,-1.58074998856
10221,0.914099991322,-0.391099989414
7158,0.0448000021279,-1.59995007515
8678,-1.04865002632,-0.069200001657
11014,-0.177249997854,1.46095001698
1994,-0.187050014734,-0.0240999981761
3482,0.0637999996543,0.55965000391
25976,-5.28385019302,-2.34700012207
10491,0.166099995375,0.184300005436
51053,-0.600300014019,-0.298749983311
9267,-0.643249988556,-0.835649967194
5547,-0.94445002079,0.770850002766
6597,-1.28565001488,0.298949986696
5836,1.34625005722,-2.65864992142
6118,-1.77279996872,-0.930199980736
2961,-5.20709991455,0.524399995804
310,-0.14050000906,-0.454999983311
7296,-0.577250003815,-0.82380002737
1429,-0.758900046349,-1.34544992447
2548,0.0903499871492,0.731299996376
6499,-0.715099990368,-0.0808999985456
642,-1.17204999924,2.67065000534
23076,-0.960900068283,-0.660300016403
10099,-0.520900011063,0.557699978352
9817,0.525150001049,0.16069996357
9126,-0.960399985313,-1.58054995537
3930,-0.338400006294,0.42049998045
10450,0.106949999928,-0.548099994659
54386,-0.82665002346,-0.939499974251
664,0.198849976063,-0.606049954891
596,0.990599989891,-1.89244997501
10180,1.45170009136,-0.539099991322
1445,-0.621550023556,0.0631499886513
230,-1.09794998169,-1.26279997826
9246,-4.68109989166,-0.375100016594
5092,-0.510749995708,0.422749996185
23463,-1.44510006905,-0.0456500053406
10007,-1.03099989891,0.381899982691
4925,-5.36014986038,-0.649349987507
6251,-0.513399958611,-0.122600018978
5782,-1.19005000591,-0.432999998331
5106,0.922950029373,-0.233499988914
2673,-1.15515005589,-1.21615004539
644,0.628049969673,-0.578050017357
6284,0.67435002327,1.07050001621
4605,-2.10419988632,-0.952749967575
6810,-0.421800017357,-3.18354988098
54499,-1.31145000458,-0.0377000048757
11007,-1.00755000114,-3.8412001133
1643,0.240999996662,-0.858550071716
25805,-0.238099992275,-0.759899973869
3033,1.06284999847,-3.10254979134
2745,-0.737500011921,-2.51285004616
9961,0.144699990749,-0.396250009537
3925,-1.3301500082,0.471650004387
2582,-0.358149975538,1.07969999313
5792,0.563899993896,-0.741150021553
5236,-2.75165009499,-0.0836000442505
4016,0.423099994659,1.77474999428
4651,0.0104500055313,-0.101750016212
3988,-1.34334993362,-2.52565002441
26227,-0.256449997425,-0.67334997654
7982,0.159850001335,0.121699996293
3551,-1.42669999599,-1.68740010262
5108,-1.80419993401,-1.31239998341
8870,0.760150015354,0.154200017452
2195,1.89509987831,-0.261799991131
8731,-2.58645009995,-2.65280008316
1956,-1.7214499712,-1.04690003395
10276,-1.21000003815,-2.054500103
1666,-1.01649999619,-0.501549959183
4864,-0.397750020027,4.41895008087
4232,1.30104994774,2.47574996948
5050,0.244050011039,1.26710009575
813,-1.46105003357,-2.20495009422
3964,0.744199991226,-0.482400000095
26020,1.01690006256,-0.644999980927
481,0.378500014544,1.34870004654
5019,1.05044996738,0.0200999975204
291,0.608700037003,-0.212399989367
10973,0.613049983978,-2.18079996109
9697,0.987399995327,-0.835999965668
5831,-0.794649958611,-2.47090005875
8202,-1.22974991798,-4.60885000229
57804,0.410499989986,-1.45969998837
5566,1.38205003738,-0.174149990082
57149,-0.298799991608,-0.824599981308
7416,-1.02009999752,1.03219997883
10174,-1.45045006275,0.250250011683
6676,0.428200006485,0.274850010872
8884,0.0498000085354,1.9932500124
5997,-0.342449992895,-0.412800014019
57147,1.97250008583,1.42869997025
6909,0.692699968815,0.114050000906
9093,0.24644997716,-5.46234989166
23142,-0.887000024319,1.19659996033
8444,-0.0746999979019,-1.00339996815
11232,-0.616150021553,-3.82219982147
27095,0.847750008106,-0.070149987936
10732,-0.705000042915,0.000199973583221
23029,1.48339998722,-0.38140001893
9270,0.137699991465,0.309349954128
47,2.4250998497,1.60525000095
5889,-0.423900008202,0.448749989271
8243,0.206499993801,-0.6792999506
10730,-0.751799941063,0.633750021458
30,-0.726799964905,3.20274996758
7466,0.199150010943,1.59479999542
89910,1.56480002403,0.366549968719
56654,0.128349989653,-0.128649994731
501,-1.88249993324,-0.21020001173
5438,0.509400010109,0.759599983692
26993,-0.952849984169,2.84315013885
55111,0.175799995661,1.61910009384
8520,-0.359349995852,-0.346249997616
10146,-0.312950015068,0.646900057793
7165,0.0865999981761,3.04974985123
55011,1.05340003967,1.15750002861
6461,-0.401600003242,-2.94084978104
10813,1.233700037,0.998950004578
80746,1.64505004883,1.62779998779
10434,-0.87215000391,0.601300001144
5607,0.488000005484,-0.88915002346
22827,0.729499995708,0.995350003242
51635,-0.896250009537,1.40945005417
84159,-0.603399991989,-1.46530008316
3508,0.784550011158,0.23860001564
84890,-0.768400013447,0.158000051975
79600,-1.08665001392,2.46050000191
8574,-0.670049965382,0.818899989128
5529,-0.564599990845,-0.993650019169
3909,0.57264995575,-0.54264998436
9637,0.650449991226,-0.754000008106
8518,-1.11469995975,-2.02734994888
6443,0.513499975204,1.44755005836
58478,-3.34299993515,0.648500025272
4850,1.07630002499,1.21895003319
23210,0.796800017357,0.721049964428
54733,-1.41815006733,-0.0960499942303
55129,0.671100020409,1.38085007668
10273,0.870149970055,-0.157800003886
572,0.0613499879837,1.31630003452
5716,0.0145500004292,1.04659998417
22841,0.0597499907017,-1.26999998093
2356,0.662649989128,0.184099987149
6050,0.775049984455,-0.15830001235
64422,-1.10185003281,2.51134991646
8837,2.30804991722,5.33724975586
55127,1.2010999918,1.59450006485
23335,-0.990499973297,0.158199995756
10270,-0.141649991274,2.88005018234
6509,-0.110549986362,4.83090019226
83743,-3.8423500061,-2.99655008316
6772,-1.7703499794,1.46565008163
22887,0.44319999218,-1.45230007172
51001,-6.42755031586,-0.860300064087
26511,1.93719995022,-0.516450047493
7874,-0.177949994802,-0.690250039101
51070,0.244700014591,-0.179000005126
1738,0.462749987841,1.13419997692
3416,0.838649988174,-0.29960000515
9128,-1.25564992428,0.0313499867916
9833,3.99080014229,-0.66069996357
4088,-0.203050002456,-1.00419998169
5018,0.239899992943,0.664099991322
51375,1.31509995461,1.23430001736
55038,0.175999999046,0.516550004482
23061,1.31105005741,1.00039994717
64428,0.163249999285,-1.19410002232
11325,-1.54939997196,-1.222900033
9641,0.549300014973,-0.992349982262
23038,-1.85664999485,2.02924990654
57048,-0.0406499505043,0.0951000005007
94239,0.651849985123,-0.0542500019073
51203,0.279850006104,0.524650037289
388650,-4.13330030441,-0.676400005817
23039,0.727750003338,0.150650024414
55179,-0.605650007725,-0.921700000763
5827,-0.334749996662,0.258399993181
10245,1.81065011024,0.613700032234
6813,1.58484995365,-4.10659980774
3251,0.603699982166,-1.81885004044
23212,0.867650032043,0.340649992228
23536,5.19495010376,-2.96985006332
51282,-0.200499996543,-0.253600001335
10227,0.172299981117,-0.757899999619
50813,0.344350010157,-0.748050034046
51024,-1.24294996262,0.185350000858
53343,-0.403900027275,-1.0938000679
1465,-3.75419998169,-0.380249977112
79006,-0.0720999985933,-0.954699993134
6988,0.62625002861,0.00525000691414
11011,-0.320300042629,-4.88399982452
23325,0.20300000906,-2.26125001907
10049,-3.71320009232,-1.71394991875
3157,-0.0170999988914,0.607699990273
200734,-0.159300014377,-2.51639986038
9053,-0.609299957752,-0.245249986649
79094,0.170350015163,0.709500014782
2778,0.368200004101,-0.00499999523163
54881,-0.756299972534,-0.613150060177
54807,-0.868649959564,0.201850011945
323,-0.480049997568,-0.957200050354
26001,5.14020013809,1.19225001335
10190,0.00514999777079,-0.923150062561
9686,1.85985004902,0.148599997163
54915,0.409049987793,1.64869999886
23658,0.106899991632,-0.0457500219345
7750,1.46375000477,-0.36495000124
79643,0.860800027847,3.36349987984
9488,1.72755002975,-1.70605003834
11200,0.411599993706,0.670000016689
65057,-0.190449997783,0.00890000164509
6832,0.596099972725,1.60640001297
23131,4.47744989395,1.11459994316
10776,-1.54100000858,0.515300035477
6253,1.8123499155,2.23924994469
79716,0.894050002098,0.466800034046
29978,-0.617300033569,-1.44939994812
9988,0.794900000095,0.0197000056505
10845,0.394749999046,1.91894996166
54957,0.277749955654,0.65189999342
79170,-0.283500015736,-0.554650008678
10610,2.40359997749,-0.17230001092
128,-0.432400017977,2.11704993248
51026,-1.96805000305,-0.966800034046
5498,-0.741600036621,-0.54960000515
124583,0.077500000596,0.371949970722
9455,-0.703999996185,-1.05964994431
1212,-0.703350007534,0.661450028419
5255,-0.210899993777,-0.0681000053883
9448,-3.76760005951,-1.45414996147
9924,0.161850005388,-2.30730009079
5480,0.923900008202,-0.215849995613
1983,-0.89979994297,0.274700015783
56889,-0.400949954987,-0.743799984455
79080,0.553349971771,-2.0583999157
9016,-1.59549999237,3.14650011063
6915,0.480399996042,-0.79340004921
9709,1.33535003662,-0.639649987221
116832,0.0284499991685,-0.488049983978
670,0.105950005352,0.600650012493
7867,-1.09899997711,-1.68445003033
79143,0.803550004959,3.03610014915
11284,-0.496699988842,0.978250026703
23443,1.93454992771,2.01835012436
51599,-0.0143499970436,2.25785017014
5927,-0.373099982738,1.94394993782
55793,3.68130016327,-0.654399991035
5867,0.553249955177,-0.433200001717
7866,0.559850037098,1.17904996872
25825,0.903600037098,0.0489999949932
4067,0.450749993324,0.0992500036955
51015,0.701950013638,0.0983000025153
5891,2.34800004959,-1.03065001965
3300,1.52224993706,0.806999981403
64781,4.75810003281,0.0102000012994
51056,-0.00365000963211,-0.221500009298
8550,0.165950000286,-0.598800003529
50810,0.430249989033,1.79975008965
23011,0.588349997997,-0.123400002718
11168,0.435250014067,-1.22370004654
1385,-1.84154999256,3.27474999428
10150,-1.49804997444,5.02309989929
29763,0.106999993324,1.02705001831
9112,-0.233500003815,1.22589993477
23499,-1.45324993134,2.6318500042
85236,1.26520001888,2.94299983978
5096,0.30529999733,-0.327050000429
55620,0.926550030708,2.06570005417
5373,0.913150012493,0.591600000858
51170,-1.14030003548,3.02334976196
54850,3.00964999199,-1.48479998112
80349,-0.0689499974251,0.0200500488281
355,0.516250014305,1.58914995193
1062,1.29869997501,3.0271999836
8804,0.159400001168,1.70955002308
80758,-1.1276999712,-0.102249994874
375346,0.503499984741,-0.833149969578
51385,-0.800900042057,0.730650007725
55748,-0.125849992037,-0.369199991226
10318,-1.38650012016,-1.19059991837
54681,0.194499969482,0.260650008917
7905,-2.31520009041,1.76789999008
28969,0.771699965,2.15000009537
10668,-0.208599984646,0.142250001431
51005,-0.434300005436,2.57305002213
8800,0.896399974823,-0.751050055027
54438,0.499700009823,-1.16359996796
55825,-0.995200037956,-0.972449958324
8835,1.31130003929,0.795199990273
