rid,DOS001_VCAP_6H:BRD-K14799717-001-01-8:5.14,DOS001_VCAP_24H:BRD-K14799717-001-01-8:5.14,DOS031_MCF7_24H:BRD-K14799717-001-01-8:5.14,DOS031_PC3_24H:BRD-K14799717-001-01-8:5.14
5720,-0.79595297575,-0.176667049527,-1.266299963,-0.0596999973059
466,0.0221709012985,-0.822091460228,-0.104849994183,-1.31725001335
6009,-0.265589058399,-1.66657018661,-1.29879999161,0.247999995947
2309,0.580790400505,0.887091755867,-0.453350007534,0.175999999046
387,-0.814211726189,-0.0843712761998,0.14280000329,0.21005000174
3553,0.194311231375,-0.105067893863,1.29149997234,-0.180999994278
427,0.902123987675,-0.260050833225,-0.595849990845,1.20994997025
5898,0.538809001446,-0.318927824497,-0.199649989605,-0.0990499854088
23365,-0.354543924332,-0.71300470829,-0.301949977875,0.374949991703
6657,-0.279389113188,0.114104911685,0.663250029087,-0.0680999904871
5054,0.00719970464706,-0.644878268242,0.841000020504,0.264499992132
3108,0.150267779827,0.216325104237,-0.151749998331,0.0519500076771
1950,0.225946471095,0.489873439074,1.27555000782,0.240599989891
351,-0.472108840942,-0.201438337564,1.21799993515,-0.823700010777
4846,-0.376139819622,1.07721984386,-0.309149980545,0.622049987316
1452,-0.199079483747,-1.14943027496,-0.344200015068,-1.33360004425
4776,-0.0140174031258,-0.469431847334,0.884900033474,0.0981000065804
6908,0.556384027004,-0.680411219597,-0.170599997044,0.349399983883
672,0.852043032646,0.878803133965,0.0688000023365,-0.066550001502
5710,0.563914477825,0.394361883402,0.09375,-0.23710000515
2115,0.317545056343,0.155845701694,-0.0215499997139,0.813650012016
7015,-0.283727347851,1.12956392765,1.52504992485,0.111400000751
8726,0.527412295341,-0.814514636993,-0.462799996138,-0.267850011587
2185,0.465372979641,-0.403373122215,1.43114995956,0.259849995375
3315,-0.282901376486,0.568149447441,-1.14285004139,-0.844949960709
5289,0.682704031467,-1.1134531498,-0.768750011921,0.849599957466
868,-0.231806203723,0.159797698259,0.424749970436,-0.153150007129
1677,-0.121939010918,0.422820597887,0.416199982166,-0.326649963856
7043,0.00374859943986,-0.270629912615,0.305700004101,0.501150012016
5613,-0.397567093372,-0.338581711054,0.544550001621,0.651950001717
595,0.616613388062,1.21925592422,0.465050011873,-1.82824993134
4793,0.507208824158,0.699658215046,-1.4144500494,0.0410499870777
2736,-1.44354879856,1.11091291904,1.49489998817,0.643050014973
5290,-0.932277739048,0.680664539337,1.90925002098,-0.981299996376
6194,0.0,-0.129219010472,0.263350009918,1.00479996204
1676,-0.427686423063,-0.293735325336,1.49010002613,0.261500000954
23512,-0.165191709995,-3.38444590569,0.246250003576,-0.344399988651
148022,0.11567120254,1.12752270699,0.597900032997,-0.408749997616
1906,-0.545653343201,-0.206895574927,0.646400034428,1.03885006905
8878,-0.219438403845,0.59825950861,-0.69034999609,-0.374249994755
3091,0.115043647587,-0.0406976938248,-0.319050014019,0.0993000119925
5743,0.192908942699,-1.03270125389,0.718400001526,0.00780000537634
