rid,DOS030_VCAP_6H:BRD-K11366122-001-01-8:5.03,DOS030_VCAP_24H:BRD-K11366122-001-01-8:5.03,DOS034_A375_24H:BRD-K11366122-001-01-8:5.03,DOS034_A549_24H:BRD-K11366122-001-01-8:5.03,DOS034_HT29_24H:BRD-K11366122-001-01-8:5.03,DOS034_MCF7_24H:BRD-K11366122-001-01-8:5.03,DOS034_PC3_24H:BRD-K11366122-001-01-8:5.03
5720,-0.535392999649,-0.421144813299,0.4233712852,0.0467667728662,0.180199995637,0.121920034289,-0.0107781589031
466,-0.241453945637,0.735233604908,0.506140172482,0.612460613251,-0.300449997187,-0.0706352442503,-0.37805339694
6009,-0.712088823318,0.389156579971,-0.682573318481,-0.440892875195,-1.06799995899,-0.303607195616,-0.769423484802
2309,-0.0520789772272,-0.0294719338417,0.411885201931,-0.284131586552,-0.0566999912262,-2.86340713501,0.0725403279066
387,0.183932393789,-0.517104208469,0.407273858786,-0.567343115807,-0.551150023937,0.433884322643,0.518677771091
3553,0.456324309111,0.465196430683,0.103096157312,0.526895642281,0.424400001764,-0.29566654563,1.13871717453
427,-0.366689443588,1.18336844444,0.423351436853,0.258126199245,0.406849980354,0.41150161624,-0.127010554075
5898,-0.991057157516,0.573631703854,-1.18624949455,0.577462613583,-1.04824995995,-0.555446982384,0.446897834539
23365,-0.535682976246,0.286773532629,0.48901489377,0.285808384418,-0.329349994659,0.0441146753728,0.441186130047
6657,0.104073494673,-0.508803844452,0.016883417964,-0.615535795689,0.144999995828,-0.427574694157,-0.744380712509
5054,-0.290054857731,0.148843556643,-0.00614678859711,0.635368466377,-0.390949994326,0.140568524599,0.117022961378
3108,-0.0115602388978,-0.0513471066952,-0.592006087303,-0.295532345772,0.337900012732,0.675397634506,0.118916511536
1950,-0.14786170423,-0.621541500092,-0.923612654209,0.394964396954,0.392049998045,-0.673359751701,0.18762396276
351,0.415546029806,0.832120478153,-0.971143066883,-0.684716045856,1.37045001984,-0.48987236619,0.755660176277
4846,-0.601226210594,0.276575863361,-0.876476168633,-3.58131933212,0.866400003433,-0.246587857604,-0.163638621569
1452,0.10785612464,-0.144930958748,-0.231057658792,-0.11839286983,-0.231499999762,-0.519974946976,-0.693430781364
4776,0.249727383256,-0.228796616197,-0.314011275768,-0.548048913479,0.181699991226,-0.755962014198,-0.02368247509
6908,-0.132407367229,0.139643967152,-0.407217502594,1.03616249561,0.167050004005,0.44618844986,-1.06822741032
672,-0.102466143668,-0.178019687533,0.841530203819,0.73402774334,0.116949990392,-0.000154078006744,0.45306956768
5710,0.132894128561,0.753878831863,1.29349112511,0.424936264753,0.0926499962807,0.604475617409,-0.509650528431
2115,0.00558704137802,0.290249109268,-0.256111860275,0.570952892303,0.943849980831,-1.03716397285,-0.330624789
7015,0.160102888942,0.40892457962,0.0647514462471,-0.123145595193,0.588649988174,0.119571894407,-1.05667412281
8726,-0.134722962976,0.00860586948693,0.797410726547,1.08484792709,-0.239999994636,0.187987864017,0.962041020393
2185,-0.17142868042,0.473500162363,-0.791743397713,-0.114677086473,-0.138199999928,-0.675814390182,-0.774490892887
3315,0.629207849503,0.706312417984,0.14197281003,-0.631498217583,-0.180199995637,0.467788338661,0.822818994522
5289,0.351811438799,0.543176531792,0.720979452133,0.00457233190536,-0.158699989319,-2.24164247513,-0.823252737522
868,0.113826036453,0.258443295956,-0.54025042057,0.556909501553,0.0451000034809,-0.0889253616333,0.439551472664
1677,0.376872777939,-0.604090929031,-0.832363128662,-0.145939022303,0.172499999404,-0.103088244796,0.509516954422
7043,-0.0455719679594,0.770692944527,0.382081151009,0.049921952188,0.435850024223,-0.0810175165534,0.129680007696
5613,0.497880876064,-1.05744504929,0.333352655172,-0.128266140819,0.784749984741,-0.531484484673,-0.198263019323
595,0.467582046986,0.871417284012,0.441490799189,0.958618760109,0.274549990892,-0.637248933315,-0.271640628576
4793,-0.0517906621099,-0.75348007679,0.556965529919,-0.520866811275,0.172499984503,1.32117640972,0.330383300781
2736,0.279399335384,-0.753141105175,-0.468443721533,-0.121227219701,0.444849997759,0.154443949461,-0.336476236582
5290,0.12782484293,0.0765910446644,-0.768796086311,-0.611651301384,0.238199993968,-0.323699593544,-0.423337519169
6194,0.252015858889,0.356554389,-0.158881872892,-0.485951781273,0.0705000013113,0.498373687267,-0.411535829306
1676,0.463220208883,0.483138650656,0.101414375007,-0.326085478067,0.148299992085,-1.24548196793,-0.472048938274
23512,-0.180753022432,0.258702397346,0.140208482742,0.426423490047,-0.131350010633,-0.443753421307,-0.79358279705
148022,0.287042349577,-0.234062507749,0.619190394878,-0.347157537937,0.0737999975681,-0.232302650809,-0.584683656693
1906,0.018049120903,-0.220065847039,-0.615935981274,-0.108887553215,0.616800010204,-0.0361140221357,0.93009442091
8878,0.286523640156,0.277813106775,0.520914137363,0.545388996601,0.0563500076532,1.03550541401,0.438396990299
3091,-1.02401888371,0.0424140281975,0.429917514324,-1.36528789997,0.723049998283,-1.27271842957,0.43004065752
5743,-0.286339014769,1.51395726204,-1.12341332436,0.339615851641,0.134749993682,-0.552448689938,-0.482031494379
5321,-0.0712369605899,-0.486640572548,-4.50323057175,0.437023043633,-1.74504995346,0.365113466978,-0.439169943333
4144,-0.101718716323,-0.226184502244,-0.237644374371,-0.503770589828,0.408550024033,-0.945673525333,0.80453145504
1981,0.648773252964,-0.595574915409,1.11698138714,0.115247398615,0.000249996781349,-0.141812682152,-0.473368436098
695,0.0709729418159,-0.322605133057,-0.365603208542,3.16792678833,-0.862399995327,0.685713648796,-0.866318821907
10398,0.439181417227,-0.256538003683,0.0230939034373,-0.241762176156,0.619899988174,-0.50640130043,0.588974356651
5708,0.710945129395,-0.0444032624364,-0.074586071074,-0.565674185753,-0.401149988174,-0.142653435469,-1.2854321003
1213,-0.412487506866,0.060146458447,-0.488904058933,0.0568595528603,-0.0884500145912,0.394879698753,0.554862737656
226,0.660236001015,-0.99372202158,-1.77658486366,0.505471348763,0.0133000016212,4.57590389252,-0.272614628077
6777,0.898552179337,0.0653687939048,2.25547742844,4.44564390182,2.01395010948,0.969164133072,1.14114260674
