rid,DOS004_VCAP_6H:BRD-A18477699-001-01-1:5.06,DOS004_VCAP_24H:BRD-A18477699-001-01-1:5.06
5720,-0.285862237215,-1.60275006294
466,-0.560802102089,-1.06220006943
6009,-1.39483618736,-0.536650002003
2309,-0.195244282484,-0.610599994659
387,-1.5587720871,-0.914599955082
3553,0.888063907623,0.632600009441
427,-0.624327540398,-0.0394999980927
5898,-0.689981579781,-2.67024993896
23365,-0.288609325886,0.310800015926
6657,0.323579788208,1.80570006371
5054,0.849269866943,1.35819995403
3108,1.05285871029,-0.820100009441
1950,0.168613374233,1.31949996948
351,-1.70023274422,0.421249985695
4846,-0.173662573099,-0.834049999714
1452,-0.744412243366,-2.12314987183
4776,0.11049772054,3.47580003738
6908,-0.26097291708,-1.36965000629
672,-0.419565021992,-0.862299978733
5710,-3.83876466751,-1.17280006409
2115,1.5524469614,0.545799970627
7015,0.487222671509,1.5435500145
8726,-1.04906010628,0.165799975395
2185,1.00969910622,1.21644997597
3315,1.17765164375,2.54014992714
5289,0.968967914581,0.0453500151634
868,0.405712068081,0.570950031281
1677,0.978505432606,0.160349994898
7043,0.341936737299,-0.0298500061035
5613,0.536553442478,0.853999972343
595,-1.09924793243,-0.999150037766
4793,1.44923782349,0.523500025272
2736,0.79429268837,2.66830015182
5290,0.850985705853,1.07179999352
6194,-0.000419428164605,0.461699992418
1676,0.900744080544,1.64240002632
23512,-0.973109006882,-0.874799966812
148022,0.699755549431,-1.61684989929
1906,0.128784239292,1.35544991493
8878,-1.69471120834,-0.0540499985218
3091,-0.898493409157,0.0679999887943
5743,-0.715117812157,0.915449976921
5321,1.15920257568,1.01725006104
4144,0.0351098924875,0.150999993086
1981,-0.975843608379,3.51139974594
695,0.165019243956,0.148400008678
10398,-0.180504992604,2.25209999084
5708,1.08819389343,1.50565004349
1213,0.0519396811724,-0.841049969196
226,-0.297216027975,-2.1210000515
6777,0.508288919926,0.404300034046
2113,0.718273639679,1.35780000687
3329,-1.27556061745,-1.90339994431
1050,-0.000519514083862,-0.973299980164
9491,1.2685854435,1.1521500349
22926,0.743828952312,0.327349990606
5899,1.00133216381,0.254649996758
5467,0.494075238705,1.18674993515
6774,-1.17067468166,-0.698300004005
1788,0.436906844378,1.93670010567
5921,0.460601568222,-0.620400011539
5721,-0.592359781265,0.16155000031
2263,0.0207794457674,1.20389997959
808,1.57344257832,1.57365000248
30001,-0.0896555781364,0.144950002432
348,-0.153474241495,0.0734999999404
30849,0.275346636772,-1.30979990959
1454,0.989931166172,-0.56475007534
6500,-1.26281023026,-0.300500005484
5627,-0.297182351351,-0.267250001431
5715,-1.4751983881,-0.693400025368
4791,0.139737308025,1.8560500145
56924,1.30963599682,1.53489995003
2690,-0.0270494613796,-0.0223500132561
1019,-0.416652977467,-1.07700002193
51422,-0.448378562927,-0.0944499671459
5788,0.169022634625,0.720450043678
6709,0.90644133091,-0.664250016212
1277,0.727028906345,-1.48180007935
993,-0.341402560472,-1.48284995556
7157,0.485048890114,-0.763599991798
1958,0.907237529755,-0.765699982643
4582,0.172455608845,-0.801050007343
9212,0.569905757904,-0.776350021362
8440,-1.11485528946,-0.841600000858
6790,-0.710166394711,-0.962499976158
8851,-0.745090723038,-1.21615004539
2534,-0.0725238025188,0.431300014257
4893,0.648965835571,1.43875002861
665,0.0438809096813,0.267899990082
4313,-0.175960764289,1.22339999676
1022,-0.795588731766,-1.93929994106
5880,1.08652210236,-2.16345000267
3162,1.05266559124,0.404699981213
1282,0.167038366199,0.763350009918
3383,1.41042327881,0.784049987793
727,1.08720088005,0.709150016308
4792,-0.963397860527,-0.701299965382
4794,1.64765501022,1.97605001926
902,0.366290211678,-0.718550086021
8091,0.641850888729,-0.168700039387
3486,-3.04687786102,0.516650021076
10818,0.750864565372,0.2662999928
3454,1.84182870388,1.61049997807
4282,-2.22642159462,-0.0229499936104
1605,-0.465634733438,-0.744449973106
10644,0.974683403969,-0.233099997044
2065,-0.420132130384,-1.07850003242
8321,1.60467040539,0.629050016403
8503,1.00181949139,0.563449978828
7027,-0.281316637993,-0.645949959755
6850,1.01196908951,1.53404998779
1978,-0.945941269398,-0.825450003147
896,0.56106621027,-0.709550023079
5777,0.748917937279,-0.694850027561
1846,-0.439802527428,0.37349998951
5925,-0.140192881227,0.768000006676
142,-3.15788078308,-1.13324999809
1021,0.780963182449,-0.436399996281
5699,-0.301992923021,0.660499989986
8061,0.469485342503,-0.793300032616
1870,0.194029897451,2.03139996529
1398,-1.06043577194,-0.907999992371
3312,-0.25637498498,-0.781300008297
891,0.0823709368706,1.08450007439
4775,1.40345489979,2.20440006256
5111,-1.15603756905,-0.637950003147
5696,-0.100755050778,0.308150023222
5588,-1.01135706902,1.42069995403
6839,-0.9245647192,-0.891250014305
329,-2.62544465065,-0.534999966621
5058,0.700057387352,2.02925014496
998,-0.800056517124,-0.274399995804
9134,-0.767300486565,0.522899985313
6616,0.981719255447,1.00209999084
5223,-0.0735819935799,-0.486500024796
4690,0.813376784325,1.29575002193
958,-0.830131471157,1.37365007401
1616,-0.0467851683497,-0.319849997759
991,-0.850677847862,-0.456299990416
6347,0.514281630516,0.672900021076
6714,1.5645468235,-0.123600006104
652,-0.636460483074,1.64814996719
4331,-0.0639267191291,-1.46315002441
7099,1.20161986351,1.81729996204
10320,0.973828792572,-0.158950030804
2042,0.229700177908,2.09365010262
843,-1.05416285992,1.50675010681
840,0.230920806527,-1.57185006142
7048,0.189412623644,-1.45185005665
4851,0.288224458694,1.39744997025
6464,0.72191286087,2.60159993172
23410,-0.20818784833,-1.08474993706
54205,-0.592775642872,-0.232800006866
2770,-0.0272270590067,0.020300000906
80204,-1.02983999252,1.13894999027
4208,1.43484461308,0.901149988174
1845,-4.09355020523,0.96020001173
23368,-0.990622282028,1.64014995098
5583,3.12737083435,-0.0574000030756
8900,2.70669150352,0.939100027084
581,1.43130338192,1.38610005379
6193,0.789888858795,-0.048299998045
6622,0.383494257927,0.832650065422
11261,0.386881709099,0.989699959755
6696,1.24838423729,0.503499984741
8312,-0.310390770435,0.112800002098
835,0.604128181934,-0.317449986935
8324,0.680963158607,1.51094996929
1848,-0.984365105629,-0.552249968052
154,-0.029927700758,1.02645003796
4312,0.737155675888,1.2431999445
994,-0.79753780365,-1.78404998779
2048,-0.00880587100983,-0.0685999915004
1111,-1.15570819378,2.21630001068
5154,-0.921121478081,-1.21325004101
2920,0.972284495831,0.420949995518
3122,-0.423708736897,-0.235499992967
2769,1.47053933144,2.03660011292
5900,-0.912820458412,-0.894400000572
6304,1.47617530823,0.760650038719
5211,-0.203040242195,-0.451150000095
2886,0.33256816864,1.54939997196
9261,0.227717429399,-1.21779990196
8569,1.31870770454,1.39805006981
3303,1.30835604668,0.300950020552
5331,1.11583304405,-0.0901999771595
5347,0.103951692581,-1.5664999485
4638,0.741812944412,1.38835000992
2264,-0.413318037987,0.795549988747
1029,0.0231290236115,-1.38294994831
1027,-0.829760551453,-1.1670999527
2597,0.000419428164605,-0.314300000668
55847,0.218479573727,0.148900032043
25803,1.40351915359,-0.548900008202
3480,-0.850502133369,-0.763750016689
2946,0.890109419823,-0.0787999927998
9517,-0.702893137932,-0.811500012875
25987,0.04082339257,0.370000004768
23670,-0.26165163517,0.473949998617
11182,0.408829033375,-1.17110002041
2146,-0.660704851151,-0.51985001564
3385,-0.434427261353,-1.09879994392
5261,0.572490692139,-0.429300010204
10765,0.800038158894,0.438499987125
25839,-0.0624129027128,-1.28749990463
4172,-0.665331482887,-0.816749989986
23161,0.751502990723,1.285400033
10298,0.42950719595,-0.902799963951
1802,-0.660100221634,-1.35080003738
58533,-0.0634742379189,-0.013749986887
147179,0.208556264639,-0.805999994278
29937,-0.944796025753,-0.324949979782
6184,-1.50784230232,0.0744999945164
9854,0.764995098114,0.374150007963
2553,0.666287183762,0.495699942112
5440,-1.21058750153,-0.47904998064
54623,-1.03906309605,0.344599992037
9533,0.266820907593,-0.254000008106
8607,0.0450850576162,-0.0638000071049
207,-0.0349381417036,-0.582199990749
26054,0.288430899382,-0.166199997067
10682,-0.83371090889,-1.16830003262
8573,0.56152099371,-0.250699996948
23378,-0.639938354492,0.0163500010967
8553,-0.610710740089,-0.783149957657
622,-0.96947312355,-1.71969997883
9467,0.464531451464,0.485500007868
5525,0.497779816389,-1.18365001678
256364,0.747138261795,-1.84184992313
332,-0.0375570058823,-0.419050008059
2058,0.191754519939,-0.634000003338
7849,1.1851503849,0.331650018692
23244,0.362879693508,-0.654349923134
7494,1.39486765862,-1.35839998722
4836,0.781264781952,0.15189999342
