rid,ASG001_MCF7_6H:BRD-A60070924-001-01-8:10,ASG001_MCF7_6H:BRD-A60070924-001-01-8:2,ASG001_MCF7_6H:BRD-A60070924-001-01-8:0.4,ASG001_MCF7_6H:BRD-A60070924-001-01-8:0.08,ASG001_MCF7_24H:BRD-A60070924-001-01-8:10,ASG001_MCF7_24H:BRD-A60070924-001-01-8:2,ASG001_MCF7_24H:BRD-A60070924-001-01-8:0.4,ASG001_MCF7_24H:BRD-A60070924-001-01-8:0.08,ASG001_PC3_6H:BRD-A60070924-001-01-8:10,ASG001_PC3_6H:BRD-A60070924-001-01-8:2,ASG001_PC3_6H:BRD-A60070924-001-01-8:0.4,ASG001_PC3_6H:BRD-A60070924-001-01-8:0.08,ASG001_PC3_24H:BRD-A60070924-001-01-8:10,ASG001_PC3_24H:BRD-A60070924-001-01-8:2,ASG001_PC3_24H:BRD-A60070924-001-01-8:0.4,ASG001_PC3_24H:BRD-A60070924-001-01-8:0.08,CRCGN001_HA1E_6H:BRD-A60070924-001-02-6:20,CRCGN001_HA1E_24H:BRD-A60070924-001-02-6:20,ERG005_VCAP_6H:BRD-A60070924-001-01-8:1,ERG005_VCAP_6H:BRD-A60070924-001-01-8:5,ERG005_VCAP_6H:BRD-A60070924-001-01-8:20,ERG005_VCAP_24H:BRD-A60070924-001-01-8:1,ERG005_VCAP_24H:BRD-A60070924-001-01-8:5,ERG005_VCAP_24H:BRD-A60070924-001-01-8:20,ERG005_VCAP_48H:BRD-A60070924-001-01-8:1,ERG005_VCAP_48H:BRD-A60070924-001-01-8:5,ERG005_VCAP_48H:BRD-A60070924-001-01-8:20,CRCGN004_HA1E_24H:BRD-A60070924-001-02-6:20UM,PCLB002_A375_24H:BRD-A60070924:10,PCLB002_A375_24H:BRD-A60070924:3.33,PCLB002_A375_24H:BRD-A60070924:1.11,PCLB002_A375_24H:BRD-A60070924:0.37,PCLB002_A375_24H:BRD-A60070924:0.12,PCLB002_A375_24H:BRD-A60070924:0.04,PCLB002_A549_24H:BRD-A60070924:10,PCLB002_A549_24H:BRD-A60070924:3.33,PCLB002_A549_24H:BRD-A60070924:1.11,PCLB002_A549_24H:BRD-A60070924:0.37,PCLB002_A549_24H:BRD-A60070924:0.12,PCLB002_A549_24H:BRD-A60070924:0.04,PCLB002_HA1E_24H:BRD-A60070924:10,PCLB002_HA1E_24H:BRD-A60070924:3.33,PCLB002_HA1E_24H:BRD-A60070924:1.11,PCLB002_HA1E_24H:BRD-A60070924:0.37,PCLB002_HA1E_24H:BRD-A60070924:0.12,PCLB002_HA1E_24H:BRD-A60070924:0.04,PCLB002_HCC515_24H:BRD-A60070924:10,PCLB002_HCC515_24H:BRD-A60070924:3.33,PCLB002_HCC515_24H:BRD-A60070924:1.11,PCLB002_HCC515_24H:BRD-A60070924:0.37,PCLB002_HCC515_24H:BRD-A60070924:0.12,PCLB002_HCC515_24H:BRD-A60070924:0.04,PCLB002_HEPG2_24H:BRD-A60070924:10,PCLB002_HEPG2_24H:BRD-A60070924:3.33,PCLB002_HEPG2_24H:BRD-A60070924:1.11,PCLB002_HEPG2_24H:BRD-A60070924:0.37,PCLB002_HEPG2_24H:BRD-A60070924:0.12,PCLB002_HEPG2_24H:BRD-A60070924:0.04,PCLB002_HT29_24H:BRD-A60070924:10,PCLB002_HT29_24H:BRD-A60070924:3.33,PCLB002_HT29_24H:BRD-A60070924:1.11,PCLB002_HT29_24H:BRD-A60070924:0.37,PCLB002_HT29_24H:BRD-A60070924:0.12,PCLB002_HT29_24H:BRD-A60070924:0.04,PCLB002_MCF7_24H:BRD-A60070924:10,PCLB002_MCF7_24H:BRD-A60070924:3.33,PCLB002_MCF7_24H:BRD-A60070924:1.11,PCLB002_MCF7_24H:BRD-A60070924:0.37,PCLB002_MCF7_24H:BRD-A60070924:0.12,PCLB002_MCF7_24H:BRD-A60070924:0.04,PCLB002_PC3_24H:BRD-A60070924:10,PCLB002_PC3_24H:BRD-A60070924:3.33,PCLB002_PC3_24H:BRD-A60070924:1.11,PCLB002_PC3_24H:BRD-A60070924:0.37,PCLB002_PC3_24H:BRD-A60070924:0.12,PCLB002_PC3_24H:BRD-A60070924:0.04
5720,0.377810716629,-0.192443460226,-0.381524145603,-0.497479528189,0.0446965321898,0.603168666363,0.190638884902,0.239534005523,0.317391037941,0.604907214642,0.347195625305,0.588341355324,-0.239181637764,0.414256900549,-0.233153954148,0.0620645582676,-0.330386161804,-1.31885671616,-0.363187909126,0.113049551845,-0.115715369582,0.204731851816,0.224016129971,0.125303149223,0.481332331896,0.38559949398,-0.0287805199623,0.042235635221,1.18092095852,-0.125539124012,-0.277320832014,0.677686989307,-0.100528866053,0.647593677044,0.298782408237,0.179499998689,-0.191328376532,0.662317872047,0.815234661102,0.341137439013,0.699121832848,0.996703326702,0.343461036682,-1.04788982868,0.436296343803,0.904245376587,-0.719222009182,-0.497700035572,-0.526032447815,-0.753713607788,0.110072128475,1.34365558624,0.046863630414,0.0569284260273,0.20733101666,0.485827803612,0.11263179034,0.943225860596,-0.0183761417866,-0.516048908234,1.24635887146,2.16854476929,0.898061275482,0.881064534187,-0.130565658212,1.27271819115,-0.750079333782,0.440516710281,-0.58275526762,-3.66601037979,-0.34133452177,0.046967022121,-0.0586188584566,0.58638715744,0.585377454758,0.432612508535
466,0.785404205322,0.58878326416,0.58602309227,0.233905807137,-0.458270788193,-0.211147353053,0.0510770529509,-0.0581513047218,-0.730242192745,-0.341389238834,-0.50352281332,-0.242561519146,-0.545904517174,-0.454696387053,-0.806953966618,0.118605569005,-0.157620504498,-0.0132761076093,-0.0731180384755,0.469018042088,0.0748039036989,-0.198080435395,0.598929107189,0.324326872826,0.279272913933,0.64883518219,0.442211031914,-1.65698194504,-0.302214175463,0.726788640022,-0.451340794563,0.579352021217,-0.0208024084568,0.253920435905,-0.329758286476,-0.0761666595936,-0.649538934231,-0.578107178211,-0.472379207611,0.296518653631,-0.483229756355,-0.0619910508394,-0.757350921631,-0.315649926662,-1.50908923149,1.0853831768,-0.0514991283417,-0.421433329582,-0.185547381639,0.106372147799,-0.690597116947,-0.525704503059,-0.587142825127,0.226878717542,0.137288093567,0.810679733753,-0.379989147186,-0.931168735027,-0.395969957113,0.537800788879,-0.997521042824,2.01808571815,-0.371365964413,2.29740309715,-0.779256939888,0.214897662401,-0.298163920641,-0.168441951275,0.249006345868,-0.219184294343,1.24160063267,0.193110346794,0.259840011597,1.43652331829,-0.46586021781,1.06573736668
6009,0.375292897224,-0.431123673916,-0.629085063934,-0.648461222649,0.90862262249,0.569677352905,0.906524658203,0.935438215733,0.259256601334,0.541414618492,-0.147345215082,-0.0949966013432,0.482972532511,0.264286130667,0.320103019476,-0.0544951818883,0.311095654964,1.22601044178,0.0696306973696,1.26803708076,0.153953641653,-0.396030306816,-0.279588550329,-0.227783843875,0.100128859282,0.200269460678,-0.278574168682,-0.711925387383,-0.728493273258,-0.360928356647,-0.0469657555223,-0.370718300343,-0.403595477343,0.112277582288,-0.227102890611,-0.504566669464,-0.894653260708,-0.627487778664,0.337463885546,0.596089482307,0.263653844595,0.2100353688,1.03814554214,0.494349211454,0.0068104416132,-0.145512625575,0.0367631316185,-0.336733341217,-0.346723407507,-0.190181076527,-1.3281801939,0.14030970633,-0.44939249754,-0.175117000937,-0.462985813618,0.283419519663,0.0118245258927,0.639631748199,0.0341359078884,0.925627231598,-0.313908487558,0.502191245556,0.594240546227,-0.599250555038,-1.03409075737,0.853916287422,0.318336695433,0.767077744007,-0.150941848755,0.85835057497,-0.77085018158,-0.239798501134,-0.715018451214,-0.28215482831,-0.622455716133,-0.65160548687
2309,-0.202671334147,-0.506553053856,0.43823748827,-0.189367040992,0.410743743181,0.262782007456,0.170413762331,0.23203125596,0.490683436394,-0.071048155427,0.509416460991,0.191602319479,0.26945567131,0.0784261450171,0.645609855652,0.0621838606894,0.215436309576,-0.470315188169,0.31357884407,-0.241631001234,-0.15062572062,-0.0437675863504,0.660355448723,0.656158924103,0.351558923721,0.199634969234,-0.112890824676,-0.203612625599,0.0325684547424,0.305217266083,-0.145387202501,0.532449185848,-2.61723661423,-0.444462358952,0.287389218807,0.548833310604,-0.185347437859,-0.443721711636,-0.504801332951,-0.0622170567513,0.0996241867542,-0.00685778260231,-0.321709722281,-0.140694320202,0.420662164688,-0.568250656128,0.102243244648,0.0832666605711,0.159149065614,-0.225579559803,-1.01307153702,-0.20333763957,0.575286626816,-0.849326193333,-0.0356152430177,-0.255771279335,-0.466846376657,-1.4781845808,-0.739059209824,-0.783110916615,-1.4729436636,-0.938146471977,-0.566227316856,0.150077819824,-1.01280558109,0.585483372211,-0.206938266754,0.151998534799,0.340911567211,-0.486118018627,0.329832136631,-0.732763767242,-0.0567715354264,-0.430460631847,0.0594572089612,-0.834970653057
387,0.0609262734652,-0.66544175148,-0.325189948082,-0.542148172855,-0.15394449234,0.113543391228,0.08984490484,0.0279084146023,0.413721501827,0.856897711754,0.531777024269,0.0464400351048,-0.466301441193,0.103258691728,0.509621560574,0.285634160042,-0.715172111988,-0.420474946499,0.188783749938,0.483941167593,-0.0817799568176,-0.767716288567,0.372682124376,-0.00726176053286,0.69404643774,0.152013659477,0.0824748575687,-0.0743300393224,-1.14528536797,-0.433755636215,0.521570920944,1.21143269539,0.0529558509588,0.808231174946,-3.12133479118,-0.355133324862,-0.661713302135,-0.138774812222,-0.167715713382,-0.261178433895,0.155150592327,-0.747263133526,0.517839789391,-1.07403004169,0.0957567468286,-0.517585515976,-0.68143838644,0.431066662073,-0.509762763977,-0.177183896303,0.343534678221,-1.13151085377,-1.20633196831,-0.56097471714,-0.587316691875,-0.835592627525,-0.740293800831,-0.106074035168,-0.698092699051,0.92718565464,0.513410747051,0.427520573139,-0.708294212818,-0.260711163282,-0.860727131367,-0.529159247875,-1.05116915703,-0.567507505417,-0.925270318985,-0.14943164587,0.158482849598,-0.606820881367,-0.258609503508,-0.330266833305,-1.44732344151,-1.13757431507
3553,0.0592528730631,0.590138852596,-0.348568975925,0.301215827465,-0.506194472313,-0.990610599518,-0.378580868244,-1.29677152634,-0.275734931231,-0.0340926721692,-0.20859375596,-0.410775244236,0.264127939939,0.625003874302,0.677079319954,0.88907200098,0.163756579161,0.0433869510889,-0.263319551945,-0.741944730282,-0.0690973624587,-0.98391699791,-0.199601918459,-0.561594545841,-0.861058115959,-1.31711959839,-0.545254528522,-0.0715512782335,-0.279203295708,-0.922686100006,-0.315608620644,-0.748589575291,-0.0184390097857,-0.150656312704,0.045489475131,-0.0157666653395,-0.00399106740952,-0.0640961527824,0.354757785797,-1.07785832882,0.466068595648,-0.141016662121,0.00120241940022,-0.558874487877,-0.150933265686,-0.0058273486793,-0.0745528489351,0.642300009727,0.00242997705936,0.225352659822,-0.082069568336,-0.212689295411,-0.538187265396,-1.04901003838,-1.05627250671,-0.970485150814,-0.124374650419,0.328963369131,-0.380694150925,0.520726084709,0.255011200905,-0.0942052453756,-0.710477113724,-0.29506456852,-0.0909563452005,-0.730324804783,1.15662193298,0.939680993557,-0.155021637678,-0.277212679386,0.0775928199291,-0.438529789448,-0.528732419014,-0.181321769953,-0.452274948359,-0.344883620739
427,1.00815975666,0.793963193893,0.678158760071,1.80129933357,-0.197067826986,0.744417250156,-0.792833209038,-0.54386651516,-0.514222145081,-0.33967757225,-0.73017346859,-0.644068181515,0.165239036083,-0.252672940493,-0.0895417705178,0.158242046833,0.0375297963619,0.0852088034153,0.333021759987,0.192557111382,-0.181956112385,-1.02984976768,-1.05241858959,-0.652555048466,-0.575407147408,-0.541479706764,-0.97996032238,-0.283049345016,-0.351548165083,0.222634360194,-0.142259433866,0.349161088467,0.100536167622,0.0873596444726,-0.156728610396,-0.132533341646,0.068405598402,0.264188766479,-0.162807643414,-0.0362220108509,0.515587329865,-0.0574689917266,0.542177915573,-0.775390446186,-0.307892739773,-0.128425195813,0.396044254303,0.465099990368,-0.339197158813,0.50507068634,0.0386249683797,-0.793603599072,-0.197940126061,0.511083841324,-0.644734799862,-0.561469912529,0.0974399000406,-0.0188756734133,0.455200821161,0.356020510197,-1.04080092907,0.281619489193,-2.66283321381,0.341355264187,-0.272168576717,0.870857656002,0.493507683277,0.868415415287,-0.213714629412,0.464462131262,-0.473261415958,-0.951664209366,0.251191645861,-0.00835227966309,0.361828148365,-0.801444530487
5898,0.281425237656,0.503762125969,0.555928468704,0.0266829263419,-0.480270564556,-0.129232242703,-0.254446595907,-0.179518043995,-0.0906242281199,0.713733375072,0.0131122302264,0.329082667828,-0.356727331877,-0.508501172066,-0.398474007845,-0.178405866027,0.201105281711,-0.235880151391,-0.554279923439,-0.339565306902,-0.847379028797,-0.785238981247,-0.878608703613,-0.969030737877,-0.250731647015,-0.153965264559,-0.409811556339,-0.186194747686,1.15355634689,-0.038107380271,0.411046147346,0.329921215773,-1.6718082428,-0.722039341927,0.942103505135,-1.36883342266,-0.438538551331,-0.261453092098,-0.218491017818,-0.716000914574,-0.339490622282,0.210406512022,-0.324247449636,0.0781452581286,-1.01008987427,0.809172928333,0.270863413811,-0.160866677761,0.37905228138,-0.0711503475904,0.296408772469,-0.537019789219,0.680313110352,-0.465419411659,-0.0815046578646,-0.420381247997,0.198044329882,-0.226926267147,0.337514102459,0.536530256271,-0.212947905064,0.569996476173,-0.655328392982,-0.155890911818,0.0027222186327,0.315971523523,-0.358049452305,1.31483399868,-0.233922272921,-0.113594725728,0.151937305927,-0.233915880322,-0.205709666014,-0.00387778878212,0.0189291238785,-0.510617911816
23365,-0.599408388138,-0.99173605442,0.274884581566,0.079147785902,0.0235605239868,0.564418256283,-0.537628352642,0.581563830376,0.00144448876381,0.284253925085,0.439467579126,0.483656167984,-0.643609523773,-0.637063980103,-0.0519968569279,-0.715899705887,0.500350594521,0.0951686650515,-0.279029101133,-0.576714038849,-0.957524597645,-0.399386584759,-0.31270802021,-0.410909026861,-0.175630554557,-0.517329573631,-0.406068503857,0.224553495646,-0.523010134697,-0.384763300419,-0.31026995182,-1.61560201645,0.780992686749,0.16134250164,-1.16101956367,-0.471333324909,0.167624980211,-0.106789067388,-0.50867331028,-1.3282610178,-0.297892928123,-0.405924916267,-0.334959626198,-0.275025337934,0.42619779706,0.200756028295,1.2227730751,1.01169991493,-0.0449910759926,-1.51938605309,-0.687708377838,-0.871861934662,0.550635457039,0.503007411957,0.0076051838696,1.16842627525,0.252730280161,-0.960588335991,0.725145637989,-0.503744184971,-0.344663649797,0.200100600719,-0.153289064765,-0.191040173173,-0.167229086161,0.103833153844,-0.458480209112,-0.44257837534,-0.787282109261,-0.217564105988,0.894863128662,0.224729567766,0.379480361938,-0.602627396584,-1.2516014576,-1.27544176579
6657,-0.634609818459,-0.133499771357,-0.328361570835,0.380589425564,-1.23456180096,-0.303824514151,-1.00332963467,-1.48134768009,-0.747988164425,-0.37340003252,-1.01405763626,-0.581597507,0.666552066803,0.608987212181,0.05164648965,-0.547668933868,0.244234889746,-0.0213354825974,-0.304237276316,-0.252350509167,-0.416232615709,0.0167690254748,-0.436019510031,-0.286730319262,-0.94797283411,-1.10272049904,-0.635528802872,0.402077198029,0.269554257393,0.782404720783,-0.470872759819,-0.580705404282,0.691993236542,0.63768106699,-0.785336494446,-0.020133331418,0.199508339167,0.370488375425,-1.67398071289,0.118657425046,1.58218729496,1.83524549007,0.253575801849,-0.175050586462,-0.328760772943,0.239701867104,-0.250186264515,0.0348666757345,0.548401415348,1.01653206348,0.708132445812,0.0507993064821,-0.321358978748,-0.435546308756,-0.703371763229,-0.18539711833,-0.342842578888,0.0262932032347,-0.767260909081,0.618910849094,1.10673201084,-0.0438193827868,0.39982265234,0.345441669226,-0.449195593596,-0.477688223124,0.343695193529,-0.403612017632,0.276297092438,0.057484947145,-0.649246633053,0.130786731839,0.41405749321,0.276250272989,0.396377980709,0.387206554413
