rid,DOS029_VCAP_24H:BRD-K16173196-001-01-4:5.01,DOS033_A375_24H:BRD-K16173196-001-01-4:5.01,DOS033_A549_24H:BRD-K16173196-001-01-4:5.01,DOS033_HT29_24H:BRD-K16173196-001-01-4:5.01,DOS033_MCF7_24H:BRD-K16173196-001-01-4:5.01,DOS033_PC3_24H:BRD-K16173196-001-01-4:5.01
5720,1.34555506706,-0.085901170969,0.155252575874,-0.271250039339,-0.25879997015,0.643117249012
466,-0.00467839837074,0.577786445618,-0.295448362827,-0.519199967384,-0.846850037575,0.822688519955
6009,0.53375762701,0.0749015808105,-0.254169374704,-0.0802499949932,-0.854849994183,0.332436442375
2309,-0.785160660744,-0.513890504837,-0.437395185232,-1.01179993153,-0.780499994755,0.349690467119
387,0.450766384602,-0.625634074211,-0.0929732397199,-0.428849995136,0.457650005817,0.244798511267
3553,0.193724513054,0.112480476499,0.17241320014,0.18029999733,1.40400004387,0.413496464491
427,-1.04905772209,0.44500285387,-0.194782659411,-0.960899949074,0.109650015831,-0.492018312216
5898,0.147598832846,-0.244873672724,-0.218878298998,-1.03170001507,-0.564800024033,0.181334719062
23365,-1.26128172874,-0.796011090279,-0.440873742104,-0.0408499836922,0.304699987173,-0.794265031815
6657,-0.158598929644,0.281031221151,0.297280013561,0.749850034714,0.729650020599,-0.116795748472
5054,-0.118674568832,0.888465166092,-0.0237065330148,-2.05725002289,-2.84000015259,0.399780124426
3108,0.0976243019104,-0.838815927505,0.724695146084,-0.67175000906,0.545849978924,0.594188570976
1950,0.382602095604,1.26290726662,0.246040135622,1.67925000191,1.5299500227,1.0305352211
351,-3.74853086472,-0.010362803936,0.392500907183,-0.0416500046849,1.42100000381,0.149609595537
4846,0.781261861324,0.24563343823,0.776895105839,-0.346050024033,0.133849993348,-1.35324299335
1452,-0.344983696938,0.497024714947,0.618409395218,-0.751150012016,0.00834999978542,0.131027549505
4776,0.556368410587,0.845926702023,0.322604477406,1.50634992123,1.18814992905,-0.200522258878
6908,0.830176770687,-0.32594025135,-0.561711251736,-0.700850009918,-0.689599990845,0.319917917252
672,1.04437065125,-0.379774540663,0.451845318079,0.630750000477,-0.595149993896,-0.44481369853
5710,0.393435031176,0.245458781719,-0.227851808071,-0.232600003481,-0.622200012207,-1.15566682816
2115,-0.136609196663,-1.12937247753,0.419200718403,-0.514950037003,0.868149995804,-0.460332274437
7015,0.236296579242,0.795509815216,0.405438154936,1.78269994259,1.54935002327,0.618076562881
8726,0.208845704794,-0.0225875079632,-0.359208583832,0.551550030708,-0.596799969673,-0.126878589392
2185,-1.05233025551,0.630720496178,0.164688482881,0.964200019836,1.55480003357,0.238203153014
3315,-0.395609974861,-0.139581263065,-0.3421677351,-0.303949981928,-1.05620002747,-0.438159674406
5289,-0.188594713807,0.594529211521,0.0199490636587,1.00314998627,-0.109799996018,0.533107876778
868,-0.372377336025,0.229320675135,0.0296815782785,0.419950008392,0.298749983311,0.558129668236
1677,-0.164707794785,0.557204782963,0.827656030655,0.370199978352,0.565549969673,0.669133543968
7043,-0.800576627254,-0.352913141251,0.195852711797,0.0223500132561,0.106499992311,-1.07464015484
5613,-0.663158178329,-0.184607550502,-0.314036339521,0.791500031948,0.926499962807,-0.4791495502
595,-0.00327147729695,0.29650759697,-0.43245446682,-0.877699971199,0.161599993706,-1.2865755558
4793,0.197306022048,0.0555090010166,0.847715735435,-0.1195499897,-0.769249975681,-0.718758702278
2736,0.419007331133,-0.0149189308286,0.704178154469,0.0131500065327,0.612749993801,-0.651088237762
5290,-1.08724439144,1.20009994507,0.430541604757,0.832899987698,1.40059995651,1.01361083984
6194,0.252838402987,-0.000634625728708,-0.197794377804,-0.168949991465,-1.81980001926,-0.962182164192
1676,-1.35750365257,0.701877355576,0.34699767828,1.78434991837,1.42030000687,-0.714277505875
23512,-3.95670866966,-0.24530698359,-0.643888115883,-1.00499999523,0.135849997401,0.591726183891
148022,-0.122195601463,-1.14856791496,-1.00095295906,-0.974400043488,0.125349998474,-0.844981968403
1906,-0.066406801343,-0.410875022411,0.256997287273,0.420500010252,0.29310002923,-1.34997451305
8878,-0.217665791512,0.416452378035,-0.443347096443,0.184200003743,0.0925000011921,0.0597706884146
3091,0.309464454651,-0.78388106823,0.117901854217,-0.71204996109,0.861750006676,-0.522434592247
5743,3.42466521263,0.8865224123,-0.21940292418,-0.416099995375,0.687399983406,-0.320445120335
5321,-1.0311870575,4.92106819153,0.84431296587,0.971949994564,0.185350000858,-0.0215718708932
4144,0.498481333256,1.01414442062,-0.323360145092,-0.231849998236,1.30869996548,-0.147235035896
1981,1.36080312729,0.510109186172,-0.825415968895,0.14335000515,-0.76734995842,-0.111997425556
695,0.298853635788,4.81088066101,-0.402527153492,4.43690013885,4.68489980698,0.822381973267
10398,0.246823370457,0.398739725351,-0.136654794216,1.52970004082,0.494099974632,-0.882990717888
5708,-3.94614839554,-0.152693301439,-0.242429643869,-0.841799974442,4.74730014801,0.352001607418
1213,-4.10666751862,0.580868303776,-0.797729969025,0.402099996805,-0.950749993324,-0.20558142662
226,0.613266348839,4.11852550507,-0.316103935242,4.66275024414,4.77950000763,4.57904338837
6777,0.33504986763,-0.364981383085,-0.0121262073517,0.104649998248,1.18385004997,-0.0159921646118
2113,-0.434190988541,-0.281417667866,0.227180451155,0.382950007915,0.894599974155,-0.00931936502457
3329,1.39338040352,0.0143798738718,-0.468573093414,-0.554250001907,-0.920599997044,-0.449692040682
1050,0.0955344736576,-2.85258340836,0.29210793972,0.080150000751,-0.210500001907,-0.32899454236
9491,-0.610701441765,0.139346331358,-0.447502553463,2.01475000381,-0.0156999975443,-0.447382777929
22926,-1.70174813271,-1.39922583103,-0.681287109852,-1.39034998417,-1.60975003242,-0.61695843935
5899,-0.111487165093,-0.427264302969,-0.0330776907504,0.337049990892,-1.68085002899,-0.348370790482
5467,-0.181951761246,0.440632283688,-0.109061568975,0.765249967575,-0.33884999156,-1.54746460915
6774,-0.171219542623,1.74383592606,0.373151093721,-3.74259996414,-0.341499984264,0.404037058353
1788,-0.259666025639,0.484718859196,0.402218580246,1.57894992828,0.411849975586,-0.898025035858
5921,0.0932723507285,-0.811390578747,-0.41798555851,-0.199349999428,-0.438600003719,-1.02628612518
5721,0.0278721451759,-1.20728492737,-1.21865332127,0.980599999428,0.178450018167,-0.231441631913
2263,0.722870469093,0.0202186107635,-0.404267042875,0.627900004387,0.867400050163,-0.270001649857
808,-0.472199767828,2.14472341537,1.19548857212,1.21169996262,2.15420007706,0.80436360836
30001,-0.127773672342,-0.295562267303,-0.335831016302,0.687650084496,0.0100499987602,0.638139009476
348,-1.20845210552,3.00722265244,-0.0632577091455,-0.16249999404,3.33249998093,0.863788247108
30849,-0.342566251755,-0.612980604172,-1.10058188438,-1.75755000114,-0.157649993896,-0.26634144783
1454,-0.306222736835,-0.470617294312,-0.347012341022,0.42610001564,-1.39495003223,-0.261819660664
6500,0.45045363903,1.76676106453,-0.731665730476,0.185699999332,-0.606999993324,-0.260396450758
5627,-0.717752039433,-0.150888204575,0.00323325395584,-0.426699995995,0.195250034332,0.627111554146
5715,1.30586981773,-0.762662410736,0.54848998785,0.68440002203,0.576499998569,-0.787657916546
4791,0.534588754177,0.504413425922,0.219458147883,-0.647300004959,0.4049000144,-0.950891792774
56924,1.02804374695,-0.355112016201,0.543194174767,-0.863700032234,-0.126000002027,-0.155485391617
2690,-0.248360514641,4.14643192291,-0.0982452780008,0.0531999990344,-0.582949995995,0.0492961406708
1019,-0.521644294262,-1.32160425186,-0.442776203156,-0.130199998617,0.0302000045776,-0.111130028963
51422,0.433940887451,0.722244262695,0.0815857797861,1.05639994144,0.62650001049,-0.196987107396
5788,-0.911702752113,-0.00847560167313,-0.146490305662,0.157849997282,1.50859999657,-0.338436305523
6709,-0.566657662392,-0.875200390816,0.72761708498,-1.42175006866,0.677100002766,-0.470250248909
1277,0.10006596148,0.0227365344763,1.43788504601,0.429049998522,-1.22224998474,0.772315263748
993,0.556414783001,-0.68658053875,-0.629724860191,-1.63205003738,-0.429350018501,-1.17910885811
