rid,DOS013_VCAP_6H:BRD-K08240821-001-01-4:5.04,DOS013_VCAP_24H:BRD-K08240821-001-01-4:5.04,DOS040_A375_24H:BRD-K08240821-001-01-4:5.04,DOS040_HT29_24H:BRD-K08240821-001-01-4:5.04
5720,-0.318875968456,-0.425537705421,-1.15515005589,1.56369996071
466,-0.146578460932,-0.569598019123,-0.384249985218,0.480350017548
6009,-0.957943558693,-0.782159924507,-0.0397000014782,0.189599990845
2309,-0.126578420401,1.3584883213,1.60669994354,-0.629150032997
387,-0.390501081944,0.768365800381,-0.195850014687,-0.0206000003964
3553,-0.000755667686462,-0.0946269184351,0.856799960136,0.372900009155
427,-0.283515781164,-0.900449931622,0.402649998665,-0.421050012112
5898,0.232924193144,1.40090322495,1.02044999599,-2.1603000164
23365,0.304985135794,1.63591551781,0.181949973106,0.180200010538
6657,-0.198812767863,-0.784055650234,-0.149099990726,-0.396149992943
5054,0.521919608116,1.77240157127,-1.68289995193,-1.38634991646
3108,-0.601386010647,0.740541934967,-0.435399949551,-0.681749999523
1950,0.0877036452293,-1.26886177063,-0.122749999166,-0.697700023651
351,1.23236560822,-0.385838598013,0.19224999845,-0.0456500053406
4846,-0.882930874825,-1.66397202015,-0.611699998379,-0.874099969864
1452,0.275721997023,0.574432909489,-0.757850050926,0.297199994326
4776,-0.527922093868,-0.721196472645,1.17595005035,-0.452900022268
6908,0.162541180849,0.124261021614,-0.523549973965,0.686950027943
672,0.585990130901,1.00227236748,-0.0908499956131,0.33544999361
5710,0.0491431877017,1.00882947445,1.03820002079,0.552399992943
2115,0.0548837780952,0.245831757784,0.989899992943,-0.174650013447
7015,-0.748344063759,-0.351512491703,0.252700030804,-0.634000003338
8726,-0.463712602854,-1.54457259178,-0.353249996901,1.22625005245
2185,-0.10895460844,-0.559624016285,0.430499970913,-0.278250008821
3315,-0.616938352585,5.47224235535,-0.414049983025,-0.426649987698
5289,-0.737783074379,0.0171261876822,-0.0989499986172,0.213400006294
868,0.114646658301,-0.698898494244,0.920750021935,-0.0469999983907
1677,0.147649407387,0.303349673748,-0.0738999843597,0.167100012302
7043,0.167043283582,0.611333906651,1.44755005836,-0.527649998665
5613,-0.362457245588,-0.232336521149,0.635150015354,-0.219999998808
595,-0.19611120224,-0.622286200523,1.5612000227,0.0160000026226
4793,-0.339544653893,-0.0611002594233,-0.016550000757,-0.482249975204
2736,-0.281041145325,-1.64449334145,2.68000006676,-0.047499999404
5290,-0.38766798377,0.336066395044,-0.544899940491,-0.651350021362
6194,0.124967336655,0.0,0.0,0.332150012255
1676,0.0237294323742,-0.297591745853,0.528900027275,-0.19675001502
23512,0.317872285843,-4.88227891922,1.78970003128,1.74804997444
148022,0.183166921139,1.05898809433,-0.438600003719,-0.106450006366
1906,-0.0933887511492,0.120505601168,0.0428500026464,0.392149984837
8878,-0.266301244497,-0.822563290596,0.463499993086,0.545750021935
3091,0.0038129389286,-0.0300569534302,-0.912900030613,0.620500028133
5743,-0.13501752913,0.363709241152,0.454249978065,-0.139149993658
5321,0.115671232343,-0.31070664525,0.0990000069141,-0.247400000691
4144,-1.09592282772,0.16122572124,0.496100008488,-0.721499919891
1981,-0.53539198637,-0.20485214889,1.36164999008,0.822400033474
695,0.172291725874,1.13612151146,0.11265000701,1.83220005035
10398,0.517738580704,-0.16856329143,0.543649971485,-0.186250001192
5708,-0.484605610371,-0.211141228676,4.4731502533,-0.7554500103
1213,-0.101171962917,0.942747890949,-0.163900002837,-1.84055006504
226,-0.993596792221,1.0213098526,0.102700002491,1.2078499794
6777,-0.328541457653,0.39768576622,-0.0496000051498,0.160050004721
2113,0.233524233103,-1.1676223278,0.151199996471,1.99259996414
3329,-0.759957611561,0.875142097473,-0.183650001884,0.361750006676
1050,-0.318731546402,0.0810362026095,1.07749998569,0.483349978924
9491,-0.97519159317,-0.796391189098,-0.189800024033,0.272450000048
22926,-1.61741924286,-0.171037614346,-0.910149991512,0.410849988461
5899,-0.247868105769,0.705210804939,-0.146299988031,-0.0308000147343
5467,-0.535611391068,0.270534545183,1.62999999523,-0.557549953461
6774,-0.716579377651,0.564918220043,1.13289999962,-0.725600004196
1788,-0.217408716679,-1.00126588345,0.890100002289,-0.151600003242
5921,0.0246013700962,3.028424263,-0.398949980736,-0.36185002327
5721,0.12864947319,-0.597269296646,-0.626649975777,-0.855300068855
2263,-0.0121878832579,-0.484519809484,0.228399991989,0.0706499963999
808,-0.493376910686,-0.330624103546,-0.406200021505,-0.273350000381
30001,-0.275742888451,-0.15777605772,-0.402649998665,-0.150099992752
348,-1.00919723511,-0.137727245688,-0.672950029373,-0.182199984789
30849,-0.536081194878,0.967730045319,-0.677900016308,-0.520349979401
1454,0.130050331354,0.2794726789,0.882650017738,-0.070650011301
6500,0.181199043989,0.343007832766,-1.26094996929,0.0647500008345
5627,-0.0551369786263,-0.280998200178,-0.877049982548,0.838799953461
5715,-1.14247751236,-0.274281293154,-0.606999993324,-0.0121499896049
4791,0.425523757935,0.0595659166574,1.05225002766,-0.35095000267
56924,0.68957144022,-0.102928519249,0.547399997711,-0.387449979782
2690,0.00414945930243,-0.795521557331,-0.464500010014,0.545099973679
1019,0.00625593960285,-0.175815284252,0.583249986172,-0.0245500057936
51422,0.694697737694,-0.190927803516,0.0117999985814,-0.0130499973893
5788,-0.241348639131,0.256307274103,0.477750003338,1.09714996815
6709,0.558021306992,-0.702863991261,-0.407599925995,-0.408199995756
1277,-0.110204219818,-0.366835951805,-0.239050000906,-0.60640001297
993,0.254626780748,1.46512675285,-0.0149500072002,0.916450023651
7157,0.0177971422672,0.982666373253,-0.28845000267,-0.00415000319481
1958,-0.367541819811,0.30439260602,0.502349972725,0.0587999969721
4582,-0.0938294231892,-0.229230821133,0.301450014114,0.954450011253
9212,-0.0652231574059,0.396962106228,0.524800002575,0.00844999961555
8440,-0.0897780656815,-0.0820821449161,1.07910001278,0.460649996996
6790,-0.777667343616,0.124365061522,-0.772099971771,0.0180499851704
8851,-0.0817781314254,0.972741007805,1.08735001087,0.641299962997
2534,-0.438633024693,-0.669277131557,-0.237749993801,0.618099987507
4893,-0.417113482952,-1.00517225266,-1.36364996433,0.511049985886
665,0.184605151415,-2.08464860916,-0.446200013161,-0.297049999237
4313,-0.411883503199,-0.883842647076,0.219099998474,-0.404299974442
1022,-0.205322891474,-0.229836583138,-0.324099987745,-0.610000014305
5880,-0.435849696398,-0.0696093142033,-0.443450003862,-0.153150007129
3162,-0.505360066891,0.562825202942,0.414949983358,1.3370000124
1282,-0.000573612749577,-0.508457660675,-0.461050003767,-0.427250027657
3383,0.00314961373806,-0.505602002144,-0.154100015759,-0.498250007629
727,-0.605681777,0.469134986401,1.54224991798,-0.448500007391
4792,-0.585408091545,-0.0431893765926,-0.631150007248,-1.0434499979
4794,0.547768294811,0.0204625055194,0.0884499996901,0.738999962807
902,0.482887893915,-3.70130825043,-0.504299998283,0.183600008488
8091,0.883512854576,-0.85232681036,0.170399993658,-0.627400040627
3486,-0.273034691811,-0.201295018196,0.690150022507,-0.953549981117
10818,-0.443770051003,-0.59492790699,0.999700009823,-0.429149985313
3454,-0.346003800631,-0.814169764519,0.339249998331,-0.400150001049
4282,0.0882908552885,0.40231820941,0.35949999094,0.337249994278
1605,0.00417852029204,0.501357913017,-0.545549988747,0.112599998713
10644,-0.224491775036,-0.0864324122667,-0.345750004053,1.00394999981
