rid,CVD001_HEPG2_6H:BRD-A37828317-001-03-0:10,CVD001_HEPG2_6H:BRD-A37828317-001-03-0:2.5,CVD001_HEPG2_24H:BRD-A37828317-001-03-0:10,CVD001_HEPG2_24H:BRD-A37828317-001-03-0:2.5,CVD001_HUH7_6H:BRD-A37828317-001-03-0:10,CVD001_HUH7_6H:BRD-A37828317-001-03-0:2.5,CVD001_HUH7_24H:BRD-A37828317-001-03-0:2.5,CVD001_PHH_6H:BRD-A37828317-001-03-0:10,CVD001_PHH_6H:BRD-A37828317-001-03-0:2.5,CVD001_PHH_24H:BRD-A37828317-001-03-0:10,CVD001_PHH_24H:BRD-A37828317-001-03-0:2.5
5720,-0.245731472969,0.523557841778,-0.759365320206,-0.855550050735,-0.496274262667,-0.314188182354,-4.44659996033,-1.35536241531,-1.50128722191,-5.44107055664,-1.97786188126
466,-1.64021360874,-3.19000482559,-4.1631975174,0.0540499985218,0.35620868206,0.350354552269,1.42840003967,0.812194347382,-0.712413191795,0.169675290585,0.313228815794
6009,-1.46672070026,0.389504283667,0.421254366636,1.03355002403,0.0897360891104,2.24114370346,2.40065002441,0.227964282036,-0.0526576340199,1.3947956562,0.971468567848
2309,-0.86774456501,1.8125191927,1.12643992901,-0.631150007248,0.24460798502,4.67770910263,5.85280036926,1.27291762829,-0.24678774178,2.30592346191,0.109830051661
387,-0.24596709013,0.866702437401,-1.98910486698,-0.329149991274,0.913842260838,0.657344698906,-1.10904991627,-0.051394302398,0.0780010744929,-0.0371281206608,1.28314113617
3553,-0.0341002270579,-0.0668912231922,4.80221700668,-0.33575001359,1.26420962811,-0.122504025698,4.32809972763,-0.445412755013,0.417962491512,0.283442139626,-0.440401256084
427,-0.095161229372,2.20172262192,-1.35750675201,1.67090010643,0.150245457888,-0.455879032612,-0.112299978733,0.331813395023,0.212163135409,-0.224016964436,-0.393515586853
5898,-0.325179815292,0.383415699005,0.579709410667,0.0891000032425,1.10627377033,1.14093267918,1.76380002499,1.31985640526,0.702608108521,1.12510085106,0.549718439579
23365,-0.806645154953,2.20085191727,-2.1169564724,-0.0452499985695,-0.672913193703,0.00386172533035,-0.694000005722,-0.887669920921,0.0390902012587,0.36260664463,-0.0346049070358
6657,0.0356831550598,-0.376973927021,4.11652612686,1.72099995613,1.36211133003,-0.0289996564388,2.68910002708,0.496250122786,0.183621674776,0.9787722826,-1.23777532578
5054,-0.390395492315,0.307724356651,-0.922566652298,0.634449958801,0.502530455589,0.999268651009,1.35025000572,-1.49562811852,-0.288250207901,1.33389270306,1.85533678532
3108,-0.479006111622,0.147775799036,1.57222604752,0.0214499980211,-0.090184122324,2.16318011284,2.12779998779,0.497051179409,0.107037357986,0.281850337982,-0.0564275383949
1950,-0.0117281340063,-0.0235591307282,3.71808671951,3.45910000801,-0.0355181097984,-1.20487344265,4.98024988174,-0.579112112522,0.924499034882,-0.727725148201,-0.282973408699
351,-0.448228061199,0.401827633381,1.1203507185,-0.385500013828,0.243639349937,0.409107208252,0.930950045586,-0.435298919678,-0.554438114166,-0.613727867603,-0.440747708082
4846,0.14892244339,-0.487563371658,-0.749601483345,0.679399967194,0.634457051754,0.152194321156,2.65735006332,-0.631494879723,-0.392826318741,-0.354517608881,-0.956031382084
1452,-0.650592029095,0.778801858425,0.772562384605,0.0662499964237,0.685529947281,1.1070728302,4.85764980316,-2.45366811752,-1.18085455894,-8.01831626892,-1.2025179863
4776,0.547575473785,0.498616695404,4.59907197952,0.410199999809,0.812307775021,-0.24302431941,2.3615000248,3.00214290619,1.24364995956,-0.722217023373,-1.15748035908
