rid,CPC014_A375_6H:BRD-A60245366-001-01-1:10,CPC014_A549_6H:BRD-A60245366-001-01-1:10,CPC014_A549_24H:BRD-A60245366-001-01-1:10,CPC014_ASC_24H:BRD-A60245366-001-01-1:10,CPC014_HA1E_6H:BRD-A60245366-001-01-1:10,CPC014_HCC515_6H:BRD-A60245366-001-01-1:10,CPC014_HEPG2_6H:BRD-A60245366-001-01-1:10,CPC014_HT29_6H:BRD-A60245366-001-01-1:10,CPC014_MCF7_6H:BRD-A60245366-001-01-1:10,CPC014_MCF7_24H:BRD-A60245366-001-01-1:10,CPC014_NPC_24H:BRD-A60245366-001-01-1:10,CPC014_PC3_6H:BRD-A60245366-001-01-1:10,CPC014_PC3_24H:BRD-A60245366-001-01-1:10,CPC014_PHH_24H:BRD-A60245366-001-01-1:10,CPC014_SKB_24H:BRD-A60245366-001-01-1:10,CPC014_VCAP_6H:BRD-A60245366-001-01-1:10,LJP001_BT20_6H:BRD-A60245366-001-02-9:10,LJP001_BT20_6H:BRD-A60245366-001-02-9:2,LJP001_BT20_6H:BRD-A60245366-001-02-9:0.4,LJP001_BT20_6H:BRD-A60245366-001-02-9:0.08,LJP001_BT20_24H:BRD-A60245366-001-02-9:10,LJP001_BT20_24H:BRD-A60245366-001-02-9:2,LJP001_BT20_24H:BRD-A60245366-001-02-9:0.4,LJP001_BT20_24H:BRD-A60245366-001-02-9:0.08,LJP001_HS578T_6H:BRD-A60245366-001-02-9:10,LJP001_HS578T_6H:BRD-A60245366-001-02-9:2,LJP001_HS578T_6H:BRD-A60245366-001-02-9:0.4,LJP001_HS578T_6H:BRD-A60245366-001-02-9:0.08,LJP001_HS578T_24H:BRD-A60245366-001-02-9:10,LJP001_HS578T_24H:BRD-A60245366-001-02-9:2,LJP001_HS578T_24H:BRD-A60245366-001-02-9:0.4,LJP001_HS578T_24H:BRD-A60245366-001-02-9:0.08,LJP001_MCF10A_6H:BRD-A60245366-001-02-9:10,LJP001_MCF10A_6H:BRD-A60245366-001-02-9:2,LJP001_MCF10A_6H:BRD-A60245366-001-02-9:0.4,LJP001_MCF10A_6H:BRD-A60245366-001-02-9:0.08,LJP001_MCF10A_24H:BRD-A60245366-001-02-9:10,LJP001_MCF10A_24H:BRD-A60245366-001-02-9:2,LJP001_MCF10A_24H:BRD-A60245366-001-02-9:0.08,LJP001_MCF10A_24H:BRD-A60245366-001-02-9:0.4,LJP001_MCF7_6H:BRD-A60245366-001-02-9:10,LJP001_MCF7_6H:BRD-A60245366-001-02-9:2,LJP001_MCF7_6H:BRD-A60245366-001-02-9:0.4,LJP001_MCF7_6H:BRD-A60245366-001-02-9:0.08,LJP001_MCF7_24H:BRD-A60245366-001-02-9:10,LJP001_MCF7_24H:BRD-A60245366-001-02-9:2,LJP001_MCF7_24H:BRD-A60245366-001-02-9:0.4,LJP001_MCF7_24H:BRD-A60245366-001-02-9:0.08,LJP001_MDAMB231_6H:BRD-A60245366-001-02-9:10,LJP001_MDAMB231_6H:BRD-A60245366-001-02-9:2,LJP001_MDAMB231_6H:BRD-A60245366-001-02-9:0.4,LJP001_MDAMB231_6H:BRD-A60245366-001-02-9:0.08,LJP001_MDAMB231_24H:BRD-A60245366-001-02-9:10,LJP001_MDAMB231_24H:BRD-A60245366-001-02-9:2,LJP001_MDAMB231_24H:BRD-A60245366-001-02-9:0.4,LJP001_MDAMB231_24H:BRD-A60245366-001-02-9:0.08,LJP001_SKBR3_6H:BRD-A60245366-001-02-9:10,LJP001_SKBR3_6H:BRD-A60245366-001-02-9:2,LJP001_SKBR3_6H:BRD-A60245366-001-02-9:0.4,LJP001_SKBR3_6H:BRD-A60245366-001-02-9:0.08,LJP001_SKBR3_24H:BRD-A60245366-001-02-9:10,LJP001_SKBR3_24H:BRD-A60245366-001-02-9:2,LJP001_SKBR3_24H:BRD-A60245366-001-02-9:0.4,LJP001_SKBR3_24H:BRD-A60245366-001-02-9:0.08
5720,2.34750652313,0.808766841888,-1.45693874359,0.661000013351,0.810560643673,0.941306650639,-0.0638999938965,1.13811802864,1.69371461868,-2.76325464249,1.99660003185,3.12024998665,0.423522800207,1.49023878574,-0.151763826609,-0.971152424812,0.359382212162,-2.31620550156,-0.441015452147,-0.76039403677,-1.54992032051,-2.83286428452,-0.497929960489,-0.917277812958,0.60095500946,0.769436776638,-0.452994287014,0.381221473217,0.852400004864,-2.00793337822,-1.45189285278,-1.01027750969,-0.266655772924,-0.540559709072,-1.00256562233,-0.467834144831,-3.14546108246,-1.53542220592,-0.559967637062,-0.581107497215,0.845689117908,-0.970698595047,-0.993456184864,-1.182523489,0.0141000002623,-2.75364995003,-1.39999997616,-2.48425006866,1.57950091362,-0.624512851238,-0.235673397779,-0.605453848839,0.761363148689,-3.27237391472,-0.358056008816,-0.682845711708,1.18711447716,-3.96509933472,-1.86501669884,-2.88395619392,-1.17865967751,-1.26799321175,-0.616406798363,-1.11758542061
466,1.05091714859,-3.15598535538,-0.24779561162,-1.25755000114,-2.36858463287,-1.40681409836,-0.704400002956,-0.631948292255,-0.962505877018,-3.22197556496,-0.682699978352,-1.15149998665,-1.30425059795,-0.832418680191,-1.40704345703,-3.16949462891,-1.67840778828,-1.83027565479,-0.871213495731,-0.665344595909,-0.484929978848,-0.780865848064,0.722121834755,-0.115367360413,-1.42249059677,-1.18462204933,-0.424671530724,-0.370980769396,-6.04290008545,0.506561875343,-0.604567885399,0.171441838145,-0.754966616631,-0.88931286335,-0.395794332027,-0.269384324551,-1.18714404106,0.00722369551659,-0.163765728474,0.669438064098,-3.54945421219,-0.744620084763,-0.799999117851,-0.905969381332,-2.9156999588,-0.419300019741,-0.303099989891,-2.95180010796,-0.821224808693,0.440435647964,-0.143669903278,-0.245910227299,-1.63073158264,-1.02753973007,-0.411596924067,-0.0329936631024,-2.78482484818,2.38086533546,0.422848254442,-1.31297564507,-5.88029766083,0.843275547028,-0.120219603181,-1.34070336819
6009,1.61928367615,1.733741045,0.140568703413,0.838249981403,-0.601790010929,0.610287189484,-1.01450002193,0.0199549049139,0.982824265957,-0.047561109066,-2.43429994583,2.81825017929,-0.46942332387,-1.70097410679,-1.72191739082,1.32671058178,0.616473972797,0.991159677505,-0.325683951378,-0.463412225246,0.342777073383,1.29832065105,0.134675264359,-0.767298817635,-0.991722226143,1.02430272102,-1.26821863651,0.332213073969,-0.875999987125,2.28992414474,-0.708818554878,0.108499012887,-0.166044741869,-0.870341420174,-0.168202102184,-1.04009127617,-0.301436930895,0.82711815834,1.05462062359,0.204679831862,0.0249759182334,0.921654045582,-1.06740045547,-0.383658975363,0.775700032711,0.738300025463,-0.470050007105,0.7867000103,0.875603914261,-0.193841934204,-0.553740620613,-1.1421148777,0.877366304398,1.31595993042,0.306265592575,-0.14065785706,2.61824727058,0.697304964066,-0.1575217098,2.03763413429,3.93264818192,0.569007754326,0.629167973995,0.405279695988
2309,-1.68376994133,-1.25511026382,-1.18004274368,-4.38380002975,-5.70750761032,-1.24041998386,-3.44254994392,-4.31101083755,-5.1786365509,-3.34398555756,-3.77950000763,-5.21479988098,-2.2224240303,-0.0613941252232,-5.00149536133,-8.04871940613,-0.196182906628,0.95137566328,0.262384980917,0.422796040773,-1.21319723129,-0.476557672024,-0.670026123524,-0.120804749429,-1.71942949295,0.398841619492,0.0277837440372,0.0266634523869,-3.12919998169,-0.211837500334,-0.572853982449,0.667178750038,0.331126332283,-0.543875396252,-0.409242033958,-0.99086868763,2.49474477768,-0.46517726779,-0.491308987141,-0.0333205759525,-3.4303252697,-0.184541717172,-0.151869341731,-0.112366043031,-3.91205000877,-1.66129994392,-0.643249988556,0.275200009346,-3.38615751266,0.853280723095,-0.345567345619,-0.245346307755,-1.32070851326,0.164430975914,-0.696957528591,-0.365817040205,-2.40342307091,1.73388159275,-1.3384732008,0.381696373224,-2.9485077858,-0.0432375594974,-0.606916904449,-0.0548726171255
387,2.14838433266,4.50786590576,0.0812432691455,1.24024999142,-0.769303381443,1.5505964756,2.49364995956,2.03722286224,3.02421092987,0.256651520729,-1.74940001965,1.90155005455,0.558132708073,1.53416728973,-0.0413620434701,2.16901469231,0.333094269037,1.10943007469,-0.890418112278,-0.518320202827,-1.91104578972,2.70233726501,-0.169888108969,-0.0979938134551,-0.816277801991,1.04787755013,-1.17134141922,0.218011558056,-1.08449995518,0.957617759705,-0.0176538228989,-0.206021413207,0.951975047588,-0.995869278908,-0.0786140710115,-1.06366300583,0.104137957096,0.532633423805,0.72509342432,0.644261717796,0.232195809484,-0.495086491108,-1.25538420677,0.378028512001,0.70039999485,0.338800013065,-0.729149997234,2.16475009918,1.87064540386,0.381622076035,-0.889640212059,-1.22919154167,0.51748675108,1.81669938564,-0.423318356276,-0.374615252018,0.675484955311,1.90376019478,-0.193652808666,1.43384575844,-2.14352226257,-0.605127155781,-1.56959283352,-0.5038626194
3553,2.09254312515,0.23443903029,0.982165575027,1.74215006828,2.38065171242,3.30761528015,2.61789989471,1.4393042326,1.96056234837,2.43397140503,5.45879983902,-0.551400005817,0.0667203888297,1.87838482857,2.26131033897,2.4463789463,2.15458774567,-0.0807156637311,0.0205466374755,1.65371012688,0.41080608964,-0.501671016216,-0.518382489681,-0.663236737251,1.42401218414,-0.0774221420288,0.0493770167232,-0.790249526501,5.60379981995,1.42284655571,0.0980123281479,-0.521947979927,0.728827357292,-0.198521092534,-0.686277747154,-0.234285205603,1.35755681992,-1.92566645145,-1.22509372234,-1.29364192486,1.48828649521,0.206098914146,-0.701497495174,-0.474502503872,2.16004991531,0.589299976826,-0.443699985743,-0.374799996614,1.70179724693,0.875822544098,0.0243319869041,0.463462591171,3.0125143528,0.48805129528,-0.319417417049,0.727776825428,1.92857944965,2.92689490318,-0.161586821079,-0.00095771253109,6.69583797455,0.382943928242,1.32931995392,0.0853508710861
427,3.46354150772,1.67145419121,-0.165168642998,2.25670003891,1.10188126564,0.801411390305,0.746749937534,2.54032659531,2.23977422714,0.70184969902,2.87509989738,2.23990011215,1.82857918739,-0.128558844328,1.74342632294,-0.400500655174,1.17423963547,0.221780478954,0.0845693647861,-0.187835216522,0.0701398849487,1.94008469582,0.401011556387,-0.209622129798,-0.668384373188,0.266517221928,0.893439054489,-0.0670111626387,0.427500009537,-1.08619737625,0.328892946243,0.904325842857,0.754800200462,1.00927340984,-0.0404317378998,1.47921872139,0.674990355968,-0.386256545782,-0.195868164301,-0.887699961662,2.36626672745,0.251283764839,-0.613945364952,-0.326760470867,1.03444993496,-1.39425003529,-0.134749993682,-1.35030007362,1.44333195686,0.143744140863,0.186628967524,-0.422436833382,3.87031030655,-1.58604764938,-0.0292662978172,-0.0614949017763,1.82842636108,0.589202880859,0.610548019409,-2.22397184372,1.28413665295,0.233423888683,0.999226272106,-0.705072164536
5898,-0.816965520382,-2.40133714676,1.00624001026,1.2391500473,-0.868111491203,-1.5965873003,-0.341849982738,-0.696322202682,-0.183941677213,-1.90101861954,2.68869996071,-0.126850008965,-0.331331789494,-0.296935260296,0.346390008926,-0.0681866258383,-0.609906792641,-0.110682629049,0.241301000118,-0.0790449380875,-1.44730079174,-3.20882344246,0.116178005934,0.0500717610121,-1.98674058914,-1.45643746853,-0.394064217806,-0.344634413719,-3.24690008163,0.181001931429,-1.87392699718,-0.656067073345,0.479980736971,1.04948592186,-0.605882167816,-0.169849053025,0.459518373013,-0.428828120232,0.286133885384,-0.946326255798,-2.10110044479,-1.09982299805,-1.47190904617,-0.519411802292,-2.33069992065,-0.243649989367,-0.513450026512,0.0334499999881,-1.23127186298,-1.08162891865,-0.0498035550117,-0.882083654404,1.17083954811,-0.975320935249,-0.901714205742,-1.1618565321,-3.70187711716,-1.20845150948,-0.703283965588,-1.41546416283,-4.88475227356,-0.21575511992,-1.16314196587,-0.226631760597
23365,1.34294056892,0.0856160372496,2.14408445358,-0.261749982834,-0.628060698509,-0.139063835144,2.41650009155,0.141852885485,1.59402108192,1.44617080688,-0.294800013304,3.63240003586,0.917210221291,-0.176220208406,1.50013017654,-0.0915244817734,0.300286471844,0.734747290611,0.505769252777,-0.235662817955,-0.00881531834602,1.16365170479,0.713758587837,0.145055413246,0.713386058807,0.839835107327,-0.808243393898,0.476755678654,1.05809998512,-0.894037604332,0.0445843935013,-0.189108505845,0.00777558982372,0.200095236301,0.963397026062,0.582023501396,0.403936594725,-0.176432222128,0.483616143465,0.16886395216,-0.123381376266,-0.0850530862808,-0.157894939184,0.894078195095,0.098700016737,1.02664995193,0.858099997044,1.49094998837,0.586692929268,-0.191122412682,-0.431129872799,0.0129063725471,-1.22406685352,1.50519824028,0.442538887262,-0.190109014511,-0.195479094982,0.812618970871,0.191384747624,1.53437519073,-4.31393671036,0.943341493607,0.24177737534,0.0365518927574
6657,1.12206530571,0.266129553318,0.808846473694,2.36619997025,3.86156439781,-1.42282652855,2.34039998055,1.51163220406,1.71594548225,2.53708910942,-5.49840021133,1.42830002308,2.82660412788,1.20947194099,3.68384099007,1.94708621502,1.03873610497,0.520758926868,-0.194603741169,0.0357286036015,-0.249701052904,-0.209697008133,-0.427640974522,-0.712777495384,1.30127692223,0.0211507678032,0.365918427706,-0.640908658504,4.81699991226,1.48375308514,0.383299827576,-0.734019219875,0.983638167381,-0.137585625052,0.443483024836,1.30405938625,2.46553850174,-0.829258561134,-1.44079363346,0.0691403150558,0.52531760931,0.18660852313,1.60258328915,-0.532849729061,0.957200050354,0.131300002337,-0.342199981213,-0.561850011349,1.52750349045,0.689837217331,0.415248036385,1.08384203911,3.26620149612,0.953028202057,-0.0151297748089,0.352012753487,3.29862833023,4.18287754059,2.21715021133,-0.496334344149,7.12349700928,0.713410794735,0.803872108459,-0.79701769352
